Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Work,Nodes visited,Setup Time
0,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,94,120,230,535,3,0.009,0.0071,1,0.01
1,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,74,86,179,340,0,0.007,0.0044,1,0.007
2,Rome-Lib/graficon10nodi/grafo265.10,10,12,1,30,34,76,118,1,0.002,0.0012,0,0.003
3,north/g.17.12.graphml,17,17,0,184,2,203,825,0,0.012,0.0174,0,0.015
4,Rome-Lib/graficon15nodi/grafo1883.15,15,17,0,80,86,183,383,0,0.007,0.0052,1,0.007
5,Rome-Lib/graficon14nodi/grafo843.14,14,15,0,64,32,111,202,0,0.004,0.0031,0,0.004
6,north/g.13.83.graphml,13,13,0,12,6,31,23,0,0.001,0.0003,0,0.001
7,Rome-Lib/graficon11nodi/grafo1131.11,11,13,0,44,36,93,160,0,0.003,0.002,0,0.004
8,Rome-Lib/graficon13nodi/grafo2313.13,13,18,0,32,30,80,105,0,0.002,0.0011,0,0.003
9,Rome-Lib/graficon15nodi/grafo585.15,15,19,0,76,68,163,306,0,0.007,0.0045,1,0.006
10,Rome-Lib/graficon12nodi/grafo2651.12,12,12,1,22,24,58,81,2,0.002,0.0008,0,0.002
11,north/g.12.123.graphml,12,12,0,18,4,34,27,0,0.002,0.0005,0,0.001
12,Rome-Lib/graficon16nodi/grafo2142.16,16,17,0,46,40,103,155,0,0.003,0.0018,0,0.003
13,north/g.16.62.graphml,16,16,0,182,0,198,819,0,0.012,0.0174,0,0.014
14,Rome-Lib/graficon10nodi/grafo869.10,10,12,0,12,6,30,23,0,0.001,0.0003,0,0.001
15,Rome-Lib/graficon12nodi/grafo906.12,12,12,0,10,4,26,15,0,0.001,0.0002,0,0.001
16,Rome-Lib/graficon13nodi/grafo559.13,13,19,0,36,32,87,120,0,0.004,0.0015,1,0.004
17,north/g.11.61.graphml,11,12,0,62,10,84,170,0,0.005,0.0032,0,0.004
18,north/g.15.49.graphml,15,16,0,32,22,70,85,0,0.003,0.0011,0,0.003
19,Rome-Lib/graficon12nodi/grafo2458.12,12,17,0,44,44,105,158,1,0.003,0.0017,0,0.006
20,Rome-Lib/graficon17nodi/grafo2615.17,17,17,0,18,12,47,45,0,0.003,0.0005,0,0.001
21,Rome-Lib/graficon15nodi/grafo735.15,15,15,0,28,24,67,86,0,0.002,0.001,0,0.003
22,Rome-Lib/graficon11nodi/grafo2946.11,11,13,0,16,14,43,47,0,0.002,0.0005,0,0.001
23,north/g.11.28.graphml,11,13,0,32,16,61,80,0,0.002,0.0011,0,0.003
24,north/g.11.55.graphml,11,13,0,28,8,49,56,0,0.004,0.0009,0,0.002
25,Rome-Lib/graficon15nodi/grafo2783.15,15,19,0,56,50,125,205,1,0.004,0.0024,0,0.005
26,Rome-Lib/graficon15nodi/grafo391.15,15,24,0,128,136,288,636,2,0.013,0.0093,1,0.012
27,north/g.19.23.graphml,19,21,0,42,38,101,136,0,0.005,0.0016,1,0.003
28,Rome-Lib/graficon17nodi/grafo385.17,17,28,1,122,164,314,641,4,0.011,0.0088,1,0.013
29,north/g.16.80.graphml,16,27,0,84,110,221,395,1,0.009,0.005,1,0.008
30,Rome-Lib/graficon15nodi/grafo1124.15,15,23,0,82,74,179,310,0,0.006,0.0044,1,0.007
31,Rome-Lib/graficon23nodi/grafo2499.23,23,27,0,112,126,265,535,1,0.01,0.0073,1,0.011
32,Rome-Lib/graficon17nodi/grafo459.17,17,27,0,146,162,335,732,0,0.011,0.0107,1,0.046
33,Rome-Lib/graficon19nodi/grafo1897.19,19,24,0,142,124,290,669,0,0.013,0.0118,1,0.013
34,north/g.18.24.graphml,18,23,2,86,102,211,400,4,0.007,0.0055,1,0.008
35,Rome-Lib/graficon15nodi/grafo518.15,15,21,0,56,46,123,187,0,0.006,0.0025,1,0.004
36,Rome-Lib/graficon25nodi/grafo1586.25,25,29,0,172,206,407,951,0,0.017,0.0152,1,0.017
37,north/g.18.8.graphml,18,28,0,146,160,334,729,0,0.014,0.0122,1,0.014
38,Rome-Lib/graficon16nodi/grafo2933.16,16,20,0,84,88,192,396,0,0.009,0.0058,1,0.008
39,north/g.11.29.graphml,11,23,0,140,190,353,857,6,0.014,0.0121,1,0.015
40,Rome-Lib/graficon18nodi/grafo706.18,18,27,1,176,190,393,979,1,0.015,0.0161,1,0.018
41,north/g.25.49.graphml,25,26,0,164,172,362,862,0,0.014,0.0138,1,0.016
42,Rome-Lib/graficon12nodi/grafo2144.12,12,28,1,128,152,308,644,3,0.011,0.0095,1,0.012
43,north/g.17.8.graphml,17,27,0,144,116,287,662,0,0.011,0.0112,1,0.013
44,north/g.19.20.graphml,19,22,0,68,50,140,241,0,0.006,0.0036,1,0.006
45,north/g.21.30.graphml,21,21,0,86,58,165,306,0,0.007,0.005,1,0.006
46,Rome-Lib/graficon17nodi/grafo2401.17,17,28,1,302,580,910,2835,34,0.088,0.0991,1,0.046
47,north/g.29.13.graphml,29,29,0,326,34,389,1890,0,0.022,0.0324,0,0.031
48,north/g.20.26.graphml,20,20,0,86,264,370,821,9,0.019,0.0133,1,0.016
49,Rome-Lib/graficon11nodi/grafo1917.11,11,20,1,82,110,212,416,1,0.008,0.0051,1,0.008
50,Rome-Lib/graficon16nodi/grafo821.16,16,28,0,138,148,314,663,1,0.012,0.0102,1,0.012
51,north/g.26.20.graphml,26,29,0,206,142,377,972,0,0.017,0.0195,1,0.018
52,north/g.14.68.graphml,14,29,0,56,48,133,178,0,0.004,0.0021,0,0.005
53,north/g.27.16.graphml,27,27,0,126,266,419,932,22,0.034,0.0268,1,0.016
54,north/g.18.30.graphml,18,23,2,144,62,229,585,5,0.021,0.0164,1,0.011
55,north/g.25.40.graphml,25,37,0,208,366,611,1399,16,0.081,0.0712,1,0.026
56,north/g.27.7.graphml,27,34,0,142,38,214,400,0,0.011,0.0076,0,0.009
57,north/g.26.4.graphml,26,30,0,162,124,316,747,0,0.013,0.0137,1,0.014
58,Rome-Lib/graficon27nodi/grafo248.27,27,38,0,270,302,610,1576,4,0.057,0.0646,1,0.028
59,Rome-Lib/graficon15nodi/grafo2591.15,15,31,0,182,198,411,930,2,0.02,0.0165,1,0.02
60,Rome-Lib/graficon22nodi/grafo2630.22,22,31,0,152,200,383,838,3,0.014,0.0145,1,0.015
61,Rome-Lib/graficon20nodi/grafo2246.20,20,39,0,258,340,637,1535,8,0.049,0.049,1,0.027
62,Rome-Lib/graficon28nodi/grafo1646.28,28,37,0,132,144,313,564,2,0.01,0.0078,1,0.011
63,Rome-Lib/graficon14nodi/grafo2785.14,14,31,0,68,66,165,235,0,0.006,0.0029,1,0.006
64,Rome-Lib/graficon28nodi/grafo1264.28,28,39,0,262,224,525,1341,0,0.022,0.0265,1,0.025
65,north/g.26.9.graphml,26,38,0,162,164,364,695,0,0.013,0.0103,1,0.014
66,Rome-Lib/graficon28nodi/grafo2058.28,28,38,0,112,98,248,393,0,0.007,0.0056,1,0.009
67,Rome-Lib/graficon16nodi/grafo1150.16,16,30,0,106,94,230,392,0,0.007,0.0056,1,0.008
68,Rome-Lib/graficon15nodi/grafo295.15,15,33,0,140,166,339,673,2,0.01,0.0093,1,0.013
69,north/g.22.37.graphml,22,30,0,176,88,294,672,0,0.013,0.0126,1,0.014
70,Rome-Lib/graficon26nodi/grafo1512.26,26,34,0,202,222,458,1034,2,0.029,0.024,1,0.02
71,Rome-Lib/graficon31nodi/grafo2107.31,31,38,0,124,130,292,497,1,0.01,0.0068,1,0.01
72,Rome-Lib/graficon26nodi/grafo398.26,26,30,0,148,130,308,685,1,0.011,0.0111,1,0.014
73,Rome-Lib/graficon20nodi/grafo2202.20,20,31,0,186,214,431,1004,2,0.016,0.0166,1,0.018
74,Rome-Lib/graficon33nodi/grafo10842.33,33,39,0,204,254,497,1093,2,0.016,0.0165,1,0.02
75,Rome-Lib/graficon24nodi/grafo2923.24,24,33,0,102,104,239,405,1,0.01,0.0066,1,0.01
76,Rome-Lib/graficon21nodi/grafo1927.21,21,43,0,200,208,451,900,0,0.015,0.0141,1,0.019
77,Rome-Lib/graficon27nodi/grafo1997.27,27,40,0,146,140,326,579,0,0.011,0.009,1,0.012
78,Rome-Lib/graficon20nodi/grafo2213.20,20,49,0,354,362,765,1936,0,0.032,0.0375,1,0.036
79,Rome-Lib/graficon31nodi/grafo11127.31,31,46,0,218,250,514,1058,0,0.017,0.0159,1,0.02
80,Rome-Lib/graficon32nodi/grafo2047.32,32,46,0,172,154,372,689,0,0.012,0.0111,1,0.014
81,Rome-Lib/graficon34nodi/grafo10086.34,34,43,0,258,326,627,1454,1,0.022,0.0244,1,0.027
82,Rome-Lib/graficon28nodi/grafo932.28,28,45,0,290,314,649,1552,2,0.043,0.0445,1,0.029
83,Rome-Lib/graficon33nodi/grafo151.33,33,46,0,250,270,566,1252,4,0.036,0.0335,1,0.025
84,north/g.31.3.graphml,31,41,0,238,182,461,1122,2,0.034,0.0292,1,0.022
85,Rome-Lib/graficon31nodi/grafo11356.31,31,43,0,242,260,545,1217,3,0.03,0.0274,1,0.022
86,Rome-Lib/graficon20nodi/grafo2701.20,20,48,0,188,214,450,831,1,0.013,0.0127,1,0.017
87,Rome-Lib/graficon19nodi/grafo563.19,19,40,1,308,394,742,1991,9,0.079,0.0831,1,0.034
88,Rome-Lib/graficon28nodi/grafo1399.28,28,41,0,298,276,615,1617,2,0.056,0.0529,1,0.03
89,Rome-Lib/graficon37nodi/grafo11342.37,37,49,1,266,306,621,1380,5,0.022,0.0252,1,0.026
90,Rome-Lib/graficon32nodi/grafo1953.32,32,42,0,172,166,380,713,0,0.012,0.0111,1,0.015
91,north/g.27.14.graphml,27,47,0,300,466,813,2071,19,0.106,0.0955,1,0.035
