File,Crossings,Time,Nodes
north/g.10.72.graphml,0,0.0008151531219482422,12
north/g.13.45.graphml,0,4.982948303222656e-05,13
north/g.10.11.graphml,0,4.1961669921875e-05,10
Rome-Lib/graficon11nodi/grafo233.11,0,3.910064697265625e-05,18
Rome-Lib/graficon12nodi/grafo2240.12,0,0.012130022048950195,16
Rome-Lib/graficon11nodi/grafo324.11,0,0.0008900165557861328,13
Rome-Lib/graficon11nodi/grafo1866.11,0,0.012315988540649414,19
Rome-Lib/graficon12nodi/grafo604.12,0,0.00021505355834960938,12
Rome-Lib/graficon16nodi/grafo418.16,0,0.011116981506347656,19
Rome-Lib/graficon15nodi/grafo2806.15,0,0.010357856750488281,18
Rome-Lib/graficon11nodi/grafo2384.11,0,3.0994415283203125e-05,15
Rome-Lib/graficon10nodi/grafo1010.10,0,0.0098419189453125,12
north/g.12.78.graphml,1,0.010513067245483398,13
Rome-Lib/graficon12nodi/grafo1843.12,2,0.0007619857788085938,14
north/g.11.21.graphml,0,5.412101745605469e-05,11
north/g.12.49.graphml,0,0.009594917297363281,14
north/g.14.31.graphml,0,0.00038504600524902344,17
Rome-Lib/graficon11nodi/grafo1061.11,1,0.009910106658935547,13
Rome-Lib/graficon14nodi/grafo777.14,0,0.00983285903930664,17
north/g.15.14.graphml,0,0.010524988174438477,18
Rome-Lib/graficon15nodi/grafo1971.15,1,0.011243820190429688,19
Rome-Lib/graficon11nodi/grafo1912.11,3,0.011491060256958008,16
Rome-Lib/graficon13nodi/grafo361.13,0,0.011330842971801758,19
north/g.11.3.graphml,0,0.00018095970153808594,11
Rome-Lib/graficon16nodi/grafo2241.16,5,0.019515037536621094,17
north/g.10.13.graphml,0,0.0005419254302978516,10
Rome-Lib/graficon17nodi/grafo816.17,1,0.0006320476531982422,17
Rome-Lib/graficon12nodi/grafo888.12,0,0.010185956954956055,14
north/g.11.73.graphml,0,0.009582042694091797,14
Rome-Lib/graficon10nodi/grafo2111.10,2,0.010207176208496094,16
Rome-Lib/graficon11nodi/grafo685.11,0,0.009989023208618164,13
Rome-Lib/graficon11nodi/grafo2433.11,0,0.009470224380493164,13
Rome-Lib/graficon12nodi/grafo756.12,0,2.288818359375e-05,12
Rome-Lib/graficon16nodi/grafo366.16,0,0.010545969009399414,17
Rome-Lib/graficon12nodi/grafo666.12,1,0.010265111923217773,17
Rome-Lib/graficon15nodi/grafo780.15,0,0.010767936706542969,19
Rome-Lib/graficon15nodi/grafo965.15,1,0.01032710075378418,17
Rome-Lib/graficon10nodi/grafo466.10,0,0.0004420280456542969,12
Rome-Lib/graficon11nodi/grafo2964.11,0,1.1256170272827148,19
north/g.14.16.graphml,0,0.011001110076904297,14
north/g.18.21.graphml,5,0.014985084533691406,19
Rome-Lib/graficon11nodi/grafo2139.11,4,0.010654926300048828,15
Rome-Lib/graficon11nodi/grafo3097.11,0,0.0006940364837646484,14
north/g.18.34.graphml,0,0.000720977783203125,19
north/g.12.121.graphml,9,0.01570582389831543,15
north/g.12.45.graphml,0,0.00084686279296875,14
Rome-Lib/graficon14nodi/grafo285.14,1,0.010584115982055664,18
north/g.16.55.graphml,1,0.0018739700317382812,16
north/g.10.74.graphml,1,0.0005879402160644531,12
Rome-Lib/graficon13nodi/grafo530.13,0,0.010180950164794922,14
Rome-Lib/graficon12nodi/grafo691.12,0,3.3855438232421875e-05,14
Rome-Lib/graficon16nodi/grafo1741.16,0,0.0010569095611572266,18
north/g.18.36.graphml,0,0.003162860870361328,18
Rome-Lib/graficon11nodi/grafo612.11,0,0.00048804283142089844,13
Rome-Lib/graficon12nodi/grafo234.12,1,0.010424137115478516,16
north/g.15.35.graphml,0,4.315376281738281e-05,19
Rome-Lib/graficon11nodi/grafo997.11,0,4.601478576660156e-05,15
Rome-Lib/graficon12nodi/grafo542.12,0,0.0028629302978515625,17
Rome-Lib/graficon11nodi/grafo927.11,0,0.00024390220642089844,11
Rome-Lib/graficon10nodi/grafo1898.10,1,0.011432170867919922,16
Rome-Lib/graficon11nodi/grafo1128.11,1,0.0002269744873046875,14
north/g.15.24.graphml,0,3.504753112792969e-05,16
Rome-Lib/graficon14nodi/grafo719.14,0,3.910064697265625e-05,14
north/g.16.34.graphml,1,0.0026350021362304688,16
north/g.15.33.graphml,0,8.392333984375e-05,15
north/g.13.91.graphml,0,0.009884834289550781,15
Rome-Lib/graficon15nodi/grafo480.15,0,0.010043859481811523,18
Rome-Lib/graficon15nodi/grafo1107.15,0,0.011525154113769531,19
north/g.10.89.graphml,0,0.0005998611450195312,14
Rome-Lib/graficon15nodi/grafo2568.15,1,0.011659860610961914,17
Rome-Lib/graficon14nodi/grafo487.14,0,0.00015687942504882812,15
Rome-Lib/graficon14nodi/grafo2158.14,0,0.01221609115600586,19
Rome-Lib/graficon17nodi/grafo2106.17,0,1.1326510906219482,19
north/g.10.3.graphml,0,3.0994415283203125e-05,10
Rome-Lib/graficon14nodi/grafo912.14,0,4.1961669921875e-05,14
Rome-Lib/graficon15nodi/grafo2887.15,0,0.02310490608215332,17
north/g.12.146.graphml,3,0.011532068252563477,17
Rome-Lib/graficon15nodi/grafo1093.15,1,0.010935068130493164,17
Rome-Lib/graficon13nodi/grafo714.13,0,0.009727001190185547,17
Rome-Lib/graficon12nodi/grafo766.12,0,4.00543212890625e-05,17
Rome-Lib/graficon12nodi/grafo2359.12,3,0.012485027313232422,16
north/g.10.57.graphml,0,0.000576019287109375,18
Rome-Lib/graficon12nodi/grafo773.12,0,0.010319948196411133,17
Rome-Lib/graficon11nodi/grafo1659.11,2,0.010676145553588867,16
Rome-Lib/graficon10nodi/grafo1857.10,0,0.0007848739624023438,12
Rome-Lib/graficon10nodi/grafo474.10,0,0.0004191398620605469,12
Rome-Lib/graficon12nodi/grafo770.12,0,1.127108097076416,16
Rome-Lib/graficon13nodi/grafo716.13,0,0.0007181167602539062,15
Rome-Lib/graficon11nodi/grafo533.11,0,0.010004997253417969,12
north/g.12.105.graphml,6,0.013441085815429688,19
north/g.14.19.graphml,0,3.910064697265625e-05,15
Rome-Lib/graficon10nodi/grafo962.10,0,0.0005290508270263672,12
Rome-Lib/graficon12nodi/grafo650.12,0,0.021271944046020508,13
north/g.16.66.graphml,22,0.07955193519592285,16
north/g.13.77.graphml,0,4.792213439941406e-05,13
north/g.13.46.graphml,0,4.38690185546875e-05,15
Rome-Lib/graficon10nodi/grafo1032.10,0,2.5033950805664062e-05,10
Rome-Lib/graficon11nodi/grafo857.11,0,0.010744094848632812,12
Rome-Lib/graficon13nodi/grafo277.13,3,0.01972818374633789,16
Rome-Lib/graficon12nodi/grafo2439.12,0,0.0006639957427978516,13
Rome-Lib/graficon11nodi/grafo313.11,0,0.01005101203918457,13
north/g.10.42.graphml,0,0.0008740425109863281,10
Rome-Lib/graficon14nodi/grafo2189.14,1,0.01090693473815918,17
Rome-Lib/graficon14nodi/grafo956.14,1,0.011099815368652344,15
Rome-Lib/graficon12nodi/grafo747.12,0,0.011419057846069336,15
north/g.13.60.graphml,1,0.010788917541503906,19
north/g.14.12.graphml,0,0.0009930133819580078,14
Rome-Lib/graficon13nodi/grafo665.13,0,3.409385681152344e-05,15
Rome-Lib/graficon13nodi/grafo510.13,1,0.01164698600769043,18
Rome-Lib/graficon11nodi/grafo2979.11,0,0.009849071502685547,13
north/g.17.20.graphml,0,0.001611948013305664,19
Rome-Lib/graficon11nodi/grafo303.11,0,0.00032591819763183594,11
Rome-Lib/graficon10nodi/grafo462.10,0,0.0004630088806152344,12
Rome-Lib/graficon12nodi/grafo193.12,0,0.010406017303466797,17
Rome-Lib/graficon12nodi/grafo144.12,0,0.010081052780151367,12
Rome-Lib/graficon14nodi/grafo1063.14,0,0.00981903076171875,18
Rome-Lib/graficon13nodi/grafo235.13,0,0.00023698806762695312,13
Rome-Lib/graficon15nodi/grafo2266.15,2,0.010593891143798828,18
Rome-Lib/graficon11nodi/grafo263.11,0,2.6941299438476562e-05,12
north/g.11.60.graphml,0,4.506111145019531e-05,11
Rome-Lib/graficon12nodi/grafo2938.12,0,0.010002851486206055,13
north/g.15.38.graphml,0,0.0001049041748046875,15
Rome-Lib/graficon12nodi/grafo933.12,0,2.384185791015625e-05,12
north/g.11.37.graphml,2,0.0009579658508300781,12
Rome-Lib/graficon17nodi/grafo903.17,1,0.0007269382476806641,17
Rome-Lib/graficon13nodi/grafo848.13,0,0.009890079498291016,16
north/g.10.71.graphml,0,6.008148193359375e-05,11
Rome-Lib/graficon12nodi/grafo453.12,0,2.3126602172851562e-05,12
north/g.13.114.graphml,0,0.000993967056274414,16
Rome-Lib/graficon11nodi/grafo1734.11,1,0.010554075241088867,17
Rome-Lib/graficon12nodi/grafo252.12,0,0.0006251335144042969,12
Rome-Lib/graficon16nodi/grafo322.16,0,0.010786056518554688,17
Rome-Lib/graficon15nodi/grafo2783.15,1,0.010570049285888672,19
Rome-Lib/graficon14nodi/grafo642.14,1,0.010383129119873047,16
Rome-Lib/graficon14nodi/grafo731.14,0,0.0008969306945800781,16
Rome-Lib/graficon10nodi/grafo327.10,0,0.00025582313537597656,12
Rome-Lib/graficon14nodi/grafo403.14,1,0.010369062423706055,18
Rome-Lib/graficon12nodi/grafo2607.12,2,0.0011219978332519531,15
Rome-Lib/graficon12nodi/grafo800.12,0,2.5033950805664062e-05,12
north/g.17.23.graphml,1,0.001547098159790039,17
Rome-Lib/graficon11nodi/grafo834.11,0,0.010083913803100586,14
Rome-Lib/graficon15nodi/grafo338.15,0,0.011729955673217773,18
north/g.10.1.graphml,3,0.013506889343261719,10
Rome-Lib/graficon11nodi/grafo1099.11,0,0.0006239414215087891,13
north/g.13.69.graphml,0,0.0003609657287597656,16
Rome-Lib/graficon12nodi/grafo2001.12,2,0.010818004608154297,15
Rome-Lib/graficon13nodi/grafo1719.13,1,0.010590076446533203,18
Rome-Lib/graficon10nodi/grafo837.10,0,0.0005388259887695312,12
Rome-Lib/graficon11nodi/grafo177.11,0,5.0067901611328125e-05,15
Rome-Lib/graficon11nodi/grafo740.11,1,0.0001850128173828125,12
north/g.17.28.graphml,0,0.00028896331787109375,18
north/g.13.80.graphml,0,0.011669158935546875,18
north/g.12.122.graphml,0,0.010644912719726562,17
Rome-Lib/graficon12nodi/grafo2512.12,1,0.0110321044921875,16
north/g.15.56.graphml,0,0.0009360313415527344,19
Rome-Lib/graficon11nodi/grafo2812.11,0,0.009710073471069336,13
north/g.10.56.graphml,0,2.9087066650390625e-05,11
Rome-Lib/graficon10nodi/grafo3024.10,0,0.000225067138671875,12
north/g.12.104.graphml,4,0.02274298667907715,18
Rome-Lib/graficon12nodi/grafo730.12,0,0.010646820068359375,15
Rome-Lib/graficon12nodi/grafo571.12,0,2.5987625122070312e-05,12
Rome-Lib/graficon13nodi/grafo548.13,0,0.000331878662109375,13
Rome-Lib/graficon12nodi/grafo919.12,1,0.010886907577514648,17
Rome-Lib/graficon11nodi/grafo439.11,0,0.010236024856567383,14
Rome-Lib/graficon15nodi/grafo2791.15,0,0.0011241436004638672,16
Rome-Lib/graficon10nodi/grafo1123.10,0,0.0004680156707763672,12
Rome-Lib/graficon17nodi/grafo274.17,0,0.000698089599609375,19
north/g.10.2.graphml,3,0.013850927352905273,10
Rome-Lib/graficon12nodi/grafo352.12,1,0.0008728504180908203,14
Rome-Lib/graficon14nodi/grafo2625.14,0,0.010418891906738281,18
Rome-Lib/graficon16nodi/grafo640.16,0,0.009832143783569336,17
Rome-Lib/graficon14nodi/grafo1083.14,1,0.010912895202636719,16
Rome-Lib/graficon13nodi/grafo637.13,0,0.0006971359252929688,13
Rome-Lib/graficon11nodi/grafo751.11,0,0.010058879852294922,19
Rome-Lib/graficon11nodi/grafo1913.11,0,0.01082301139831543,15
Rome-Lib/graficon14nodi/grafo2917.14,1,0.011733055114746094,18
Rome-Lib/graficon12nodi/grafo589.12,0,0.010815858840942383,17
Rome-Lib/graficon13nodi/grafo989.13,0,0.01026606559753418,18
Rome-Lib/graficon11nodi/grafo246.11,0,2.7894973754882812e-05,11
north/g.13.41.graphml,0,3.504753112792969e-05,13
Rome-Lib/graficon14nodi/grafo536.14,0,0.010214805603027344,15
Rome-Lib/graficon17nodi/grafo2090.17,1,0.011648893356323242,19
Rome-Lib/graficon13nodi/grafo505.13,0,2.9087066650390625e-05,13
Rome-Lib/graficon13nodi/grafo2567.13,0,0.0003490447998046875,13
Rome-Lib/graficon16nodi/grafo853.16,0,0.010235071182250977,16
Rome-Lib/graficon15nodi/grafo2730.15,0,1.12465500831604,15
Rome-Lib/graficon15nodi/grafo806.15,0,0.010972023010253906,19
Rome-Lib/graficon15nodi/grafo2459.15,3,0.016767024993896484,19
Rome-Lib/graficon14nodi/grafo2527.14,2,0.011320829391479492,16
Rome-Lib/graficon11nodi/grafo2931.11,1,0.010596990585327148,14
Rome-Lib/graficon10nodi/grafo238.10,0,0.0006418228149414062,14
north/g.12.110.graphml,0,5.0067901611328125e-05,13
Rome-Lib/graficon12nodi/grafo564.12,0,2.3126602172851562e-05,12
Rome-Lib/graficon12nodi/grafo609.12,0,0.0006930828094482422,14
Rome-Lib/graficon10nodi/grafo209.10,0,0.0002448558807373047,12
Rome-Lib/graficon17nodi/grafo774.17,2,0.013006210327148438,19
north/g.12.114.graphml,0,4.982948303222656e-05,12
Rome-Lib/graficon11nodi/grafo3101.11,0,0.009827852249145508,13
north/g.12.48.graphml,0,0.0009839534759521484,14
Rome-Lib/graficon10nodi/grafo907.10,0,0.00023293495178222656,12
Rome-Lib/graficon13nodi/grafo671.13,0,0.0003490447998046875,20
north/g.20.22.graphml,0,0.0010809898376464844,24
Rome-Lib/graficon15nodi/grafo2487.15,0,0.0010521411895751953,21
Rome-Lib/graficon14nodi/grafo795.14,0,0.013059854507446289,26
Rome-Lib/graficon17nodi/grafo840.17,0,0.011898040771484375,22
Rome-Lib/graficon14nodi/grafo644.14,1,0.010654211044311523,20
north/g.13.76.graphml,0,0.010910987854003906,28
Rome-Lib/graficon24nodi/grafo1526.24,0,0.001734018325805664,24
Rome-Lib/graficon15nodi/grafo670.15,1,0.011909008026123047,27
north/g.29.13.graphml,0,0.007107973098754883,29
Rome-Lib/graficon17nodi/grafo2222.17,0,0.0027980804443359375,22
north/g.12.141.graphml,0,0.011271953582763672,27
north/g.13.116.graphml,0,0.011857986450195312,27
Rome-Lib/graficon11nodi/grafo401.11,0,0.010365009307861328,20
north/g.17.32.graphml,3,0.01145792007446289,21
Rome-Lib/graficon17nodi/grafo2418.17,2,0.013708829879760742,26
Rome-Lib/graficon17nodi/grafo302.17,0,0.01080012321472168,28
