File,Crossings,Time,Nodes
Rome-Lib/graficon18nodi/grafo2244.18,1,0.022454023361206055,24
north/g.12.145.graphml,7,0.027186870574951172,28
north/g.10.80.graphml,2,0.01219797134399414,26
Rome-Lib/graficon13nodi/grafo393.13,3,0.01849079132080078,22
Rome-Lib/graficon16nodi/grafo2549.16,2,0.013777017593383789,24
Rome-Lib/graficon16nodi/grafo2302.16,1,0.01194310188293457,25
Rome-Lib/graficon15nodi/grafo1136.15,0,0.010828018188476562,24
Rome-Lib/graficon14nodi/grafo2720.14,0,0.010734796524047852,21
Rome-Lib/graficon17nodi/grafo2644.17,0,0.011590957641601562,23
Rome-Lib/graficon15nodi/grafo2225.15,0,0.010499954223632812,23
Rome-Lib/graficon16nodi/grafo2747.16,0,0.011224985122680664,22
Rome-Lib/graficon14nodi/grafo659.14,0,0.011103153228759766,29
Rome-Lib/graficon18nodi/grafo2556.18,0,0.014544963836669922,28
Rome-Lib/graficon13nodi/grafo736.13,0,4.982948303222656e-05,27
Rome-Lib/graficon12nodi/grafo1744.12,0,0.011317968368530273,20
Rome-Lib/graficon15nodi/grafo1778.15,2,0.024035930633544922,27
Rome-Lib/graficon22nodi/grafo2667.22,0,0.011651992797851562,23
Rome-Lib/graficon15nodi/grafo778.15,0,0.0010101795196533203,26
Rome-Lib/graficon18nodi/grafo1648.18,5,0.017139196395874023,26
north/g.16.21.graphml,0,0.01118612289428711,20
Rome-Lib/graficon17nodi/grafo2679.17,1,0.011642932891845703,21
north/g.19.40.graphml,0,0.010732173919677734,29
Rome-Lib/graficon16nodi/grafo2236.16,1,0.013401985168457031,28
Rome-Lib/graficon19nodi/grafo2206.19,2,0.01311802864074707,29
Rome-Lib/graficon16nodi/grafo2349.16,0,0.011437177658081055,26
Rome-Lib/graficon19nodi/grafo2662.19,1,0.015022039413452148,25
Rome-Lib/graficon20nodi/grafo244.20,1,0.012937068939208984,26
Rome-Lib/graficon18nodi/grafo216.18,0,0.011157989501953125,23
Rome-Lib/graficon17nodi/grafo677.17,4,0.03160810470581055,22
north/g.16.57.graphml,0,0.010986089706420898,28
Rome-Lib/graficon27nodi/grafo830.27,1,0.012472867965698242,28
Rome-Lib/graficon14nodi/grafo628.14,2,0.011271953582763672,25
Rome-Lib/graficon16nodi/grafo311.16,4,0.0191190242767334,22
Rome-Lib/graficon18nodi/grafo1653.18,2,0.023663997650146484,21
Rome-Lib/graficon25nodi/grafo1586.25,0,0.016314983367919922,29
Rome-Lib/graficon17nodi/grafo2174.17,0,0.011070013046264648,22
Rome-Lib/graficon15nodi/grafo2609.15,0,0.011828184127807617,25
north/g.26.20.graphml,0,0.017182111740112305,29
Rome-Lib/graficon16nodi/grafo2470.16,1,0.013637065887451172,23
Rome-Lib/graficon24nodi/grafo1457.24,0,0.012542009353637695,28
Rome-Lib/graficon15nodi/grafo323.15,3,0.016008853912353516,28
Rome-Lib/graficon13nodi/grafo511.13,0,0.010213136672973633,25
north/g.18.16.graphml,0,0.0006260871887207031,24
Rome-Lib/graficon15nodi/grafo2216.15,1,0.016349077224731445,27
north/g.21.29.graphml,0,0.0109710693359375,24
Rome-Lib/graficon18nodi/grafo1152.18,1,0.014348983764648438,28
Rome-Lib/graficon13nodi/grafo595.13,0,0.010164976119995117,21
Rome-Lib/graficon17nodi/grafo301.17,2,0.02393507957458496,25
Rome-Lib/graficon18nodi/grafo1642.18,0,0.012634038925170898,21
Rome-Lib/graficon19nodi/grafo1846.19,1,0.015780925750732422,29
north/g.23.19.graphml,1,0.012423038482666016,23
Rome-Lib/graficon16nodi/grafo1028.16,3,0.013080120086669922,23
Rome-Lib/graficon16nodi/grafo1144.16,1,0.023554086685180664,29
Rome-Lib/graficon16nodi/grafo1015.16,1,0.01321101188659668,29
Rome-Lib/graficon24nodi/grafo1471.24,1,0.016561031341552734,27
Rome-Lib/graficon17nodi/grafo1022.17,1,0.01114511489868164,20
north/g.14.17.graphml,1,0.01126408576965332,23
north/g.12.99.graphml,0,0.010987043380737305,26
Rome-Lib/graficon24nodi/grafo3100.24,2,0.0036840438842773438,26
Rome-Lib/graficon15nodi/grafo2626.15,3,0.01250004768371582,25
Rome-Lib/graficon19nodi/grafo1622.19,0,0.01069784164428711,21
Rome-Lib/graficon16nodi/grafo529.16,0,0.01390385627746582,27
Rome-Lib/graficon16nodi/grafo661.16,1,0.011252880096435547,21
Rome-Lib/graficon17nodi/grafo2336.17,0,0.010751962661743164,20
Rome-Lib/graficon15nodi/grafo2895.15,0,0.012782096862792969,20
Rome-Lib/graficon24nodi/grafo1103.24,1,0.023495912551879883,29
Rome-Lib/graficon15nodi/grafo399.15,0,0.011619091033935547,23
Rome-Lib/graficon13nodi/grafo1839.13,0,0.010614871978759766,22
Rome-Lib/graficon15nodi/grafo2232.15,0,0.011378049850463867,20
Rome-Lib/graficon15nodi/grafo2403.15,0,0.011783123016357422,25
Rome-Lib/graficon15nodi/grafo803.15,0,0.011667013168334961,25
north/g.19.32.graphml,0,1.132777214050293,28
Rome-Lib/graficon15nodi/grafo288.15,0,0.010514020919799805,21
Rome-Lib/graficon19nodi/grafo476.19,1,0.011105060577392578,21
Rome-Lib/graficon19nodi/grafo1724.19,1,0.012833833694458008,25
Rome-Lib/graficon22nodi/grafo167.22,1,0.01482701301574707,29
Rome-Lib/graficon13nodi/grafo2121.13,7,0.04665112495422363,26
Rome-Lib/graficon10nodi/grafo1654.10,0,0.012016057968139648,20
Rome-Lib/graficon16nodi/grafo934.16,2,0.012735128402709961,29
Rome-Lib/graficon11nodi/grafo1054.11,0,0.011710882186889648,23
north/g.22.67.graphml,1,0.01337289810180664,29
north/g.23.9.graphml,0,0.023550987243652344,29
Rome-Lib/graficon13nodi/grafo2842.13,0,1.1657459735870361,20
north/g.18.6.graphml,6,0.029057979583740234,20
Rome-Lib/graficon11nodi/grafo2136.11,2,0.011716127395629883,25
Rome-Lib/graficon12nodi/grafo574.12,2,0.019691944122314453,27
Rome-Lib/graficon15nodi/grafo2580.15,0,0.0011799335479736328,20
Rome-Lib/graficon17nodi/grafo1875.17,1,0.030488014221191406,28
north/g.22.60.graphml,1,0.013551950454711914,29
Rome-Lib/graficon20nodi/grafo755.20,2,0.027868032455444336,28
Rome-Lib/graficon16nodi/grafo2493.16,0,0.012056112289428711,20
north/g.13.96.graphml,0,0.0007328987121582031,20
Rome-Lib/graficon25nodi/grafo2775.25,2,0.004251956939697266,25
Rome-Lib/graficon16nodi/grafo2880.16,1,0.011465787887573242,20
Rome-Lib/graficon17nodi/grafo1633.17,0,0.01162409782409668,21
Rome-Lib/graficon16nodi/grafo2191.16,1,0.011638879776000977,22
north/g.23.69.graphml,0,5.412101745605469e-05,24
north/g.16.5.graphml,1,0.012856006622314453,22
north/g.22.8.graphml,0,9.417533874511719e-05,22
Rome-Lib/graficon12nodi/grafo498.12,0,0.022225141525268555,24
north/g.10.31.graphml,13,0.03475213050842285,25
Rome-Lib/graficon16nodi/grafo400.16,0,0.011274099349975586,26
Rome-Lib/graficon21nodi/grafo2618.21,1,0.02550792694091797,29
Rome-Lib/graficon20nodi/grafo2122.20,1,0.012410879135131836,27
Rome-Lib/graficon19nodi/grafo952.19,0,0.013010025024414062,25
Rome-Lib/graficon14nodi/grafo2292.14,0,0.012696027755737305,23
Rome-Lib/graficon12nodi/grafo457.12,1,0.010863065719604492,23
north/g.23.39.graphml,0,0.012604951858520508,26
Rome-Lib/graficon15nodi/grafo496.15,1,0.014014005661010742,28
Rome-Lib/graficon18nodi/grafo1903.18,0,0.013438940048217773,27
Rome-Lib/graficon15nodi/grafo382.15,0,0.01118612289428711,20
Rome-Lib/graficon13nodi/grafo2526.13,0,0.010430097579956055,22
Rome-Lib/graficon16nodi/grafo2736.16,0,0.011269807815551758,28
Rome-Lib/graficon13nodi/grafo2659.13,0,0.012684822082519531,25
Rome-Lib/graficon22nodi/grafo2263.22,2,0.01438283920288086,26
Rome-Lib/graficon22nodi/grafo826.22,0,0.012806892395019531,28
north/g.24.18.graphml,0,0.013665199279785156,26
Rome-Lib/graficon18nodi/grafo416.18,0,0.011003971099853516,22
Rome-Lib/graficon11nodi/grafo1735.11,0,0.01127481460571289,20
Rome-Lib/graficon13nodi/grafo2599.13,0,0.011523962020874023,22
Rome-Lib/graficon14nodi/grafo489.14,1,0.010532855987548828,22
Rome-Lib/graficon15nodi/grafo2157.15,0,0.010624885559082031,20
north/g.20.43.graphml,0,0.003245115280151367,20
north/g.22.15.graphml,0,0.011883974075317383,22
Rome-Lib/graficon21nodi/grafo294.21,1,0.010595083236694336,22
Rome-Lib/graficon13nodi/grafo2518.13,0,0.010365962982177734,20
north/g.22.51.graphml,0,0.0003299713134765625,22
north/g.18.7.graphml,0,0.0013358592987060547,20
north/g.14.43.graphml,0,0.010850191116333008,20
Rome-Lib/graficon17nodi/grafo1851.17,3,0.021110057830810547,24
Rome-Lib/graficon22nodi/grafo683.22,5,0.02421712875366211,28
Rome-Lib/graficon23nodi/grafo2404.23,1,0.015707969665527344,29
Rome-Lib/graficon15nodi/grafo518.15,0,1.1247141361236572,21
Rome-Lib/graficon20nodi/grafo215.20,1,0.012265920639038086,24
Rome-Lib/graficon18nodi/grafo1864.18,0,0.010989904403686523,22
Rome-Lib/graficon13nodi/grafo979.13,4,0.017015933990478516,24
north/g.17.6.graphml,1,0.011013984680175781,23
Rome-Lib/graficon17nodi/grafo264.17,2,0.011962175369262695,23
Rome-Lib/graficon27nodi/grafo1224.27,0,0.012657880783081055,29
north/g.23.112.graphml,0,0.015147924423217773,23
north/g.18.0.graphml,1,0.013287067413330078,22
Rome-Lib/graficon13nodi/grafo2872.13,1,0.016444921493530273,22
Rome-Lib/graficon17nodi/grafo1809.17,0,0.012900829315185547,25
Rome-Lib/graficon11nodi/grafo200.11,2,0.013551950454711914,22
Rome-Lib/graficon16nodi/grafo2799.16,5,0.042127132415771484,26
Rome-Lib/graficon20nodi/grafo940.20,1,0.012051105499267578,23
Rome-Lib/graficon14nodi/grafo662.14,0,0.011219978332519531,20
Rome-Lib/graficon19nodi/grafo362.19,0,0.0036950111389160156,24
north/g.25.48.graphml,0,0.01777815818786621,29
Rome-Lib/graficon14nodi/grafo310.14,2,0.01194620132446289,25
Rome-Lib/graficon17nodi/grafo464.17,0,0.016720056533813477,25
north/g.18.26.graphml,1,0.011316061019897461,21
Rome-Lib/graficon19nodi/grafo963.19,2,0.011505126953125,20
Rome-Lib/graficon13nodi/grafo1688.13,1,0.011873006820678711,21
Rome-Lib/graficon19nodi/grafo2308.19,2,0.015600204467773438,28
Rome-Lib/graficon22nodi/grafo2660.22,4,0.020547151565551758,27
north/g.19.20.graphml,0,0.0014500617980957031,22
Rome-Lib/graficon19nodi/grafo1625.19,1,0.013983964920043945,25
Rome-Lib/graficon13nodi/grafo2298.13,0,0.00115203857421875,21
Rome-Lib/graficon17nodi/grafo2924.17,1,0.014189958572387695,28
Rome-Lib/graficon15nodi/grafo2903.15,1,0.010991811752319336,20
Rome-Lib/graficon21nodi/grafo132.21,2,0.017358064651489258,29
Rome-Lib/graficon14nodi/grafo2898.14,2,0.011472225189208984,22
Rome-Lib/graficon14nodi/grafo226.14,0,0.011412858963012695,29
north/g.25.52.graphml,0,0.014250040054321289,28
Rome-Lib/graficon20nodi/grafo2554.20,1,0.0016758441925048828,25
Rome-Lib/graficon21nodi/grafo2516.21,1,0.011336088180541992,24
Rome-Lib/graficon13nodi/grafo964.13,0,0.011159181594848633,23
Rome-Lib/graficon16nodi/grafo2784.16,2,0.019071102142333984,21
Rome-Lib/graficon26nodi/grafo603.26,0,0.01242208480834961,28
Rome-Lib/graficon20nodi/grafo904.20,1,0.01219797134399414,23
Rome-Lib/graficon16nodi/grafo2856.16,0,0.010490179061889648,20
north/g.22.26.graphml,0,0.0021538734436035156,26
Rome-Lib/graficon15nodi/grafo2468.15,0,0.010888099670410156,23
north/g.13.99.graphml,26,0.06800484657287598,21
Rome-Lib/graficon23nodi/grafo1485.23,0,0.011667013168334961,23
Rome-Lib/graficon13nodi/grafo887.13,0,0.011063814163208008,21
north/g.14.38.graphml,6,0.022202014923095703,26
north/g.18.28.graphml,0,0.012129068374633789,25
Rome-Lib/graficon18nodi/grafo2976.18,2,0.012858867645263672,24
Rome-Lib/graficon16nodi/grafo1756.16,0,0.010416030883789062,24
Rome-Lib/graficon17nodi/grafo375.17,0,0.010272026062011719,26
Rome-Lib/graficon18nodi/grafo1145.18,0,0.01368093490600586,29
Rome-Lib/graficon25nodi/grafo1341.25,0,0.015167951583862305,30
Rome-Lib/graficon19nodi/grafo346.19,0,0.012779951095581055,35
Rome-Lib/graficon33nodi/grafo11264.33,2,0.016525983810424805,39
Rome-Lib/graficon19nodi/grafo1011.19,0,0.013948917388916016,36
Rome-Lib/graficon30nodi/grafo1958.30,1,0.013051986694335938,39
north/g.25.12.graphml,0,0.012756109237670898,35
Rome-Lib/graficon27nodi/grafo3007.27,1,0.021102190017700195,34
north/g.12.112.graphml,13,0.0644230842590332,32
Rome-Lib/graficon28nodi/grafo1280.28,2,0.022986888885498047,33
Rome-Lib/graficon33nodi/grafo10138.33,2,0.015978097915649414,39
