Index,File,OptTime,CrFinal,Cr1,T1,Cr2,T2...
0,random graphs/rectangles/k10n30/graph0.lgbin,299.8074486255646,2651,2667,0,2667,1.4075367450714111,2654,2.772850513458252,2651,300.35669207572937
