GraphSize,CVcalc,AvgOptsPerMin
r1.5k18n12,1726,216.74368643506924
r1.5k24n16,1711,222.20151378747127
r1.5k18n12,1209,464.86763209468023
r1.5k24n16,2667,65.12825012437253
r1.5k18n12,1908,154.48119940299003
r1.5k24n16,2969,39.691401206575726
r1.5k30n20,2000,136.5047677175665
r1.5k30n20,1720,132.0251029254974
r1.5k36n24,1598,71.31361291406202
r1.5k18n12,2221,102.80283742421283
r1.5k36n24,1236,83.98683308617963
r1.5k18n12,2429,69.75948236383228
r1.5k24n16,1908,173.79991243823878
r1.5k18n12,2862,25.284068715784397
r1.5k24n16,2516,75.36429039958341
r1.5k24n16,2189,131.65267844881078
r1.5k30n20,1126,211.39541689090976
r1.5k30n20,1433,144.02384615924282
r1.5k18n12,3331,7.650732958126514
r1.5k18n12,3643,3.554575655867394
r1.5k18n12,2385,72.67947517002261
r1.5k24n16,4453,2.272377200724849
r1.5k24n16,2818,47.295208234384
r1.5k24n16,2428,94.68040202954548
r1.5k42n28,2316,32.35747695057058
r1.5k42n28,1150,44.369423328645
r1.5k30n20,3000,36.91347323105254
r1.5k36n24,2261,61.112450833010854
r1.5k30n20,3000,26.64206278302217
r1.5k18n12,2776,31.25708110075056
r1.5k36n24,1135,78.23788998174473
r1.5k18n12,3036,15.838013676721278
r1.5k18n12,2146,119.58010350706226
r1.5k24n16,3711,5.298761366055882
r1.5k24n16,2742,60.60676204100034
r1.5k24n16,2308,119.58508479884226
r1.5k30n20,3000,34.74023154731823
r1.5k18n12,3053,11.925491218496445
r1.5k18n12,2732,30.70527137120832
r1.5k30n20,5500,1.944627977394374
r1.5k18n12,2265,100.85871685563602
r1.5k30n20,2500,64.45860196417688
r1.5k24n16,3340,9.533599429867449
r1.5k24n16,2780,51.82181667695354
r1.5k24n16,2368,102.47243851383858
r1.5k36n24,3391,14.489226350251744
r1.5k30n20,2500,68.48641162490492
r1.5k36n24,3391,12.215296179566849
r1.5k18n12,3192,9.179846317406337
r1.5k18n12,2580,46.126050994057934
r1.5k18n12,2325,85.13257016260495
r1.5k30n20,4250,4.429218337894252
r1.5k24n16,3154,17.22483371655959
r1.5k24n16,2799,50.81050240923723
r1.5k30n20,2750,48.74597006021433
r1.5k24n16,2398,102.56628477767018
r1.5k18n12,3122,12.407866641774334
r1.5k18n12,2504,57.8223020617646
r1.5k18n12,2295,95.6273226702743
r1.5k30n20,2250,102.66409622211535
r1.5k42n28,2811,24.569758295668386
r1.5k24n16,3247,18.843113385279622
r1.5k42n28,1846,39.907138194645476
r1.5k24n16,2808,47.65041848111329
r1.5k24n16,2413,100.47672592140874
r1.5k30n20,3625,10.828715353214584
r1.5k36n24,6217,1.958388274834992
r1.5k30n20,2625,54.56329035524852
r1.5k36n24,2826,27.748375785943736
r1.5k18n12,3157,13.037125100287353
r1.5k18n12,2542,57.13082258138307
r1.5k18n12,2280,96.84538535504277
r1.5k24n16,3293,18.411528803919367
r1.5k30n20,2375,93.67284086615864
r1.5k24n16,2803,49.30761764305362
r1.5k24n16,2420,92.8149246932954
r1.5k30n20,3937,5.803359997650624
r1.5k18n12,3174,12.88430877653753
r1.5k18n12,2561,58.03253988306813
r1.5k30n20,2687,49.980197891776726
r1.5k18n12,2272,96.41561557813867
r1.5k24n16,3316,17.45541705639008
r1.5k36n24,4804,4.313362782083724
r1.5k24n16,2801,51.083937100933326
r1.5k24n16,2416,94.34078729765965
r1.5k30n20,2312,100.1637785546423
r1.5k36n24,2543,45.60334230664145
r1.5k18n12,3183,12.769854107379727
r1.5k18n12,2570,48.54448006915416
r1.5k18n12,2268,97.70293211325348
r1.5k30n20,3781,10.669414044802995
r1.5k30n20,2656,51.884688401085924
r1.5k24n16,3328,18.17448239512355
r1.5k24n16,2802,51.2414276354925
r1.5k24n16,2414,98.76399384766005
r1.5k18n12,3187,9.54446650158115
r1.5k18n12,2565,53.22235318587623
r1.5k30n20,2343,96.00055805306496
r1.5k42n28,4216,7.2277245299056325
r1.5k42n28,575,49.31407181184636
r1.5k30n20,3859,8.391600373573837
r1.5k36n24,4097,8.599367303063744
r1.5k24n16,3334,19.352485356371805
r1.5k30n20,2671,49.75834207988614
r1.5k24n16,2802,57.99798247038332
r1.5k36n24,2402,50.5526530906897
r1.5k36n24,567,73.24793223414652
r1.5k30n20,2327,93.90246832718469
r1.5k42n28,575,43.36531375157821
r1.5k30n20,3820,8.800561506174436
r1.5k30n20,2663,47.11465506375904
r1.5k36n24,3744,11.136103427909267
r1.5k30n20,2319,101.75409647614808
r1.5k36n24,2472,46.82364231321221
r1.5k42n28,287,45.19266544971579
r1.5k30n20,3800,9.539149766157722
r1.5k36n24,283,69.06883894404169
r1.5k30n20,2659,54.3219846244448
r1.5k42n28,3513,13.14356017647919
r1.5k42n28,287,46.982353375138736
r1.5k30n20,2323,101.77510066729006
r1.5k36n24,3920,8.31497375958425
r1.5k42n28,143,54.77226458303369
r1.5k36n24,2437,48.60046632276658
r1.5k36n24,141,73.86944815020667
r1.5k42n28,71,60.800047066847924
r1.5k36n24,3832,9.948502336307296
r1.5k36n24,2419,48.616875018375694
r1.5k36n24,70,93.44557095393235
r1.5k42n28,3864,9.832221547221314
r1.5k42n28,35,58.18811923968227
r1.5k42n28,143,56.64477920673735
r1.5k36n24,3788,10.659150483586528
r1.5k36n24,2410,57.105990297153745
r1.5k42n28,17,58.6278310707055
r1.5k36n24,35,99.40235237771991
r1.5k36n24,3810,12.599134054411206
r1.5k42n28,8,58.98222652236128
r1.5k36n24,2414,51.25596111729793
r1.5k42n28,3688,12.085460557481861
r1.5k36n24,17,101.24160249611197
r1.5k42n28,215,50.46294893701468
r1.5k42n28,4,61.171744760577454
r1.5k36n24,26,99.98332791409571
r1.5k42n28,2,61.001031772990736
r1.5k42n28,3776,9.762478844874188
r1.5k42n28,251,52.73894313304306
