GraphSize,CVcalc,AvgOptsPerMin,TargetOptsPerMin
r1.5k18n12,1024,553.0649782480899
r1.5k24n16,1778,251.81410537584944
r1.5k18n12,1809,87.1451804334683
r1.5k24n16,2633,29.205257345181547
r1.5k30n20,2235,227.57647986568222
r1.5k30n20,2932,82.12181625298953
r1.5k18n12,1342,233.85215604087043
r1.5k24n16,1675,325.7721780393898
r1.5k30n20,1268,353.59079533412194
r1.5k36n24,2856,117.2715760280752
r1.5k36n24,2139,160.13921152005997
r1.5k36n24,2409,147.91961261410148
r1.5k42n28,1757,116.90300057485592
r1.5k42n28,1046,104.65714397687938
r1.5k42n28,1097,109.89536144905856
