Index,Data,combo_idx,Nodes,Edges,TotalNodes,TotalEdges,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graficon13nodi/grafo2567.13,15,13,13,13,13,0.0,0,6,0.0026421546936035156,2
2,graficon11nodi/grafo685.11,15,11,11,13,13,0.0,0,14,0.0036635398864746094,2
3,graficon10nodi/grafo2511.10,15,10,10,12,12,0.0,0,6,0.001953125,2
4,graficon12nodi/grafo957.12,15,12,11,13,12,0.0,0,10,0.0018434524536132812,2
5,graficon14nodi/grafo769.14,15,14,13,14,13,0.0,0,10,0.001615762710571289,2
6,graficon10nodi/grafo1070.10,15,10,10,12,12,0.0,0,6,0.0010018348693847656,2
7,graficon10nodi/grafo473.10,15,10,10,12,12,0.0,0,6,0.0011358261108398438,2
8,graficon14nodi/grafo371.14,15,14,13,14,13,0.0,0,6,0.002538442611694336,2
9,graficon12nodi/grafo906.12,15,12,11,12,11,0.0,0,3,0.0008778572082519531,2
10,graficon11nodi/grafo927.11,15,11,10,11,10,0.0,0,6,0.0015854835510253906,2
11,graficon10nodi/grafo758.10,15,10,10,12,12,0.0,0,6,0.0023691654205322266,2
12,graficon12nodi/grafo122.12,15,12,11,12,11,0.0,0,5,0.0008077621459960938,2
13,graficon12nodi/grafo1843.12,15,12,15,14,17,1.0,2,14,0.005190610885620117,2
14,graficon10nodi/grafo898.10,15,10,9,10,9,0.0,0,2,0.0010459423065185547,2
15,graficon11nodi/grafo2433.11,15,11,11,13,13,0.0,0,3,0.0017478466033935547,2
16,graficon11nodi/grafo749.11,15,11,10,13,12,0.0,0,5,0.002095937728881836,2
17,graficon10nodi/grafo961.10,15,10,10,12,12,0.0,0,6,0.001257181167602539,2
18,graficon10nodi/grafo1857.10,15,10,12,12,14,0.0,0,10,0.0018837451934814453,2
19,graficon11nodi/grafo1004.11,15,11,12,12,13,0.0,0,15,0.002942800521850586,2
20,graficon11nodi/grafo675.11,15,11,11,13,13,0.0,0,4,0.0014300346374511719,2
21,graficon10nodi/grafo633.10,15,10,9,10,9,0.0,0,2,0.0007126331329345703,2
22,graficon13nodi/grafo2908.13,15,13,12,13,12,0.0,0,8,0.0010955333709716797,2
23,graficon11nodi/grafo441.11,15,11,11,13,13,0.0,0,14,0.002911090850830078,2
24,graficon11nodi/grafo2812.11,15,11,11,13,13,0.0,0,3,0.0018780231475830078,2
25,graficon10nodi/grafo881.10,15,10,9,10,9,0.0,0,2,0.0009307861328125,2
26,graficon10nodi/grafo455.10,15,10,10,13,13,0.0,0,4,0.0014033317565917969,2
27,graficon12nodi/grafo933.12,15,12,11,12,11,0.0,0,5,0.0005981922149658203,2
28,graficon12nodi/grafo256.12,15,12,11,12,11,0.0,0,2,0.0007293224334716797,2
29,graficon10nodi/grafo1098.10,15,10,9,10,9,0.0,0,2,0.0010368824005126953,2
30,graficon11nodi/grafo246.11,15,11,10,11,10,0.0,0,3,0.0011823177337646484,2
31,graficon12nodi/grafo2668.12,15,12,13,14,15,1.0,1,7,0.002368927001953125,2
32,graficon12nodi/grafo667.12,15,12,12,13,13,0.0,0,15,0.0025894641876220703,2
33,graficon12nodi/grafo986.12,15,12,11,12,11,0.0,0,5,0.0010552406311035156,2
34,graficon10nodi/grafo782.10,15,10,9,10,9,0.0,0,2,0.0007610321044921875,2
