GraphSize,CVcalc,AvgOptsPerMin
r1.5k18n12,1697,1245.5550893890695
r1.5k18n12,1227,2052.026045934791
r1.5k24n16,1471,1035.9649414560797
r1.5k24n16,1050,982.7563122793429
r1.5k30n20,2842,392.1783416197528
r1.5k30n20,2282,405.1940279834888
r1.5k36n24,2113,210.90431337103627
r1.5k36n24,2091,201.35123089552212
r1.5k42n28,2193,98.8327559392232
r1.5k42n28,2631,102.33701608783579
r1.5k18n12,2300,956.0005517794064
r1.5k18n12,1053,2357.28364355179
r1.5k24n16,2144,831.1923088208935
r1.5k24n16,2461,758.6740434738282
r1.5k30n20,2081,484.2031895416686
r1.5k30n20,2805,359.8482695611509
r1.5k36n24,2117,206.52756392384475
r1.5k18n12,2803,937.6065755509695
r1.5k36n24,1664,210.678770221473
r1.5k18n12,3450,843.7695071759705
r1.5k18n12,3450,847.6653345891266
r1.5k24n16,3216,596.710234109273
r1.5k24n16,3691,590.6118976571712
r1.5k30n20,4263,302.73854047995485
r1.5k30n20,4263,254.01678714902928
r1.5k24n16,3691,554.569084249041
r1.5k18n12,4204,838.0790203750981
r1.5k42n28,2236,117.2146114979374
r1.5k42n28,1466,112.1251703838262
r1.5k36n24,3175,180.587153497217
r1.5k18n12,6325,798.3325003927321
r1.5k18n12,6325,852.9971353271187
r1.5k36n24,3175,163.22941152939447
r1.5k24n16,5896,349.93397124531964
r1.5k24n16,6767,315.33188609869376
r1.5k30n20,7815,172.14525820121955
r1.5k30n20,7815,157.67874059933263
r1.5k30n20,6394,190.34189585126697
r1.5k24n16,6767,352.94872447445795
r1.5k18n12,7708,883.8068018487108
r1.5k18n12,12362,828.758773569185
r1.5k18n12,12362,988.712817690281
r1.5k24n16,11524,324.85576394034825
r1.5k24n16,13227,313.2633523080926
r1.5k36n24,5821,113.33325372290892
r1.5k36n24,5821,110.51879749615341
r1.5k30n20,15275,118.70262099017978
r1.5k30n20,11723,115.29958947542468
r1.5k30n20,15275,99.6131816544559
r1.5k36n24,4762,147.95414620814523
r1.5k24n16,13227,351.6213255941219
r1.5k18n12,15066,902.7787531631654
r1.5k42n28,3946,97.38363718111563
r1.5k42n28,3946,94.01642502582932
r1.5k18n12,24581,751.4224327551935
r1.5k18n12,24581,900.6421239875402
r1.5k24n16,22914,377.92324675885806
r1.5k24n16,26301,349.9428159866589
r1.5k36n24,11378,66.25545701389373
r1.5k24n16,26301,321.9806660805863
r1.5k30n20,30373,119.60140790007647
r1.5k30n20,22913,100.38987147414554
r1.5k30n20,30373,102.64867900781942
r1.5k18n12,29957,891.0755986003521
