GraphSize,CVcalc,AvgOptsPerMin
r1.5k12n8,1000,198.99316206827868
r1.5k18n12,1000,256.9877503570309
r1.5k24n16,1000,326.20551556396936
r1.5k30n20,1000,206.97821326341256
r1.5k36n24,1000,109.99927627943768
r1.5k42n28,1000,63.478464864331485
r1k10n10,1000,193.06552048513515
r1k15n15,1000,375.549618361216
r1k20n20,1000,293.6121911330109
r1k25n25,1000,157.70429283788877
r1k30n30,1000,73.37833613882938
r1k35n35,1000,41.48585065995893
r2k12n6,1000,220.60504114092606
r2k20n10,1000,215.07251878658334
r2k26n13,1000,306.5065184619805
r2k34n17,1000,256.4646121353068
r2k40n20,1000,158.4817981843482
r2k48n24,1000,90.0573988868424
r1.5k12n8,2000,32.153150337234585
r1.5k18n12,2000,19.97720125130062
r1.5k24n16,2000,22.143396137129876
r1.5k30n20,2000,43.500111247752834
r1.5k36n24,2000,31.28173714830739
r1.5k42n28,2000,20.54506078645823
r1k10n10,2000,23.064749844564325
r1k15n15,2000,13.624657928960264
r1k20n20,2000,34.81761685378911
r1k25n25,2000,48.05258454339756
r1k30n30,2000,26.213155128910795
r1k35n35,2000,18.183983029285088
r2k12n6,2000,174.06198584823233
r2k20n10,2000,10.549762662827082
r2k26n13,2000,11.468438259406435
r2k34n17,2000,20.90130065611764
r2k40n20,2000,12.277065050512352
r2k48n24,2000,23.099139614708108
r1.5k12n8,3000,34.69727424283475
r1.5k18n12,3000,2.1431727299755514
r1.5k24n16,3000,0.500043756658096
r1.5k30n20,3000,1.0236552537237258
r1.5k36n24,3000,2.581749834504214
r1.5k42n28,3000,2.6654168110478977
r1k10n10,3000,7.836586750646352
r1k15n15,3000,0.6808609923651752
r1k20n20,3000,0.9828106230033617
r1k25n25,3000,3.100877056481866
r1k30n30,3000,5.454396320038609
r1k35n35,3000,5.098791401299684
r2k12n6,3000,173.96413966777564
r2k20n10,3000,2.3251269871746207
r2k26n13,3000,0.8208316723868148
r2k34n17,3000,0.6206101509826082
r2k40n20,3000,0.5608069520921324
r2k48n24,3000,0.9881745755133009
