r1.5k18n12,0,231.3816507785591
r1.5k24n16,0,24.687961855854432
r1.5k18n12,0,17.123332128269336
r1.5k30n20,0,7.0818131297038995
r1.5k24n16,0,3.0064065961957027
r1.5k18n12,0,48.07843124693812
r1.5k24n16,0,33.158251136409476
r1.5k30n20,0,67.05046135263295
r1.5k30n20,0,422.45582644447904
r1.5k36n24,0,137.86892021378347
r1.5k36n24,0,60.68191775459931
r1.5k18n12,0,4671.770976911191
r1.5k42n28,0,120.69833942092008
r1.5k24n16,0,1580.1938068292416
r1.5k42n28,0,102.3574256384101
r1.5k18n12,0,4880.963862136329
r1.5k24n16,0,1494.384772740184
r1.5k18n12,0,4800.985407989703
r1.5k30n20,0,605.3850556787954
r1.5k24n16,0,1597.1524151512342
r1.5k30n20,0,483.70602311516495
r1.5k30n20,0,548.1315249202337
r1.5k36n24,0,255.68982538811755
r1.5k36n24,0,215.9071811336459
r1.5k36n24,0,212.78169952226327
r1.5k18n12,0,4873.426023526775
r1.5k18n12,0,4845.554573026456
r1.5k24n16,0,1588.688029941851
r1.5k18n12,0,4822.943780264838
r1.5k24n16,0,1569.765129893706
r1.5k24n16,0,1641.23605671188
r1.5k30n20,0,608.819434988582
r1.5k30n20,0,534.1399594422849
r1.5k30n20,0,578.5764378174492
r1.5k42n28,0,112.53991414888742
r1.5k42n28,0,137.40442630950255
r1.5k42n28,0,129.0608760364391
r1.5k18n12,0,5307.404806760734
r1.5k36n24,0,243.65734749832507
r1.5k18n12,0,4876.635310068992
r1.5k24n16,0,1598.8941772614671
r1.5k36n24,0,219.8982199763436
r1.5k18n12,0,4946.663390620954
r1.5k24n16,0,1771.3065762150563
r1.5k24n16,0,1772.656429437616
r1.5k36n24,0,197.97778364831842
r1.5k30n20,0,606.5081396667886
r1.5k30n20,0,574.7775116792178
r1.5k30n20,0,614.143111050794
r1.5k18n12,0,5354.1797160129345
r1.5k18n12,0,4840.544313461408
r1.5k24n16,0,1656.10270607539
r1.5k18n12,0,4959.407816843092
r1.5k24n16,0,1785.4814493457927
r1.5k24n16,0,1808.2404518866497
r1.5k36n24,0,252.9017639473867
r1.5k30n20,0,611.0950600312718
r1.5k36n24,0,222.52830830968318
r1.5k30n20,0,560.2950663712778
r1.5k36n24,0,213.0161742727077
r1.5k30n20,0,616.0490732564606
r1.5k42n28,0,112.47103335460152
r1.5k42n28,0,130.97391357548724
r1.5k42n28,0,129.41043239422996
r1.5k18n12,0,5182.815169134507
r1.5k18n12,0,4899.416739830211
r1.5k18n12,0,4985.076727242105
r1.5k24n16,0,1614.8507199144565
r1.5k24n16,0,1739.3894916950833
r1.5k24n16,0,1811.491431300763
r1.5k30n20,0,620.0913428540332
r1.5k36n24,0,253.78440442654534
r1.5k30n20,0,560.3050887778396
r1.5k30n20,0,604.5865728893924
r1.5k36n24,0,213.47446247712142
r1.5k36n24,0,215.52060830782327
r1.5k18n12,0,5074.836398987939
r1.5k18n12,0,4866.1852875146105
r1.5k18n12,0,4981.4980919755435
r1.5k24n16,0,1582.9099480400178
r1.5k24n16,0,1788.6851942654762
r1.5k24n16,0,1794.179433878359
r1.5k30n20,0,607.8827629367867
r1.5k42n28,0,116.9599087222957
r1.5k42n28,0,143.21796607335136
r1.5k30n20,0,579.6135174780188
r1.5k42n28,0,130.01459871738456
r1.5k30n20,0,618.9458654992193
r1.5k18n12,0,5084.106758418692
r1.5k36n24,0,253.6560309048232
r1.5k18n12,0,5281.561635218515
r1.5k18n12,0,4963.751708944939
r1.5k36n24,0,227.8315277004734
r1.5k24n16,0,1603.190685576268
r1.5k24n16,0,1820.8745547550113
r1.5k36n24,0,220.41952393711856
r1.5k24n16,0,1760.1892575994614
r1.5k30n20,0,610.9912158446289
r1.5k30n20,0,581.8877265680774
r1.5k30n20,0,633.0579878430308
r1.5k18n12,0,5167.248464251898
r1.5k18n12,0,5104.721548758887
r1.5k24n16,0,1620.3406759313978
r1.5k24n16,0,1813.3355207718466
r1.5k36n24,0,261.12923337393187
r1.5k36n24,0,236.89721894828355
r1.5k36n24,0,220.49142827406203
r1.5k42n28,0,139.2695567164443
r1.5k42n28,0,117.2297777684921
r1.5k42n28,0,135.04490847995967
r1.5k30n20,0,616.907651028521
r1.5k18n12,0,4972.156440475367
r1.5k30n20,0,541.5803109921128
r1.5k24n16,0,1620.2223770305438
r1.5k36n24,0,199.69121102429347
r1.5k36n24,0,234.80192793380388
r1.5k30n20,0,616.8048977272053
r1.5k36n24,0,221.89916409246868
r1.5k42n28,0,130.74556239767318
r1.5k42n28,0,118.87036245146004
r1.5k42n28,0,137.31579197215905
r1.5k36n24,0,211.19640455764284
r1.5k36n24,0,245.76716211347926
r1.5k36n24,0,227.60058332515916
r1.5k36n24,0,198.01301190905596
r1.5k42n28,0,159.8778266948571
r1.5k42n28,0,120.57637701982698
r1.5k42n28,0,144.9145876343911
r1.5k42n28,0,155.28771652645946
r1.5k42n28,0,146.39472941887252
r1.5k42n28,0,115.75888168905638
r1.5k42n28,0,156.62487201193045
r1.5k42n28,0,144.45729190597862
r1.5k42n28,0,114.12902558267498
r1.5k42n28,0,158.26556461017805
r1.5k42n28,0,115.82164338754569
