33,random graphs/ratio_d3/r1.5k18n12/graph33.lgbin,59.419641733169556,215,505,0,272,14.761298894882202,242,18.83034062385559,224,20.775015830993652,218,25.94009494781494,216,30.959195375442505,215,34.5000376701355,215,35.61413073539734,215,38.90427589416504,215,42.416264295578,215,44.14454007148743,215,45.51170086860657,215,46.905749797821045,215,47.87961769104004,215,49.65999627113342,215,51.22453951835632,215,52.87748837471008,215,54.45837736129761,215,55.463767290115356,215,56.60367679595947,215,59.33259963989258,215,60.04376983642578
34,random graphs/ratio_d3/r1.5k18n12/graph34.lgbin,59.92841053009033,256,488,0,302,33.316734313964844,257,45.078121185302734,256,49.942389726638794,256,60.04160284996033
35,random graphs/ratio_d3/r1.5k18n12/graph35.lgbin,60.031543254852295,323,562,0,323,60.060869216918945
36,random graphs/ratio_d3/r1.5k18n12/graph36.lgbin,60.00337100028992,281,489,0,305,32.47284388542175,281,60.06237244606018
37,random graphs/ratio_d3/r1.5k18n12/graph37.lgbin,60.03150486946106,334,537,0,334,60.06102252006531
38,random graphs/ratio_d3/r1.5k18n12/graph38.lgbin,59.43730282783508,231,499,0,291,16.77442240715027,247,19.98584794998169,239,22.424277782440186,232,26.030348777770996,232,27.673665046691895,231,29.81608009338379,231,31.45469045639038,231,34.39942979812622,231,35.79879355430603,231,37.24169659614563,231,39.99726939201355,231,41.423561811447144,231,43.013932943344116,231,44.83275532722473,231,46.846421241760254,231,48.542452335357666,231,50.81648111343384,231,52.9609899520874,231,54.687305212020874,231,56.78972053527832,231,60.047712087631226
39,random graphs/ratio_d3/r1.5k18n12/graph39.lgbin,59.98169803619385,266,518,0,312,46.88401818275452,270,52.46482849121094,266,60.06534552574158
40,random graphs/ratio_d3/r1.5k18n12/graph40.lgbin,59.81755805015564,236,485,0,297,35.1852822303772,255,40.89684510231018,241,44.473124980926514,239,48.7792010307312,236,51.40764498710632,236,54.685429096221924,236,58.59063100814819,236,60.03903937339783
41,random graphs/ratio_d3/r1.5k18n12/graph41.lgbin,60.01943039894104,303,464,0,303,60.04976415634155
42,random graphs/ratio_d3/r1.5k18n12/graph42.lgbin,59.719382762908936,213,427,0,241,4.426894903182983,222,7.1589131355285645,221,8.551053047180176,221,14.984016418457031,221,30.71673083305359,221,34.27014875411987,220,45.21654009819031,219,49.33400297164917,214,54.83022856712341,214,56.86477279663086,213,60.06928372383118
43,random graphs/ratio_d3/r1.5k18n12/graph43.lgbin,59.167749881744385,225,539,0,295,11.792181253433228,243,14.31900143623352,233,15.62676739692688,228,18.15581512451172,225,22.130884170532227,225,24.0950448513031,225,25.3925940990448,225,27.181253671646118,225,29.31999707221985,225,30.898569583892822,225,32.19339609146118,225,33.33623242378235,225,34.53951144218445,225,36.11294960975647,225,37.3119375705719,225,38.641440868377686,225,39.72076058387756,225,41.831687927246094,225,43.111220836639404,225,45.21116089820862,225,46.73302245140076,225,47.96777081489563,225,49.668004274368286,225,50.74764895439148,225,52.47863745689392,225,53.63841485977173,225,54.61613869667053,225,56.0131676197052,225,57.047441244125366,225,58.306254148483276,225,60.04002594947815
44,random graphs/ratio_d3/r1.5k18n12/graph44.lgbin,59.66973829269409,225,533,0,309,20.720245599746704,254,25.90824007987976,243,34.825013160705566,237,39.293750047683716,228,40.61608362197876,227,45.35044050216675,225,48.85709595680237,225,51.20180010795593,225,53.4258337020874,225,54.87329435348511,225,57.268725872039795,225,59.860958099365234,225,60.036426305770874
45,random graphs/ratio_d3/r1.5k18n12/graph45.lgbin,60.01422667503357,283,467,0,283,60.043686866760254
46,random graphs/ratio_d3/r1.5k18n12/graph46.lgbin,59.78217673301697,246,485,0,302,21.137303113937378,281,35.034539461135864,266,36.976311445236206,265,40.59188365936279,255,45.59607648849487,250,50.30755567550659,246,57.89258813858032,246,59.67199492454529,246,60.036351442337036
47,random graphs/ratio_d3/r1.5k18n12/graph47.lgbin,59.436872482299805,198,488,0,257,15.353736877441406,217,20.77591824531555,209,23.440658807754517,199,25.28754162788391,198,27.682759284973145,198,28.813828468322754,198,30.810630798339844,198,31.796684741973877,198,33.36184287071228,198,35.81238603591919,198,36.90049624443054,198,39.19469904899597,198,41.88628363609314,198,43.39888048171997,198,48.412017822265625,198,50.409422874450684,198,52.31829476356506,198,54.31362509727478,198,56.931453704833984,198,58.96601939201355,198,60.044806480407715
48,random graphs/ratio_d3/r1.5k18n12/graph48.lgbin,59.80235934257507,235,427,0,258,14.004889488220215,238,17.009756088256836,237,22.41263437271118,237,25.931760787963867,237,28.199727296829224,235,36.74326419830322,235,38.57702136039734,235,40.58511447906494,235,47.182376861572266,235,53.90682888031006,235,57.18713450431824,235,59.407623529434204,235,60.17293071746826
49,random graphs/ratio_d3/r1.5k18n12/graph49.lgbin,59.366539001464844,217,499,0,274,5.130548477172852,241,10.442949295043945,223,11.82418179512024,219,13.725098371505737,219,15.518864393234253,219,18.06928586959839,219,22.66110324859619,219,26.452765941619873,219,28.208810567855835,219,30.853992700576782,219,35.34802746772766,219,39.76410698890686,219,42.9388473033905,219,44.49959444999695,218,46.5167920589447,217,48.34771013259888,217,49.608601331710815,217,50.956575870513916,217,52.56739950180054,217,54.213704109191895,217,55.83984446525574,217,58.06509852409363,217,60.041213274002075
0,random graphs/ratio_d3/r1.5k18n12/graph0.lgbin,60.05585074424744,332,502,0,332,60.085647106170654
1,random graphs/ratio_d3/r1.5k18n12/graph1.lgbin,60.02031993865967,302,483,0,302,60.05150294303894
2,random graphs/ratio_d3/r1.5k18n12/graph2.lgbin,60.88809037208557,207,503,0,207,60.91705250740051
3,random graphs/ratio_d3/r1.5k18n12/graph3.lgbin,60.10986256599426,260,519,0,260,60.13939881324768
4,random graphs/ratio_d3/r1.5k18n12/graph4.lgbin,60.040777921676636,254,489,0,254,60.07215094566345
5,random graphs/ratio_d3/r1.5k18n12/graph5.lgbin,60.03002691268921,310,500,0,310,60.06046414375305
6,random graphs/ratio_d3/r1.5k18n12/graph6.lgbin,60.122636795043945,382,536,0,382,60.153385162353516
7,random graphs/ratio_d3/r1.5k18n12/graph7.lgbin,60.082218408584595,347,571,0,347,60.11247396469116
8,random graphs/ratio_d3/r1.5k18n12/graph8.lgbin,60.01744294166565,224,519,0,224,60.04811882972717
9,random graphs/ratio_d3/r1.5k18n12/graph9.lgbin,60.298251152038574,243,487,0,243,60.3276002407074
10,random graphs/ratio_d3/r1.5k18n12/graph10.lgbin,60.044082164764404,218,493,0,218,60.07563352584839
11,random graphs/ratio_d3/r1.5k18n12/graph11.lgbin,60.00755453109741,311,494,0,311,60.03883385658264
12,random graphs/ratio_d3/r1.5k18n12/graph12.lgbin,60.02247071266174,247,509,0,247,60.05257177352905
13,random graphs/ratio_d3/r1.5k18n12/graph13.lgbin,60.27720665931702,245,511,0,245,60.30672550201416
14,random graphs/ratio_d3/r1.5k18n12/graph14.lgbin,60.03653049468994,222,470,0,222,60.06756854057312
15,random graphs/ratio_d3/r1.5k18n12/graph15.lgbin,60.065929651260376,311,471,0,311,60.09569716453552
16,random graphs/ratio_d3/r1.5k18n12/graph16.lgbin,60.41297268867493,214,536,0,214,60.44369173049927
17,random graphs/ratio_d3/r1.5k18n12/graph17.lgbin,60.031224727630615,318,518,0,318,60.0617938041687
18,random graphs/ratio_d3/r1.5k18n12/graph18.lgbin,60.02382230758667,258,470,0,258,60.05475640296936
19,random graphs/ratio_d3/r1.5k18n12/graph19.lgbin,60.20157790184021,252,492,0,252,60.23307228088379
20,random graphs/ratio_d3/r1.5k18n12/graph20.lgbin,60.042720317840576,315,505,0,315,60.0743567943573
21,random graphs/ratio_d3/r1.5k18n12/graph21.lgbin,60.036006927490234,284,543,0,284,60.06563353538513
22,random graphs/ratio_d3/r1.5k18n12/graph22.lgbin,60.122960567474365,219,462,0,219,60.1526882648468
23,random graphs/ratio_d3/r1.5k18n12/graph23.lgbin,60.05384683609009,387,527,0,387,60.08455538749695
24,random graphs/ratio_d3/r1.5k18n12/graph24.lgbin,60.024237871170044,262,466,0,262,60.054094314575195
25,random graphs/ratio_d3/r1.5k18n12/graph25.lgbin,60.04373121261597,245,494,0,245,60.07403826713562
26,random graphs/ratio_d3/r1.5k18n12/graph26.lgbin,60.10278511047363,274,509,0,274,60.133506298065186
27,random graphs/ratio_d3/r1.5k18n12/graph27.lgbin,60.056960582733154,321,521,0,321,60.08652067184448
28,random graphs/ratio_d3/r1.5k18n12/graph28.lgbin,60.03312969207764,298,519,0,298,60.06366276741028
29,random graphs/ratio_d3/r1.5k18n12/graph29.lgbin,60.02176785469055,255,473,0,255,60.05205535888672
30,random graphs/ratio_d3/r1.5k18n12/graph30.lgbin,60.03057384490967,272,483,0,272,60.06143569946289
31,random graphs/ratio_d3/r1.5k18n12/graph31.lgbin,60.04089570045471,315,453,0,315,60.072245836257935
32,random graphs/ratio_d3/r1.5k18n12/graph32.lgbin,60.01947832107544,334,478,0,334,60.0494327545166
33,random graphs/ratio_d3/r1.5k18n12/graph33.lgbin,60.028441190719604,252,505,0,252,60.05997323989868
34,random graphs/ratio_d3/r1.5k18n12/graph34.lgbin,60.02783823013306,277,488,0,277,60.057533264160156
35,random graphs/ratio_d3/r1.5k18n12/graph35.lgbin,60.03136348724365,296,562,0,296,60.06126260757446
36,random graphs/ratio_d3/r1.5k18n12/graph36.lgbin,60.01451587677002,347,489,0,347,60.04559874534607
37,random graphs/ratio_d3/r1.5k18n12/graph37.lgbin,60.017260789871216,329,537,0,329,60.04822325706482
38,random graphs/ratio_d3/r1.5k18n12/graph38.lgbin,60.037694692611694,426,499,0,426,60.06878161430359
39,random graphs/ratio_d3/r1.5k18n12/graph39.lgbin,60.029998779296875,425,518,0,425,60.05898571014404
40,random graphs/ratio_d3/r1.5k18n12/graph40.lgbin,60.0391960144043,325,485,0,325,60.06879544258118
41,random graphs/ratio_d3/r1.5k18n12/graph41.lgbin,60.02143383026123,282,464,0,282,60.051241874694824
42,random graphs/ratio_d3/r1.5k18n12/graph42.lgbin,60.03126621246338,304,427,0,304,60.0630841255188
43,random graphs/ratio_d3/r1.5k18n12/graph43.lgbin,60.0290949344635,312,539,0,312,60.05904221534729
44,random graphs/ratio_d3/r1.5k18n12/graph44.lgbin,60.36014223098755,282,533,0,282,60.39031982421875
45,random graphs/ratio_d3/r1.5k18n12/graph45.lgbin,60.0433783531189,273,467,0,273,60.07300877571106
46,random graphs/ratio_d3/r1.5k18n12/graph46.lgbin,60.03185749053955,276,485,0,276,60.06142210960388
47,random graphs/ratio_d3/r1.5k18n12/graph47.lgbin,60.044230699539185,259,488,0,259,60.07501029968262
48,random graphs/ratio_d3/r1.5k18n12/graph48.lgbin,60.01656770706177,284,427,0,284,60.04656267166138
49,random graphs/ratio_d3/r1.5k18n12/graph49.lgbin,60.17016410827637,210,499,0,210,60.20124578475952
0,random graphs/ratio_d3/r1.5k18n12/graph0.lgbin,60.021158933639526,332,502,0,332,60.05098366737366
1,random graphs/ratio_d3/r1.5k18n12/graph1.lgbin,60.02015709877014,302,483,0,302,60.051270723342896
2,random graphs/ratio_d3/r1.5k18n12/graph2.lgbin,60.898606300354004,207,503,0,207,60.928181409835815
3,random graphs/ratio_d3/r1.5k18n12/graph3.lgbin,60.043524742126465,260,519,0,260,60.07324767112732
4,random graphs/ratio_d3/r1.5k18n12/graph4.lgbin,60.03772306442261,254,489,0,254,60.0679566860199
5,random graphs/ratio_d3/r1.5k18n12/graph5.lgbin,60.02651643753052,310,500,0,310,60.05576157569885
6,random graphs/ratio_d3/r1.5k18n12/graph6.lgbin,60.21721887588501,382,536,0,382,60.24742126464844
7,random graphs/ratio_d3/r1.5k18n12/graph7.lgbin,60.08503198623657,348,571,0,348,60.11513066291809
8,random graphs/ratio_d3/r1.5k18n12/graph8.lgbin,60.03279447555542,224,519,0,224,60.063152551651
9,random graphs/ratio_d3/r1.5k18n12/graph9.lgbin,60.35734677314758,243,487,0,243,60.38714408874512
10,random graphs/ratio_d3/r1.5k18n12/graph10.lgbin,60.031983852386475,218,493,0,218,60.063233613967896
11,random graphs/ratio_d3/r1.5k18n12/graph11.lgbin,60.00714635848999,311,494,0,311,60.03843092918396
12,random graphs/ratio_d3/r1.5k18n12/graph12.lgbin,60.025291204452515,247,509,0,247,60.05596852302551
13,random graphs/ratio_d3/r1.5k18n12/graph13.lgbin,60.29992651939392,245,511,0,245,60.32960772514343
14,random graphs/ratio_d3/r1.5k18n12/graph14.lgbin,60.03926992416382,222,470,0,222,60.069823026657104
15,random graphs/ratio_d3/r1.5k18n12/graph15.lgbin,60.048710107803345,311,471,0,311,60.07864165306091
16,random graphs/ratio_d3/r1.5k18n12/graph16.lgbin,60.525482416152954,214,536,0,214,60.556426763534546
17,random graphs/ratio_d3/r1.5k18n12/graph17.lgbin,60.022321939468384,318,518,0,318,60.053921937942505
18,random graphs/ratio_d3/r1.5k18n12/graph18.lgbin,60.029032468795776,258,470,0,258,60.06046724319458
19,random graphs/ratio_d3/r1.5k18n12/graph19.lgbin,60.066524028778076,252,492,0,252,60.098554372787476
20,random graphs/ratio_d3/r1.5k18n12/graph20.lgbin,60.048022508621216,308,505,0,308,60.079296350479126
21,random graphs/ratio_d3/r1.5k18n12/graph21.lgbin,60.03234839439392,284,543,0,284,60.06207466125488
22,random graphs/ratio_d3/r1.5k18n12/graph22.lgbin,60.16590738296509,219,462,0,219,60.19575071334839
23,random graphs/ratio_d3/r1.5k18n12/graph23.lgbin,60.03754901885986,387,527,0,387,60.068530559539795
24,random graphs/ratio_d3/r1.5k18n12/graph24.lgbin,60.04373240470886,262,466,0,262,60.07367300987244
25,random graphs/ratio_d3/r1.5k18n12/graph25.lgbin,60.02572202682495,245,494,0,245,60.05603909492493
26,random graphs/ratio_d3/r1.5k18n12/graph26.lgbin,60.04035711288452,273,509,0,273,60.07129144668579
27,random graphs/ratio_d3/r1.5k18n12/graph27.lgbin,60.051822662353516,321,521,0,321,60.08181810379028
28,random graphs/ratio_d3/r1.5k18n12/graph28.lgbin,60.02120661735535,298,519,0,298,60.051701068878174
29,random graphs/ratio_d3/r1.5k18n12/graph29.lgbin,60.03126549720764,255,473,0,255,60.06120324134827
30,random graphs/ratio_d3/r1.5k18n12/graph30.lgbin,60.018988370895386,272,483,0,272,60.04958510398865
31,random graphs/ratio_d3/r1.5k18n12/graph31.lgbin,60.04068684577942,315,453,0,315,60.07142210006714
32,random graphs/ratio_d3/r1.5k18n12/graph32.lgbin,60.02625489234924,334,478,0,334,60.055915117263794
33,random graphs/ratio_d3/r1.5k18n12/graph33.lgbin,60.0179340839386,252,505,0,252,60.049509048461914
34,random graphs/ratio_d3/r1.5k18n12/graph34.lgbin,60.07085585594177,276,488,0,276,60.10035848617554
35,random graphs/ratio_d3/r1.5k18n12/graph35.lgbin,60.025485038757324,296,562,0,296,60.056392192840576
36,random graphs/ratio_d3/r1.5k18n12/graph36.lgbin,60.0239098072052,347,489,0,347,60.05523610115051
37,random graphs/ratio_d3/r1.5k18n12/graph37.lgbin,60.02017545700073,329,537,0,329,60.05105185508728
38,random graphs/ratio_d3/r1.5k18n12/graph38.lgbin,60.022940158843994,426,499,0,426,60.05356478691101
39,random graphs/ratio_d3/r1.5k18n12/graph39.lgbin,60.02477550506592,425,518,0,425,60.053701639175415
40,random graphs/ratio_d3/r1.5k18n12/graph40.lgbin,60.027477741241455,325,485,0,325,60.05733871459961
41,random graphs/ratio_d3/r1.5k18n12/graph41.lgbin,60.02806639671326,282,464,0,282,60.057746171951294
42,random graphs/ratio_d3/r1.5k18n12/graph42.lgbin,60.03635883331299,304,427,0,304,60.06854724884033
43,random graphs/ratio_d3/r1.5k18n12/graph43.lgbin,60.039026975631714,312,539,0,312,60.068883180618286
44,random graphs/ratio_d3/r1.5k18n12/graph44.lgbin,60.15408730506897,282,533,0,282,60.1838002204895
45,random graphs/ratio_d3/r1.5k18n12/graph45.lgbin,60.05403661727905,273,467,0,273,60.08424091339111
46,random graphs/ratio_d3/r1.5k18n12/graph46.lgbin,60.022114992141724,276,485,0,276,60.0519015789032
47,random graphs/ratio_d3/r1.5k18n12/graph47.lgbin,60.03275918960571,259,488,0,259,60.063822507858276
48,random graphs/ratio_d3/r1.5k18n12/graph48.lgbin,60.03492856025696,284,427,0,284,60.065070390701294
49,random graphs/ratio_d3/r1.5k18n12/graph49.lgbin,60.205082416534424,210,499,0,210,60.236451864242554
0,random graphs/ratio_d3/r1.5k18n12/graph0.lgbin,60.02791786193848,279,502,0,279,60.05714654922485
1,random graphs/ratio_d3/r1.5k18n12/graph1.lgbin,60.02939701080322,279,483,0,279,60.060009479522705
2,random graphs/ratio_d3/r1.5k18n12/graph2.lgbin,59.931556701660156,206,503,0,214,20.059757709503174,209,30.133325338363647,206,41.807440519332886,206,60.04660773277283
3,random graphs/ratio_d3/r1.5k18n12/graph3.lgbin,60.06900429725647,282,519,0,282,60.0992796421051
4,random graphs/ratio_d3/r1.5k18n12/graph4.lgbin,60.18259620666504,229,489,0,229,60.21398901939392
5,random graphs/ratio_d3/r1.5k18n12/graph5.lgbin,60.03386735916138,274,500,0,274,60.06257700920105
6,random graphs/ratio_d3/r1.5k18n12/graph6.lgbin,60.09194278717041,242,536,0,242,60.121752977371216
7,random graphs/ratio_d3/r1.5k18n12/graph7.lgbin,60.02552366256714,331,571,0,331,60.05537438392639
8,random graphs/ratio_d3/r1.5k18n12/graph8.lgbin,60.15096735954285,256,519,0,256,60.180678844451904
9,random graphs/ratio_d3/r1.5k18n12/graph9.lgbin,60.03460717201233,248,487,0,248,60.06383919715881
10,random graphs/ratio_d3/r1.5k18n12/graph10.lgbin,60.014180421829224,256,493,0,256,60.04553270339966
11,random graphs/ratio_d3/r1.5k18n12/graph11.lgbin,60.06618666648865,243,494,0,243,60.09892773628235
12,random graphs/ratio_d3/r1.5k18n12/graph12.lgbin,60.02541208267212,241,509,0,241,60.05798530578613
13,random graphs/ratio_d3/r1.5k18n12/graph13.lgbin,60.029863595962524,251,511,0,251,60.0595600605011
14,random graphs/ratio_d3/r1.5k18n12/graph14.lgbin,60.03020715713501,241,470,0,241,60.06106400489807
15,random graphs/ratio_d3/r1.5k18n12/graph15.lgbin,60.020904541015625,272,471,0,272,60.050233125686646
16,random graphs/ratio_d3/r1.5k18n12/graph16.lgbin,60.061004877090454,240,536,0,240,60.09149479866028
17,random graphs/ratio_d3/r1.5k18n12/graph17.lgbin,60.023329734802246,266,518,0,266,60.05372214317322
