GraphSize,CVcalc,AvgOptsPerMin
r1.5k12n8,1000,513.5252861417607
r1.5k18n12,1000,394.7580924343454
r1.5k24n16,1000,194.8641959244568
r1.5k30n20,1000,100.36689126344416
r1.5k36n24,1000,53.254358057171785
r1.5k42n28,1000,31.945013685734544
r1k10n10,1000,742.6459585450211
r1k15n15,1000,264.370198928468
r1k20n20,1000,120.8053969944724
r1k25n25,1000,57.53755041003618
r1k30n30,1000,29.929150689991566
r1k35n35,1000,17.444009271929026
r2k12n6,1000,199.53146748412098
r2k20n10,1000,592.7416958192464
r2k26n13,1000,274.6270661096782
r2k34n17,1000,130.43580756774458
r2k40n20,1000,82.60259861557759
r2k48n24,1000,45.9264265632837
r1.5k12n8,2000,33.86280575636963
r1.5k18n12,2000,232.39114054856336
r1.5k24n16,2000,109.83538330802814
r1.5k30n20,2000,55.81633688553345
r1.5k36n24,2000,29.747976360818893
r1.5k42n28,2000,16.792508987930688
r1k10n10,2000,35.23712632554409
r1k15n15,2000,176.90911041708335
r1k20n20,2000,81.41251283679351
r1k25n25,2000,30.858148693670216
r1k30n30,2000,14.920528510295506
r1.5k12n8,3000,35.44620451923043
r1.5k18n12,3000,104.76041850678205
r1.5k24n16,3000,94.18091408554736
r1.5k30n20,3000,42.23752715651857
r1.5k36n24,3000,16.861017711535958
r1.5k42n28,3000,10.037369009144744
r1k10n10,3000,8.300936565781793
r1k15n15,3000,110.18086212060454
r1k20n20,3000,45.95245797123782
r1k25n25,3000,17.54229550215529
r1k30n30,3000,7.657935511777523
r1.5k18n12,4500,10.082620674454386
r1.5k24n16,4500,227.16689992424926
r1.5k18n12,4500,7.241141895141105
r1.5k24n16,4500,231.1488667955439
r1.5k30n20,4500,159.2702594004997
r1.5k18n12,4500,7.429349696226263
r1.5k24n16,2500,355.8303726944748
r1.5k30n20,2500,168.7601576346928
r1.5k36n24,4500,79.12366975794848
r1.5k36n24,1500,98.27558779525906
r1.5k42n28,4500,40.85435096753154
r1.5k18n12,8250,0.9985437374950448
r1.5k24n16,8250,4.445811612411877
r1.5k42n28,500,58.68445823158656
r1.5k18n12,3750,57.13945207796465
r1.5k18n12,3750,57.6567025614647
r1.5k24n16,8250,5.585361110611991
r1.5k24n16,2750,337.2778711518339
r1.5k30n20,8250,84.85758492020332
r1.5k30n20,2750,170.44201168063984
r1.5k36n24,8250,33.30530620169943
r1.5k36n24,1750,92.40772617504163
r1.5k18n12,6375,0.9985883642450932
r1.5k18n12,4125,24.206072283803547
r1.5k24n16,6375,74.33200398161054
r1.5k18n12,3375,109.76963237102512
r1.5k24n16,6375,75.95678615986138
r1.5k24n16,2875,328.3017043160089
r1.5k30n20,16125,0.9978031454938681
r1.5k30n20,2875,170.0895514513729
r1.5k42n28,8250,22.403513502211045
r1.5k42n28,750,59.02924705210203
r1.5k18n12,5437,1.0991706440288498
r1.5k18n12,3937,37.168940154215996
r1.5k36n24,16125,6.410479351208127
r1.5k24n16,7312,24.77102215752919
r1.5k36n24,1875,91.18093122788973
r1.5k18n12,3562,82.16298045951818
r1.5k24n16,7312,32.595818656929964
r1.5k24n16,2937,322.6394318495322
r1.5k30n20,12187,5.584624372389998
r1.5k30n20,2937,164.9059393780635
r1.5k18n12,4968,2.2018327005794047
r1.5k18n12,3843,48.32751707866767
r1.5k24n16,7781,11.768808377969442
r1.5k18n12,3468,92.13532007081375
r1.5k24n16,6843,55.625978795131275
r1.5k24n16,2968,313.8269997761606
r1.5k36n24,12187,14.009647782833982
r1.5k36n24,1937,90.3864658019066
r1.5k30n20,10218,43.281826045960045
r1.5k30n20,2968,170.00340191122567
r1.5k42n28,16125,9.478908894022688
r1.5k42n28,875,60.19409984674067
r1.5k18n12,4734,3.3876499985886124
r1.5k18n12,3796,48.60718482044999
r1.5k18n12,3421,101.7484909576121
r1.5k24n16,8015,9.169884196165793
r1.5k24n16,7077,39.962534758524406
r1.5k24n16,2984,315.48989766377883
r1.5k30n20,11202,11.563662659621812
r1.5k30n20,2984,165.46746553985432
r1.5k36n24,14156,8.833694762299944
r1.5k36n24,1968,90.17045609010583
r1.5k18n12,4617,4.900504131348322
r1.5k18n12,3773,50.868739819315934
r1.5k18n12,3444,95.75044263656301
r1.5k24n16,7898,10.088802481152838
r1.5k24n16,6960,49.59670962209473
r1.5k24n16,2992,318.437628511769
r1.5k42n28,12187,15.420495754058713
r1.5k30n20,11694,6.714029372360533
r1.5k30n20,2992,161.75858944707198
r1.5k42n28,937,61.08384060905831
r1.5k36n24,13171,11.492818876041667
r1.5k36n24,1984,91.28208481715717
r1.5k42n28,250,56.915456908199054
r1.5k36n24,13663,10.753366555268547
r1.5k36n24,1992,93.0310339539672
r1.5k42n28,14156,13.768206568661185
r1.5k42n28,968,63.56773697756831
r1.5k42n28,15140,12.865455683172133
r1.5k42n28,984,65.16274050888732
r1.5k42n28,15632,11.825924329566824
r1.5k42n28,992,64.14693540463638
