GraphSize,CVcalc,AvgOptsPerMin
r1.5k18n12,1500,145.6656552333401
r1.5k24n16,1500,353.52293804536566
r1.5k30n20,1500,288.18718703184953
r1.5k36n24,1500,161.5239763881452
r1.5k24n16,2750,6.65872837871743
r1.5k24n16,2125,50.64096491272309
r1.5k18n12,2250,19.174490762475678
r1.5k24n16,2125,79.43968486087348
r1.5k30n20,2250,101.69571580787995
r1.5k24n16,2125,55.20108006962048
r1.5k36n24,2250,110.0055620674553
r1.5k18n12,4125,0.9994593643990505
r1.5k24n16,2437,13.184873962483094
r1.5k18n12,1875,57.660650727359865
r1.5k24n16,1812,174.4175026917693
r1.5k30n20,4125,2.0028636869264838
r1.5k18n12,3187,0.07530593034201442
r1.5k24n16,2593,0.5553413035094485
r1.5k18n12,2062,1.396702230843841
r1.5k24n16,2281,2.8408592722490136
r1.5k18n12,1687,31.44521885663992
r1.5k30n20,3187,3.006059499108339
r1.5k24n16,1968,52.834522683860854
r1.5k30n20,3187,3.012695693308259
r1.5k36n24,3375,15.85397152407895
r1.5k24n16,2515,10.10543228728354
r1.5k18n12,1968,46.959847255987995
r1.5k24n16,2203,38.58943873301167
r1.5k18n12,1593,104.9242246967611
r1.5k24n16,1890,151.6576773994675
r1.5k30n20,2718,29.525288403602598
r1.5k42n28,1757,101.75518895870037
r1.5k42n28,2199,82.24088743227956
r1.5k30n20,2718,25.371171603022315
r1.5k18n12,1921,50.09864146785974
r1.5k18n12,1640,92.78139859661361
r1.5k36n24,6187,0.998735479173148
r1.5k36n24,2812,47.03080000252106
r1.5k36n24,2812,44.67744148532784
r1.5k30n20,2952,11.22523288904077
r1.5k30n20,2484,63.17172145370305
r1.5k42n28,1812,88.40960391571821
r1.5k36n24,4781,0.9990318818725581
r1.5k36n24,2531,81.50933016008506
r1.5k36n24,4078,4.044926027853736
r1.5k36n24,2671,63.68247228249766
r1.5k36n24,2390,91.02615777718201
r1.5k36n24,3726,7.152710295922244
r1.5k36n24,2741,53.01408757548967
r1.5k36n24,2320,104.2944183622507
r1.5k36n24,3550,9.268335700064027
r1.5k36n24,2776,55.68831902934251
