Index,Data,combo_idx,Nodes,Edges,TotalNodes,TotalEdges,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graficon10nodi/grafo1032.10,7,10,9,10,9,0.0,0,2,0.0014796257019042969,2
2,graficon10nodi/grafo1098.10,7,10,9,10,9,0.0,0,2,0.00047898292541503906,2
3,graficon10nodi/grafo1126.10,7,10,9,10,9,0.0,0,2,0.0004391670227050781,2
4,graficon10nodi/grafo1137.10,7,10,9,10,9,0.0,3,7,0.0007266998291015625,2
5,graficon10nodi/grafo1643.10,7,10,9,10,9,0.0,0,4,0.0006210803985595703,2
6,graficon10nodi/grafo2538.10,7,10,10,10,10,0.0,0,3,0.0003311634063720703,2
7,graficon10nodi/grafo376.10,7,10,9,10,9,0.0,0,2,0.00028443336486816406,2
8,graficon10nodi/grafo407.10,7,10,9,10,9,0.0,0,2,0.0003230571746826172,2
9,graficon10nodi/grafo460.10,7,10,9,10,9,0.0,0,2,0.0002510547637939453,2
10,graficon10nodi/grafo554.10,7,10,9,10,9,0.0,0,2,0.0002560615539550781,2
11,graficon10nodi/grafo613.10,7,10,9,10,9,0.0,0,2,0.00024890899658203125,2
12,graficon10nodi/grafo633.10,7,10,9,10,9,0.0,0,2,0.0002684593200683594,2
13,graficon10nodi/grafo782.10,7,10,9,10,9,0.0,0,2,0.0002532005310058594,2
14,graficon10nodi/grafo881.10,7,10,9,10,9,0.0,0,2,0.00026416778564453125,2
15,graficon10nodi/grafo898.10,7,10,9,10,9,0.0,0,2,0.00025653839111328125,2
16,graficon10nodi/grafo910.10,7,10,9,10,9,0.0,0,2,0.0002942085266113281,2
17,graficon11nodi/grafo1084.11,7,11,10,11,10,0.0,0,2,0.00026416778564453125,2
18,graficon11nodi/grafo1117.11,7,11,10,11,10,0.0,3,7,0.0003952980041503906,2
19,graficon11nodi/grafo2110.11,7,11,11,11,11,0.0,1,6,0.0005884170532226562,2
20,graficon11nodi/grafo222.11,7,11,10,11,10,0.0,0,2,0.00029754638671875,2
21,graficon11nodi/grafo246.11,7,11,10,11,10,0.0,0,3,0.0002751350402832031,2
22,graficon11nodi/grafo303.11,7,11,10,11,10,0.0,1,6,0.00044345855712890625,2
23,graficon11nodi/grafo408.11,7,11,10,11,10,0.0,8,14,0.0008423328399658203,2
24,graficon11nodi/grafo676.11,7,11,10,11,10,0.0,3,8,0.0004417896270751953,2
25,graficon11nodi/grafo927.11,7,11,10,11,10,0.0,3,7,0.00035381317138671875,2
