Index,Data,combo_idx,ComboIdx,Nodes,TotalNodes,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,5,5,5,5,4.0,1,7.5,0.023459196090698242,2
2,graph_5_1,5,5,5,5,4.0,0,4.5,0.021320104598999023,2
3,graph_5_2,5,5,5,6,4.0,0,7.5,0.02126336097717285,2
4,graph_5_3,5,5,5,5,4.0,1,7.5,0.02102351188659668,2
5,graph_5_4,5,5,5,6,4.0,0,6.0,0.027194499969482422,2
6,graph_5_5,5,5,5,5,4.0,0,6.0,0.02122974395751953,2
7,graph_5_6,5,5,5,6,6.0,1,8.0,0.027560710906982422,2
8,graph_5_7,5,5,5,6,6.0,3,10.0,0.027448177337646484,2
9,graph_5_8,5,5,5,6,4.0,0,6.0,0.025028705596923828,2
10,graph_5_9,5,5,5,6,8.0,0,15.0,1.3872292041778564,2
11,graph_5_10,5,5,5,6,6.0,2,10.0,0.029348134994506836,2
12,graph_5_11,5,5,5,5,6.0,3,10.0,0.026540040969848633,2
13,graph_5_12,5,5,5,5,4.0,0,8.0,0.026179790496826172,2
14,graph_5_13,5,5,5,6,4.0,1,6.0,0.02116703987121582,2
15,graph_5_14,5,5,5,6,8.0,0,10.0,0.07557034492492676,2
16,graph_5_15,5,5,5,6,4.0,1,9.0,0.02106451988220215,2
17,graph_5_16,5,5,5,6,6.0,0,6.0,0.027596473693847656,2
18,graph_5_17,5,5,5,6,6.0,2,12.0,0.026988983154296875,2
19,graph_5_18,5,5,5,6,4.0,1,7.5,0.020824909210205078,2
20,graph_5_19,5,5,5,6,4.0,0,3.0,0.02561187744140625,2
21,graph_5_20,5,5,5,6,6.0,0,6.0,0.027849912643432617,2
22,graph_5_21,5,5,5,6,4.0,0,7.5,0.02125692367553711,2
23,graph_5_22,5,5,5,5,6.0,1,5.0,0.02730250358581543,2
24,graph_5_23,5,5,5,7,6.0,1,8.0,0.027213096618652344,2
25,graph_5_24,5,5,4,6,6.0,1,7.0,0.02878737449645996,2
26,graph_5_25,5,5,5,6,4.0,0,7.5,0.021390438079833984,2
27,graph_5_26,5,5,4,5,4.0,0,8.0,0.024498939514160156,2
28,graph_5_27,5,5,5,6,6.0,1,8.0,0.027220964431762695,2
29,graph_5_28,5,5,5,6,6.0,3,8.0,0.02761983871459961,2
30,graph_5_29,5,5,4,7,6.0,0,6.0,0.029133081436157227,2
31,graph_5_30,5,5,5,6,4.0,1,9.0,0.0212860107421875,2
32,graph_5_31,5,5,5,6,6.0,2,8.0,0.02749943733215332,2
33,graph_5_32,5,5,4,7,6.0,1,8.0,0.028890609741210938,2
34,graph_5_33,5,5,5,9,8.0,1,14.0,0.03216862678527832,2
35,graph_5_34,5,5,5,7,6.0,0,14.0,0.02671670913696289,2
36,graph_5_35,5,5,5,8,8.0,1,14.0,0.03518509864807129,2
37,graph_5_36,5,5,5,7,4.0,1,10.5,0.021208524703979492,2
