Index,Data,combo_idx,ComboIdx,Nodes,TotalNodes,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,22,22,5,5,2.0,1,2.0,0.008327245712280273,2
2,graph_5_1,22,22,5,5,2.0,0,2.0,0.00234222412109375,2
3,graph_5_2,22,22,5,6,2.999999999999999,0,2.999999999999999,0.002330303192138672,2
4,graph_5_3,22,22,5,5,2.3333333333333335,1,2.0,0.002213001251220703,2
5,graph_5_4,22,22,5,6,4.0,0,3.0,0.002234935760498047,2
6,graph_5_5,22,22,5,5,2.0,0,2.0,0.0021708011627197266,2
7,graph_5_6,22,22,5,6,3.0,0,3.0,0.021847248077392578,2
8,graph_5_7,22,22,5,6,3.0,0,3.0,0.006798744201660156,2
9,graph_5_8,22,22,5,6,3.0,0,3.0,0.018851757049560547,2
10,graph_5_9,22,22,5,6,5.5,0,5.0,0.002415180206298828,2
11,graph_5_10,22,22,5,6,3.5,0,3.5,0.010433197021484375,2
12,graph_5_11,22,22,5,5,3.3333333333333335,1,3.0,0.003276824951171875,2
13,graph_5_12,22,22,5,5,3.5,0,3.0,0.01976490020751953,2
14,graph_5_13,22,22,5,6,2.4,0,2.0,0.019689321517944336,2
15,graph_5_14,22,22,5,6,6.0,0,5.0,0.002669095993041992,2
16,graph_5_15,22,22,5,6,2.0,0,2.0,0.0022270679473876953,2
17,graph_5_16,22,22,5,6,3.0,0,3.0,0.0023658275604248047,2
18,graph_5_17,22,22,5,6,3.0,0,3.0,0.0020780563354492188,2
19,graph_5_18,22,22,5,6,3.0,0,2.0,0.018436908721923828,2
20,graph_5_19,22,22,5,6,4.0,0,4.0,0.01911306381225586,2
21,graph_5_20,22,22,5,6,3.5,0,3.0,0.002263784408569336,2
22,graph_5_21,22,22,5,6,2.5,0,2.0,0.0020799636840820312,2
23,graph_5_22,22,22,5,5,3.5,1,3.0,0.02370595932006836,2
24,graph_5_23,22,22,5,7,3.0,0,3.0,0.002456188201904297,2
25,graph_5_24,22,22,4,6,4.0,0,4.0,0.019295454025268555,2
26,graph_5_25,22,22,5,6,2.0,0,2.0,0.018667936325073242,2
27,graph_5_26,22,22,4,5,5.999999999999999,0,5.999999999999999,0.02196669578552246,2
28,graph_5_27,22,22,5,6,3.0,0,3.0,0.002215862274169922,2
29,graph_5_28,22,22,5,6,4.0,0,4.0,0.006028175354003906,2
30,graph_5_29,22,22,4,7,4.6,0,4.6000000000000005,0.018803834915161133,2
31,graph_5_30,22,22,5,6,2.0,0,2.0,0.0021452903747558594,2
32,graph_5_31,22,22,5,6,3.0,0,3.0,0.01868724822998047,2
33,graph_5_32,22,22,4,7,4.666666666666666,0,4.666666666666666,0.018871068954467773,2
34,graph_5_33,22,22,5,9,4.333333333333334,0,4.333333333333334,0.01931929588317871,2
35,graph_5_34,22,22,5,7,4.5,0,4.0,0.019482135772705078,2
36,graph_5_35,22,22,5,8,5.0,0,5.0,0.018991947174072266,2
37,graph_5_36,22,22,5,7,3.666666666666667,0,3.0,0.02215266227722168,2
38,graph_5_37,22,22,5,8,8.0,0,7.0,0.0023512840270996094,2
39,graph_5_38,22,22,5,8,6.0,0,6.0,0.006173372268676758,2
40,graph_5_39,22,22,5,8,5.0,0,5.0,0.0024204254150390625,2
41,graph_5_40,22,22,5,9,4.75,0,4.0,0.02482318878173828,2
42,graph_5_41,22,22,5,7,7.4,0,7.4,0.023581504821777344,2
43,graph_5_42,22,22,5,6,4.0,0,4.0,0.002008199691772461,2
44,graph_5_43,22,22,5,7,4.0,0,4.0,0.01852250099182129,2
45,graph_5_44,22,22,5,7,5.142857142857142,0,5.142857142857142,0.018898487091064453,2
46,graph_5_45,22,22,5,7,6.166666666666666,0,6.166666666666666,0.01887989044189453,2
47,graph_5_46,22,22,5,6,8.0,0,7.0,0.018294095993041992,2
48,graph_5_47,22,22,5,8,4.999999999999993,0,4.999999999999993,0.002406597137451172,2
49,graph_5_48,22,22,5,7,7.0,0,4.0,0.01888418197631836,2
50,graph_5_49,22,22,5,7,5.0,0,4.0,0.018649816513061523,2
51,graph_5_50,22,22,5,8,5.0,0,5.0,0.018798351287841797,2
52,graph_5_51,22,22,5,7,4.6,0,4.6,0.009711265563964844,2
53,graph_5_52,22,22,5,7,9.0,0,5.0,0.019931316375732422,2
54,graph_5_53,22,22,5,7,5.714285714285714,0,5.714285714285715,0.022069454193115234,2
55,graph_5_54,22,22,5,7,4.0,0,4.0,0.018854141235351562,2
