Index,Data,combo_idx,ComboIdx,Nodes,TotalNodes,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,4,4,5,5,0.0,1,2.0,0.004544973373413086,2
2,graph_5_1,4,4,5,5,0.0,0,4.333333333333323,0.0037643909454345703,2
3,graph_5_2,4,4,5,6,0.5,0,5.0,0.0264585018157959,2
4,graph_5_3,4,4,5,5,0.0,1,3.0,0.0017697811126708984,2
5,graph_5_4,4,4,5,6,1.0,0,4.999999999999997,0.0196840763092041,2
6,graph_5_5,4,4,5,5,0.0,0,5.0,0.0014503002166748047,2
7,graph_5_6,4,4,5,6,1.0,2,11.0,0.0019791126251220703,2
8,graph_5_7,4,4,5,6,0.0,2,7.0,0.002251863479614258,2
9,graph_5_8,4,4,5,6,0.0,0,2.999999999999997,0.0017778873443603516,2
10,graph_5_9,4,4,5,6,0.0,0,8.999999999999973,0.0017850399017333984,2
11,graph_5_10,4,4,5,6,2.0,2,7.0,0.02445077896118164,2
12,graph_5_11,4,4,5,5,0.24999999999999956,1,3.9999999999999876,0.0027697086334228516,2
13,graph_5_12,4,4,5,5,0.0,0,2.9999999999999973,0.0036513805389404297,2
14,graph_5_13,4,4,5,6,0.0,1,6.0,0.0023496150970458984,2
15,graph_5_14,4,4,5,6,0.0,0,12.499999999999952,0.0032341480255126953,2
16,graph_5_15,4,4,5,6,0.0,1,6.0,0.002496957778930664,2
17,graph_5_16,4,4,5,6,0.0,1,7.0,0.007380962371826172,2
18,graph_5_17,4,4,5,6,0.0,0,4.999999999999984,0.0019190311431884766,2
19,graph_5_18,4,4,5,6,1.0,1,3.0,0.0016148090362548828,2
20,graph_5_19,4,4,5,6,1.0,0,5.0,0.022759675979614258,2
21,graph_5_20,4,4,5,6,0.0,0,7.0,0.0017573833465576172,2
22,graph_5_21,4,4,5,6,0.0,0,2.0,0.0015277862548828125,2
23,graph_5_22,4,4,5,5,0.6666666666666666,2,8.0,0.02063584327697754,2
24,graph_5_23,4,4,5,7,0.0,0,3.999999999999994,0.0016965866088867188,2
25,graph_5_24,4,4,4,6,0.0,2,9.999999999999961,0.0019927024841308594,2
26,graph_5_25,4,4,5,6,0.5,0,3.0,0.0016286373138427734,2
27,graph_5_26,4,4,4,5,0.0,0,4.333333333333332,0.001737833023071289,2
28,graph_5_27,4,4,5,6,0.0,2,6.9999999999999964,0.0015549659729003906,2
29,graph_5_28,4,4,5,6,0.2,1,4.0,0.02181410789489746,2
30,graph_5_29,4,4,4,7,0.0,1,6.800000000000001,0.01927042007446289,2
31,graph_5_30,4,4,5,6,0.0,1,8.0,0.001470327377319336,2
32,graph_5_31,4,4,5,6,1.0,0,7.0,0.021251916885375977,2
33,graph_5_32,4,4,4,7,0.0,0,9.0,0.0020246505737304688,2
34,graph_5_33,4,4,5,9,0.0,0,6.5,0.0023012161254882812,2
35,graph_5_34,4,4,5,7,0.0,1,11.999999999999948,0.0019290447235107422,2
36,graph_5_35,4,4,5,8,0.0,1,6.999999999999991,0.0019443035125732422,2
37,graph_5_36,4,4,5,7,0.0,1,8.0,0.0019516944885253906,2
38,graph_5_37,4,4,5,8,3.0,0,8.0,0.026031494140625,2
39,graph_5_38,4,4,5,8,0.0,2,17.99999999999999,0.0021758079528808594,2
40,graph_5_39,4,4,5,8,0.6000000000000001,2,10.999999999999991,0.021590709686279297,2
41,graph_5_40,4,4,5,9,-2.220446049250313e-16,1,11.4,0.0023546218872070312,2
42,graph_5_41,4,4,5,7,0.0,0,7.499999999999943,0.0025205612182617188,2
43,graph_5_42,4,4,5,6,0.0,1,6.999999999999966,0.0019390583038330078,2
44,graph_5_43,4,4,5,7,0.0,0,4.999999999999997,0.001733541488647461,2
45,graph_5_44,4,4,5,7,0.0,0,7.0,0.0013723373413085938,2
46,graph_5_45,4,4,5,7,0.0,2,8.999999999999973,0.0019233226776123047,2
47,graph_5_46,4,4,5,6,0.7999999999999993,0,5.999999999999995,0.02482438087463379,2
48,graph_5_47,4,4,5,8,0.0,0,7.999999999999994,0.002134561538696289,2
49,graph_5_48,4,4,5,7,0.0,1,5.666666666666666,0.0019774436950683594,2
50,graph_5_49,4,4,5,7,0.0,3,11.0,0.002058267593383789,2
51,graph_5_50,4,4,5,8,0.0,1,11.8,0.0023784637451171875,2
52,graph_5_51,4,4,5,7,0.0,0,18.0,0.0014357566833496094,2
53,graph_5_52,4,4,5,7,0.0,1,11.5,0.002039194107055664,2
54,graph_5_53,4,4,5,7,0.0,3,9.999999999999991,0.0017743110656738281,2
55,graph_5_54,4,4,5,7,3.0,0,4.0,0.024595260620117188,2
56,graph_5_55,4,4,5,6,0.0,0,3.0,0.020177125930786133,2
57,graph_5_56,4,4,5,6,0.0,2,9.999999999999963,0.00286102294921875,2
58,graph_5_57,4,4,5,8,0.0,1,16.999999999999996,0.0019006729125976562,2
59,graph_5_58,4,4,5,8,2.9999999999999973,0,6.999999999999993,0.021233081817626953,2
60,graph_5_59,4,4,5,7,0.0,1,6.249999999999972,0.019248485565185547,2
61,graph_5_60,4,4,5,8,1.0,1,9.0,0.02166008949279785,2
62,graph_5_61,4,4,5,7,0.0,2,9.5,0.0020716190338134766,2
63,graph_5_62,4,4,5,9,0.0,0,11.399999999999977,0.019052743911743164,2
64,graph_5_63,4,4,5,8,0.0,0,6.799999999999995,0.0019614696502685547,2
65,graph_5_64,4,4,5,7,0.0,1,12.499999999999963,0.0018541812896728516,2
66,graph_5_65,4,4,5,6,0.0,2,8.0,0.0015785694122314453,2
67,graph_5_66,4,4,5,8,-4.440892098500626e-16,1,13.19999999999999,0.0022172927856445312,2
68,graph_5_67,4,4,5,8,-4.440892098500626e-16,3,22.24,0.021169424057006836,2
69,graph_5_68,4,4,5,7,0.0,1,4.0,0.0017192363739013672,2
70,graph_5_69,4,4,5,8,0.0,1,7.0,0.0019352436065673828,2
71,graph_5_70,4,4,5,7,0.75,2,9.0,0.020175933837890625,2
72,graph_5_71,4,4,5,6,0.0,1,8.999999999999993,0.0016596317291259766,2
73,graph_5_72,4,4,5,8,4.0,1,7.0,0.02765941619873047,2
74,graph_5_73,4,4,5,8,0.0,2,9.0,0.0021317005157470703,2
75,graph_5_74,4,4,5,7,0.0,2,8.999999999999996,0.001995563507080078,2
76,graph_5_75,4,4,5,7,0.0,1,6.999999999999986,0.0021102428436279297,2
77,graph_5_76,4,4,4,8,0.0,3,11.0,0.0204617977142334,2
78,graph_5_77,4,4,5,7,0.0,1,10.999999999999961,0.0020101070404052734,2
79,graph_5_78,4,4,5,8,0.0,1,11.399999999999983,0.002344846725463867,2
80,graph_5_79,4,4,5,7,0.0,1,7.999999999999982,0.0019447803497314453,2
81,graph_5_80,4,4,5,7,0.0,2,6.666666666666666,0.0018472671508789062,2
82,graph_5_81,4,4,5,7,0.0,2,10.999999999999961,0.002434253692626953,2
83,graph_5_82,4,4,5,6,0.0,0,9.000000000000002,0.0017724037170410156,2
84,graph_5_83,4,4,5,7,2.0,0,6.0,0.021985530853271484,2
85,graph_5_84,4,4,5,7,1.0,1,8.999999999999991,0.0021936893463134766,2
86,graph_5_85,4,4,5,6,1.0,1,11.0,0.014745950698852539,2
87,graph_5_86,4,4,5,6,3.0,0,4.0,0.021917343139648438,2
88,graph_5_87,4,4,5,6,0.0,0,5.999999999999991,0.0018095970153808594,2
89,graph_5_88,4,4,5,8,4.0,0,7.0,0.029386520385742188,2
90,graph_5_89,4,4,5,8,0.0,1,6.999999999999993,0.0020186901092529297,2
91,graph_5_90,4,4,5,6,0.0,1,6.0,0.018825054168701172,2
92,graph_5_91,4,4,5,7,0.0,0,4.75,0.019150733947753906,2
93,graph_5_92,4,4,5,7,3.0,5,12.0,0.027974843978881836,2
94,graph_5_93,4,4,5,7,0.4,1,5.999999999999991,0.021289825439453125,2
95,graph_5_94,4,4,5,7,0.0,1,11.999999999999954,0.0025060176849365234,2
96,graph_5_95,4,4,5,6,0.5,2,6.0,0.021755456924438477,2
97,graph_5_96,4,4,5,7,0.0,0,2.9999999999999973,0.0018329620361328125,2
98,graph_5_97,4,4,5,7,0.0,1,16.0,0.0023262500762939453,2
99,graph_5_98,4,4,5,8,5.551115123125783e-17,4,12.999999999999986,0.0023908615112304688,2
100,graph_5_99,4,4,5,9,0.0,0,5.999999999999982,0.0022933483123779297,2
101,graph_5_100,4,4,5,9,1.0,1,8.99999999999999,0.01896500587463379,2
102,graph_5_101,4,4,5,7,-4.440892098500626e-16,4,9.399999999999977,0.0023355484008789062,2
103,graph_5_102,4,4,5,9,0.0,2,11.249999999999972,0.002388477325439453,2
104,graph_5_103,4,4,5,9,0.0,4,20.0,0.002450704574584961,2
105,graph_5_104,4,4,5,9,0.0,2,12.999999999999922,0.0022935867309570312,2
