Index,Data,combo_idx,ComboIdx,Nodes,TotalNodes,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,11,11,5,5,6.0,1,2,0.003303050994873047,2
2,graph_5_1,11,11,5,5,0.0,0,2,0.0007894039154052734,2
3,graph_5_2,11,11,5,6,0.0,0,3,0.0004928112030029297,2
4,graph_5_3,11,11,5,5,1.0,1,2,0.001077413558959961,2
5,graph_5_4,11,11,5,6,0.0,0,5,0.0005679130554199219,2
6,graph_5_5,11,11,5,5,0.0,0,2,0.0007276535034179688,2
7,graph_5_6,11,11,5,6,0.0,0,5,0.0008809566497802734,2
8,graph_5_7,11,11,5,6,0.0,0,5,0.0014216899871826172,2
9,graph_5_8,11,11,5,6,0.0,0,4,0.0005550384521484375,2
10,graph_5_9,11,11,5,6,0.0,0,9,0.0007152557373046875,2
11,graph_5_10,11,11,5,6,0.0,0,4,0.001177072525024414,2
12,graph_5_11,11,11,5,5,1.0,1,4,0.001440286636352539,2
13,graph_5_12,11,11,5,5,0.0,0,6,0.0005707740783691406,2
14,graph_5_13,11,11,5,6,0.0,0,2,0.00095367431640625,2
15,graph_5_14,11,11,5,6,0.0,0,7,0.0007491111755371094,2
16,graph_5_15,11,11,5,6,0.0,0,2,0.0009334087371826172,2
17,graph_5_16,11,11,5,6,0.0,0,5,0.0012822151184082031,2
18,graph_5_17,11,11,5,6,0.0,0,5,0.0013766288757324219,2
19,graph_5_18,11,11,5,6,0.0,0,2,0.0008635520935058594,2
20,graph_5_19,11,11,5,6,0.0,0,4,0.0005543231964111328,2
21,graph_5_20,11,11,5,6,0.0,0,5,0.000865936279296875,2
22,graph_5_21,11,11,5,6,0.0,0,3,0.0006783008575439453,2
23,graph_5_22,11,11,5,5,6.0,1,3,0.001524209976196289,2
24,graph_5_23,11,11,5,7,0.0,0,4,0.0008492469787597656,2
25,graph_5_24,11,11,4,6,0.0,0,5,0.0013196468353271484,2
26,graph_5_25,11,11,5,6,0.0,0,3,0.0007221698760986328,2
27,graph_5_26,11,11,4,5,0.0,0,6,0.0005578994750976562,2
28,graph_5_27,11,11,5,6,0.0,0,5,0.0013346672058105469,2
29,graph_5_28,11,11,5,6,0.0,0,4,0.0013244152069091797,2
30,graph_5_29,11,11,4,7,0.0,0,5,0.001199483871459961,2
