Index,Data,combo_idx,ComboIdx,Nodes,TotalNodes,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,12,12,5,5,1.0,1,2.666666666666667,0.0039556026458740234,2
2,graph_5_1,12,12,5,5,0.0,0,2.0,0.0018489360809326172,2
3,graph_5_2,12,12,5,6,0.0,0,3.0,0.0017955303192138672,2
4,graph_5_3,12,12,5,5,4.333333333333333,1,2.0,0.001909494400024414,2
5,graph_5_4,12,12,5,6,0.0,0,4.999999999999997,0.0016968250274658203,2
6,graph_5_5,12,12,5,5,0.0,0,2.0,0.001781463623046875,2
7,graph_5_6,12,12,5,6,1.0,0,3.999999999999997,0.020537853240966797,2
8,graph_5_7,12,12,5,6,9.999999999999972,0,7.000000000000005,0.0243072509765625,2
9,graph_5_8,12,12,5,6,1.0,0,4.0,0.0017728805541992188,2
10,graph_5_9,12,12,5,6,2.5,0,7.0,0.022716760635375977,2
11,graph_5_10,12,12,5,6,0.0,0,3.9999999999999907,0.002053499221801758,2
12,graph_5_11,12,12,5,5,6.0,1,8.0,0.022554874420166016,2
13,graph_5_12,12,12,5,5,5.0,0,3.0,0.020522117614746094,2
14,graph_5_13,12,12,5,6,2.5,0,5.0,0.0212247371673584,2
15,graph_5_14,12,12,5,6,0.0,0,6.999999999999988,0.0020470619201660156,2
16,graph_5_15,12,12,5,6,0.0,0,3.0,0.0019044876098632812,2
17,graph_5_16,12,12,5,6,0.0,0,9.0,0.0017993450164794922,2
18,graph_5_17,12,12,5,6,0.0,0,9.0,0.0016107559204101562,2
19,graph_5_18,12,12,5,6,0.0,0,2.0,0.0017468929290771484,2
20,graph_5_19,12,12,5,6,0.0,0,3.9999999999999973,0.0017998218536376953,2
21,graph_5_20,12,12,5,6,0.0,0,3.999999999999997,0.0017426013946533203,2
22,graph_5_21,12,12,5,6,0.0,0,3.0,0.0018498897552490234,2
23,graph_5_22,12,12,5,5,3.5,1,3.0,0.019021272659301758,2
24,graph_5_23,12,12,5,7,0.0,0,4.999999999999987,0.001934051513671875,2
25,graph_5_24,12,12,4,6,10.0,0,5.0,0.02184915542602539,2
26,graph_5_25,12,12,5,6,1.0,0,2.0,0.0019576549530029297,2
27,graph_5_26,12,12,4,5,0.0,0,4.3333333333333295,0.0017795562744140625,2
28,graph_5_27,12,12,5,6,0.0,0,2.9999999999999885,0.002029895782470703,2
29,graph_5_28,12,12,5,6,0.0,0,8.0,0.0020728111267089844,2
30,graph_5_29,12,12,4,7,0.0,0,4.999999999999982,0.002127408981323242,2
31,graph_5_30,12,12,5,6,0.0,0,3.0,0.0018982887268066406,2
32,graph_5_31,12,12,5,6,2.5,0,7.000000000000005,0.021270036697387695,2
33,graph_5_32,12,12,4,7,2.499999999999996,0,3.999999999999991,0.025379419326782227,2
34,graph_5_33,12,12,5,9,10.0,0,11.0,0.027259349822998047,2
35,graph_5_34,12,12,5,7,0.0,0,5.0,0.002150297164916992,2
36,graph_5_35,12,12,5,8,0.0,0,5.0,0.0023794174194335938,2
37,graph_5_36,12,12,5,7,0.0,0,9.0,0.0017611980438232422,2
38,graph_5_37,12,12,5,8,3.0000000000000004,0,7.99999999999997,0.021436214447021484,2
39,graph_5_38,12,12,5,8,0.0,0,8.999999999999952,0.0024394989013671875,2
40,graph_5_39,12,12,5,8,0.0,0,5.999999999999991,0.0025565624237060547,2
41,graph_5_40,12,12,5,9,1.8749999999999973,0,4.999999999999991,0.025147438049316406,2
42,graph_5_41,12,12,5,7,6.000000000000001,0,14.0,0.027884483337402344,2
43,graph_5_42,12,12,5,6,10.0,0,5.0,0.02163076400756836,2
44,graph_5_43,12,12,5,7,5.0,0,5.0,0.02247929573059082,2
45,graph_5_44,12,12,5,7,0.0,0,13.999999999999996,0.001967191696166992,2
46,graph_5_45,12,12,5,7,0.0,0,11.249999999999972,0.021065711975097656,2
47,graph_5_46,12,12,5,6,15.0,0,7.0,0.02139878273010254,2
48,graph_5_47,12,12,5,8,0.0,0,6.999999999999978,0.0023441314697265625,2
49,graph_5_48,12,12,5,7,3.749999999999983,0,5.999999999999963,0.0022084712982177734,2
50,graph_5_49,12,12,5,7,0.0,0,3.999999999999994,0.002660512924194336,2
51,graph_5_50,12,12,5,8,0.0,0,5.6666666666666545,0.0025391578674316406,2
52,graph_5_51,12,12,5,7,0.0,0,9.999999999999995,0.002020597457885742,2
53,graph_5_52,12,12,5,7,-5.551115123125783e-16,0,5.499999999999984,0.0023069381713867188,2
54,graph_5_53,12,12,5,7,0.0,0,4.999999999999991,0.0027763843536376953,2
55,graph_5_54,12,12,5,7,2.0,0,4.0,0.01983952522277832,2
56,graph_5_55,12,12,5,6,0.0,0,2.9999999999999973,0.0017547607421875,2
57,graph_5_56,12,12,5,6,1.9999999999999942,0,4.999999999999983,0.021361351013183594,2
58,graph_5_57,12,12,5,8,0.0,0,8.79999999999999,0.002583742141723633,2
59,graph_5_58,12,12,5,8,0.0,0,4.199999999999995,0.01963663101196289,2
60,graph_5_59,12,12,5,7,5.0,0,7.999999999999991,0.022368431091308594,2
61,graph_5_60,12,12,5,8,0.0,0,10.999999999999925,0.0025413036346435547,2
62,graph_5_61,12,12,5,7,0.0,0,4.0,0.01918315887451172,2
63,graph_5_62,12,12,5,9,0.0,0,5.4999999999999805,0.002398967742919922,2
64,graph_5_63,12,12,5,8,0.0,0,9.0,0.0022678375244140625,2
65,graph_5_64,12,12,5,7,0.0,0,5.199999999999992,0.002162933349609375,2
66,graph_5_65,12,12,5,6,10.0,0,5.0,0.02280282974243164,2
67,graph_5_66,12,12,5,8,0.0,0,5.999999999999993,0.002584218978881836,2
68,graph_5_67,12,12,5,8,0.0,0,21.000000000000014,0.0019135475158691406,2
69,graph_5_68,12,12,5,7,0.0,0,4.99999999999999,0.0018208026885986328,2
70,graph_5_69,12,12,5,8,3.333333333333333,0,6.0,0.021181583404541016,2
71,graph_5_70,12,12,5,7,0.0,0,5.999999999999968,0.0021288394927978516,2
72,graph_5_71,12,12,5,6,0.0,0,8.49999999999999,0.0020380020141601562,2
73,graph_5_72,12,12,5,8,0.0,0,9.0,0.019057273864746094,2
74,graph_5_73,12,12,5,8,0.0,0,5.6,0.01975560188293457,2
75,graph_5_74,12,12,5,7,14.999999999999925,0,5.999999999999955,0.02838730812072754,2
76,graph_5_75,12,12,5,7,4.0,0,8.0,0.01203298568725586,2
77,graph_5_76,12,12,4,8,0.0,0,6.999999999999988,0.0020568370819091797,2
78,graph_5_77,12,12,5,7,6.000000000000001,0,12.0,0.02836918830871582,2
79,graph_5_78,12,12,5,8,3.333333333333333,0,5.0,0.021721363067626953,2
80,graph_5_79,12,12,5,7,15.0,0,6.0,0.03102731704711914,2
81,graph_5_80,12,12,5,7,1.6666666666666665,0,4.0,0.018878459930419922,2
82,graph_5_81,12,12,5,7,0.0,0,13.75,0.0026640892028808594,2
83,graph_5_82,12,12,5,6,0.0,0,9.999999999999988,0.0019042491912841797,2
84,graph_5_83,12,12,5,7,0.0,0,9.999999999999984,0.002541065216064453,2
85,graph_5_84,12,12,5,7,0.0,0,13.0,0.0027832984924316406,2
86,graph_5_85,12,12,5,6,1.9999999999999971,0,4.999999999999991,0.020152807235717773,2
87,graph_5_86,12,12,5,6,2.0,0,3.999999999999994,0.02186274528503418,2
88,graph_5_87,12,12,5,6,0.0,0,7.999999999999991,0.0018687248229980469,2
89,graph_5_88,12,12,5,8,0.0,0,8.199999999999989,0.01965951919555664,2
90,graph_5_89,12,12,5,8,3.0000000000000004,0,6.999999999999994,0.022135496139526367,2
91,graph_5_90,12,12,5,6,1.0,1,10.0,0.0024535655975341797,2
92,graph_5_91,12,12,5,7,5.0,0,4.0,0.01967144012451172,2
