Index,Data,combo_idx,ComboIdx,Nodes,TotalNodes,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,15,15,5,5,1.0,1,2,0.0019142627716064453,2
2,graph_5_1,15,15,5,5,0.0,0,2,0.0007071495056152344,2
3,graph_5_2,15,15,5,6,0.0,0,3,0.00173187255859375,2
4,graph_5_3,15,15,5,5,1.0,1,2,0.0009322166442871094,2
5,graph_5_4,15,15,5,6,0.0,0,5,0.0006654262542724609,2
6,graph_5_5,15,15,5,5,0.0,0,2,0.0006303787231445312,2
7,graph_5_6,15,15,5,6,0.0,0,5,0.0007650852203369141,2
8,graph_5_7,15,15,5,6,0.0,0,5,0.0011336803436279297,2
9,graph_5_8,15,15,5,6,0.0,0,4,0.0006172657012939453,2
10,graph_5_9,15,15,5,6,0.0,0,9,0.0008153915405273438,2
11,graph_5_10,15,15,5,6,0.0,0,4,0.0008118152618408203,2
12,graph_5_11,15,15,5,5,1.0,1,4,0.0011870861053466797,2
13,graph_5_12,15,15,5,5,0.0,0,6,0.0005435943603515625,2
14,graph_5_13,15,15,5,6,0.0,0,2,0.000629425048828125,2
15,graph_5_14,15,15,5,6,0.0,0,7,0.0008008480072021484,2
16,graph_5_15,15,15,5,6,0.0,0,2,0.0006539821624755859,2
17,graph_5_16,15,15,5,6,0.0,0,5,0.0010387897491455078,2
18,graph_5_17,15,15,5,6,0.0,0,5,0.0008592605590820312,2
19,graph_5_18,15,15,5,6,0.0,0,2,0.0006597042083740234,2
20,graph_5_19,15,15,5,6,0.0,0,4,0.0004944801330566406,2
21,graph_5_20,15,15,5,6,0.0,0,5,0.0009372234344482422,2
22,graph_5_21,15,15,5,6,0.0,0,3,0.0006334781646728516,2
23,graph_5_22,15,15,5,5,1.0,1,3,0.0011937618255615234,2
24,graph_5_23,15,15,5,7,0.0,0,4,0.0007266998291015625,2
25,graph_5_24,15,15,4,6,1.0,0,5,0.0012326240539550781,2
26,graph_5_25,15,15,5,6,0.0,0,3,0.0006778240203857422,2
27,graph_5_26,15,15,4,5,0.0,0,6,0.0005812644958496094,2
28,graph_5_27,15,15,5,6,0.0,0,5,0.0010533332824707031,2
29,graph_5_28,15,15,5,6,0.0,0,4,0.0010974407196044922,2
30,graph_5_29,15,15,4,7,0.0,0,5,0.0011038780212402344,2
31,graph_5_30,15,15,5,6,0.0,0,2,0.0006744861602783203,2
32,graph_5_31,15,15,5,6,0.0,0,3,0.0010786056518554688,2
33,graph_5_32,15,15,4,7,0.0,0,5,0.0008852481842041016,2
34,graph_5_33,15,15,5,9,0.0,0,5,0.000982046127319336,2
35,graph_5_34,15,15,5,7,0.0,0,8,0.0006999969482421875,2
36,graph_5_35,15,15,5,8,0.0,0,6,0.001424551010131836,2
37,graph_5_36,15,15,5,7,0.0,0,3,0.0005738735198974609,2
38,graph_5_37,15,15,5,8,0.0,0,11,0.0024712085723876953,2
39,graph_5_38,15,15,5,8,0.0,0,8,0.0018379688262939453,2
40,graph_5_39,15,15,5,8,0.0,0,7,0.0009374618530273438,2
41,graph_5_40,15,15,5,9,1.0,1,6,0.0020656585693359375,2
42,graph_5_41,15,15,5,7,1.0,1,11,0.0018224716186523438,2
43,graph_5_42,15,15,5,6,0.0,0,5,0.001020193099975586,2
44,graph_5_43,15,15,5,7,0.0,0,5,0.0008969306945800781,2
45,graph_5_44,15,15,5,7,0.0,0,6,0.0006582736968994141,2
46,graph_5_45,15,15,5,7,1.0,1,9,0.0021495819091796875,2
47,graph_5_46,15,15,5,6,0.0,0,11,0.0007600784301757812,2
48,graph_5_47,15,15,5,8,0.0,0,5,0.0009627342224121094,2
49,graph_5_48,15,15,5,7,0.0,0,4,0.0009839534759521484,2
50,graph_5_49,15,15,5,7,1.0,0,4,0.018895864486694336,2
51,graph_5_50,15,15,5,8,0.0,0,7,0.0013020038604736328,2
52,graph_5_51,15,15,5,7,0.0,0,6,0.0008895397186279297,2
53,graph_5_52,15,15,5,7,0.0,0,6,0.0007388591766357422,2
54,graph_5_53,15,15,5,7,1.0,1,6,0.018961668014526367,2
55,graph_5_54,15,15,5,7,0.0,0,6,0.0010499954223632812,2
56,graph_5_55,15,15,5,6,0.0,0,3,0.0006270408630371094,2
57,graph_5_56,15,15,5,6,0.0,0,5,0.0010085105895996094,2
58,graph_5_57,15,15,5,8,0.0,0,7,0.0010929107666015625,2
59,graph_5_58,15,15,5,8,0.0,0,5,0.001041412353515625,2
60,graph_5_59,15,15,5,7,1.0,1,6,0.0020189285278320312,2
61,graph_5_60,15,15,5,8,0.0,0,7,0.0019009113311767578,2
62,graph_5_61,15,15,5,7,1.0,0,4,0.01865839958190918,2
63,graph_5_62,15,15,5,9,0.0,0,5,0.0009033679962158203,2
64,graph_5_63,15,15,5,8,0.0,0,5,0.001016855239868164,2
65,graph_5_64,15,15,5,7,0.0,0,5,0.0010371208190917969,2
66,graph_5_65,15,15,5,6,0.0,0,5,0.0007064342498779297,2
67,graph_5_66,15,15,5,8,0.0,0,7,0.0012860298156738281,2
68,graph_5_67,15,15,5,8,0.0,0,8,0.0018553733825683594,2
69,graph_5_68,15,15,5,7,0.0,0,3,0.0006501674652099609,2
70,graph_5_69,15,15,5,8,0.0,0,3,0.0008842945098876953,2
71,graph_5_70,15,15,5,7,0.0,0,5,0.0007979869842529297,2
72,graph_5_71,15,15,5,6,0.0,0,7,0.0010139942169189453,2
73,graph_5_72,15,15,5,8,0.0,0,5,0.0011286735534667969,2
74,graph_5_73,15,15,5,8,0.0,0,5,0.0014863014221191406,2
75,graph_5_74,15,15,5,7,1.0,1,8,0.0019140243530273438,2
76,graph_5_75,15,15,5,7,1.0,1,9,0.0018651485443115234,2
77,graph_5_76,15,15,4,8,1.0,1,8,0.0014646053314208984,2
78,graph_5_77,15,15,5,7,1.0,1,11,0.001834869384765625,2
79,graph_5_78,15,15,5,8,0.0,0,6,0.0017702579498291016,2
80,graph_5_79,15,15,5,7,1.0,1,8,0.002154827117919922,2
81,graph_5_80,15,15,5,7,0.0,0,6,0.0008289813995361328,2
82,graph_5_81,15,15,5,7,1.0,1,13,0.00194549560546875,2
83,graph_5_82,15,15,5,6,0.0,0,6,0.0005173683166503906,2
84,graph_5_83,15,15,5,7,1.0,1,11,0.002015829086303711,2
85,graph_5_84,15,15,5,7,1.0,1,9,0.0018422603607177734,2
86,graph_5_85,15,15,5,6,0.0,0,5,0.0008833408355712891,2
87,graph_5_86,15,15,5,6,0.0,0,5,0.0008988380432128906,2
88,graph_5_87,15,15,5,6,0.0,0,7,0.0008826255798339844,2
89,graph_5_88,15,15,5,8,0.0,0,7,0.0010309219360351562,2
90,graph_5_89,15,15,5,8,0.0,0,5,0.0012722015380859375,2
