Index,Data,combo_idx,ComboIdx,Nodes,TotalNodes,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,6,6,5,5,8.0,1,7.5,0.031077146530151367,2
2,graph_5_1,6,6,5,5,6.0,0,6.0,0.023386001586914062,2
3,graph_5_2,6,6,5,6,5.0,0,9.0,0.020926475524902344,2
4,graph_5_3,6,6,5,5,8.0,1,7.5,0.02902388572692871,2
5,graph_5_4,6,6,5,6,6.0,0,4.0,0.026537656784057617,2
6,graph_5_5,6,6,5,5,6.0,0,6.0,0.02239537239074707,2
7,graph_5_6,6,6,5,6,11.0,1,9.999999999999957,0.035567283630371094,2
8,graph_5_7,6,6,5,6,11.0,0,7.0,0.040212154388427734,2
9,graph_5_8,6,6,5,6,6.0,0,3.9999999999999503,0.025633811950683594,2
10,graph_5_9,6,6,5,6,12.0,0,12.0,0.0747990608215332,2
11,graph_5_10,6,6,5,6,10.0,2,14.0,0.04234504699707031,2
12,graph_5_11,6,6,5,5,14.0,2,8.5,0.0430607795715332,2
13,graph_5_12,6,6,5,5,6.0,0,4.0,0.02752232551574707,2
14,graph_5_13,6,6,5,6,6.0,1,9.0,0.027251005172729492,2
15,graph_5_14,6,6,5,6,12.0,0,13.0,1.3498637676239014,2
16,graph_5_15,6,6,5,6,4.0,0,6.0,0.021050214767456055,2
17,graph_5_16,6,6,5,6,11.0,1,5.0,0.04767322540283203,2
18,graph_5_17,6,6,5,6,11.0,1,9.0,0.0397183895111084,2
19,graph_5_18,6,6,5,6,6.0,1,9.0,0.023602962493896484,2
20,graph_5_19,6,6,5,6,6.0,0,3.9999999999999503,0.02686762809753418,2
21,graph_5_20,6,6,5,6,11.0,1,10.0,0.03437471389770508,2
22,graph_5_21,6,6,5,6,6.0,0,7.5,0.025597333908081055,2
23,graph_5_22,6,6,5,5,14.0,3,11.0,1.2413136959075928,2
24,graph_5_23,6,6,5,7,8.0,2,18.0,0.03480219841003418,2
25,graph_5_24,6,6,4,6,12.0,0,8.0,0.04269814491271973,2
26,graph_5_25,6,6,5,6,6.0,0,7.5,0.028272390365600586,2
27,graph_5_26,6,6,4,5,8.0,0,4.0,0.02534031867980957,2
28,graph_5_27,6,6,5,6,11.0,2,14.0,0.04379892349243164,2
29,graph_5_28,6,6,5,6,10.0,0,8.0,0.03687858581542969,2
30,graph_5_29,6,6,4,7,10.0,0,8.5,0.03792858123779297,2
31,graph_5_30,6,6,5,6,4.0,0,6.0,0.02089691162109375,2
32,graph_5_31,6,6,5,6,11.0,1,10.0,0.038317203521728516,2
33,graph_5_32,6,6,4,7,10.0,0,10.0,0.036197662353515625,2
34,graph_5_33,6,6,5,9,12.0,0,10.0,0.051512718200683594,2
35,graph_5_34,6,6,5,7,10.0,0,5.5,0.03448939323425293,2
36,graph_5_35,6,6,5,8,15.0,0,10.0,1.3968009948730469,2
37,graph_5_36,6,6,5,7,6.0,1,12.0,0.02392125129699707,2
38,graph_5_37,6,6,5,8,16.0,1,24.0,1.4428858757019043,2
39,graph_5_38,6,6,5,8,17.0,0,10.0,2.2228243350982666,2
40,graph_5_39,6,6,5,8,14.0,1,14.0,1.3321356773376465,2
41,graph_5_40,6,6,5,9,18.0,3,16.0,1.6388700008392334,2
42,graph_5_41,6,6,5,7,19.0,2,19.000000000000043,1.5173170566558838,2
43,graph_5_42,6,6,5,6,13.0,2,14.0,0.04784655570983887,2
44,graph_5_43,6,6,5,7,10.0,0,10.0,0.03694653511047363,2
45,graph_5_44,6,6,5,7,10.0,1,16.0,0.03532695770263672,2
46,graph_5_45,6,6,5,7,20.0,0,15.0,2.4934425354003906,2
47,graph_5_46,6,6,5,6,14.0,0,13.0,1.3746836185455322,2
48,graph_5_47,6,6,5,8,14.0,1,10.5,0.0660853385925293,2
49,graph_5_48,6,6,5,7,11.0,2,18.0,0.040288686752319336,2
50,graph_5_49,6,6,5,7,16.0,6,12.0,0.03997516632080078,2
51,graph_5_50,6,6,5,8,14.0,0,9.0,1.365598201751709,2
52,graph_5_51,6,6,5,7,10.0,0,10.0,0.0456843376159668,2
53,graph_5_52,6,6,5,7,10.0,1,13.0,0.03816056251525879,2
54,graph_5_53,6,6,5,7,18.0,5,12.0,1.3581123352050781,2
55,graph_5_54,6,6,5,7,11.0,1,6.0,0.0385737419128418,2
56,graph_5_55,6,6,5,6,6.0,1,12.0,0.022213459014892578,2
57,graph_5_56,6,6,5,6,12.0,0,8.0,0.04004502296447754,2
58,graph_5_57,6,6,5,8,14.0,0,10.0,1.3799142837524414,2
59,graph_5_58,6,6,5,8,10.0,0,8.5,0.04053378105163574,2
60,graph_5_59,6,6,5,7,18.0,5,12.0,1.642357349395752,2
61,graph_5_60,6,6,5,8,17.0,1,24.0,1.9154047966003418,2
62,graph_5_61,6,6,5,7,16.0,6,20.0,0.048287391662597656,2
63,graph_5_62,6,6,5,9,12.0,0,10.0,0.04492902755737305,2
64,graph_5_63,6,6,5,8,14.0,1,10.5,0.07855033874511719,2
65,graph_5_64,6,6,5,7,10.0,0,10.0,0.036215782165527344,2
66,graph_5_65,6,6,5,6,13.0,1,9.999999999999957,0.04032588005065918,2
67,graph_5_66,6,6,5,8,14.0,2,18.0,1.3192970752716064,2
68,graph_5_67,6,6,5,8,17.0,0,10.0,2.2465248107910156,2
69,graph_5_68,6,6,5,7,6.0,1,12.0,0.023402690887451172,2
70,graph_5_69,6,6,5,8,8.0,1,12.0,0.02996969223022461,2
71,graph_5_70,6,6,5,7,11.0,2,18.0,0.04937577247619629,2
72,graph_5_71,6,6,5,6,13.0,1,12.0,0.0359799861907959,2
73,graph_5_72,6,6,5,8,14.0,1,10.5,0.06207895278930664,2
74,graph_5_73,6,6,5,8,15.0,1,12.0,1.3173797130584717,2
75,graph_5_74,6,6,5,7,20.0,1,7.5,2.0553526878356934,2
76,graph_5_75,6,6,5,7,19.0,0,15.0,2.016824245452881,2
77,graph_5_76,6,6,4,8,17.0,4,18.0,1.4964470863342285,2
78,graph_5_77,6,6,5,7,19.0,1,18.000000000000036,1.4810802936553955,2
79,graph_5_78,6,6,5,8,14.0,3,16.0,1.3938639163970947,2
80,graph_5_79,6,6,5,7,20.0,1,18.0,2.095364570617676,2
81,graph_5_80,6,6,5,7,11.0,1,16.0,0.0406804084777832,2
82,graph_5_81,6,6,5,7,20.0,5,26.0,1.4355559349060059,2
83,graph_5_82,6,6,5,6,8.0,0,3.9999999999999503,0.027169466018676758,2
84,graph_5_83,6,6,5,7,20.0,2,24.000000000000057,2.1798043251037598,2
85,graph_5_84,6,6,5,7,19.0,0,15.0,1.516829252243042,2
