4974,Rome-Lib/graficon71nodi/grafo7997.71,71,143,0,1222,1608,2830,18734,45,60.024,192.2098,521,0.62
4975,Rome-Lib/graficon64nodi/grafo8660.64,64,143,0,1172,1439,2611,16244,36,10.237,17.2491,1,0.538
4976,Rome-Lib/graficon77nodi/grafo7900.77,77,143,0,1020,1235,2255,12926,23,3.944,7.7465,1,0.385
4977,Rome-Lib/graficon76nodi/grafo6002.76,76,143,0,1389,1930,3319,26700,45,24.048,59.0143,1,0.91
4979,Rome-Lib/graficon80nodi/grafo9352.80,80,144,0,902,1125,2027,10020,29,2.892,4.7107,1,0.286
4981,Rome-Lib/graficon76nodi/grafo4120.76,76,144,0,848,1102,1950,10434,32,60.177,157.5988,2678,0.299
4982,Rome-Lib/graficon73nodi/grafo8635.73,73,144,0,1609,2148,3757,30216,83,60.017,154.174,1,1.179
4983,Rome-Lib/graficon75nodi/grafo9281.75,75,144,1,1121,1462,2583,16126,43,19.245,33.1924,1,0.547
4986,Rome-Lib/graficon70nodi/grafo9739.70,70,144,0,619,709,1328,4828,11,0.325,0.412,1,0.124
4988,Rome-Lib/graficon71nodi/grafo4371.71,71,144,0,1261,1632,2893,18916,41,11.566,20.2557,1,0.645
4989,Rome-Lib/graficon80nodi/grafo4908.80,80,144,0,965,1216,2181,11932,32,18.476,43.0351,78,0.359
4991,Rome-Lib/graficon67nodi/grafo4157.67,67,144,0,1064,1342,2406,14338,31,7.577,12.8598,1,0.468
4992,Rome-Lib/graficon71nodi/grafo8336.71,71,144,0,1024,1335,2359,13658,34,5.321,8.4636,1,0.421
4993,Rome-Lib/graficon68nodi/grafo4763.68,68,144,1,729,945,1674,7584,24,0.986,1.3984,1,0.199
4994,Rome-Lib/graficon77nodi/grafo7966.77,77,144,1,1305,1775,3080,20082,54,60.008,137.0917,150,0.676
4995,Rome-Lib/graficon64nodi/grafo9007.64,64,144,0,1378,2034,3412,23056,81,47.871,96.7449,1,0.847
5000,Rome-Lib/graficon86nodi/grafo7892.86,86,145,0,1189,1535,2724,17142,38,20.885,45.91,25,0.602
5002,Rome-Lib/graficon63nodi/grafo9783.63,63,145,0,1058,1257,2315,13848,25,3.236,6.2049,1,0.426
5004,Rome-Lib/graficon93nodi/grafo11193.93,93,145,0,1699,2421,4120,36672,166,60.016,166.2815,1,1.38
5005,Rome-Lib/graficon73nodi/grafo8722.73,73,145,0,1005,1307,2312,13190,46,60.039,220.2604,1142,0.413
5006,Rome-Lib/graficon67nodi/grafo9106.67,67,145,1,668,827,1495,6042,22,1.228,1.7342,1,0.156
5009,Rome-Lib/graficon75nodi/grafo1451.75,75,145,0,861,946,1807,9126,11,0.876,1.1995,1,0.254
5010,Rome-Lib/graficon71nodi/grafo9498.71,71,146,0,1222,1587,2809,18146,36,10.296,18.2936,1,0.607
