Total nodes in [10,20):
Rome-Lib/graficon36nodi/grafo3379.36,75
Rome-Lib/graficon34nodi/grafo5951.34,76
Rome-Lib/graficon41nodi/grafo6439.41,78
Rome-Lib/graficon46nodi/grafo1265.46,70
Rome-Lib/graficon39nodi/grafo3814.39,77
Rome-Lib/graficon34nodi/grafo1051.34,71
Rome-Lib/graficon38nodi/grafo6509.38,76
Rome-Lib/graficon45nodi/grafo3840.45,79
Rome-Lib/graficon31nodi/grafo1589.31,79
Rome-Lib/graficon38nodi/grafo2725.38,70
Rome-Lib/graficon43nodi/grafo5318.43,77
Rome-Lib/graficon38nodi/grafo2955.38,75
Rome-Lib/graficon38nodi/grafo3915.38,71
Rome-Lib/graficon40nodi/grafo11164.40,71
Rome-Lib/graficon39nodi/grafo10505.39,70
Rome-Lib/graficon41nodi/grafo6140.41,71
Rome-Lib/graficon40nodi/grafo10494.40,78
Rome-Lib/graficon32nodi/grafo1507.32,78
Rome-Lib/graficon31nodi/grafo1257.31,76
Rome-Lib/graficon44nodi/grafo6387.44,72
Rome-Lib/graficon37nodi/grafo2839.37,71
Rome-Lib/graficon34nodi/grafo9934.34,73
Rome-Lib/graficon40nodi/grafo7599.40,77
Rome-Lib/graficon37nodi/grafo5365.37,71
Rome-Lib/graficon38nodi/grafo10567.38,74
Rome-Lib/graficon35nodi/grafo5520.35,73
Rome-Lib/graficon35nodi/grafo5981.35,75
Rome-Lib/graficon43nodi/grafo3132.43,79
Rome-Lib/graficon56nodi/grafo4592.56,78
Rome-Lib/graficon40nodi/grafo2316.40,74
Rome-Lib/graficon37nodi/grafo3461.37,79
Rome-Lib/graficon35nodi/grafo3006.35,70
Rome-Lib/graficon37nodi/grafo11609.37,77
Rome-Lib/graficon40nodi/grafo6182.40,76
Rome-Lib/graficon43nodi/grafo7590.43,75
Rome-Lib/graficon39nodi/grafo3994.39,76
Rome-Lib/graficon38nodi/grafo3897.38,74
Rome-Lib/graficon44nodi/grafo6145.44,70
Rome-Lib/graficon46nodi/grafo3783.46,75
Rome-Lib/graficon49nodi/grafo6210.49,77
Rome-Lib/graficon44nodi/grafo7597.44,72
Rome-Lib/graficon37nodi/grafo11459.37,76
Rome-Lib/graficon36nodi/grafo3767.36,77
Rome-Lib/graficon33nodi/grafo5416.33,73
Rome-Lib/graficon34nodi/grafo3407.34,76
Rome-Lib/graficon38nodi/grafo6730.38,70
Rome-Lib/graficon43nodi/grafo3988.43,77
Rome-Lib/graficon43nodi/grafo7404.43,73
Rome-Lib/graficon37nodi/grafo7161.37,76
north/g.39.1.graphml,75
north/g.34.17.graphml,71
Rome-Lib/graficon41nodi/grafo5534.41,77
Rome-Lib/graficon50nodi/grafo6754.50,79
Rome-Lib/graficon38nodi/grafo3700.38,71
Rome-Lib/graficon42nodi/grafo3770.42,73
Rome-Lib/graficon50nodi/grafo5640.50,79
Rome-Lib/graficon39nodi/grafo6379.39,75
Rome-Lib/graficon41nodi/grafo7326.41,71
Rome-Lib/graficon41nodi/grafo5146.41,72
Rome-Lib/graficon41nodi/grafo3882.41,73
Rome-Lib/graficon42nodi/grafo3959.42,76
Rome-Lib/graficon34nodi/grafo2057.34,73
Rome-Lib/graficon38nodi/grafo5880.38,76
Rome-Lib/graficon40nodi/grafo10003.40,72
north/g.30.5.graphml,71
Rome-Lib/graficon38nodi/grafo10193.38,73
Rome-Lib/graficon40nodi/grafo7715.40,79
Rome-Lib/graficon57nodi/grafo5041.57,74
Rome-Lib/graficon46nodi/grafo6074.46,76
Rome-Lib/graficon39nodi/grafo3244.39,72
Rome-Lib/graficon43nodi/grafo7379.43,73
Rome-Lib/graficon39nodi/grafo3319.39,72
Rome-Lib/graficon41nodi/grafo9978.41,74
Rome-Lib/graficon44nodi/grafo11640.44,73
north/g.78.0.graphml,78
Rome-Lib/graficon52nodi/grafo1357.52,73
Rome-Lib/graficon43nodi/grafo5537.43,78
Rome-Lib/graficon39nodi/grafo5844.39,71
Rome-Lib/graficon35nodi/grafo11658.35,75
Rome-Lib/graficon38nodi/grafo5607.38,71
Rome-Lib/graficon38nodi/grafo11571.38,70
Rome-Lib/graficon37nodi/grafo2678.37,74
Rome-Lib/graficon39nodi/grafo10733.39,79
Rome-Lib/graficon42nodi/grafo3393.42,79
Rome-Lib/graficon47nodi/grafo4015.47,77
Rome-Lib/graficon39nodi/grafo10235.39,78
Rome-Lib/graficon48nodi/grafo4076.48,73
Rome-Lib/graficon37nodi/grafo3445.37,73
Rome-Lib/graficon37nodi/grafo11238.37,70
Rome-Lib/graficon38nodi/grafo3968.38,72
Rome-Lib/graficon36nodi/grafo3563.36,72
Rome-Lib/graficon37nodi/grafo3128.37,76
Rome-Lib/graficon25nodi/grafo2084.25,70
Rome-Lib/graficon49nodi/grafo1438.49,74
Rome-Lib/graficon43nodi/grafo7214.43,75
Rome-Lib/graficon38nodi/grafo10030.38,70
Rome-Lib/graficon37nodi/grafo4107.37,77
north/g.75.2.graphml,75
Rome-Lib/graficon48nodi/grafo6619.48,76
Rome-Lib/graficon40nodi/grafo3577.40,70
Rome-Lib/graficon40nodi/grafo5265.40,77
Rome-Lib/graficon44nodi/grafo2635.44,71
Rome-Lib/graficon42nodi/grafo7296.42,73
Rome-Lib/graficon40nodi/grafo2975.40,73
Rome-Lib/graficon50nodi/grafo6838.50,79
Rome-Lib/graficon46nodi/grafo7733.46,78
Rome-Lib/graficon44nodi/grafo7076.44,79
Rome-Lib/graficon31nodi/grafo1430.31,78
Rome-Lib/graficon44nodi/grafo3592.44,71
Rome-Lib/graficon42nodi/grafo5892.42,71
Rome-Lib/graficon39nodi/grafo6900.39,78
Rome-Lib/graficon41nodi/grafo3306.41,71
Rome-Lib/graficon39nodi/grafo6402.39,75
Rome-Lib/graficon49nodi/grafo6373.49,73
Rome-Lib/graficon40nodi/grafo5772.40,71
Rome-Lib/graficon37nodi/grafo3946.37,70
Rome-Lib/graficon46nodi/grafo7234.46,78
Rome-Lib/graficon45nodi/grafo6587.45,76
Rome-Lib/graficon28nodi/grafo2041.28,73
Rome-Lib/graficon40nodi/grafo365.40,76
Total nodes in [80,90):
Rome-Lib/graficon38nodi/grafo3159.38,89
Rome-Lib/graficon39nodi/grafo4097.39,86
Rome-Lib/graficon44nodi/grafo6925.44,86
north/g.28.26.graphml,85
Rome-Lib/graficon54nodi/grafo4540.54,83
Rome-Lib/graficon53nodi/grafo4579.53,83
Rome-Lib/graficon56nodi/grafo5156.56,84
Rome-Lib/graficon48nodi/grafo3221.48,82
Rome-Lib/graficon58nodi/grafo1566.58,80
Rome-Lib/graficon45nodi/grafo7442.45,86
Rome-Lib/graficon39nodi/grafo11482.39,82
Rome-Lib/graficon47nodi/grafo5580.47,89
Rome-Lib/graficon44nodi/grafo5174.44,85
Rome-Lib/graficon53nodi/grafo4375.53,87
Rome-Lib/graficon60nodi/grafo3036.60,86
Rome-Lib/graficon48nodi/grafo6461.48,87
Rome-Lib/graficon42nodi/grafo7146.42,82
Rome-Lib/graficon42nodi/grafo7012.42,88
Rome-Lib/graficon42nodi/grafo3175.42,87
Rome-Lib/graficon36nodi/grafo11593.36,86
Rome-Lib/graficon38nodi/grafo2321.38,85
Rome-Lib/graficon41nodi/grafo5430.41,80
Rome-Lib/graficon61nodi/grafo5831.61,88
Rome-Lib/graficon44nodi/grafo6285.44,82
Rome-Lib/graficon41nodi/grafo6355.41,86
Rome-Lib/graficon43nodi/grafo5760.43,84
Rome-Lib/graficon41nodi/grafo6059.41,81
Rome-Lib/graficon36nodi/grafo7586.36,86
Rome-Lib/graficon46nodi/grafo5331.46,88
Rome-Lib/graficon55nodi/grafo3625.55,88
Rome-Lib/graficon52nodi/grafo6759.52,85
Rome-Lib/graficon51nodi/grafo1210.51,83
Rome-Lib/graficon49nodi/grafo6488.49,83
Rome-Lib/graficon42nodi/grafo1844.42,84
Rome-Lib/graficon54nodi/grafo4329.54,86
Rome-Lib/graficon38nodi/grafo208.38,84
Rome-Lib/graficon44nodi/grafo6188.44,83
north/g.77.2.graphml,81
Rome-Lib/graficon39nodi/grafo5157.39,88
Rome-Lib/graficon43nodi/grafo5511.43,88
Rome-Lib/graficon39nodi/grafo11327.39,87
Rome-Lib/graficon43nodi/grafo5216.43,87
Rome-Lib/graficon39nodi/grafo3793.39,81
Rome-Lib/graficon38nodi/grafo11637.38,88
Rome-Lib/graficon42nodi/grafo7249.42,85
Rome-Lib/graficon42nodi/grafo7727.42,82
Rome-Lib/graficon46nodi/grafo5348.46,80
Rome-Lib/graficon21nodi/grafo153.21,84
Rome-Lib/graficon49nodi/grafo799.49,87
Rome-Lib/graficon42nodi/grafo3300.42,80
Rome-Lib/graficon40nodi/grafo6208.40,80
Rome-Lib/graficon44nodi/grafo7454.44,84
Rome-Lib/graficon42nodi/grafo5595.42,80
Rome-Lib/graficon60nodi/grafo5751.60,84
Rome-Lib/graficon42nodi/grafo3206.42,81
Rome-Lib/graficon51nodi/grafo1427.51,89
Rome-Lib/graficon44nodi/grafo3580.44,87
Rome-Lib/graficon43nodi/grafo2843.43,86
Rome-Lib/graficon45nodi/grafo6569.45,81
Rome-Lib/graficon45nodi/grafo7603.45,88
Rome-Lib/graficon45nodi/grafo7376.45,81
Rome-Lib/graficon45nodi/grafo7241.45,86
Rome-Lib/graficon43nodi/grafo7286.43,86
Rome-Lib/graficon45nodi/grafo7288.45,83
Rome-Lib/graficon43nodi/grafo6883.43,81
Rome-Lib/graficon45nodi/grafo5869.45,86
Rome-Lib/graficon42nodi/grafo7202.42,86
Rome-Lib/graficon41nodi/grafo7140.41,84
Rome-Lib/graficon41nodi/grafo3369.41,80
Rome-Lib/graficon40nodi/grafo7432.40,80
Rome-Lib/graficon45nodi/grafo7472.45,85
Rome-Lib/graficon43nodi/grafo7474.43,81
Rome-Lib/graficon47nodi/grafo6933.47,86
Rome-Lib/graficon40nodi/grafo10335.40,80
north/g.77.6.graphml,87
Rome-Lib/graficon39nodi/grafo3936.39,85
Rome-Lib/graficon47nodi/grafo6781.47,82
Rome-Lib/graficon41nodi/grafo2235.41,83
Rome-Lib/graficon43nodi/grafo7633.43,87
Rome-Lib/graficon49nodi/grafo6737.49,87
Rome-Lib/graficon42nodi/grafo6013.42,86
Rome-Lib/graficon39nodi/grafo11079.39,84
Rome-Lib/graficon42nodi/grafo3629.42,81
Rome-Lib/graficon46nodi/grafo5812.46,86
Rome-Lib/graficon36nodi/grafo11554.36,82
Rome-Lib/graficon37nodi/grafo2904.37,85
Rome-Lib/graficon40nodi/grafo11621.40,82
Rome-Lib/graficon43nodi/grafo3505.43,82
north/g.54.2.graphml,85
Rome-Lib/graficon39nodi/grafo7297.39,84
Rome-Lib/graficon58nodi/grafo4172.58,89
Rome-Lib/graficon41nodi/grafo3048.41,80
Rome-Lib/graficon41nodi/grafo5359.41,87
Rome-Lib/graficon49nodi/grafo6582.49,83
Rome-Lib/graficon43nodi/grafo11623.43,85
Rome-Lib/graficon46nodi/grafo6262.46,85
Rome-Lib/graficon38nodi/grafo10044.38,89
Rome-Lib/graficon19nodi/grafo2375.19,80
Rome-Lib/graficon37nodi/grafo5408.37,84
Rome-Lib/graficon48nodi/grafo5357.48,85
Rome-Lib/graficon36nodi/grafo11662.36,87
Rome-Lib/graficon39nodi/grafo10037.39,80
Rome-Lib/graficon40nodi/grafo6392.40,82
Rome-Lib/graficon36nodi/grafo5528.36,82
Rome-Lib/graficon39nodi/grafo10015.39,83
Rome-Lib/graficon40nodi/grafo7541.40,89
Rome-Lib/graficon42nodi/grafo7049.42,81
Rome-Lib/graficon47nodi/grafo6600.47,84
Rome-Lib/graficon42nodi/grafo7661.42,83
Rome-Lib/graficon50nodi/grafo4518.50,87
Rome-Lib/graficon41nodi/grafo5328.41,85
Rome-Lib/graficon40nodi/grafo7652.40,80
Rome-Lib/graficon51nodi/grafo1504.51,85
Rome-Lib/graficon33nodi/grafo2042.33,84
Rome-Lib/graficon43nodi/grafo3707.43,80
Rome-Lib/graficon37nodi/grafo3129.37,87
north/g.20.50.graphml,82
Rome-Lib/graficon55nodi/grafo6788.55,81
Rome-Lib/graficon38nodi/grafo11603.38,88
Rome-Lib/graficon48nodi/grafo6672.48,85
Rome-Lib/graficon37nodi/grafo2071.37,80
Rome-Lib/graficon46nodi/grafo6665.46,88
Rome-Lib/graficon37nodi/grafo11429.37,83
Rome-Lib/graficon39nodi/grafo3944.39,84
Rome-Lib/graficon51nodi/grafo5102.51,85
Rome-Lib/graficon38nodi/grafo2622.38,81
Rome-Lib/graficon41nodi/grafo3640.41,86
Rome-Lib/graficon41nodi/grafo6190.41,80
Rome-Lib/graficon41nodi/grafo3683.41,88
Rome-Lib/graficon47nodi/grafo1536.47,80
Rome-Lib/graficon41nodi/grafo2781.41,87
Rome-Lib/graficon39nodi/grafo5349.39,88
Rome-Lib/graficon36nodi/grafo3293.36,87
Rome-Lib/graficon45nodi/grafo7355.45,81
Rome-Lib/graficon43nodi/grafo4071.43,80
Rome-Lib/graficon40nodi/grafo6993.40,81
Rome-Lib/graficon39nodi/grafo3595.39,87
Rome-Lib/graficon35nodi/grafo3378.35,80
Rome-Lib/graficon39nodi/grafo3118.39,83
Rome-Lib/graficon45nodi/grafo5633.45,80
Rome-Lib/graficon36nodi/grafo10769.36,87
Rome-Lib/graficon37nodi/grafo10941.37,88
Rome-Lib/graficon37nodi/grafo11493.37,83
Rome-Lib/graficon42nodi/grafo3544.42,80
Rome-Lib/graficon38nodi/grafo6123.38,87
Rome-Lib/graficon41nodi/grafo3691.41,87
Rome-Lib/graficon46nodi/grafo6497.46,86
north/g.87.6.graphml,87
north/g.56.1.graphml,88
Rome-Lib/graficon34nodi/grafo3281.34,80
Rome-Lib/graficon47nodi/grafo1618.47,86
Rome-Lib/graficon39nodi/grafo3243.39,84
Rome-Lib/graficon38nodi/grafo5674.38,81
Rome-Lib/graficon39nodi/grafo1904.39,82
Rome-Lib/graficon44nodi/grafo5554.44,89
Rome-Lib/graficon44nodi/grafo7437.44,81
Rome-Lib/graficon43nodi/grafo6949.43,81
Rome-Lib/graficon42nodi/grafo7246.42,89
Rome-Lib/graficon35nodi/grafo3645.35,83
Rome-Lib/graficon42nodi/grafo7583.42,86
Rome-Lib/graficon39nodi/grafo10186.39,80
Rome-Lib/graficon38nodi/grafo3690.38,83
Rome-Lib/graficon39nodi/grafo3727.39,86
Rome-Lib/graficon40nodi/grafo10078.40,80
Rome-Lib/graficon37nodi/grafo11653.37,87
Rome-Lib/graficon42nodi/grafo5224.42,87
Rome-Lib/graficon43nodi/grafo5441.43,80
Rome-Lib/graficon40nodi/grafo7542.40,81
Rome-Lib/graficon54nodi/grafo7723.54,86
Rome-Lib/graficon43nodi/grafo3404.43,88
Rome-Lib/graficon36nodi/grafo5184.36,80
Rome-Lib/graficon41nodi/grafo4084.41,80
Rome-Lib/graficon39nodi/grafo11462.39,82
Rome-Lib/graficon41nodi/grafo7725.41,84
Rome-Lib/graficon38nodi/grafo7227.38,80
Rome-Lib/graficon42nodi/grafo3462.42,88
Rome-Lib/graficon39nodi/grafo11532.39,81
Rome-Lib/graficon41nodi/grafo5823.41,82
Rome-Lib/graficon33nodi/grafo5133.33,89
Rome-Lib/graficon47nodi/grafo6709.47,82
Rome-Lib/graficon39nodi/grafo5407.39,89
Rome-Lib/graficon39nodi/grafo6214.39,82
Rome-Lib/graficon37nodi/grafo11359.37,83
Rome-Lib/graficon49nodi/grafo2788.49,80
Rome-Lib/graficon40nodi/grafo3673.40,89
Rome-Lib/graficon53nodi/grafo3648.53,86
Rome-Lib/graficon42nodi/grafo5984.42,80
Rome-Lib/graficon58nodi/grafo4792.58,88
Rome-Lib/graficon46nodi/grafo6512.46,83
north/g.42.0.graphml,81
Rome-Lib/graficon45nodi/grafo6364.45,84
Rome-Lib/graficon42nodi/grafo3268.42,89
Rome-Lib/graficon39nodi/grafo3558.39,86
Rome-Lib/graficon39nodi/grafo5312.39,81
Rome-Lib/graficon53nodi/grafo7688.53,88
Rome-Lib/graficon36nodi/grafo10450.36,88
Rome-Lib/graficon47nodi/grafo6407.47,86
Rome-Lib/graficon40nodi/grafo7172.40,82
Rome-Lib/graficon48nodi/grafo5194.48,89
Rome-Lib/graficon38nodi/grafo3888.38,84
Total nodes in [90,100):
Rome-Lib/graficon41nodi/grafo6371.41,92
Rome-Lib/graficon37nodi/grafo6023.37,95
Rome-Lib/graficon44nodi/grafo3205.44,99
Rome-Lib/graficon56nodi/grafo4341.56,98
Rome-Lib/graficon42nodi/grafo6081.42,97
Rome-Lib/graficon40nodi/grafo2523.40,91
Rome-Lib/graficon46nodi/grafo3424.46,94
Rome-Lib/graficon45nodi/grafo6054.45,92
Rome-Lib/graficon58nodi/grafo4330.58,96
north/g.84.2.graphml,94
Rome-Lib/graficon43nodi/grafo3491.43,97
Rome-Lib/graficon49nodi/grafo2497.49,99
Rome-Lib/graficon60nodi/grafo4376.60,96
Rome-Lib/graficon40nodi/grafo9997.40,91
north/g.91.0.graphml,96
Rome-Lib/graficon39nodi/grafo6884.39,98
Rome-Lib/graficon58nodi/grafo5061.58,97
Rome-Lib/graficon48nodi/grafo6639.48,96
Rome-Lib/graficon58nodi/grafo5003.58,98
Rome-Lib/graficon56nodi/grafo4409.56,93
Rome-Lib/graficon34nodi/grafo2672.34,94
Rome-Lib/graficon62nodi/grafo4515.62,96
Rome-Lib/graficon41nodi/grafo11242.41,92
Rome-Lib/graficon37nodi/grafo3219.37,99
Rome-Lib/graficon60nodi/grafo8533.60,96
Rome-Lib/graficon43nodi/grafo6841.43,99
north/g.75.4.graphml,94
Rome-Lib/graficon53nodi/grafo5057.53,95
Rome-Lib/graficon52nodi/grafo6159.52,98
Rome-Lib/graficon59nodi/grafo4959.59,90
Rome-Lib/graficon40nodi/grafo4035.40,90
Rome-Lib/graficon40nodi/grafo3804.40,98
Rome-Lib/graficon36nodi/grafo2362.36,96
Rome-Lib/graficon55nodi/grafo3355.55,99
Rome-Lib/graficon40nodi/grafo6881.40,94
Rome-Lib/graficon53nodi/grafo3441.53,91
Rome-Lib/graficon61nodi/grafo8418.61,97
Rome-Lib/graficon61nodi/grafo8542.61,99
Rome-Lib/graficon36nodi/grafo5258.36,90
Rome-Lib/graficon56nodi/grafo7145.56,97
Rome-Lib/graficon45nodi/grafo7123.45,96
Rome-Lib/graficon37nodi/grafo2996.37,92
north/g.47.1.graphml,99
Rome-Lib/graficon43nodi/grafo6346.43,91
Rome-Lib/graficon44nodi/grafo6860.44,91
Rome-Lib/graficon37nodi/grafo11167.37,91
Rome-Lib/graficon55nodi/grafo4212.55,96
Rome-Lib/graficon49nodi/grafo1452.49,93
Rome-Lib/graficon39nodi/grafo2447.39,93
Rome-Lib/graficon39nodi/grafo5683.39,91
Rome-Lib/graficon44nodi/grafo5296.44,90
Rome-Lib/graficon37nodi/grafo7645.37,92
Rome-Lib/graficon47nodi/grafo3283.47,91
Rome-Lib/graficon60nodi/grafo5542.60,96
Rome-Lib/graficon48nodi/grafo6255.48,90
north/g.44.10.graphml,96
Rome-Lib/graficon42nodi/grafo7607.42,94
Rome-Lib/graficon38nodi/grafo3618.38,97
Rome-Lib/graficon48nodi/grafo2535.48,95
Rome-Lib/graficon61nodi/grafo8384.61,99
Rome-Lib/graficon37nodi/grafo10798.37,94
Rome-Lib/graficon41nodi/grafo7124.41,94
Rome-Lib/graficon57nodi/grafo5626.57,94
Rome-Lib/graficon37nodi/grafo6217.37,94
Rome-Lib/graficon66nodi/grafo9641.66,90
Rome-Lib/graficon42nodi/grafo5468.42,94
Rome-Lib/graficon41nodi/grafo6192.41,95
Rome-Lib/graficon21nodi/grafo1106.21,90
Rome-Lib/graficon40nodi/grafo3088.40,96
Rome-Lib/graficon58nodi/grafo4852.58,96
north/g.48.0.graphml,94
north/g.56.10.graphml,97
Rome-Lib/graficon62nodi/grafo1552.62,92
Rome-Lib/graficon53nodi/grafo3723.53,95
Rome-Lib/graficon35nodi/grafo6517.35,93
Rome-Lib/graficon41nodi/grafo7657.41,92
Rome-Lib/graficon55nodi/grafo1549.55,99
Rome-Lib/graficon48nodi/grafo6713.48,92
Rome-Lib/graficon46nodi/grafo7713.46,96
Rome-Lib/graficon37nodi/grafo10734.37,93
Rome-Lib/graficon50nodi/grafo4580.50,99
Rome-Lib/graficon31nodi/grafo6114.31,94
Rome-Lib/graficon62nodi/grafo5118.62,94
Rome-Lib/graficon56nodi/grafo6568.56,98
Rome-Lib/graficon53nodi/grafo4418.53,90
Rome-Lib/graficon72nodi/grafo9639.72,94
north/g.48.6.graphml,96
Rome-Lib/graficon54nodi/grafo4849.54,95
Rome-Lib/graficon41nodi/grafo6258.41,94
Rome-Lib/graficon44nodi/grafo6432.44,95
Rome-Lib/graficon45nodi/grafo6552.45,94
Rome-Lib/graficon39nodi/grafo3859.39,93
Rome-Lib/graficon37nodi/grafo11578.37,92
Rome-Lib/graficon44nodi/grafo3812.44,99
north/g.88.0.graphml,99
Rome-Lib/graficon50nodi/grafo4603.50,93
Rome-Lib/graficon57nodi/grafo4186.57,91
Rome-Lib/graficon47nodi/grafo7628.47,93
Rome-Lib/graficon36nodi/grafo10457.36,93
Rome-Lib/graficon39nodi/grafo4005.39,91
Rome-Lib/graficon48nodi/grafo7128.48,93
Rome-Lib/graficon54nodi/grafo1297.54,99
north/g.95.2.graphml,95
Rome-Lib/graficon53nodi/grafo6038.53,90
Rome-Lib/graficon44nodi/grafo6675.44,90
Rome-Lib/graficon41nodi/grafo5225.41,91
Rome-Lib/graficon37nodi/grafo4051.37,93
Rome-Lib/graficon37nodi/grafo6052.37,91
Rome-Lib/graficon40nodi/grafo5980.40,92
north/g.49.6.graphml,94
Rome-Lib/graficon62nodi/grafo9643.62,97
Rome-Lib/graficon53nodi/grafo6827.53,99
Rome-Lib/graficon37nodi/grafo7178.37,92
Rome-Lib/graficon44nodi/grafo7530.44,94
Rome-Lib/graficon44nodi/grafo3603.44,99
Rome-Lib/graficon52nodi/grafo1437.52,91
Rome-Lib/graficon44nodi/grafo7106.44,90
Rome-Lib/graficon53nodi/grafo4211.53,98
Rome-Lib/graficon52nodi/grafo7721.52,95
Rome-Lib/graficon54nodi/grafo5794.54,96
Rome-Lib/graficon50nodi/grafo3350.50,92
Rome-Lib/graficon46nodi/grafo7518.46,93
Rome-Lib/graficon47nodi/grafo7667.47,95
Rome-Lib/graficon57nodi/grafo4781.57,96
Rome-Lib/graficon42nodi/grafo3402.42,99
Rome-Lib/graficon58nodi/grafo5064.58,95
Rome-Lib/graficon58nodi/grafo4285.58,91
Rome-Lib/graficon58nodi/grafo6683.58,96
Rome-Lib/graficon40nodi/grafo6460.40,92
Rome-Lib/graficon36nodi/grafo3210.36,94
Rome-Lib/graficon48nodi/grafo5584.48,99
Rome-Lib/graficon36nodi/grafo6075.36,97
Rome-Lib/graficon40nodi/grafo10282.40,92
Rome-Lib/graficon43nodi/grafo7701.43,94
Rome-Lib/graficon44nodi/grafo3644.44,93
Rome-Lib/graficon39nodi/grafo3757.39,96
Rome-Lib/graficon22nodi/grafo2920.22,93
Rome-Lib/graficon47nodi/grafo3305.47,93
Rome-Lib/graficon40nodi/grafo3621.40,95
Rome-Lib/graficon57nodi/grafo4041.57,92
Rome-Lib/graficon46nodi/grafo5480.46,95
Rome-Lib/graficon36nodi/grafo5529.36,92
Rome-Lib/graficon60nodi/grafo8276.60,97
Rome-Lib/graficon39nodi/grafo5604.39,94
Rome-Lib/graficon37nodi/grafo6895.37,97
Rome-Lib/graficon48nodi/grafo5376.48,98
Rome-Lib/graficon44nodi/grafo5496.44,96
Rome-Lib/graficon40nodi/grafo6976.40,90
Rome-Lib/graficon50nodi/grafo1533.50,95
Rome-Lib/graficon39nodi/grafo11495.39,95
Rome-Lib/graficon47nodi/grafo6862.47,98
Rome-Lib/graficon54nodi/grafo1483.54,98
north/g.43.5.graphml,96
Rome-Lib/graficon66nodi/grafo9143.66,94
Rome-Lib/graficon48nodi/grafo6774.48,96
Rome-Lib/graficon46nodi/grafo5509.46,95
Rome-Lib/graficon39nodi/grafo7182.39,98
Rome-Lib/graficon48nodi/grafo6363.48,99
Rome-Lib/graficon43nodi/grafo3972.43,90
Rome-Lib/graficon61nodi/grafo8112.61,97
Rome-Lib/graficon40nodi/grafo11266.40,91
Rome-Lib/graficon40nodi/grafo7685.40,95
north/g.47.32.graphml,91
Rome-Lib/graficon39nodi/grafo11675.39,95
Rome-Lib/graficon55nodi/grafo4760.55,97
Rome-Lib/graficon42nodi/grafo3277.42,95
Rome-Lib/graficon41nodi/grafo6164.41,91
Rome-Lib/graficon44nodi/grafo11403.44,98
Rome-Lib/graficon47nodi/grafo2258.47,91
Rome-Lib/graficon55nodi/grafo3157.55,96
Rome-Lib/graficon63nodi/grafo4664.63,99
Rome-Lib/graficon50nodi/grafo7292.50,92
Rome-Lib/graficon62nodi/grafo4646.62,96
Rome-Lib/graficon40nodi/grafo5643.40,95
Rome-Lib/graficon42nodi/grafo7496.42,91
north/g.48.24.graphml,92
Rome-Lib/graficon42nodi/grafo7642.42,90
Rome-Lib/graficon49nodi/grafo4964.49,92
Rome-Lib/graficon43nodi/grafo7157.43,90
Rome-Lib/graficon58nodi/grafo4985.58,93
Rome-Lib/graficon53nodi/grafo4871.53,98
Rome-Lib/graficon43nodi/grafo5955.43,90
Rome-Lib/graficon44nodi/grafo6960.44,98
Rome-Lib/graficon58nodi/grafo4796.58,90
Rome-Lib/graficon53nodi/grafo1212.53,90
Rome-Lib/graficon43nodi/grafo3654.43,93
Rome-Lib/graficon39nodi/grafo10042.39,98
Rome-Lib/graficon44nodi/grafo7063.44,92
Rome-Lib/graficon38nodi/grafo9906.38,95
Rome-Lib/graficon65nodi/grafo1462.65,98
Rome-Lib/graficon35nodi/grafo681.35,91
Rome-Lib/graficon42nodi/grafo6946.42,94
Rome-Lib/graficon43nodi/grafo3348.43,93
Rome-Lib/graficon38nodi/grafo11208.38,90
Rome-Lib/graficon54nodi/grafo4006.54,91
Rome-Lib/graficon53nodi/grafo3475.53,98
Rome-Lib/graficon53nodi/grafo4166.53,94
Rome-Lib/graficon38nodi/grafo6931.38,91
Rome-Lib/graficon42nodi/grafo5563.42,90
Rome-Lib/graficon53nodi/grafo6125.53,92
Total nodes in [100,110):
Rome-Lib/graficon37nodi/grafo7357.37,106
Rome-Lib/graficon48nodi/grafo7702.48,102
Rome-Lib/graficon58nodi/grafo5350.58,104
Rome-Lib/graficon44nodi/grafo7259.44,105
Rome-Lib/graficon43nodi/grafo5337.43,104
Rome-Lib/graficon55nodi/grafo4367.55,103
Rome-Lib/graficon42nodi/grafo5466.42,108
Rome-Lib/graficon44nodi/grafo5221.44,102
Rome-Lib/graficon55nodi/grafo3487.55,107
Rome-Lib/graficon49nodi/grafo2657.49,107
Rome-Lib/graficon60nodi/grafo1192.60,106
Rome-Lib/graficon52nodi/grafo4267.52,103
Rome-Lib/graficon44nodi/grafo6259.44,106
Rome-Lib/graficon54nodi/grafo3785.54,101
Rome-Lib/graficon64nodi/grafo8871.64,105
Rome-Lib/graficon40nodi/grafo134.40,108
north/g.96.5.graphml,101
Rome-Lib/graficon40nodi/grafo6920.40,102
Rome-Lib/graficon47nodi/grafo5720.47,107
Rome-Lib/graficon54nodi/grafo4942.54,102
Rome-Lib/graficon41nodi/grafo7455.41,103
Rome-Lib/graficon47nodi/grafo6738.47,104
Rome-Lib/graficon56nodi/grafo3453.56,108
Rome-Lib/graficon60nodi/grafo4951.60,105
Rome-Lib/graficon43nodi/grafo6830.43,108
Rome-Lib/graficon56nodi/grafo5117.56,102
Rome-Lib/graficon43nodi/grafo4014.43,101
Rome-Lib/graficon53nodi/grafo1550.53,103
Rome-Lib/graficon47nodi/grafo7644.47,107
