Total nodes in [10,20):
north/g.95.2.graphml,95
north/g.18.1.graphml,96
north/g.43.5.graphml,96
north/g.44.10.graphml,96
north/g.48.6.graphml,96
north/g.64.9.graphml,96
north/g.91.0.graphml,96
north/g.96.9.graphml,96
north/g.44.9.graphml,97
north/g.56.10.graphml,97
north/g.47.1.graphml,99
north/g.88.0.graphml,99
Total nodes in [100,110):
north/g.42.5.graphml,100
north/g.52.2.graphml,100
north/g.62.5.graphml,100
north/g.89.0.graphml,100
north/g.94.0.graphml,101
north/g.96.5.graphml,101
north/g.100.3.graphml,101
north/g.54.8.graphml,102
north/g.56.0.graphml,102
north/g.79.6.graphml,102
north/g.57.28.graphml,103
north/g.84.0.graphml,103
north/g.37.20.graphml,104
north/g.47.16.graphml,105
north/g.23.21.graphml,106
north/g.28.29.graphml,106
north/g.44.1.graphml,106
north/g.56.11.graphml,106
north/g.68.1.graphml,106
north/g.96.4.graphml,106
north/g.13.51.graphml,107
north/g.33.16.graphml,107
north/g.51.2.graphml,107
north/g.41.13.graphml,108
north/g.44.3.graphml,108
north/g.64.16.graphml,108
north/g.64.14.graphml,108
north/g.37.19.graphml,109
north/g.74.2.graphml,109
Total nodes in [110,120):
north/g.39.29.graphml,110
north/g.75.7.graphml,110
north/g.75.6.graphml,110
north/g.17.10.graphml,111
north/g.40.16.graphml,111
north/g.89.1.graphml,111
north/g.44.19.graphml,112
north/g.79.1.graphml,112
north/g.85.2.graphml,112
north/g.41.2.graphml,113
north/g.57.29.graphml,113
north/g.42.26.graphml,114
north/g.42.25.graphml,114
north/g.48.3.graphml,114
north/g.74.1.graphml,114
north/g.41.9.graphml,115
north/g.49.5.graphml,115
north/g.75.0.graphml,115
north/g.96.3.graphml,115
north/g.42.23.graphml,116
north/g.46.17.graphml,116
north/g.47.6.graphml,116
north/g.58.10.graphml,116
north/g.43.8.graphml,118
north/g.47.25.graphml,118
Total nodes in [120,130):
north/g.30.31.graphml,120
north/g.86.0.graphml,120
north/g.43.7.graphml,121
north/g.11.17.graphml,122
north/g.44.15.graphml,122
north/g.58.4.graphml,122
north/g.75.5.graphml,122
north/g.69.0.graphml,123
north/g.48.19.graphml,124
north/g.81.15.graphml,124
north/g.24.47.graphml,125
north/g.44.11.graphml,125
north/g.46.16.graphml,125
north/g.47.3.graphml,125
north/g.38.21.graphml,126
north/g.83.3.graphml,126
north/g.35.32.graphml,127
north/g.38.6.graphml,127
north/g.63.1.graphml,127
north/g.43.1.graphml,128
north/g.61.55.graphml,128
north/g.61.54.graphml,128
north/g.63.0.graphml,128
north/g.58.6.graphml,129
north/g.77.5.graphml,129
Total nodes in [130,140):
north/g.47.5.graphml,130
north/g.74.4.graphml,130
north/g.92.3.graphml,130
north/g.46.19.graphml,131
north/g.47.8.graphml,131
north/g.92.4.graphml,131
north/g.47.26.graphml,132
north/g.47.9.graphml,134
north/g.47.7.graphml,135
north/g.82.1.graphml,135
north/g.11.16.graphml,136
north/g.24.48.graphml,136
north/g.58.0.graphml,136
north/g.94.2.graphml,136
north/g.39.26.graphml,137
north/g.47.27.graphml,137
north/g.59.0.graphml,137
north/g.13.49.graphml,138
north/g.13.48.graphml,138
north/g.21.27.graphml,138
north/g.40.12.graphml,139
north/g.73.4.graphml,139
north/g.80.5.graphml,139
Total nodes in [140,150):
north/g.54.3.graphml,140
north/g.20.36.graphml,141
north/g.23.85.graphml,141
north/g.56.7.graphml,141
north/g.57.6.graphml,141
north/g.23.81.graphml,142
north/g.66.3.graphml,142
north/g.24.39.graphml,144
north/g.46.11.graphml,144
north/g.23.86.graphml,146
north/g.45.8.graphml,146
north/g.78.3.graphml,146
north/g.57.0.graphml,147
north/g.80.6.graphml,147
north/g.66.6.graphml,148
Total nodes in [150,160):
north/g.48.9.graphml,150
north/g.39.57.graphml,151
north/g.55.33.graphml,151
north/g.56.9.graphml,151
north/g.80.1.graphml,151
north/g.74.5.graphml,153
north/g.75.3.graphml,153
north/g.55.32.graphml,157
north/g.79.0.graphml,157
north/g.80.4.graphml,157
north/g.23.96.graphml,158
north/g.73.9.graphml,158
north/g.81.0.graphml,158
Total nodes in [160,170):
north/g.25.36.graphml,160
north/g.36.16.graphml,164
north/g.69.1.graphml,164
north/g.24.43.graphml,165
north/g.93.0.graphml,166
north/g.73.8.graphml,167
north/g.86.2.graphml,167
north/g.44.20.graphml,168
north/g.87.0.graphml,168
north/g.32.25.graphml,169
north/g.67.1.graphml,169
north/g.73.7.graphml,169
Total nodes in [170,180):
north/g.41.26.graphml,170
north/g.76.1.graphml,171
north/g.57.18.graphml,172
north/g.70.1.graphml,173
north/g.95.0.graphml,174
north/g.33.8.graphml,176
north/g.61.2.graphml,176
north/g.15.28.graphml,177
north/g.20.46.graphml,177
north/g.90.0.graphml,177
north/g.99.1.graphml,177
north/g.99.2.graphml,177
north/g.41.25.graphml,179
Total nodes in [180,190):
north/g.81.5.graphml,180
north/g.42.20.graphml,181
north/g.79.3.graphml,182
north/g.40.22.graphml,183
north/g.85.3.graphml,183
north/g.30.17.graphml,184
north/g.62.0.graphml,187
north/g.69.7.graphml,187
north/g.31.9.graphml,188
north/g.32.20.graphml,189
north/g.56.4.graphml,189
Total nodes in [190,200):
north/g.59.14.graphml,191
north/g.43.0.graphml,193
north/g.85.8.graphml,193
north/g.95.3.graphml,193
north/g.84.1.graphml,197
north/g.31.8.graphml,199
Total nodes in [200,210):
north/g.32.21.graphml,200
north/g.60.0.graphml,201
north/g.64.17.graphml,203
north/g.43.17.graphml,209
north/g.53.6.graphml,209
Total nodes in [210,220):
north/g.19.34.graphml,211
Total nodes in [220,230):
north/g.86.5.graphml,220
north/g.95.1.graphml,221
north/g.29.9.graphml,222
north/g.49.16.graphml,224
Total nodes in [230,240):
north/g.92.1.graphml,230
north/g.42.8.graphml,231
north/g.55.6.graphml,232
north/g.31.29.graphml,235
north/g.20.13.graphml,239
north/g.63.22.graphml,239
Total nodes in [240,250):
north/g.17.30.graphml,249
Total nodes in [250,260):
north/g.41.36.graphml,252
north/g.90.2.graphml,259
Total nodes in [260,270):
north/g.21.1.graphml,267
Total nodes in [270,280):
north/g.85.1.graphml,270
north/g.81.9.graphml,271
north/g.82.5.graphml,272
north/g.39.9.graphml,275
north/g.42.34.graphml,275
Total nodes in [280,290):
north/g.39.44.graphml,281
north/g.40.19.graphml,282
north/g.49.12.graphml,282
north/g.49.11.graphml,282
north/g.76.4.graphml,288
Total nodes in [290,300):
north/g.99.0.graphml,293
Total nodes in [300,310):
north/g.55.30.graphml,307
north/g.97.1.graphml,307
north/g.38.12.graphml,309
Total nodes in [310,320):
north/g.40.8.graphml,314
north/g.79.5.graphml,314
Total nodes in [320,330):
north/g.75.1.graphml,329
Total nodes in [350,360):
north/g.61.3.graphml,353
north/g.55.13.graphml,359
north/g.96.2.graphml,359
Total nodes in [360,370):
north/g.44.16.graphml,364
north/g.60.16.graphml,366
north/g.60.9.graphml,366
north/g.61.4.graphml,367
Total nodes in [380,390):
north/g.79.7.graphml,381
Total nodes in [390,400):
north/g.55.9.graphml,399
Total nodes in [400,410):
north/g.56.2.graphml,400
north/g.35.9.graphml,401
north/g.61.9.graphml,402
north/g.61.15.graphml,402
north/g.62.3.graphml,403
Total nodes in [410,420):
north/g.47.30.graphml,413
north/g.55.23.graphml,417
north/g.55.8.graphml,417
north/g.55.24.graphml,417
north/g.56.3.graphml,418
Total nodes in [420,430):
north/g.28.20.graphml,422
Total nodes in [450,460):
north/g.63.9.graphml,455
north/g.63.8.graphml,455
north/g.21.10.graphml,456
north/g.64.8.graphml,456
north/g.63.18.graphml,458
Total nodes in [470,480):
north/g.53.9.graphml,477
north/g.54.1.graphml,478
Total nodes in [480,490):
north/g.43.3.graphml,480
north/g.39.7.graphml,485
north/g.39.8.graphml,485
north/g.82.4.graphml,489
Total nodes in [500,510):
north/g.100.1.graphml,500
north/g.100.0.graphml,500
north/g.64.7.graphml,506
north/g.86.4.graphml,509
Total nodes in [510,520):
north/g.59.9.graphml,516
north/g.59.12.graphml,516
north/g.65.0.graphml,516
north/g.60.1.graphml,517
north/g.53.5.graphml,519
Total nodes in [530,540):
north/g.87.4.graphml,537
north/g.87.5.graphml,537
Total nodes in [540,550):
north/g.86.3.graphml,540
north/g.57.14.graphml,547
north/g.57.8.graphml,547
north/g.58.3.graphml,548
Total nodes in [560,570):
north/g.61.31.graphml,566
Total nodes in [570,580):
north/g.61.8.graphml,571
north/g.62.2.graphml,572
north/g.57.5.graphml,579
north/g.57.15.graphml,579
north/g.57.9.graphml,579
Total nodes in [590,600):
north/g.90.1.graphml,599
Total nodes in [620,630):
north/g.33.10.graphml,629
Total nodes in [640,650):
north/g.61.7.graphml,641
north/g.62.4.graphml,642
Total nodes in [660,670):
north/g.61.25.graphml,661
Total nodes in [680,690):
north/g.61.11.graphml,682
Total nodes in [700,710):
north/g.59.2.graphml,701
Total nodes in [710,720):
north/g.92.0.graphml,714
Total nodes in [760,770):
north/g.61.32.graphml,768
Total nodes in [910,920):
north/g.57.27.graphml,911
Total nodes in [1000,1010):
north/g.25.1.graphml,1002
Total nodes in [1110,1120):
north/g.29.15.graphml,1116
