Index,File,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Work,Nodes visited,Setup Time
2358,Rome-Lib/graficon47nodi/grafo6128.47,704,1052,1816,2982,24,0.365,0.3638,1,0.085
2359,Rome-Lib/graficon36nodi/grafo10566.36,556,780,1396,2228,19,0.121,0.1187,1,0.045
2360,Rome-Lib/graficon36nodi/grafo5218.36,438,514,1012,1504,6,0.054,0.0472,1,0.032
2361,Rome-Lib/graficon43nodi/grafo4042.43,502,542,1104,1606,0,0.031,0.0328,1,0.035
2362,Rome-Lib/graficon38nodi/grafo6245.38,544,710,1314,2047,9,0.132,0.1224,1,0.043
2363,Rome-Lib/graficon43nodi/grafo7428.43,514,582,1156,1712,6,0.037,0.0393,1,0.037
2364,Rome-Lib/graficon36nodi/grafo11128.36,590,796,1446,2285,19,0.157,0.1648,1,0.047
2365,Rome-Lib/graficon39nodi/grafo2011.39,466,578,1104,1678,9,0.066,0.0681,1,0.036
2366,Rome-Lib/graficon34nodi/grafo5991.34,388,432,880,1274,2,0.04,0.0363,1,0.028
2367,Rome-Lib/graficon39nodi/grafo5459.39,552,670,1282,1951,5,0.049,0.0494,1,0.043
2368,Rome-Lib/graficon34nodi/grafo5433.34,354,398,812,1172,2,0.023,0.023,1,0.025
2369,Rome-Lib/graficon35nodi/grafo1231.35,508,568,1136,1674,3,0.038,0.0389,1,0.036
2370,Rome-Lib/graficon33nodi/grafo6086.33,310,344,714,1015,3,0.018,0.0181,1,0.023
2371,Rome-Lib/graficon38nodi/grafo7078.38,468,564,1092,1644,5,0.052,0.0483,1,0.035
2372,Rome-Lib/graficon38nodi/grafo6069.38,376,442,878,1293,3,0.049,0.039,1,0.059
2373,Rome-Lib/graficon38nodi/grafo6729.38,544,806,1410,2287,25,0.191,0.1787,1,0.045
2374,Rome-Lib/graficon36nodi/grafo5288.36,438,500,998,1469,3,0.031,0.032,1,0.033
2375,Rome-Lib/graficon38nodi/grafo5378.38,348,370,778,1099,4,0.038,0.0343,1,0.025
2376,Rome-Lib/graficon35nodi/grafo6010.35,432,548,1040,1586,8,0.066,0.0643,1,0.033
2377,Rome-Lib/graficon45nodi/grafo5842.45,380,418,858,1235,2,0.027,0.0252,1,0.027
2378,Rome-Lib/graficon38nodi/grafo5952.38,596,756,1412,2188,7,0.09,0.0899,1,0.046
2379,Rome-Lib/graficon35nodi/grafo3892.35,350,364,774,1085,3,0.039,0.0357,1,0.027
2380,Rome-Lib/graficon36nodi/grafo11418.36,508,696,1265,1994,16,0.116,0.0986,1,0.041
2381,Rome-Lib/graficon38nodi/grafo6596.38,432,490,983,1441,1,0.027,0.0283,1,0.032
2382,Rome-Lib/graficon39nodi/grafo6222.39,668,848,1577,2454,9,0.168,0.1605,1,0.051
2383,Rome-Lib/graficon44nodi/grafo5535.44,446,472,979,1403,0,0.031,0.0294,1,0.032
2384,Rome-Lib/graficon36nodi/grafo5457.36,288,330,679,969,4,0.02,0.0173,1,0.021
2385,Rome-Lib/graficon39nodi/grafo5242.39,604,774,1439,2237,14,0.107,0.1107,1,0.047
2386,Rome-Lib/graficon45nodi/grafo6129.45,586,666,1313,1958,9,0.101,0.0885,1,0.043
2387,Rome-Lib/graficon36nodi/grafo10462.36,250,226,537,690,0,0.013,0.0122,1,0.016
2388,Rome-Lib/graficon37nodi/grafo11583.37,266,300,627,883,2,0.016,0.0149,1,0.02
2389,Rome-Lib/graficon38nodi/grafo7531.38,294,356,711,1037,3,0.02,0.0179,1,0.022
2390,Rome-Lib/graficon35nodi/grafo3483.35,340,414,815,1205,4,0.04,0.0367,1,0.026
2391,Rome-Lib/graficon37nodi/grafo10892.37,496,668,1225,1918,12,0.083,0.084,1,0.068
2392,Rome-Lib/graficon34nodi/grafo5585.34,366,410,837,1208,5,0.048,0.0415,1,0.027
2393,Rome-Lib/graficon39nodi/grafo3792.39,458,548,1067,1599,7,0.145,0.1053,1,0.035
2394,Rome-Lib/graficon45nodi/grafo3478.45,550,636,1247,1865,6,0.126,0.1131,1,0.04
2395,Rome-Lib/graficon39nodi/grafo3312.39,544,702,1307,2027,11,0.155,0.1517,1,0.043
2396,Rome-Lib/graficon42nodi/grafo5644.42,442,474,977,1406,5,0.049,0.0445,1,0.032
2397,Rome-Lib/graficon36nodi/grafo3317.36,658,764,1483,2239,7,0.108,0.1177,1,0.048
2398,Rome-Lib/graficon36nodi/grafo5935.36,350,384,795,1135,3,0.041,0.0349,1,0.025
2399,Rome-Lib/graficon37nodi/grafo1555.37,592,774,1427,2231,15,0.164,0.1614,1,0.046
2400,Rome-Lib/graficon34nodi/grafo2631.34,350,378,789,1120,4,0.036,0.0292,1,0.025
2401,Rome-Lib/graficon42nodi/grafo3639.42,374,464,899,1347,3,0.024,0.0237,1,0.029
2402,Rome-Lib/graficon21nodi/grafo2831.21,520,640,1221,1860,11,0.067,0.0617,1,0.039
2403,Rome-Lib/graficon42nodi/grafo7546.42,508,600,1169,1754,6,0.087,0.0828,1,0.038
2404,Rome-Lib/graficon38nodi/grafo6832.38,404,470,935,1377,5,0.047,0.0459,1,0.031
2405,Rome-Lib/graficon35nodi/grafo6035.35,570,748,1379,2155,9,0.086,0.0809,1,0.045
2406,Rome-Lib/graficon36nodi/grafo5409.36,266,340,667,983,7,0.033,0.0278,1,0.021
2407,Rome-Lib/graficon16nodi/grafo2646.16,412,484,957,1416,3,0.031,0.0308,1,0.031
2408,Rome-Lib/graficon31nodi/grafo2034.31,456,542,1059,1583,7,0.066,0.0665,1,0.034
2409,Rome-Lib/graficon45nodi/grafo5320.45,484,636,1181,1832,10,0.115,0.1058,1,0.067
2410,Rome-Lib/graficon37nodi/grafo7410.37,490,708,1259,2015,15,0.109,0.099,1,0.041
2411,Rome-Lib/graficon37nodi/grafo11473.37,322,314,697,946,1,0.021,0.0184,1,0.022
2412,Rome-Lib/graficon46nodi/grafo3606.46,554,708,1323,2047,4,0.041,0.0439,1,0.043
2413,Rome-Lib/graficon36nodi/grafo1701.36,314,326,701,972,2,0.031,0.0256,1,0.023
2414,Rome-Lib/graficon40nodi/grafo6501.40,610,768,1439,2225,15,0.206,0.1935,1,0.06
2415,Rome-Lib/graficon24nodi/grafo119.24,512,580,1154,1706,1,0.038,0.0378,1,0.038
2416,Rome-Lib/graficon22nodi/grafo2295.22,332,360,754,1066,0,0.018,0.0179,1,0.024
2417,Rome-Lib/graficon33nodi/grafo11527.33,410,426,898,1270,3,0.025,0.0263,1,0.03
2418,Rome-Lib/graficon35nodi/grafo10841.35,522,620,1204,1811,9,0.08,0.0749,1,0.04
2419,Rome-Lib/graficon35nodi/grafo5202.35,306,330,698,978,1,0.016,0.0162,1,0.022
2420,Rome-Lib/graficon36nodi/grafo5360.36,390,444,896,1305,6,0.086,0.0695,1,0.029
2421,Rome-Lib/graficon31nodi/grafo1349.31,472,566,1100,1651,4,0.036,0.0362,1,0.036
2422,Rome-Lib/graficon36nodi/grafo11209.36,466,614,1142,1768,7,0.038,0.0388,1,0.037
2423,Rome-Lib/graficon33nodi/grafo2064.33,312,384,758,1116,7,0.041,0.0346,1,0.025
2424,Rome-Lib/graficon43nodi/grafo5476.43,520,656,1238,1900,10,0.089,0.0871,1,0.041
2425,Rome-Lib/graficon35nodi/grafo11416.35,244,244,550,732,1,0.014,0.0133,1,0.017
2426,Rome-Lib/graficon37nodi/grafo6219.37,442,480,984,1421,4,0.045,0.0402,1,0.032
2427,Rome-Lib/graficon33nodi/grafo5939.33,416,464,942,1368,2,0.052,0.0432,1,0.031
2428,Rome-Lib/graficon39nodi/grafo7374.39,584,792,1438,2272,18,0.155,0.1447,1,0.08
2429,Rome-Lib/graficon44nodi/grafo1624.44,494,546,1102,1612,3,0.047,0.0435,1,0.035
2430,Rome-Lib/graficon34nodi/grafo2899.34,320,384,766,1120,3,0.039,0.0334,1,0.024
2431,Rome-Lib/graficon39nodi/grafo5733.39,606,822,1490,2358,13,0.119,0.1233,1,0.05
2432,Rome-Lib/graficon44nodi/grafo7091.44,574,874,1510,2472,15,0.143,0.1486,1,0.05
2433,Rome-Lib/graficon37nodi/grafo5596.37,712,1006,1780,2871,10,0.076,0.076,1,0.058
2434,Rome-Lib/graficon39nodi/grafo6133.39,664,918,1644,2627,14,0.299,0.2627,1,0.055
2435,Rome-Lib/graficon36nodi/grafo7380.36,428,560,1050,1614,6,0.049,0.043,1,0.034
2436,Rome-Lib/graficon37nodi/grafo3406.37,672,908,1642,2606,11,0.125,0.1357,1,0.054
2437,Rome-Lib/graficon35nodi/grafo5781.35,458,524,1044,1539,2,0.04,0.0383,1,0.033
2438,Rome-Lib/graficon35nodi/grafo5692.35,488,678,1228,1939,11,0.08,0.0774,1,0.039
2439,Rome-Lib/graficon40nodi/grafo5426.40,832,1010,1904,2941,14,0.314,0.2996,1,0.063
2440,Rome-Lib/graficon38nodi/grafo5222.38,374,398,834,1182,3,0.043,0.0398,1,0.027
2441,Rome-Lib/graficon44nodi/grafo7729.44,532,652,1246,1896,5,0.087,0.0801,1,0.039
2442,Rome-Lib/graficon36nodi/grafo3043.36,314,342,718,1012,3,0.021,0.0202,1,0.049
2443,Rome-Lib/graficon39nodi/grafo6663.39,450,484,996,1435,2,0.033,0.0317,1,0.032
2444,Rome-Lib/graficon34nodi/grafo3506.34,278,276,616,829,0,0.015,0.0141,1,0.02
2445,Rome-Lib/graficon39nodi/grafo3168.39,506,630,1198,1828,9,0.103,0.0871,1,0.04
2446,Rome-Lib/graficon38nodi/grafo2746.38,334,338,734,1012,2,0.036,0.0312,1,0.023
2447,Rome-Lib/graficon35nodi/grafo11560.35,426,550,1038,1588,8,0.063,0.0627,1,0.034
2448,Rome-Lib/graficon38nodi/grafo2548.38,550,608,1220,1795,8,0.111,0.1185,1,0.039
2449,Rome-Lib/graficon45nodi/grafo3868.45,528,598,1189,1759,5,0.049,0.0464,1,0.038
2450,Rome-Lib/graficon49nodi/grafo4853.49,408,540,1011,1554,5,0.028,0.0294,1,0.032
2451,Rome-Lib/graficon43nodi/grafo5616.43,468,528,1059,1554,2,0.039,0.0387,1,0.034
2452,Rome-Lib/graficon33nodi/grafo2049.33,398,420,881,1249,3,0.025,0.026,1,0.028
2453,Rome-Lib/graficon44nodi/grafo7425.44,516,576,1155,1698,4,0.039,0.0413,1,0.037
2454,Rome-Lib/graficon36nodi/grafo11651.36,476,568,1107,1658,7,0.076,0.066,1,0.036
2455,Rome-Lib/graficon44nodi/grafo3361.44,486,612,1161,1773,8,0.092,0.0879,1,0.038
2456,Rome-Lib/graficon36nodi/grafo5782.36,480,614,1157,1775,9,0.085,0.0872,1,0.037
2457,Rome-Lib/graficon36nodi/grafo5814.36,356,416,835,1218,7,0.052,0.0467,1,0.027
2458,Rome-Lib/graficon37nodi/grafo680.37,370,408,841,1205,1,0.023,0.0225,1,0.027
2459,Rome-Lib/graficon38nodi/grafo3259.38,332,336,731,1006,2,0.019,0.0192,1,0.023
2460,Rome-Lib/graficon40nodi/grafo3471.40,686,912,1661,2623,11,0.146,0.1452,1,0.053
2461,Rome-Lib/graficon43nodi/grafo7484.43,512,552,1127,1636,4,0.064,0.0637,1,0.036
2462,Rome-Lib/graficon38nodi/grafo3033.38,330,402,795,1170,1,0.022,0.0196,1,0.025
2463,Rome-Lib/graficon38nodi/grafo2952.38,338,356,757,1059,1,0.029,0.0241,1,0.023
2464,Rome-Lib/graficon36nodi/grafo3742.36,578,742,1383,2144,6,0.067,0.0639,1,0.046
2465,Rome-Lib/graficon37nodi/grafo11438.37,498,574,1135,1684,4,0.044,0.0457,1,0.066
2466,Rome-Lib/graficon33nodi/grafo1668.33,410,512,985,1485,6,0.054,0.0498,1,0.032
2467,Rome-Lib/graficon45nodi/grafo4036.45,506,628,1197,1823,4,0.042,0.0452,1,0.039
2468,Rome-Lib/graficon36nodi/grafo6093.36,364,438,865,1277,7,0.065,0.0645,1,0.028
2469,Rome-Lib/graficon37nodi/grafo2984.37,754,1042,1859,2982,21,0.203,0.1966,1,0.061
2470,Rome-Lib/graficon35nodi/grafo11492.35,446,664,1173,1883,20,0.093,0.0987,1,0.038
2471,Rome-Lib/graficon45nodi/grafo1590.45,302,260,625,801,2,0.032,0.0264,1,0.019
2472,Rome-Lib/graficon34nodi/grafo2091.34,606,846,1515,2418,11,0.047,0.0514,1,0.05
2473,Rome-Lib/graficon34nodi/grafo5947.34,512,582,1157,1711,3,0.037,0.0379,1,0.037
2474,Rome-Lib/graficon30nodi/grafo484.30,358,326,747,994,2,0.04,0.0302,1,0.024
2475,Rome-Lib/graficon34nodi/grafo5815.34,256,254,573,763,0,0.013,0.0126,1,0.018
2476,Rome-Lib/graficon42nodi/grafo5922.42,624,864,1551,2472,12,0.146,0.1301,1,0.051
2477,Rome-Lib/graficon38nodi/grafo5843.38,388,478,929,1389,6,0.052,0.046,1,0.03
2478,Rome-Lib/graficon38nodi/grafo2391.38,410,474,947,1390,5,0.049,0.0464,1,0.029
2479,Rome-Lib/graficon38nodi/grafo3788.38,440,510,1013,1495,6,0.068,0.0672,1,0.038
2480,Rome-Lib/graficon41nodi/grafo3498.41,546,690,1299,1998,13,0.097,0.097,1,0.043
2481,Rome-Lib/graficon26nodi/grafo537.26,304,282,649,857,0,0.015,0.0147,1,0.02
2482,Rome-Lib/graficon40nodi/grafo1710.40,638,818,1519,2364,12,0.149,0.1415,1,0.05
2483,Rome-Lib/graficon44nodi/grafo7435.44,350,434,847,1260,4,0.027,0.0266,1,0.053
2484,Rome-Lib/graficon45nodi/grafo6484.45,452,490,1005,1451,3,0.032,0.0317,1,0.032
2485,Rome-Lib/graficon33nodi/grafo2203.33,544,628,1235,1842,2,0.042,0.0417,1,0.04
2486,Rome-Lib/graficon38nodi/grafo2304.38,608,866,1537,2469,14,0.135,0.1435,1,0.051
2487,Rome-Lib/graficon35nodi/grafo6104.35,484,512,1059,1522,1,0.055,0.0538,1,0.033
2488,Rome-Lib/graficon35nodi/grafo7502.35,366,380,809,1133,3,0.058,0.0478,1,0.026
2489,Rome-Lib/graficon41nodi/grafo6046.41,740,1092,1895,3100,26,0.302,0.3036,1,0.062
2490,Rome-Lib/graficon38nodi/grafo7576.38,482,546,1091,1606,5,0.084,0.0674,1,0.036
2491,Rome-Lib/graficon41nodi/grafo6879.41,440,534,1038,1555,7,0.065,0.052,1,0.034
2492,Rome-Lib/graficon37nodi/grafo4058.37,294,296,654,887,0,0.016,0.0148,1,0.021
2493,Rome-Lib/graficon30nodi/grafo2012.30,754,1006,1824,2892,16,0.175,0.1734,1,0.06
2494,Rome-Lib/graficon39nodi/grafo5135.39,668,754,1486,2219,6,0.112,0.1086,1,0.048
2495,Rome-Lib/graficon37nodi/grafo2398.37,522,650,1236,1886,10,0.084,0.0755,1,0.039
2496,Rome-Lib/graficon36nodi/grafo10463.36,558,734,1356,2114,18,0.21,0.1879,1,0.043
2497,Rome-Lib/graficon39nodi/grafo2039.39,348,334,746,1009,1,0.019,0.0182,1,0.05
2498,Rome-Lib/graficon40nodi/grafo7656.40,802,1156,2022,3291,16,0.156,0.1629,1,0.065
2499,Rome-Lib/graficon47nodi/grafo2905.47,652,736,1452,2166,4,0.111,0.1197,1,0.047
2500,Rome-Lib/graficon33nodi/grafo2654.33,656,908,1628,2598,14,0.113,0.1171,1,0.055
2501,Rome-Lib/graficon38nodi/grafo5920.38,754,1070,1888,3052,9,0.071,0.0698,1,0.061
2502,Rome-Lib/graficon29nodi/grafo456.29,466,550,1080,1608,6,0.057,0.0566,1,0.035
2503,Rome-Lib/graficon38nodi/grafo10141.38,354,422,840,1232,2,0.038,0.035,1,0.027
2504,Rome-Lib/graficon33nodi/grafo11401.33,316,340,720,1008,3,0.026,0.0221,1,0.023
2505,Rome-Lib/graficon52nodi/grafo7678.52,588,674,1326,1979,7,0.084,0.0823,1,0.043
2506,Rome-Lib/graficon36nodi/grafo6435.36,630,900,1594,2565,21,0.198,0.2114,1,0.052
2507,Rome-Lib/graficon42nodi/grafo3325.42,474,610,1148,1762,5,0.069,0.0711,1,0.037
2508,Rome-Lib/graficon39nodi/grafo6244.39,696,878,1638,2543,12,0.145,0.1354,1,0.079
2509,Rome-Lib/graficon41nodi/grafo6985.41,434,510,1008,1492,4,0.029,0.0294,1,0.033
2510,Rome-Lib/graficon41nodi/grafo7577.41,554,768,1386,2197,13,0.095,0.1011,1,0.046
2511,Rome-Lib/graficon41nodi/grafo3192.41,410,468,942,1375,4,0.027,0.0267,1,0.03
2512,Rome-Lib/graficon41nodi/grafo10755.41,682,1064,1810,3001,29,0.307,0.3087,1,0.059
2513,Rome-Lib/graficon39nodi/grafo11669.39,492,584,1140,1706,7,0.084,0.0687,1,0.037
2514,Rome-Lib/graficon34nodi/grafo10081.34,470,548,1082,1605,3,0.059,0.0552,1,0.034
2515,Rome-Lib/graficon39nodi/grafo3585.39,496,488,1048,1468,2,0.036,0.0384,1,0.034
2516,Rome-Lib/graficon40nodi/grafo3456.40,656,706,1426,2093,6,0.101,0.0907,1,0.046
2517,Rome-Lib/graficon38nodi/grafo5252.38,444,484,992,1432,5,0.067,0.064,1,0.031
2518,Rome-Lib/graficon37nodi/grafo11410.37,344,390,798,1147,4,0.02,0.0199,1,0.026
2519,Rome-Lib/graficon36nodi/grafo11030.36,598,752,1414,2179,9,0.108,0.1238,1,0.047
2520,Rome-Lib/graficon36nodi/grafo11385.36,616,802,1482,2313,15,0.12,0.1392,1,0.048
2521,Rome-Lib/graficon40nodi/grafo2729.40,544,606,1214,1787,4,0.04,0.0395,1,0.039
2522,Rome-Lib/graficon32nodi/grafo11476.32,364,404,832,1192,2,0.023,0.0228,1,0.026
2523,Rome-Lib/graficon32nodi/grafo5807.32,358,412,834,1209,2,0.025,0.0227,1,0.027
2524,Rome-Lib/graficon39nodi/grafo5208.39,670,912,1647,2615,15,0.158,0.1634,1,0.055
2525,Rome-Lib/graficon41nodi/grafo3197.41,664,820,1549,2382,12,0.112,0.1109,1,0.076
2526,Rome-Lib/graficon40nodi/grafo7409.40,422,484,971,1421,5,0.03,0.0299,1,0.031
2527,Rome-Lib/graficon39nodi/grafo9931.39,566,688,1319,2003,8,0.092,0.0888,1,0.043
2528,Rome-Lib/graficon45nodi/grafo7024.45,408,464,937,1364,5,0.053,0.0489,1,0.03
2529,Rome-Lib/graficon39nodi/grafo7551.39,456,556,1077,1618,10,0.066,0.0618,1,0.034
2530,Rome-Lib/graficon41nodi/grafo6172.41,458,596,1119,1719,3,0.047,0.0428,1,0.036
2531,Rome-Lib/graficon35nodi/grafo9859.35,440,494,999,1455,4,0.056,0.0562,1,0.032
2532,Rome-Lib/graficon39nodi/grafo5514.39,460,490,1015,1455,2,0.05,0.0459,1,0.033
2533,Rome-Lib/graficon38nodi/grafo6756.38,520,684,1269,1970,11,0.077,0.081,1,0.041
2534,Rome-Lib/graficon35nodi/grafo11549.35,632,708,1405,2086,3,0.047,0.0498,1,0.047
2535,Rome-Lib/graficon46nodi/grafo4086.46,604,846,1515,2417,15,0.182,0.1754,1,0.049
2536,Rome-Lib/graficon29nodi/grafo3034.29,574,674,1313,1972,4,0.047,0.0482,1,0.043
2537,Rome-Lib/graficon37nodi/grafo11541.37,584,784,1433,2252,15,0.096,0.1019,1,0.045
2538,Rome-Lib/graficon47nodi/grafo3121.47,652,790,1507,2301,3,0.078,0.0749,1,0.05
2539,Rome-Lib/graficon40nodi/grafo3777.40,712,918,1695,2651,9,0.14,0.1499,1,0.056
2540,Rome-Lib/graficon40nodi/grafo3296.40,490,578,1133,1690,7,0.066,0.063,1,0.063
2541,Rome-Lib/graficon42nodi/grafo7459.42,748,1034,1847,2959,23,0.613,0.6331,13,0.061
2542,Rome-Lib/graficon38nodi/grafo3374.38,426,540,1031,1563,8,0.072,0.0535,1,0.033
2543,Rome-Lib/graficon34nodi/grafo11386.34,420,508,993,1480,4,0.027,0.0283,1,0.032
2544,Rome-Lib/graficon37nodi/grafo5362.37,500,584,1149,1710,6,0.129,0.1081,1,0.037
2545,Rome-Lib/graficon37nodi/grafo7689.37,480,578,1123,1685,6,0.075,0.0715,1,0.036
2546,Rome-Lib/graficon40nodi/grafo5446.40,682,888,1635,2561,14,0.186,0.1887,1,0.054
2547,Rome-Lib/graficon40nodi/grafo3353.40,456,476,997,1418,4,0.102,0.0886,1,0.031
2548,Rome-Lib/graficon43nodi/grafo5786.43,560,670,1295,1955,8,0.077,0.0835,1,0.042
2549,Rome-Lib/graficon35nodi/grafo5752.35,438,540,1043,1569,5,0.067,0.0654,1,0.033
2550,Rome-Lib/graficon43nodi/grafo1522.43,610,730,1405,2130,6,0.061,0.0639,1,0.046
2551,Rome-Lib/graficon36nodi/grafo6067.36,548,654,1267,1909,5,0.079,0.076,1,0.041
2552,Rome-Lib/graficon38nodi/grafo3164.38,512,586,1164,1721,4,0.063,0.0608,1,0.038
2553,Rome-Lib/graficon30nodi/grafo2030.30,636,794,1496,2303,14,0.194,0.184,1,0.075
2554,Rome-Lib/graficon38nodi/grafo4092.38,506,648,1220,1873,11,0.076,0.0726,1,0.039
2555,Rome-Lib/graficon38nodi/grafo11376.38,520,594,1180,1745,7,0.068,0.0651,1,0.038
2556,Rome-Lib/graficon33nodi/grafo5787.33,374,428,868,1257,2,0.026,0.0243,1,0.027
2557,Rome-Lib/graficon38nodi/grafo5711.38,476,524,1066,1548,5,0.055,0.0523,1,0.034
2558,Rome-Lib/graficon41nodi/grafo6253.41,516,592,1174,1738,3,0.08,0.0732,1,0.038
2559,Rome-Lib/graficon40nodi/grafo6167.40,842,1252,2160,3551,22,0.344,0.3777,1,0.072
2560,Rome-Lib/graficon40nodi/grafo7269.40,698,840,1604,2449,10,0.189,0.1826,1,0.053
2561,Rome-Lib/graficon43nodi/grafo6120.43,322,352,740,1041,3,0.022,0.0215,1,0.024
2562,Rome-Lib/graficon38nodi/grafo10401.38,520,594,1180,1745,7,0.066,0.0651,1,0.038
2563,Rome-Lib/graficon43nodi/grafo3152.43,582,674,1322,1976,7,0.106,0.1047,1,0.043
2564,Rome-Lib/graficon36nodi/grafo4070.36,532,602,1200,1771,6,0.074,0.0654,1,0.038
2565,Rome-Lib/graficon46nodi/grafo3266.46,692,908,1666,2616,10,0.197,0.1993,1,0.053
2566,Rome-Lib/graficon34nodi/grafo7659.34,608,790,1464,2279,13,0.108,0.1227,1,0.047
2567,Rome-Lib/graficon37nodi/grafo3341.37,672,858,1596,2481,12,0.146,0.1787,1,0.053
2568,Rome-Lib/graficon51nodi/grafo1621.51,812,1044,1922,3016,12,0.228,0.2448,1,0.063
2569,Rome-Lib/graficon15nodi/grafo697.15,408,428,902,1274,2,0.027,0.027,1,0.029
2570,Rome-Lib/graficon44nodi/grafo7237.44,600,798,1464,2295,10,0.114,0.1111,1,0.046
2571,Rome-Lib/graficon39nodi/grafo10844.39,496,582,1144,1703,8,0.065,0.0618,1,0.037
2572,Rome-Lib/graficon39nodi/grafo3261.39,376,384,826,1148,1,0.02,0.0203,1,0.026
2573,Rome-Lib/graficon32nodi/grafo2075.32,382,434,882,1276,2,0.037,0.0327,1,0.029
2574,Rome-Lib/graficon44nodi/grafo3667.44,406,476,948,1393,7,0.058,0.0494,1,0.03
2575,Rome-Lib/graficon39nodi/grafo11519.39,480,626,1172,1805,12,0.086,0.0822,1,0.038
2576,Rome-Lib/graficon39nodi/grafo10657.39,478,558,1102,1634,5,0.088,0.0765,1,0.035
2577,Rome-Lib/graficon38nodi/grafo9852.38,520,594,1180,1745,7,0.073,0.0651,1,0.039
2578,Rome-Lib/graficon44nodi/grafo1219.44,346,340,752,1023,0,0.019,0.0183,1,0.023
2579,Rome-Lib/graficon50nodi/grafo1605.50,366,352,784,1063,0,0.023,0.0208,1,0.025
2580,Rome-Lib/graficon40nodi/grafo5876.40,516,650,1232,1883,9,0.118,0.1063,1,0.039
2581,Rome-Lib/graficon39nodi/grafo2742.39,564,734,1364,2117,8,0.089,0.0774,1,0.044
2582,Rome-Lib/graficon34nodi/grafo11543.34,504,618,1188,1797,5,0.04,0.0405,1,0.038
2583,Rome-Lib/graficon28nodi/grafo141.28,396,400,862,1198,0,0.022,0.0218,1,0.028
2584,Rome-Lib/graficon35nodi/grafo9855.35,310,312,688,935,2,0.041,0.0367,1,0.021
2585,Rome-Lib/graficon36nodi/grafo11629.36,520,652,1238,1890,9,0.069,0.0619,1,0.04
2586,Rome-Lib/graficon43nodi/grafo5768.43,430,474,970,1400,2,0.028,0.0272,1,0.031
2587,Rome-Lib/graficon37nodi/grafo7620.37,472,558,1096,1631,4,0.034,0.0353,1,0.061
2588,Rome-Lib/graficon39nodi/grafo5575.39,616,750,1432,2183,6,0.091,0.088,1,0.047
2589,Rome-Lib/graficon38nodi/grafo7662.38,482,596,1144,1731,5,0.064,0.0519,1,0.036
2590,Rome-Lib/graficon40nodi/grafo6899.40,480,526,1072,1555,2,0.06,0.0542,1,0.037
2591,Rome-Lib/graficon34nodi/grafo2479.34,362,400,829,1181,3,0.04,0.0349,1,0.026
2592,Rome-Lib/graficon37nodi/grafo6589.37,510,592,1169,1735,5,0.059,0.0552,1,0.038
2593,Rome-Lib/graficon39nodi/grafo6987.39,500,528,1095,1570,0,0.036,0.0343,1,0.035
2594,Rome-Lib/graficon30nodi/grafo135.30,662,786,1515,2296,6,0.101,0.0984,1,0.048
2595,Rome-Lib/graficon38nodi/grafo7268.38,372,412,851,1216,3,0.023,0.0235,1,0.027
2596,Rome-Lib/graficon40nodi/grafo7000.40,442,538,1047,1566,10,0.124,0.0981,1,0.034
2597,Rome-Lib/graficon41nodi/grafo5479.41,606,738,1411,2148,2,0.05,0.0503,1,0.045
2598,Rome-Lib/graficon40nodi/grafo7114.40,654,776,1497,2267,7,0.105,0.1169,1,0.056
2599,Rome-Lib/graficon33nodi/grafo11292.33,504,614,1185,1787,8,0.041,0.0391,1,0.039
2600,Rome-Lib/graficon37nodi/grafo11323.37,562,678,1307,1976,10,0.097,0.0875,1,0.042
2601,Rome-Lib/graficon39nodi/grafo7264.39,720,976,1763,2800,20,0.187,0.1844,1,0.059
2602,Rome-Lib/graficon37nodi/grafo11450.37,454,516,1037,1517,3,0.046,0.0424,1,0.033
2603,Rome-Lib/graficon39nodi/grafo6923.39,652,782,1501,2281,10,0.118,0.1148,1,0.05
2604,Rome-Lib/graficon39nodi/grafo6974.39,696,910,1673,2623,16,0.188,0.1972,1,0.083
2605,Rome-Lib/graficon38nodi/grafo2986.38,712,908,1687,2626,17,0.297,0.268,1,0.055
2606,Rome-Lib/graficon36nodi/grafo11562.36,718,1014,1799,2894,14,0.169,0.1641,1,0.057
2607,Rome-Lib/graficon38nodi/grafo5227.38,564,686,1317,1997,6,0.101,0.0981,1,0.043
2608,Rome-Lib/graficon36nodi/grafo3734.36,688,746,1501,2209,6,0.105,0.0976,1,0.048
2609,Rome-Lib/graficon44nodi/grafo3831.44,702,796,1565,2341,8,0.141,0.1325,1,0.05
2610,Rome-Lib/graficon19nodi/grafo2844.19,466,502,1035,1488,6,0.063,0.0561,1,0.033
2611,Rome-Lib/graficon37nodi/grafo4043.37,576,716,1359,2078,10,0.089,0.0811,1,0.042
2612,Rome-Lib/graficon40nodi/grafo6873.40,708,942,1717,2709,14,0.218,0.2142,1,0.056
2613,Rome-Lib/graficon38nodi/grafo4013.38,486,614,1167,1778,9,0.085,0.0798,1,0.064
2614,Rome-Lib/graficon39nodi/grafo11518.39,632,852,1551,2446,15,0.123,0.1267,1,0.051
2615,Rome-Lib/graficon38nodi/grafo2052.38,480,650,1197,1865,14,0.127,0.1099,1,0.039
2616,Rome-Lib/graficon38nodi/grafo6478.38,648,876,1591,2514,10,0.126,0.143,1,0.052
2617,Rome-Lib/graficon29nodi/grafo2639.29,692,834,1593,2431,6,0.059,0.0613,1,0.053
