1819,north/g.40.0.graphml,40,40,0,568,42,610,12060,0,0.062,0.0882,1,0.353
1832,north/g.40.27.graphml,40,41,0,533,64,597,11042,0,0.054,0.0879,1,0.329
1833,north/g.40.21.graphml,40,41,0,243,8,251,2060,0,0.011,0.0107,0,0.059
1851,north/g.43.15.graphml,43,43,0,462,56,518,7750,0,0.041,0.0639,1,0.197
1852,north/g.43.26.graphml,43,43,0,456,178,634,8520,0,0.047,0.0601,1,0.246
1853,north/g.43.24.graphml,43,43,0,460,180,640,8552,0,0.045,0.0595,1,0.216
1854,north/g.43.25.graphml,43,43,0,456,178,634,8520,0,0.046,0.0601,1,0.214
1890,north/g.40.3.graphml,40,45,0,180,90,270,1212,0,0.01,0.0062,1,0.033
1906,north/g.43.20.graphml,43,46,0,25,23,48,70,0,0.003,0.0004,1,0.004
1907,north/g.46.3.graphml,46,46,540,81,1080,1161,2328,540,0.067,0.0603,1,0.053
1927,north/g.41.3.graphml,41,49,0,219,275,494,2184,18,0.082,0.0861,1,0.058
1928,north/g.42.7.graphml,42,49,1,190,140,330,1444,1,0.012,0.0093,1,0.034
1929,north/g.43.18.graphml,43,49,0,280,32,312,2534,0,0.009,0.0114,0,0.062
2265,north/g.42.9.graphml,42,50,0,182,140,322,1244,1,0.016,0.0144,1,0.032
2266,north/g.42.32.graphml,42,50,6,180,364,544,1536,39,2.827,5.3103,1304,0.044
2276,north/g.48.23.graphml,48,51,0,178,112,290,1220,0,0.01,0.0094,1,0.03
2287,north/g.52.3.graphml,52,52,0,468,216,684,6704,0,0.034,0.0371,1,0.177
2299,north/g.54.6.graphml,54,54,0,505,242,747,7404,0,0.035,0.0411,1,0.194
2310,north/g.47.15.graphml,47,55,0,90,75,165,320,0,0.004,0.0019,1,0.012
2326,north/g.41.4.graphml,41,57,0,130,110,240,710,0,0.007,0.0052,1,0.019
2327,north/g.41.12.graphml,41,57,0,87,78,165,316,0,0.005,0.0022,1,0.011
2328,north/g.45.4.graphml,45,57,0,268,72,340,2470,0,0.017,0.0142,1,0.06
2329,north/g.45.1.graphml,45,57,0,268,72,340,2470,0,0.016,0.0142,1,0.07
2330,north/g.57.21.graphml,57,57,0,514,96,610,7744,0,0.045,0.0559,1,0.233
2331,north/g.57.19.graphml,57,57,0,551,130,681,9168,0,0.057,0.0735,1,0.245
2335,north/g.52.4.graphml,52,58,0,259,58,317,1856,0,0.013,0.0115,1,0.046
2336,north/g.58.7.graphml,58,58,0,1059,582,1641,31596,0,0.208,0.2973,1,1.075
2338,north/g.43.23.graphml,43,59,0,52,50,102,138,0,0.004,0.0008,1,0.007
2339,north/g.51.5.graphml,51,59,0,245,336,581,2092,6,0.07,0.0715,1,0.079
2699,north/g.40.9.graphml,40,60,0,296,319,615,3114,0,0.023,0.029,1,0.077
2700,north/g.40.7.graphml,40,60,0,258,256,514,2018,2,0.036,0.044,1,0.05
2702,north/g.44.0.graphml,44,61,0,410,382,792,5054,5,0.101,0.1295,1,0.13
2703,north/g.45.7.graphml,45,61,0,94,87,181,334,0,0.009,0.0027,1,0.011
2704,north/g.51.0.graphml,51,61,0,308,304,612,2816,1,0.029,0.0274,1,0.071
2705,north/g.61.35.graphml,61,61,0,569,108,677,8796,0,0.052,0.0706,1,0.238
2713,north/g.42.21.graphml,42,62,0,20,3,23,6,0,0.001,0.0,0,0.009
2714,north/g.43.14.graphml,43,62,1,108,109,217,440,1,0.011,0.005,1,0.014
2715,north/g.43.19.graphml,43,62,0,279,285,564,2518,2,0.081,0.0867,1,0.063
2716,north/g.46.6.graphml,46,62,0,213,77,290,1472,0,0.014,0.0081,1,0.038
2717,north/g.46.12.graphml,46,62,0,103,86,189,376,0,0.005,0.0027,1,0.015
2718,north/g.55.0.graphml,55,62,0,337,371,708,4108,18,0.092,0.1022,1,0.102
