Index,Data,combo_idx,Nodes,Edges,TotalNodes,TotalEdges,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,0,5,5,6,6,0.0,0,7,0.0018627643585205078,2
2,graph_5_1,0,5,5,5,5,1.0,1,3,0.001064300537109375,2
3,graph_5_2,0,5,5,5,5,1.0,1,2,0.0007557868957519531,2
4,graph_5_3,0,5,5,7,7,0.0,0,4,0.0004801750183105469,2
5,graph_5_4,0,5,5,8,8,0.0,0,5,0.0007560253143310547,2
6,graph_5_5,0,5,5,7,7,0.0,0,5,0.00046372413635253906,2
7,graph_5_6,0,5,5,6,6,0.0,0,3,0.0007956027984619141,2
8,graph_5_7,0,5,5,6,6,0.0,0,7,0.0005879402160644531,2
9,graph_5_8,0,5,5,6,6,0.0,0,3,0.0004210472106933594,2
10,graph_5_9,0,5,5,6,6,0.0,0,5,0.0005574226379394531,2
11,graph_5_10,0,5,6,6,7,0.0,0,9,0.0007250308990478516,2
12,graph_5_11,0,5,6,6,7,0.0,0,7,0.0005640983581542969,2
13,graph_5_12,0,5,6,6,7,0.0,0,9,0.0005381107330322266,2
14,graph_5_13,0,5,6,7,8,0.0,0,6,0.000728607177734375,2
15,graph_5_14,0,5,6,8,9,0.0,0,7,0.0008115768432617188,2
16,graph_5_15,0,5,6,7,8,0.0,0,6,0.0005829334259033203,2
17,graph_5_16,0,5,6,7,8,0.0,0,6,0.0005774497985839844,2
18,graph_5_17,0,5,6,7,8,0.0,0,5,0.0012018680572509766,2
19,graph_5_18,0,5,6,6,7,0.0,0,5,0.0007240772247314453,2
20,graph_5_19,0,5,6,8,9,0.0,0,7,0.0010485649108886719,2
21,graph_5_20,0,5,6,8,9,0.0,0,6,0.0022869110107421875,2
22,graph_5_21,0,5,6,7,8,0.0,0,10,0.001531362533569336,2
23,graph_5_22,0,5,6,7,8,0.0,0,12,0.0013186931610107422,2
24,graph_5_23,0,5,6,7,8,0.0,0,12,0.0014536380767822266,2
25,graph_5_24,0,5,6,8,9,0.0,0,11,0.0022046566009521484,2
26,graph_5_25,0,5,6,6,7,0.0,0,5,0.0010232925415039062,2
27,graph_5_26,0,5,6,8,9,0.0,0,4,0.0014920234680175781,2
28,graph_5_27,0,5,6,6,7,1.0,1,6,0.001163482666015625,2
29,graph_5_28,0,5,6,6,7,1.0,1,6,0.0018811225891113281,2
30,graph_5_29,0,5,6,8,9,0.0,0,11,0.0024645328521728516,2
31,graph_5_30,0,5,6,7,8,0.0,0,5,0.0019001960754394531,2
32,graph_5_31,0,5,7,11,13,0.0,0,7,0.002106189727783203,2
33,graph_5_32,0,5,7,8,10,0.0,0,4,0.0005838871002197266,2
34,graph_5_33,0,5,7,8,10,0.0,0,7,0.0012242794036865234,2
35,graph_5_34,0,5,7,10,12,0.0,0,10,0.018633127212524414,2
36,graph_5_35,0,5,7,8,10,1.0,1,9,0.019028663635253906,2
37,graph_5_36,0,5,7,10,12,0.0,0,6,0.0016112327575683594,2
38,graph_5_37,0,5,7,7,9,0.0,0,6,0.001247406005859375,2
39,graph_5_38,0,5,7,9,11,0.0,0,6,0.00102996826171875,2
40,graph_5_39,0,5,7,9,11,0.0,0,10,0.003685474395751953,2
41,graph_5_40,0,5,7,8,10,0.0,0,7,0.0019767284393310547,2
42,graph_5_41,0,5,7,10,12,0.0,0,11,0.003021240234375,2
43,graph_5_42,0,5,7,8,10,0.0,0,6,0.0015399456024169922,2
44,graph_5_43,0,5,7,8,10,1.0,1,10,0.0027382373809814453,2
45,graph_5_44,0,5,7,8,10,1.0,1,10,0.002241373062133789,2
46,graph_5_45,0,5,7,10,12,0.0,0,10,0.0017991065979003906,2
47,graph_5_46,0,5,7,9,11,0.0,0,11,0.0034317970275878906,2
48,graph_5_47,0,5,7,8,10,0.0,0,8,0.002023458480834961,2
49,graph_5_48,0,5,7,10,12,0.0,0,11,0.002951383590698242,2
50,graph_5_49,0,5,7,9,11,0.0,0,8,0.0023343563079833984,2
51,graph_5_50,0,5,8,11,14,0.0,0,17,0.019781827926635742,2
52,graph_5_51,0,5,8,10,13,0.0,0,11,0.002271413803100586,2
53,graph_5_52,0,5,8,7,10,1.0,1,12,0.001905202865600586,2
54,graph_5_53,0,5,8,12,15,0.0,0,11,0.018951892852783203,2
55,graph_5_54,0,5,8,13,16,0.0,0,14,0.01977086067199707,2
56,graph_5_55,0,5,8,10,13,0.0,0,13,0.0021278858184814453,2
57,graph_5_56,0,5,8,12,15,0.0,0,11,0.0026645660400390625,2
58,graph_5_57,0,5,8,12,15,0.0,0,11,0.0025429725646972656,2
59,graph_5_58,0,5,8,8,11,0.0,0,8,0.0012941360473632812,2
60,graph_5_59,0,5,8,10,13,0.0,0,13,0.018758296966552734,2
61,graph_5_60,0,5,8,10,13,0.0,0,13,0.018924951553344727,2
62,graph_5_61,0,5,8,10,13,0.0,0,11,0.0024042129516601562,2
63,graph_5_62,0,5,8,9,12,0.0,0,12,0.0019233226776123047,2
64,graph_5_63,0,5,8,7,10,1.0,1,12,0.0025560855865478516,2
65,graph_5_64,0,5,8,11,14,0.0,0,8,0.0032515525817871094,2
66,graph_5_65,0,5,8,10,13,0.0,0,11,0.004742860794067383,2
67,graph_5_66,0,5,8,10,13,0.0,0,11,0.02041006088256836,2
68,graph_5_67,0,5,8,12,15,0.0,0,11,0.009994745254516602,2
69,graph_5_68,0,5,8,9,12,3.0,3,20,0.0037474632263183594,2
70,graph_5_69,0,5,8,10,13,0.0,0,9,0.0017137527465820312,2
71,graph_5_70,0,5,8,7,10,1.0,1,12,0.0019025802612304688,2
72,graph_5_71,0,5,9,14,18,0.0,0,16,0.020026206970214844,2
73,graph_5_72,0,5,9,10,14,0.0,0,14,0.01923203468322754,2
74,graph_5_73,0,5,9,13,17,0.0,0,12,0.002953052520751953,2
75,graph_5_74,0,5,9,13,17,0.0,0,14,0.02012777328491211,2
76,graph_5_75,0,5,9,14,18,0.0,0,16,0.009555578231811523,2
77,graph_5_76,0,5,9,13,17,0.0,0,12,0.0030570030212402344,2
78,graph_5_77,0,5,9,12,16,1.0,1,16,0.002319812774658203,2
79,graph_5_78,0,5,9,13,17,0.0,0,14,0.0029706954956054688,2
80,graph_5_79,0,5,9,12,16,1.0,1,12,0.00264739990234375,2
81,graph_5_80,0,5,9,12,16,1.0,1,19,0.02007889747619629,2
82,graph_5_81,0,5,9,14,18,0.0,0,16,0.023303985595703125,2
83,graph_5_82,0,5,9,13,17,0.0,0,12,0.005797863006591797,2
84,graph_5_83,0,5,9,12,16,1.0,1,19,0.02230215072631836,2
85,graph_5_84,0,5,9,14,18,0.0,0,16,0.021838665008544922,2
86,graph_5_85,0,5,9,13,17,0.0,0,14,0.019899368286132812,2
87,graph_5_86,0,5,9,13,17,0.0,0,12,0.0044672489166259766,2
88,graph_5_87,0,5,9,10,14,0.0,0,14,0.019969940185546875,2
89,graph_5_88,0,5,9,12,16,1.0,1,19,0.004151105880737305,2
90,graph_5_89,0,5,9,13,17,0.0,0,14,0.019905567169189453,2
91,graph_5_90,0,5,10,15,20,1.0,1,20,0.023205041885375977,2
92,graph_5_91,0,5,10,15,20,1.0,1,20,0.02312445640563965,2
93,graph_5_92,0,5,10,15,20,1.0,1,20,0.0228426456451416,2
94,graph_5_93,0,5,10,15,20,1.0,1,20,0.023208141326904297,2
95,graph_5_94,0,5,10,15,20,1.0,1,20,0.023337602615356445,2
96,graph_5_95,0,5,10,15,20,1.0,1,20,0.011942386627197266,2
97,graph_5_96,0,5,10,15,20,1.0,1,20,0.012179136276245117,2
98,graph_5_97,0,5,10,15,20,1.0,1,20,0.012161016464233398,2
99,graph_5_98,0,5,10,15,20,1.0,1,20,0.023142576217651367,2
100,graph_5_99,0,5,10,15,20,1.0,1,20,0.011844635009765625,2
101,graph_6_0,0,6,6,8,8,0.0,0,5,0.0015437602996826172,2
102,graph_6_1,0,6,6,7,7,0.0,0,7,0.0008177757263183594,2
103,graph_6_2,0,6,6,7,7,0.0,0,4,0.0005893707275390625,2
104,graph_6_3,0,6,6,7,7,0.0,0,4,0.001093149185180664,2
105,graph_6_4,0,5,6,8,9,0.0,0,9,0.0019936561584472656,2
106,graph_6_5,0,6,6,7,7,0.0,0,3,0.0006916522979736328,2
107,graph_6_6,0,6,6,7,7,0.0,0,10,0.0006806850433349609,2
108,graph_6_7,0,6,6,6,6,1.0,1,4,0.0007936954498291016,2
109,graph_6_8,0,6,6,7,7,0.0,0,2,0.00038123130798339844,2
110,graph_6_9,0,6,7,8,9,0.0,0,5,0.0007295608520507812,2
111,graph_6_10,0,6,7,7,8,1.0,1,5,0.0009427070617675781,2
112,graph_6_11,0,6,7,9,10,0.0,0,5,0.0006284713745117188,2
113,graph_6_12,0,6,7,11,12,0.0,0,8,0.0014541149139404297,2
114,graph_6_13,0,6,7,11,12,0.0,0,6,0.0013287067413330078,2
115,graph_6_14,0,6,7,7,8,0.0,0,5,0.0005033016204833984,2
116,graph_6_15,0,6,7,8,9,0.0,0,3,0.0004372596740722656,2
117,graph_6_16,0,6,7,8,9,1.0,1,10,0.0017199516296386719,2
118,graph_6_17,0,6,7,9,10,0.0,0,6,0.0012326240539550781,2
119,graph_6_18,0,6,7,8,9,0.0,0,9,0.0006878376007080078,2
120,graph_6_19,0,6,7,10,11,0.0,0,7,0.0007441043853759766,2
121,graph_6_20,0,6,7,9,10,0.0,0,5,0.0009942054748535156,2
122,graph_6_21,0,6,7,8,9,0.0,0,8,0.0009200572967529297,2
123,graph_6_22,0,6,7,7,8,0.0,0,10,0.0007946491241455078,2
124,graph_6_23,0,6,7,8,9,0.0,0,8,0.0015654563903808594,2
125,graph_6_24,0,6,7,9,10,0.0,0,11,0.0017962455749511719,2
126,graph_6_25,0,6,8,12,14,0.0,0,11,0.0018296241760253906,2
