Index,Data,combo_idx,Nodes,Edges,TotalNodes,TotalEdges,ObjVal,Crossings,EdgeLength,Runtime,Status
1,graph_5_0,24,5,5,6,6,15.0,0,4.0,0.05246448516845703,2
2,graph_5_1,24,5,5,5,5,17.5,1,3.5,0.04017472267150879,2
3,graph_5_2,24,5,5,5,5,10.5,1,2.5,0.035991668701171875,2
4,graph_5_3,24,5,5,7,7,12.5,0,3.5,0.036272287368774414,2
5,graph_5_4,24,5,5,8,8,16.5,0,4.5,0.040633201599121094,2
6,graph_5_5,24,5,5,7,7,12.5,0,3.5,0.04259490966796875,2
7,graph_5_6,24,5,5,6,6,14.0,0,3.0,0.032421112060546875,2
8,graph_5_7,24,5,5,6,6,19.0,0,5.0,0.04842066764831543,2
9,graph_5_8,24,5,5,6,6,8.5,0,2.5,0.03104996681213379,2
10,graph_5_9,24,5,5,6,6,10.0,0,3.0,0.03423142433166504,2
11,graph_5_10,24,5,6,6,7,20.5,0,6.5,0.04352593421936035,2
12,graph_5_11,24,5,6,6,7,17.0,0,4.0,0.04430127143859863,2
13,graph_5_12,24,5,6,6,7,20.5,0,6.5,0.042397260665893555,2
14,graph_5_13,24,5,6,7,8,17.0,0,4.0,0.03692889213562012,2
15,graph_5_14,24,5,6,8,9,23.0,0,6.0,0.05101490020751953,2
16,graph_5_15,24,5,6,7,8,17.0,0,4.0,0.03714871406555176,2
17,graph_5_16,24,5,6,7,8,14.5,0,4.5,0.039946556091308594,2
18,graph_5_17,24,5,6,7,8,22.0,0,4.0,0.0459139347076416,2
19,graph_5_18,24,5,6,6,7,17.0,0,4.0,0.039423465728759766,2
20,graph_5_19,24,5,6,8,9,20.0,0,5.0,0.04712820053100586,2
21,graph_5_20,24,5,6,8,9,18.0,0,4.0,0.04215359687805176,2
22,graph_5_21,24,5,6,7,8,24.0,0,6.0,0.042583465576171875,2
23,graph_5_22,24,5,6,7,8,26.0,0,7.0,0.047608137130737305,2
24,graph_5_23,24,5,6,7,8,26.5,0,6.5,0.055107831954956055,2
25,graph_5_24,24,5,6,8,9,24.0,0,8.0,0.04611945152282715,2
26,graph_5_25,24,5,6,6,7,16.0,0,4.0,0.038225650787353516,2
27,graph_5_26,24,5,6,8,9,18.5,0,4.5,0.03877067565917969,2
28,graph_5_27,24,5,6,6,7,19.5,1,4.5,0.03384995460510254,2
29,graph_5_28,24,5,6,6,7,19.5,1,4.5,0.0406498908996582,2
30,graph_5_29,24,5,6,8,9,24.0,0,8.0,0.0652165412902832,2
31,graph_5_30,24,5,6,7,8,22.0,0,4.0,0.03421282768249512,2
32,graph_5_31,24,5,7,11,13,28.0,0,5.0,0.05667901039123535,2
33,graph_5_32,24,5,7,8,10,14.0,0,4.0,0.027618885040283203,2
34,graph_5_33,24,5,7,8,10,22.0,0,5.0,0.04163169860839844,2
35,graph_5_34,24,5,7,10,12,34.0,0,8.0,0.05905628204345703,2
36,graph_5_35,24,5,7,8,10,35.0,1,7.0,0.07157731056213379,2
37,graph_5_36,24,5,7,10,12,24.5,0,5.5,0.047402143478393555,2
38,graph_5_37,24,5,7,7,9,17.0,0,5.0,0.03708648681640625,2
39,graph_5_38,24,5,7,9,11,21.5,0,6.5,0.06238913536071777,2
40,graph_5_39,24,5,7,9,11,32.99999999999997,0,8.0,0.08428454399108887,2
41,graph_5_40,24,5,7,8,10,22.0,0,5.0,0.05231976509094238,2
42,graph_5_41,24,5,7,10,12,35.0,0,7.0,0.08912920951843262,2
43,graph_5_42,24,5,7,8,10,24.0,0,5.0,0.03493380546569824,2
44,graph_5_43,24,5,7,8,10,37.0,1,8.0,0.07611298561096191,2
45,graph_5_44,24,5,7,8,10,37.0,1,8.0,0.06677412986755371,2
46,graph_5_45,24,5,7,10,12,30.0,0,8.0,0.08311748504638672,2
47,graph_5_46,24,5,7,9,11,30.999999999999986,0,7.0,0.10312628746032715,2
48,graph_5_47,24,5,7,8,10,24.0,0,5.0,0.03997516632080078,2
49,graph_5_48,24,5,7,10,12,35.0,0,7.0,0.07702112197875977,2
50,graph_5_49,24,5,7,9,11,31.0,0,6.0,0.06554388999938965,2
51,graph_5_50,24,5,8,11,14,50.0,0,10.0,0.1735391616821289,2
52,graph_5_51,24,5,8,10,13,43.5,0,8.5,0.13914799690246582,2
53,graph_5_52,24,5,8,7,10,34.0,1,8.0,0.06489038467407227,2
54,graph_5_53,24,5,8,12,15,44.0,0,9.0,0.09946227073669434,2
55,graph_5_54,24,5,8,13,16,53.0,0,12.0,1.986647367477417,2
56,graph_5_55,24,5,8,10,13,41.0,0,9.0,0.09264492988586426,2
57,graph_5_56,24,5,8,12,15,41.0,0,9.0,0.17763638496398926,2
58,graph_5_57,24,5,8,12,15,40.0,0,9.0,0.12240052223205566,2
