Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,2,1,3,2,0,0.004533052444458008,2,0,0.05
1,north/g.13.45.graphml,13,13,0,4,1,5,4,0,2.193450927734375e-05,2,0,0.002
2,Rome-Lib/graficon13nodi/grafo2518.13,13,20,0,22,22,44,66,0,0.009210824966430664,2,1,0.006
3,Rome-Lib/graficon16nodi/grafo894.16,16,26,1,85,120,205,650,9,0.019962072372436523,2,1,0.019
4,north/g.33.5.graphml,33,35,0,19,13,32,56,0,0.0013039112091064453,2,1,0.004
5,Rome-Lib/graficon22nodi/grafo2165.22,22,32,0,38,34,72,122,0,0.0020720958709716797,2,1,0.007
6,north/g.27.3.graphml,27,41,0,23,21,44,54,0,0.002490997314453125,2,0,0.086
7,Rome-Lib/graficon33nodi/grafo9905.33,33,49,0,217,287,504,1848,12,0.11134099960327148,2,1,0.052
8,Rome-Lib/graficon32nodi/grafo11261.32,32,55,0,120,134,254,584,2,0.01655888557434082,2,1,0.02
9,Rome-Lib/graficon26nodi/grafo427.26,26,51,0,110,137,247,632,3,0.014755964279174805,2,1,0.021
10,Rome-Lib/graficon48nodi/grafo1669.48,48,62,4,317,426,743,3530,15,0.25647711753845215,2,1,0.099
11,Rome-Lib/graficon36nodi/grafo5809.36,36,63,0,241,288,529,1922,8,0.08677911758422852,2,1,0.054
12,Rome-Lib/graficon41nodi/grafo5414.41,41,70,0,161,163,324,792,1,0.01901698112487793,2,1,0.028
13,Rome-Lib/graficon39nodi/grafo6892.39,39,74,0,478,743,1221,6214,33,1.1059439182281494,2,1,0.233
14,Rome-Lib/graficon38nodi/grafo3421.38,38,89,0,461,598,1059,4316,21,0.8291230201721191,2,1,0.129
15,Rome-Lib/graficon42nodi/grafo3326.42,42,82,0,482,702,1184,5516,30,1.6254780292510986,2,1,0.163
16,Rome-Lib/graficon42nodi/grafo7485.42,42,99,0,411,507,918,3466,15,0.35288405418395996,2,1,0.11
17,Rome-Lib/graficon58nodi/grafo4852.58,58,96,1,683,986,1669,9240,42,2.6558241844177246,2,1,0.294
18,Rome-Lib/graficon37nodi/grafo11295.37,37,101,0,297,329,626,1806,2,0.03897690773010254,2,1,0.068
19,Rome-Lib/graficon47nodi/grafo6344.47,47,100,0,545,668,1213,5566,11,0.39227890968322754,2,1,0.191
20,Rome-Lib/graficon62nodi/grafo9132.62,62,116,1,473,579,1052,4408,12,0.3824141025543213,2,1,0.163
21,Rome-Lib/graficon52nodi/grafo7115.52,52,113,0,535,625,1160,5166,7,0.2650718688964844,2,1,0.179
22,Rome-Lib/graficon62nodi/grafo4231.62,62,123,0,782,1011,1793,9156,31,287.60782194137573,2,6683,0.393
23,Rome-Lib/graficon68nodi/grafo9700.68,68,124,0,891,1184,2075,11528,30,9.899885177612305,2,63,0.501
24,north/g.92.4.graphml,92,131,0,52,41,93,174,0,0.025966167449951172,2,1,0.201
25,Rome-Lib/graficon73nodi/grafo8613.73,73,131,0,835,1027,1862,10146,15,1.427711009979248,2,1,0.351
26,Rome-Lib/graficon64nodi/grafo9178.64,64,141,0,912,1180,2092,10840,27,7.114642858505249,2,1,0.43
27,Rome-Lib/graficon75nodi/grafo9736.75,75,147,0,683,805,1488,6344,14,0.37793993949890137,2,1,0.241
28,Rome-Lib/graficon67nodi/grafo4841.67,67,158,0,1177,1470,2647,16680,39,17.0457501411438,2,1,0.734
29,Rome-Lib/graficon46nodi/grafo6212.46,46,159,0,1095,1304,2399,12926,37,3.3811328411102295,2,1,0.609
30,Rome-Lib/graficon84nodi/grafo7949.84,84,160,1,1541,2036,3577,25370,47,300.0456268787384,9,1848,1.201
31,Rome-Lib/graficon63nodi/grafo9547.63,63,165,0,1278,1634,2912,18612,56,300.0333499908447,9,3357,0.834
