Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
38,Rome-Lib/graficon11nodi/grafo2964.11,11,19,0,18,11,29,38,0,0.0010879039764404297,2,1,0.001
39,north/g.14.16.graphml,14,14,0,30,20,50,120,0,0.0015740394592285156,2,1,0.003
40,north/g.18.21.graphml,18,19,5,37,39,76,177,10,0.0022439956665039062,2,1,0.005
41,Rome-Lib/graficon11nodi/grafo2139.11,11,15,3,24,32,56,117,7,0.004045009613037109,2,1,0.003
42,Rome-Lib/graficon11nodi/grafo3097.11,11,14,0,10,7,17,20,0,0.0005757808685302734,2,0,0.001
43,north/g.18.34.graphml,18,19,0,28,6,34,90,0,0.0008709430694580078,2,0,0.003
44,north/g.12.121.graphml,12,15,9,20,37,57,113,18,0.001374959945678711,2,1,0.003
45,north/g.12.45.graphml,12,14,0,18,14,32,56,0,0.0008630752563476562,2,0,0.002
46,Rome-Lib/graficon14nodi/grafo285.14,14,18,1,31,35,66,135,2,0.002087116241455078,2,1,0.004
47,north/g.16.55.graphml,16,16,1,49,6,55,255,2,0.0017321109771728516,2,0,0.006
48,north/g.10.74.graphml,10,12,0,14,14,28,50,1,0.0014159679412841797,2,1,0.001
49,Rome-Lib/graficon13nodi/grafo530.13,13,14,0,22,22,44,80,0,0.0012578964233398438,2,1,0.002
50,Rome-Lib/graficon12nodi/grafo691.12,12,14,0,11,8,19,26,0,3.409385681152344e-05,2,0,0.001
51,Rome-Lib/graficon16nodi/grafo1741.16,16,18,0,20,16,36,58,0,0.0010509490966796875,2,0,0.002
52,north/g.18.36.graphml,18,18,0,94,24,118,778,0,0.004042863845825195,2,0,0.019
53,Rome-Lib/graficon11nodi/grafo612.11,11,13,0,7,4,11,10,0,0.0003039836883544922,2,0,0.001
54,Rome-Lib/graficon12nodi/grafo234.12,12,16,0,27,31,58,122,1,0.0042018890380859375,2,1,0.003
55,north/g.15.35.graphml,15,19,0,22,10,32,52,0,4.9114227294921875e-05,2,0,0.002
56,Rome-Lib/graficon11nodi/grafo997.11,11,15,0,15,13,28,40,0,4.315376281738281e-05,2,0,0.001
57,Rome-Lib/graficon12nodi/grafo542.12,12,17,0,15,12,27,36,0,0.0032720565795898438,2,1,0.001
58,Rome-Lib/graficon11nodi/grafo927.11,11,11,0,7,4,11,10,0,0.0002880096435546875,2,0,0.001
59,Rome-Lib/graficon10nodi/grafo1898.10,10,16,0,31,42,73,164,1,0.005205869674682617,2,1,0.005
60,Rome-Lib/graficon11nodi/grafo1128.11,11,14,1,7,7,14,17,2,0.0005810260772705078,2,0,0.001
61,north/g.15.24.graphml,15,16,0,16,3,19,20,0,0.00041794776916503906,2,0,0.001
62,Rome-Lib/graficon14nodi/grafo719.14,14,14,0,13,9,22,34,0,4.100799560546875e-05,2,0,0.001
63,north/g.16.34.graphml,16,16,1,79,24,103,621,2,0.004583120346069336,2,1,0.015
64,north/g.15.33.graphml,15,15,0,56,1,57,332,0,8.416175842285156e-05,2,0,0.008
65,north/g.13.91.graphml,13,15,0,16,12,28,42,0,0.0012979507446289062,2,1,0.001
66,Rome-Lib/graficon15nodi/grafo480.15,15,18,0,20,19,39,68,0,0.0014729499816894531,2,1,0.002
67,Rome-Lib/graficon15nodi/grafo1107.15,15,19,0,38,50,88,198,0,0.002187967300415039,2,1,0.005
68,north/g.10.89.graphml,10,14,0,13,9,22,30,0,0.0013129711151123047,2,1,0.001
69,Rome-Lib/graficon15nodi/grafo2568.15,15,17,0,34,46,80,184,1,0.004965066909790039,2,1,0.005
70,Rome-Lib/graficon14nodi/grafo487.14,14,15,0,8,3,11,8,0,0.0004410743713378906,2,0,0.0
71,Rome-Lib/graficon14nodi/grafo2158.14,14,19,0,52,49,101,282,0,0.00249481201171875,2,1,0.007
72,Rome-Lib/graficon17nodi/grafo2106.17,17,19,0,24,24,48,80,0,0.0018389225006103516,2,1,0.002
73,north/g.10.3.graphml,10,10,0,5,2,7,6,0,3.0994415283203125e-05,2,0,0.0
74,Rome-Lib/graficon14nodi/grafo912.14,14,14,0,13,9,22,34,0,4.100799560546875e-05,2,0,0.001
75,Rome-Lib/graficon15nodi/grafo2887.15,15,17,0,49,57,106,304,0,0.0036029815673828125,2,1,0.008
76,north/g.12.146.graphml,12,17,0,15,19,34,50,3,0.002360105514526367,2,1,0.002
77,Rome-Lib/graficon15nodi/grafo1093.15,15,17,1,19,21,40,69,2,0.0014660358428955078,2,1,0.002
78,Rome-Lib/graficon13nodi/grafo714.13,13,17,0,14,12,26,32,0,0.0012390613555908203,2,1,0.001
79,Rome-Lib/graficon12nodi/grafo766.12,12,17,0,12,9,21,24,0,3.981590270996094e-05,2,0,0.001
80,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,47,60,107,309,4,0.007627964019775391,2,1,0.008
81,north/g.10.57.graphml,10,18,0,10,8,18,20,0,0.0005230903625488281,2,0,0.001
82,Rome-Lib/graficon12nodi/grafo773.12,12,17,0,27,24,51,96,0,0.0015668869018554688,2,1,0.003
83,Rome-Lib/graficon11nodi/grafo1659.11,11,16,1,29,36,65,135,3,0.004504203796386719,2,1,0.004
84,Rome-Lib/graficon10nodi/grafo1857.10,10,12,0,10,9,19,24,0,0.0012619495391845703,2,1,0.001
85,Rome-Lib/graficon10nodi/grafo474.10,10,12,0,9,7,16,18,0,0.0009100437164306641,2,1,0.001
86,Rome-Lib/graficon12nodi/grafo770.12,12,16,0,18,13,31,46,0,0.0006229877471923828,2,0,0.002
87,Rome-Lib/graficon13nodi/grafo716.13,13,15,0,10,8,18,20,0,0.0005450248718261719,2,0,0.001
88,Rome-Lib/graficon11nodi/grafo533.11,11,12,0,10,9,19,24,0,0.001033782958984375,2,1,0.001
89,north/g.12.105.graphml,12,19,0,50,76,126,334,6,0.0073430538177490234,2,1,0.008
90,north/g.14.19.graphml,14,15,0,14,2,16,16,0,3.409385681152344e-05,2,0,0.001
91,Rome-Lib/graficon10nodi/grafo962.10,10,12,0,9,7,16,18,0,0.001049041748046875,2,1,0.001
92,Rome-Lib/graficon12nodi/grafo650.12,12,13,0,13,9,22,34,0,0.001188039779663086,2,1,0.001
93,north/g.16.66.graphml,16,16,0,27,96,123,248,22,0.03156781196594238,2,1,0.006
94,north/g.13.77.graphml,13,13,0,13,2,15,26,0,3.504753112792969e-05,2,0,0.001
95,north/g.13.46.graphml,13,15,0,10,6,16,20,0,3.409385681152344e-05,2,0,0.001
96,Rome-Lib/graficon10nodi/grafo1032.10,10,10,0,3,1,4,2,0,3.409385681152344e-05,2,0,0.0
97,Rome-Lib/graficon11nodi/grafo857.11,11,12,0,19,22,41,74,0,0.001683950424194336,2,1,0.002
98,Rome-Lib/graficon13nodi/grafo277.13,13,16,0,37,49,86,220,3,0.005438089370727539,2,1,0.005
99,Rome-Lib/graficon12nodi/grafo2439.12,12,13,0,10,6,16,22,0,0.0006120204925537109,2,0,0.001
100,Rome-Lib/graficon11nodi/grafo313.11,11,13,0,16,12,28,42,0,0.0013079643249511719,2,1,0.001
101,north/g.10.42.graphml,10,10,0,14,7,21,36,0,0.0005619525909423828,2,0,0.001
102,Rome-Lib/graficon14nodi/grafo2189.14,14,17,0,31,30,61,140,1,0.00374603271484375,2,1,0.004
103,Rome-Lib/graficon14nodi/grafo956.14,14,15,0,20,20,40,70,1,0.0028460025787353516,2,1,0.002
104,Rome-Lib/graficon12nodi/grafo747.12,12,15,0,25,20,45,112,0,0.0014390945434570312,2,1,0.003
105,north/g.13.60.graphml,13,19,0,25,22,47,78,1,0.0030100345611572266,2,1,0.002
106,north/g.14.12.graphml,14,14,0,9,5,14,14,0,0.0004379749298095703,2,0,0.001
107,Rome-Lib/graficon13nodi/grafo665.13,13,15,0,7,4,11,10,0,0.00039196014404296875,2,0,0.001
108,Rome-Lib/graficon13nodi/grafo510.13,13,18,0,33,41,74,164,1,0.0038361549377441406,2,1,0.004
109,Rome-Lib/graficon11nodi/grafo2979.11,11,13,0,8,7,15,18,0,0.00044608116149902344,2,0,0.001
110,north/g.17.20.graphml,17,19,0,35,20,55,120,0,0.0018661022186279297,2,1,0.003
111,Rome-Lib/graficon11nodi/grafo303.11,11,11,0,8,6,14,16,0,0.0005161762237548828,2,0,0.001
112,Rome-Lib/graficon10nodi/grafo462.10,10,12,0,9,7,16,18,0,0.0010540485382080078,2,1,0.001
113,Rome-Lib/graficon12nodi/grafo193.12,12,17,0,20,16,36,58,0,0.001191854476928711,2,1,0.002
114,Rome-Lib/graficon12nodi/grafo144.12,12,12,0,12,7,19,34,0,0.0011489391326904297,2,1,0.001
115,Rome-Lib/graficon14nodi/grafo1063.14,14,18,0,12,7,19,20,0,0.0012459754943847656,2,1,0.001
116,Rome-Lib/graficon13nodi/grafo235.13,13,13,0,9,3,12,12,0,0.000453948974609375,2,0,0.001
117,Rome-Lib/graficon15nodi/grafo2266.15,15,18,1,18,18,36,55,3,0.002574920654296875,2,1,0.002
118,Rome-Lib/graficon11nodi/grafo263.11,11,12,0,4,2,6,6,0,2.5987625122070312e-05,2,0,0.0
119,north/g.11.60.graphml,11,11,0,13,9,22,34,0,4.601478576660156e-05,2,0,0.001
120,Rome-Lib/graficon12nodi/grafo2938.12,12,13,0,12,10,22,28,0,0.00047779083251953125,2,0,0.001
121,north/g.15.38.graphml,15,15,0,66,0,66,440,0,0.00010585784912109375,2,0,0.011
122,Rome-Lib/graficon12nodi/grafo933.12,12,12,0,3,0,3,0,0,2.5033950805664062e-05,2,0,0.0
123,north/g.11.37.graphml,11,12,0,17,16,33,72,2,0.0027420520782470703,2,1,0.002
124,Rome-Lib/graficon17nodi/grafo903.17,17,17,1,14,13,27,39,2,0.0007100105285644531,2,0,0.001
125,Rome-Lib/graficon13nodi/grafo848.13,13,16,0,14,10,24,32,0,0.001024007797241211,2,1,0.001
126,north/g.10.71.graphml,10,11,0,36,0,36,168,0,6.29425048828125e-05,2,0,0.005
127,Rome-Lib/graficon12nodi/grafo453.12,12,12,0,3,0,3,0,0,2.09808349609375e-05,2,0,0.0
128,north/g.13.114.graphml,13,16,0,18,9,27,42,0,0.0007910728454589844,2,0,0.001
129,Rome-Lib/graficon11nodi/grafo1734.11,11,17,0,23,20,43,84,1,0.0036029815673828125,2,1,0.002
130,Rome-Lib/graficon12nodi/grafo252.12,12,12,0,9,7,16,18,0,0.0004558563232421875,2,0,0.001
131,Rome-Lib/graficon16nodi/grafo322.16,16,17,0,26,23,49,90,0,0.0016541481018066406,2,1,0.002
132,Rome-Lib/graficon15nodi/grafo2783.15,15,19,0,28,25,53,102,1,0.0036029815673828125,2,1,0.003
133,Rome-Lib/graficon14nodi/grafo642.14,14,16,0,19,19,38,66,1,0.002772092819213867,2,1,0.002
134,Rome-Lib/graficon14nodi/grafo731.14,14,16,0,15,14,29,44,0,0.0008208751678466797,2,0,0.001
135,Rome-Lib/graficon10nodi/grafo327.10,10,12,0,6,3,9,8,0,0.00027108192443847656,2,0,0.001
136,Rome-Lib/graficon14nodi/grafo403.14,14,18,0,22,22,44,74,1,0.0031120777130126953,2,1,0.002
137,Rome-Lib/graficon12nodi/grafo2607.12,12,15,1,24,24,48,99,3,0.003648042678833008,2,1,0.003
138,Rome-Lib/graficon12nodi/grafo800.12,12,12,0,3,0,3,0,0,2.09808349609375e-05,2,0,0.0
139,north/g.17.23.graphml,17,17,1,52,11,63,271,2,0.001322031021118164,2,0,0.007
140,Rome-Lib/graficon11nodi/grafo834.11,11,14,0,15,11,26,40,0,0.0011348724365234375,2,1,0.002
141,Rome-Lib/graficon15nodi/grafo338.15,15,18,0,36,46,82,180,0,0.0025429725646972656,2,1,0.006
142,north/g.10.1.graphml,10,10,3,18,24,42,93,6,0.0010221004486083984,2,0,0.003
143,Rome-Lib/graficon11nodi/grafo1099.11,11,13,0,9,6,15,16,0,0.0004489421844482422,2,0,0.001
144,north/g.13.69.graphml,13,16,0,12,6,18,18,0,0.00034809112548828125,2,0,0.001
145,Rome-Lib/graficon12nodi/grafo2001.12,12,15,1,24,28,52,107,3,0.0033490657806396484,2,1,0.003
146,Rome-Lib/graficon13nodi/grafo1719.13,13,18,0,19,20,39,60,1,0.0031058788299560547,2,1,0.002
147,Rome-Lib/graficon10nodi/grafo837.10,10,12,0,9,7,16,18,0,0.0009760856628417969,2,1,0.001
148,Rome-Lib/graficon11nodi/grafo177.11,11,15,0,15,13,28,40,0,4.291534423828125e-05,2,0,0.001
149,Rome-Lib/graficon11nodi/grafo740.11,11,12,1,4,4,8,11,2,0.00037407875061035156,2,0,0.001
150,north/g.17.28.graphml,17,18,0,6,5,11,12,0,0.00041604042053222656,2,0,0.001
151,north/g.13.80.graphml,13,18,0,42,40,82,198,0,0.002293109893798828,2,1,0.006
152,north/g.12.122.graphml,12,17,0,19,21,40,62,0,0.0013089179992675781,2,1,0.002
153,Rome-Lib/graficon12nodi/grafo2512.12,12,16,0,27,37,64,130,1,0.0043108463287353516,2,1,0.003
154,north/g.15.56.graphml,15,19,0,19,9,28,42,0,0.0007240772247314453,2,0,0.001
155,Rome-Lib/graficon11nodi/grafo2812.11,11,13,0,8,7,15,18,0,0.00038909912109375,2,0,0.001
156,north/g.10.56.graphml,10,11,0,5,2,7,6,0,0.00022792816162109375,2,0,0.0
157,Rome-Lib/graficon10nodi/grafo3024.10,10,12,0,6,4,10,10,0,0.0002551078796386719,2,0,0.0
158,north/g.12.104.graphml,12,18,0,44,59,103,270,4,0.005993843078613281,2,1,0.007
159,Rome-Lib/graficon12nodi/grafo730.12,12,15,0,23,19,42,80,0,0.0013689994812011719,2,1,0.002
160,Rome-Lib/graficon12nodi/grafo571.12,12,12,0,3,1,4,2,0,0.0001590251922607422,2,0,0.0
161,Rome-Lib/graficon13nodi/grafo548.13,13,13,0,6,5,11,12,0,0.0004000663757324219,2,0,0.001
162,Rome-Lib/graficon12nodi/grafo919.12,12,17,0,21,21,42,72,1,0.0025818347930908203,2,1,0.002
163,Rome-Lib/graficon11nodi/grafo439.11,11,14,0,18,16,34,60,0,0.0011248588562011719,2,1,0.002
164,Rome-Lib/graficon15nodi/grafo2791.15,15,16,0,13,9,22,28,0,0.0005941390991210938,2,0,0.001
165,Rome-Lib/graficon10nodi/grafo1123.10,10,12,0,9,7,16,18,0,0.0008060932159423828,2,1,0.001
166,Rome-Lib/graficon17nodi/grafo274.17,17,19,0,15,11,26,34,0,0.0011749267578125,2,1,0.001
167,north/g.10.2.graphml,10,10,3,18,24,42,93,6,0.0008859634399414062,2,0,0.002
168,Rome-Lib/graficon12nodi/grafo352.12,12,14,1,13,12,25,33,2,0.0025119781494140625,2,1,0.001
169,Rome-Lib/graficon14nodi/grafo2625.14,14,18,0,24,22,46,80,0,0.0011899471282958984,2,1,0.002
170,Rome-Lib/graficon16nodi/grafo640.16,16,17,0,12,9,21,28,0,0.0008959770202636719,2,1,0.001
171,Rome-Lib/graficon14nodi/grafo1083.14,14,16,1,27,19,46,113,2,0.001898050308227539,2,1,0.003
172,Rome-Lib/graficon13nodi/grafo637.13,13,13,0,8,4,12,12,0,0.00040411949157714844,2,0,0.001
173,Rome-Lib/graficon11nodi/grafo751.11,11,19,0,16,15,31,42,0,0.0010669231414794922,2,1,0.002
174,Rome-Lib/graficon11nodi/grafo1913.11,11,15,0,19,26,45,78,0,0.0012979507446289062,2,1,0.002
175,Rome-Lib/graficon14nodi/grafo2917.14,14,18,0,32,44,76,156,1,0.004667997360229492,2,1,0.004
176,Rome-Lib/graficon12nodi/grafo589.12,12,17,0,24,21,45,84,0,0.0015900135040283203,2,1,0.002
177,Rome-Lib/graficon13nodi/grafo989.13,13,18,0,18,16,34,52,0,0.0011820793151855469,2,1,0.002
178,Rome-Lib/graficon11nodi/grafo246.11,11,11,0,4,2,6,4,0,3.2901763916015625e-05,2,0,0.0
179,north/g.13.41.graphml,13,13,0,10,3,13,14,0,3.600120544433594e-05,2,0,0.001
180,Rome-Lib/graficon14nodi/grafo536.14,14,15,0,15,10,25,34,0,0.0007860660552978516,2,0,0.001
181,Rome-Lib/graficon17nodi/grafo2090.17,17,19,0,40,41,81,194,1,0.00554203987121582,2,1,0.005
182,Rome-Lib/graficon13nodi/grafo505.13,13,13,0,6,1,7,4,0,2.7894973754882812e-05,2,0,0.0
183,Rome-Lib/graficon13nodi/grafo2567.13,13,13,0,7,5,12,12,0,0.0012309551239013672,2,1,0.001
184,Rome-Lib/graficon16nodi/grafo853.16,16,16,0,18,17,35,54,0,0.0012829303741455078,2,1,0.002
185,Rome-Lib/graficon15nodi/grafo2730.15,15,15,0,16,13,29,44,0,0.0010838508605957031,2,1,0.001
186,Rome-Lib/graficon15nodi/grafo806.15,15,19,0,25,23,48,88,0,0.0021588802337646484,2,1,0.003
187,Rome-Lib/graficon15nodi/grafo2459.15,15,19,1,38,46,84,191,4,0.007436990737915039,2,1,0.005
188,Rome-Lib/graficon14nodi/grafo2527.14,14,16,0,28,33,61,122,2,0.00394892692565918,2,1,0.003
189,Rome-Lib/graficon11nodi/grafo2931.11,11,14,1,23,24,47,91,2,0.0015859603881835938,2,1,0.003
190,Rome-Lib/graficon10nodi/grafo238.10,10,14,0,8,7,15,18,0,0.0004961490631103516,2,0,0.001
191,north/g.12.110.graphml,12,13,0,22,3,25,54,0,0.0007519721984863281,2,0,0.001
192,Rome-Lib/graficon12nodi/grafo564.12,12,12,0,3,0,3,0,0,1.811981201171875e-05,2,0,0.0
193,Rome-Lib/graficon12nodi/grafo609.12,12,14,0,11,10,21,30,0,0.0010039806365966797,2,1,0.001
194,Rome-Lib/graficon10nodi/grafo209.10,10,12,0,6,3,9,8,0,0.00031280517578125,2,0,0.001
195,Rome-Lib/graficon17nodi/grafo774.17,17,19,0,44,45,89,266,2,0.006493806838989258,2,1,0.007
196,north/g.12.114.graphml,12,12,0,14,12,26,46,0,4.1961669921875e-05,2,0,0.002
197,Rome-Lib/graficon11nodi/grafo3101.11,11,13,0,8,7,15,18,0,0.00048804283142089844,2,0,0.001
198,north/g.12.48.graphml,12,14,0,18,14,32,56,0,0.0006279945373535156,2,0,0.002
199,Rome-Lib/graficon10nodi/grafo907.10,10,12,0,6,3,9,8,0,0.0002911090850830078,2,0,0.0
200,Rome-Lib/graficon13nodi/grafo671.13,13,20,0,12,7,19,18,0,0.0003199577331542969,2,0,0.001
201,north/g.20.22.graphml,20,24,0,13,12,25,32,0,0.0012431144714355469,2,1,0.001
202,Rome-Lib/graficon15nodi/grafo2487.15,15,21,0,25,19,44,74,0,0.0008649826049804688,2,0,0.002
203,Rome-Lib/graficon14nodi/grafo795.14,14,26,0,51,51,102,286,0,0.002986907958984375,2,1,0.007
204,Rome-Lib/graficon17nodi/grafo840.17,17,22,0,41,41,82,194,0,0.0022971630096435547,2,1,0.005
205,Rome-Lib/graficon14nodi/grafo644.14,14,20,0,29,31,60,106,1,0.0038149356842041016,2,1,0.003
206,north/g.13.76.graphml,13,28,0,31,31,62,98,0,0.0015239715576171875,2,1,0.003
207,Rome-Lib/graficon24nodi/grafo1526.24,24,24,0,38,19,57,102,0,0.0017061233520507812,2,1,0.003
208,Rome-Lib/graficon15nodi/grafo670.15,15,27,0,48,49,97,194,1,0.0058290958404541016,2,1,0.005
209,north/g.29.13.graphml,29,29,0,163,17,180,1676,0,0.007406949996948242,2,0,0.042
210,Rome-Lib/graficon17nodi/grafo2222.17,17,22,0,30,31,61,114,0,0.001953125,2,0,0.003
211,north/g.12.141.graphml,12,27,0,41,42,83,150,0,0.0021288394927978516,2,1,0.004
212,north/g.13.116.graphml,13,27,0,35,33,68,114,0,0.0016460418701171875,2,1,0.003
213,Rome-Lib/graficon11nodi/grafo401.11,11,20,0,23,20,43,72,0,0.0014598369598388672,2,1,0.002
214,north/g.17.32.graphml,17,21,1,28,37,65,127,4,0.004203081130981445,2,1,0.004
215,Rome-Lib/graficon17nodi/grafo2418.17,17,26,0,59,63,122,302,2,0.007363080978393555,2,1,0.007
216,Rome-Lib/graficon17nodi/grafo302.17,17,28,0,37,36,73,122,0,0.0016980171203613281,2,1,0.003
217,Rome-Lib/graficon18nodi/grafo2244.18,18,24,0,42,47,89,178,1,0.004725933074951172,2,1,0.005
218,north/g.12.145.graphml,12,28,0,72,99,171,482,7,0.011101007461547852,2,1,0.012
219,north/g.10.80.graphml,10,26,0,42,49,91,182,2,0.005227088928222656,2,1,0.004
220,Rome-Lib/graficon13nodi/grafo393.13,13,22,1,48,61,109,277,4,0.006487131118774414,2,1,0.007
221,Rome-Lib/graficon16nodi/grafo2549.16,16,24,0,57,70,127,314,2,0.007148027420043945,2,1,0.008
222,Rome-Lib/graficon16nodi/grafo2302.16,16,25,0,42,49,91,182,1,0.005002021789550781,2,1,0.005
223,Rome-Lib/graficon15nodi/grafo1136.15,15,24,0,33,31,64,114,0,0.0017862319946289062,2,1,0.003
224,Rome-Lib/graficon14nodi/grafo2720.14,14,21,0,30,28,58,106,0,0.0016429424285888672,2,1,0.003
225,Rome-Lib/graficon17nodi/grafo2644.17,17,23,0,38,40,78,152,0,0.002315998077392578,2,1,0.004
226,Rome-Lib/graficon15nodi/grafo2225.15,15,23,0,27,26,53,86,0,0.0014879703521728516,2,1,0.003
227,Rome-Lib/graficon16nodi/grafo2747.16,16,22,0,38,42,80,160,0,0.002022981643676758,2,1,0.004
228,Rome-Lib/graficon14nodi/grafo659.14,14,29,0,41,44,85,144,0,0.001984119415283203,2,1,0.004
229,Rome-Lib/graficon18nodi/grafo2556.18,18,28,0,74,82,156,418,0,0.004246950149536133,2,1,0.011
230,Rome-Lib/graficon13nodi/grafo736.13,13,27,0,23,20,43,54,0,4.291534423828125e-05,2,0,0.002
231,Rome-Lib/graficon12nodi/grafo1744.12,12,20,0,37,39,76,158,0,0.0021200180053710938,2,1,0.004
232,Rome-Lib/graficon15nodi/grafo1778.15,15,27,0,82,89,171,500,2,0.010462045669555664,2,1,0.012
233,Rome-Lib/graficon22nodi/grafo2667.22,22,23,0,46,47,93,202,0,0.0023050308227539062,2,1,0.005
234,Rome-Lib/graficon15nodi/grafo778.15,15,26,0,33,32,65,106,0,0.0008320808410644531,2,0,0.003
235,Rome-Lib/graficon18nodi/grafo1648.18,18,26,1,74,103,177,497,6,0.011548995971679688,2,1,0.012
236,north/g.16.21.graphml,16,20,0,37,32,69,140,0,0.0017209053039550781,2,1,0.003
237,Rome-Lib/graficon17nodi/grafo2679.17,17,21,0,39,44,83,178,1,0.005283832550048828,2,1,0.004
238,north/g.19.40.graphml,19,29,0,31,26,57,94,0,0.0017170906066894531,2,1,0.003
239,Rome-Lib/graficon16nodi/grafo2236.16,16,28,0,68,66,134,344,1,0.006985187530517578,2,1,0.009
240,Rome-Lib/graficon19nodi/grafo2206.19,19,29,0,63,70,133,306,2,0.007032871246337891,2,1,0.008
241,Rome-Lib/graficon16nodi/grafo2349.16,16,26,0,40,41,81,154,0,0.001898050308227539,2,1,0.004
242,Rome-Lib/graficon19nodi/grafo2662.19,19,25,1,36,39,75,141,2,0.002084016799926758,2,1,0.004
243,Rome-Lib/graficon20nodi/grafo244.20,20,26,0,61,61,122,304,1,0.006911039352416992,2,1,0.008
244,Rome-Lib/graficon18nodi/grafo216.18,18,23,0,34,31,65,118,0,0.0017070770263671875,2,1,0.003
245,Rome-Lib/graficon17nodi/grafo677.17,17,22,1,61,75,136,391,5,0.007728099822998047,2,1,0.01
