Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,8,7,15,18,0,0.013139963150024414,2,0,0.082
1,north/g.13.45.graphml,13,13,0,31,2,33,118,0,6.4849853515625e-05,2,0,0.003
2,north/g.10.11.graphml,10,10,0,15,0,15,40,0,3.504753112792969e-05,2,0,0.001
3,Rome-Lib/graficon11nodi/grafo233.11,11,18,0,15,12,27,36,0,4.506111145019531e-05,2,0,0.001
4,Rome-Lib/graficon12nodi/grafo2240.12,12,16,0,12,11,23,28,0,0.004270076751708984,2,1,0.001
5,Rome-Lib/graficon11nodi/grafo324.11,11,13,0,13,11,24,34,0,0.0014121532440185547,2,1,0.001
6,Rome-Lib/graficon11nodi/grafo1866.11,11,19,0,40,48,88,196,0,0.002618074417114258,2,1,0.007
7,Rome-Lib/graficon12nodi/grafo604.12,12,12,0,8,4,12,12,0,0.0009150505065917969,2,0,0.001
8,Rome-Lib/graficon16nodi/grafo418.16,16,19,0,40,38,78,188,0,0.0030510425567626953,2,1,0.008
9,Rome-Lib/graficon15nodi/grafo2806.15,15,18,0,27,27,54,102,0,0.0020868778228759766,2,1,0.003
10,Rome-Lib/graficon11nodi/grafo2384.11,11,15,0,9,5,14,14,0,3.600120544433594e-05,2,0,0.001
11,Rome-Lib/graficon10nodi/grafo1010.10,10,12,0,17,14,31,56,0,0.0006361007690429688,2,0,0.002
12,north/g.12.78.graphml,12,13,1,10,8,18,22,1,0.0020198822021484375,2,1,0.001
13,Rome-Lib/graficon12nodi/grafo1843.12,12,14,1,12,13,25,36,2,0.0058290958404541016,2,1,0.001
14,north/g.11.21.graphml,11,11,0,36,0,36,168,0,7.200241088867188e-05,2,0,0.005
15,north/g.12.49.graphml,12,14,0,13,10,23,32,0,0.0016961097717285156,2,1,0.002
16,north/g.14.31.graphml,14,17,0,14,8,22,24,0,0.00047707557678222656,2,0,0.001
17,Rome-Lib/graficon11nodi/grafo1061.11,11,13,0,16,17,33,52,1,0.004214048385620117,2,1,0.002
18,Rome-Lib/graficon14nodi/grafo777.14,14,17,0,16,13,29,40,0,0.0014278888702392578,2,1,0.001
19,north/g.15.14.graphml,15,18,0,31,23,54,126,0,0.0020411014556884766,2,1,0.004
20,Rome-Lib/graficon15nodi/grafo1971.15,15,19,0,38,47,85,192,1,0.006522178649902344,2,1,0.006
21,Rome-Lib/graficon11nodi/grafo1912.11,11,16,1,33,40,73,194,3,0.006724834442138672,2,1,0.005
22,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,80,174,0,0.002888202667236328,2,1,0.005
23,north/g.11.3.graphml,11,11,0,7,5,12,12,0,0.0004601478576660156,2,0,0.001
24,Rome-Lib/graficon16nodi/grafo2241.16,16,17,0,34,56,90,204,5,0.007130861282348633,2,1,0.006
25,north/g.10.13.graphml,10,10,0,8,7,15,22,0,0.0004410743713378906,2,0,0.001
26,Rome-Lib/graficon17nodi/grafo816.17,17,17,1,14,13,27,38,1,0.0012531280517578125,2,1,0.001
27,Rome-Lib/graficon12nodi/grafo888.12,12,14,0,23,19,42,80,0,0.0014369487762451172,2,1,0.002
28,north/g.11.73.graphml,11,14,0,9,6,15,16,0,0.0009789466857910156,2,1,0.001
29,Rome-Lib/graficon10nodi/grafo2111.10,10,16,1,25,28,53,106,2,0.003638029098510742,2,1,0.003
30,Rome-Lib/graficon11nodi/grafo685.11,11,13,0,19,15,34,60,0,0.001422882080078125,2,1,0.002
31,Rome-Lib/graficon11nodi/grafo2433.11,11,13,0,8,7,15,18,0,0.0004999637603759766,2,0,0.001
32,Rome-Lib/graficon12nodi/grafo756.12,12,12,0,5,2,7,4,0,2.9087066650390625e-05,2,0,0.0
33,Rome-Lib/graficon16nodi/grafo366.16,16,17,0,24,22,46,90,0,0.0020210742950439453,2,1,0.003
34,Rome-Lib/graficon12nodi/grafo666.12,12,17,0,24,26,50,88,1,0.003751993179321289,2,1,0.003
35,Rome-Lib/graficon15nodi/grafo780.15,15,19,0,35,37,72,156,0,0.0031080245971679688,2,1,0.007
36,Rome-Lib/graficon15nodi/grafo965.15,15,17,0,23,20,43,84,1,0.00391697883605957,2,1,0.003
37,Rome-Lib/graficon10nodi/grafo466.10,10,12,0,9,7,16,18,0,0.0010249614715576172,2,1,0.001
38,Rome-Lib/graficon11nodi/grafo2964.11,11,19,0,18,11,29,38,0,0.0011839866638183594,2,1,0.001
39,north/g.14.16.graphml,14,14,0,30,20,50,120,0,0.0015799999237060547,2,1,0.004
40,north/g.18.21.graphml,18,19,5,37,39,76,172,5,0.005013942718505859,2,1,0.005
41,Rome-Lib/graficon11nodi/grafo2139.11,11,15,3,24,32,56,114,4,0.004117012023925781,2,1,0.003
42,Rome-Lib/graficon11nodi/grafo3097.11,11,14,0,10,7,17,20,0,0.0005960464477539062,2,0,0.001
43,north/g.18.34.graphml,18,19,0,28,6,34,90,0,0.0006589889526367188,2,0,0.002
44,north/g.12.121.graphml,12,15,9,20,37,57,104,9,0.0042760372161865234,2,1,0.003
45,north/g.12.45.graphml,12,14,0,18,14,32,56,0,0.0007550716400146484,2,0,0.002
46,Rome-Lib/graficon14nodi/grafo285.14,14,18,1,31,35,66,134,1,0.004374980926513672,2,1,0.004
47,north/g.16.55.graphml,16,16,1,49,6,55,254,1,0.0020911693572998047,2,1,0.006
48,north/g.10.74.graphml,10,12,0,14,14,28,50,1,0.0014448165893554688,2,1,0.002
49,Rome-Lib/graficon13nodi/grafo530.13,13,14,0,22,22,44,80,0,0.0013048648834228516,2,1,0.002
50,Rome-Lib/graficon12nodi/grafo691.12,12,14,0,11,8,19,26,0,3.409385681152344e-05,2,0,0.001
51,Rome-Lib/graficon16nodi/grafo1741.16,16,18,0,20,16,36,58,0,0.0008668899536132812,2,0,0.002
52,north/g.18.36.graphml,18,18,0,94,24,118,778,0,0.004199981689453125,2,0,0.02
53,Rome-Lib/graficon11nodi/grafo612.11,11,13,0,7,4,11,10,0,0.0002830028533935547,2,0,0.001
54,Rome-Lib/graficon12nodi/grafo234.12,12,16,0,27,31,58,122,1,0.0033118724822998047,2,1,0.003
55,north/g.15.35.graphml,15,19,0,22,10,32,52,0,4.1961669921875e-05,2,0,0.002
56,Rome-Lib/graficon11nodi/grafo997.11,11,15,0,15,13,28,40,0,4.00543212890625e-05,2,0,0.001
57,Rome-Lib/graficon12nodi/grafo542.12,12,17,0,15,12,27,36,0,0.0026140213012695312,2,1,0.001
58,Rome-Lib/graficon11nodi/grafo927.11,11,11,0,7,4,11,10,0,0.0002911090850830078,2,0,0.001
59,Rome-Lib/graficon10nodi/grafo1898.10,10,16,0,31,42,73,164,1,0.005060911178588867,2,1,0.004
60,Rome-Lib/graficon11nodi/grafo1128.11,11,14,1,7,7,14,16,1,0.0012149810791015625,2,1,0.001
61,north/g.15.24.graphml,15,16,0,16,3,19,20,0,0.0004601478576660156,2,0,0.001
62,Rome-Lib/graficon14nodi/grafo719.14,14,14,0,13,9,22,34,0,4.38690185546875e-05,2,0,0.001
63,north/g.16.34.graphml,16,16,1,79,24,103,620,1,0.00828695297241211,2,1,0.015
64,north/g.15.33.graphml,15,15,0,56,1,57,332,0,8.511543273925781e-05,2,0,0.008
65,north/g.13.91.graphml,13,15,0,16,12,28,42,0,0.0009860992431640625,2,1,0.001
66,Rome-Lib/graficon15nodi/grafo480.15,15,18,0,20,19,39,68,0,0.0014431476593017578,2,1,0.002
67,Rome-Lib/graficon15nodi/grafo1107.15,15,19,0,38,50,88,198,0,0.0023779869079589844,2,1,0.005
68,north/g.10.89.graphml,10,14,0,13,9,22,30,0,0.0013790130615234375,2,1,0.001
69,Rome-Lib/graficon15nodi/grafo2568.15,15,17,0,34,46,80,184,1,0.0055980682373046875,2,1,0.005
70,Rome-Lib/graficon14nodi/grafo487.14,14,15,0,8,3,11,8,0,0.00036787986755371094,2,0,0.0
71,Rome-Lib/graficon14nodi/grafo2158.14,14,19,0,52,49,101,282,0,0.0025610923767089844,2,1,0.008
72,Rome-Lib/graficon17nodi/grafo2106.17,17,19,0,24,24,48,80,0,0.0019941329956054688,2,1,0.002
73,north/g.10.3.graphml,10,10,0,5,2,7,6,0,2.5987625122070312e-05,2,0,0.001
74,Rome-Lib/graficon14nodi/grafo912.14,14,14,0,13,9,22,34,0,3.695487976074219e-05,2,0,0.001
75,Rome-Lib/graficon15nodi/grafo2887.15,15,17,0,49,57,106,304,0,0.003340005874633789,2,1,0.009
76,north/g.12.146.graphml,12,17,0,15,19,34,50,3,0.0026569366455078125,2,1,0.002
77,Rome-Lib/graficon15nodi/grafo1093.15,15,17,1,19,21,40,68,1,0.0033299922943115234,2,1,0.002
78,Rome-Lib/graficon13nodi/grafo714.13,13,17,0,14,12,26,32,0,0.001138925552368164,2,1,0.001
79,Rome-Lib/graficon12nodi/grafo766.12,12,17,0,12,9,21,24,0,3.790855407714844e-05,2,0,0.001
80,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,47,60,107,308,3,0.00717616081237793,2,1,0.008
81,north/g.10.57.graphml,10,18,0,10,8,18,20,0,0.0006489753723144531,2,0,0.001
82,Rome-Lib/graficon12nodi/grafo773.12,12,17,0,27,24,51,96,0,0.0015418529510498047,2,1,0.003
83,Rome-Lib/graficon11nodi/grafo1659.11,11,16,1,29,36,65,134,2,0.00421905517578125,2,1,0.004
84,Rome-Lib/graficon10nodi/grafo1857.10,10,12,0,10,9,19,24,0,0.0010480880737304688,2,1,0.001
85,Rome-Lib/graficon10nodi/grafo474.10,10,12,0,9,7,16,18,0,0.0009088516235351562,2,1,0.001
86,Rome-Lib/graficon12nodi/grafo770.12,12,16,0,18,13,31,46,0,0.0006921291351318359,2,0,0.001
87,Rome-Lib/graficon13nodi/grafo716.13,13,15,0,10,8,18,20,0,0.00043487548828125,2,0,0.001
88,Rome-Lib/graficon11nodi/grafo533.11,11,12,0,10,9,19,24,0,0.0009980201721191406,2,1,0.001
89,north/g.12.105.graphml,12,19,0,50,76,126,334,6,0.007631063461303711,2,1,0.008
90,north/g.14.19.graphml,14,15,0,14,2,16,16,0,3.0994415283203125e-05,2,0,0.001
91,Rome-Lib/graficon10nodi/grafo962.10,10,12,0,9,7,16,18,0,0.0010669231414794922,2,1,0.001
92,Rome-Lib/graficon12nodi/grafo650.12,12,13,0,13,9,22,34,0,0.0009980201721191406,2,1,0.001
93,north/g.16.66.graphml,16,16,0,27,96,123,248,22,0.032301902770996094,2,1,0.006
94,north/g.13.77.graphml,13,13,0,13,2,15,26,0,3.504753112792969e-05,2,0,0.001
95,north/g.13.46.graphml,13,15,0,10,6,16,20,0,3.504753112792969e-05,2,0,0.001
96,Rome-Lib/graficon10nodi/grafo1032.10,10,10,0,3,1,4,2,0,2.5987625122070312e-05,2,0,0.0
97,Rome-Lib/graficon11nodi/grafo857.11,11,12,0,19,22,41,74,0,0.001528024673461914,2,1,0.002
98,Rome-Lib/graficon13nodi/grafo277.13,13,16,0,37,49,86,220,3,0.00704503059387207,2,1,0.006
99,Rome-Lib/graficon12nodi/grafo2439.12,12,13,0,10,6,16,22,0,0.0007188320159912109,2,0,0.001
100,Rome-Lib/graficon11nodi/grafo313.11,11,13,0,16,12,28,42,0,0.0010769367218017578,2,1,0.001
101,north/g.10.42.graphml,10,10,0,14,7,21,36,0,0.0005741119384765625,2,0,0.001
102,Rome-Lib/graficon14nodi/grafo2189.14,14,17,0,31,30,61,140,1,0.003815889358520508,2,1,0.004
103,Rome-Lib/graficon14nodi/grafo956.14,14,15,0,20,20,40,70,1,0.002949953079223633,2,1,0.002
104,Rome-Lib/graficon12nodi/grafo747.12,12,15,0,25,20,45,112,0,0.0016129016876220703,2,1,0.003
105,north/g.13.60.graphml,13,19,0,25,22,47,78,1,0.0030078887939453125,2,1,0.002
106,north/g.14.12.graphml,14,14,0,9,5,14,14,0,0.0004961490631103516,2,0,0.001
107,Rome-Lib/graficon13nodi/grafo665.13,13,15,0,7,4,11,10,0,0.0003681182861328125,2,0,0.0
108,Rome-Lib/graficon13nodi/grafo510.13,13,18,0,33,41,74,164,1,0.0038759708404541016,2,1,0.004
109,Rome-Lib/graficon11nodi/grafo2979.11,11,13,0,8,7,15,18,0,0.0006248950958251953,2,0,0.001
110,north/g.17.20.graphml,17,19,0,35,20,55,120,0,0.001734018325805664,2,1,0.003
111,Rome-Lib/graficon11nodi/grafo303.11,11,11,0,8,6,14,16,0,0.0005218982696533203,2,0,0.001
112,Rome-Lib/graficon10nodi/grafo462.10,10,12,0,9,7,16,18,0,0.0009469985961914062,2,1,0.001
113,Rome-Lib/graficon12nodi/grafo193.12,12,17,0,20,16,36,58,0,0.0013248920440673828,2,1,0.002
114,Rome-Lib/graficon12nodi/grafo144.12,12,12,0,12,7,19,34,0,0.0011408329010009766,2,1,0.001
115,Rome-Lib/graficon14nodi/grafo1063.14,14,18,0,12,7,19,20,0,0.0012459754943847656,2,1,0.001
116,Rome-Lib/graficon13nodi/grafo235.13,13,13,0,9,3,12,12,0,0.00035190582275390625,2,0,0.001
117,Rome-Lib/graficon15nodi/grafo2266.15,15,18,1,18,18,36,54,2,0.0027480125427246094,2,1,0.002
118,Rome-Lib/graficon11nodi/grafo263.11,11,12,0,4,2,6,6,0,2.5987625122070312e-05,2,0,0.0
119,north/g.11.60.graphml,11,11,0,13,9,22,34,0,3.910064697265625e-05,2,0,0.001
120,Rome-Lib/graficon12nodi/grafo2938.12,12,13,0,12,10,22,28,0,0.00047898292541503906,2,0,0.001
121,north/g.15.38.graphml,15,15,0,66,0,66,440,0,0.0001049041748046875,2,0,0.011
122,Rome-Lib/graficon12nodi/grafo933.12,12,12,0,3,0,3,0,0,2.5033950805664062e-05,2,0,0.0
123,north/g.11.37.graphml,11,12,0,17,16,33,72,2,0.0025658607482910156,2,1,0.002
124,Rome-Lib/graficon17nodi/grafo903.17,17,17,1,14,13,27,38,1,0.0012590885162353516,2,1,0.001
125,Rome-Lib/graficon13nodi/grafo848.13,13,16,0,14,10,24,32,0,0.0010800361633300781,2,1,0.001
126,north/g.10.71.graphml,10,11,0,36,0,36,168,0,5.91278076171875e-05,2,0,0.004
127,Rome-Lib/graficon12nodi/grafo453.12,12,12,0,3,0,3,0,0,1.6927719116210938e-05,2,0,0.0
128,north/g.13.114.graphml,13,16,0,18,9,27,42,0,0.0009589195251464844,2,0,0.001
129,Rome-Lib/graficon11nodi/grafo1734.11,11,17,0,23,20,43,84,1,0.0031890869140625,2,1,0.002
130,Rome-Lib/graficon12nodi/grafo252.12,12,12,0,9,7,16,18,0,0.0004699230194091797,2,0,0.001
131,Rome-Lib/graficon16nodi/grafo322.16,16,17,0,26,23,49,90,0,0.0016398429870605469,2,1,0.002
132,Rome-Lib/graficon15nodi/grafo2783.15,15,19,0,28,25,53,102,1,0.003376007080078125,2,1,0.003
133,Rome-Lib/graficon14nodi/grafo642.14,14,16,0,19,19,38,66,1,0.0027599334716796875,2,1,0.002
134,Rome-Lib/graficon14nodi/grafo731.14,14,16,0,15,14,29,44,0,0.0008029937744140625,2,0,0.001
