Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
135,Rome-Lib/graficon10nodi/grafo327.10,10,12,0,6,3,9,8,0,0.0002989768981933594,2,0,0.001
136,Rome-Lib/graficon14nodi/grafo403.14,14,18,0,22,22,44,74,1,0.003777027130126953,2,1,0.002
137,Rome-Lib/graficon12nodi/grafo2607.12,12,15,1,24,24,48,98,2,0.0041599273681640625,2,1,0.003
138,Rome-Lib/graficon12nodi/grafo800.12,12,12,0,3,0,3,0,0,2.5987625122070312e-05,2,0,0.0
139,north/g.17.23.graphml,17,17,1,52,11,63,270,1,0.002371072769165039,2,1,0.007
140,Rome-Lib/graficon11nodi/grafo834.11,11,14,0,15,11,26,40,0,0.0010139942169189453,2,1,0.001
141,Rome-Lib/graficon15nodi/grafo338.15,15,18,0,36,46,82,180,0,0.0019490718841552734,2,1,0.005
142,north/g.10.1.graphml,10,10,3,18,24,42,90,3,0.0022618770599365234,2,1,0.002
143,Rome-Lib/graficon11nodi/grafo1099.11,11,13,0,9,6,15,16,0,0.0006561279296875,2,0,0.001
144,north/g.13.69.graphml,13,16,0,12,6,18,18,0,0.00032591819763183594,2,0,0.001
145,Rome-Lib/graficon12nodi/grafo2001.12,12,15,1,24,28,52,106,2,0.0035619735717773438,2,1,0.003
146,Rome-Lib/graficon13nodi/grafo1719.13,13,18,0,19,20,39,60,1,0.0027899742126464844,2,1,0.002
147,Rome-Lib/graficon10nodi/grafo837.10,10,12,0,9,7,16,18,0,0.0010409355163574219,2,1,0.001
148,Rome-Lib/graficon11nodi/grafo177.11,11,15,0,15,13,28,40,0,3.600120544433594e-05,2,0,0.001
149,Rome-Lib/graficon11nodi/grafo740.11,11,12,1,4,4,8,10,1,0.001065969467163086,2,1,0.001
150,north/g.17.28.graphml,17,18,0,6,5,11,12,0,0.0004410743713378906,2,0,0.001
151,north/g.13.80.graphml,13,18,0,42,40,82,198,0,0.002061128616333008,2,1,0.005
152,north/g.12.122.graphml,12,17,0,19,21,40,62,0,0.0014810562133789062,2,1,0.002
153,Rome-Lib/graficon12nodi/grafo2512.12,12,16,0,27,37,64,130,1,0.00413203239440918,2,1,0.004
154,north/g.15.56.graphml,15,19,0,19,9,28,42,0,0.0008718967437744141,2,0,0.001
155,Rome-Lib/graficon11nodi/grafo2812.11,11,13,0,8,7,15,18,0,0.00047206878662109375,2,0,0.001
156,north/g.10.56.graphml,10,11,0,5,2,7,6,0,0.0002620220184326172,2,0,0.0
157,Rome-Lib/graficon10nodi/grafo3024.10,10,12,0,6,4,10,10,0,0.00033402442932128906,2,0,0.001
158,north/g.12.104.graphml,12,18,0,44,59,103,270,4,0.00659489631652832,2,1,0.007
159,Rome-Lib/graficon12nodi/grafo730.12,12,15,0,23,19,42,80,0,0.0014159679412841797,2,1,0.002
160,Rome-Lib/graficon12nodi/grafo571.12,12,12,0,3,1,4,2,0,0.00013589859008789062,2,0,0.0
161,Rome-Lib/graficon13nodi/grafo548.13,13,13,0,6,5,11,12,0,0.00035381317138671875,2,0,0.0
162,Rome-Lib/graficon12nodi/grafo919.12,12,17,0,21,21,42,72,1,0.004818916320800781,2,1,0.002
163,Rome-Lib/graficon11nodi/grafo439.11,11,14,0,18,16,34,60,0,0.0017330646514892578,2,1,0.002
164,Rome-Lib/graficon15nodi/grafo2791.15,15,16,0,13,9,22,28,0,0.0005869865417480469,2,0,0.001
165,Rome-Lib/graficon10nodi/grafo1123.10,10,12,0,9,7,16,18,0,0.0009229183197021484,2,1,0.001
166,Rome-Lib/graficon17nodi/grafo274.17,17,19,0,15,11,26,34,0,0.001291036605834961,2,1,0.001
167,north/g.10.2.graphml,10,10,3,18,24,42,90,3,0.003957986831665039,2,1,0.004
168,Rome-Lib/graficon12nodi/grafo352.12,12,14,1,13,12,25,32,1,0.0019109249114990234,2,1,0.001
169,Rome-Lib/graficon14nodi/grafo2625.14,14,18,0,24,22,46,80,0,0.0015780925750732422,2,1,0.002
170,Rome-Lib/graficon16nodi/grafo640.16,16,17,0,12,9,21,28,0,0.001013040542602539,2,1,0.001
171,Rome-Lib/graficon14nodi/grafo1083.14,14,16,1,27,19,46,112,1,0.0033850669860839844,2,1,0.003
172,Rome-Lib/graficon13nodi/grafo637.13,13,13,0,8,4,12,12,0,0.00036215782165527344,2,0,0.001
173,Rome-Lib/graficon11nodi/grafo751.11,11,19,0,16,15,31,42,0,0.0012240409851074219,2,1,0.001
174,Rome-Lib/graficon11nodi/grafo1913.11,11,15,0,19,26,45,78,0,0.001569986343383789,2,1,0.002
175,Rome-Lib/graficon14nodi/grafo2917.14,14,18,0,32,44,76,156,1,0.0050830841064453125,2,1,0.004
176,Rome-Lib/graficon12nodi/grafo589.12,12,17,0,24,21,45,84,0,0.0019299983978271484,2,1,0.002
177,Rome-Lib/graficon13nodi/grafo989.13,13,18,0,18,16,34,52,0,0.0012772083282470703,2,1,0.001
178,Rome-Lib/graficon11nodi/grafo246.11,11,11,0,4,2,6,4,0,2.8133392333984375e-05,2,0,0.0
179,north/g.13.41.graphml,13,13,0,10,3,13,14,0,3.218650817871094e-05,2,0,0.001
180,Rome-Lib/graficon14nodi/grafo536.14,14,15,0,15,10,25,34,0,0.0008730888366699219,2,0,0.001
181,Rome-Lib/graficon17nodi/grafo2090.17,17,19,0,40,41,81,194,1,0.005179882049560547,2,1,0.005
182,Rome-Lib/graficon13nodi/grafo505.13,13,13,0,6,1,7,4,0,2.7894973754882812e-05,2,0,0.0
183,Rome-Lib/graficon13nodi/grafo2567.13,13,13,0,7,5,12,12,0,0.0010828971862792969,2,1,0.001
184,Rome-Lib/graficon16nodi/grafo853.16,16,16,0,18,17,35,54,0,0.0013599395751953125,2,1,0.002
185,Rome-Lib/graficon15nodi/grafo2730.15,15,15,0,16,13,29,44,0,0.0010559558868408203,2,1,0.001
186,Rome-Lib/graficon15nodi/grafo806.15,15,19,0,25,23,48,88,0,0.0022749900817871094,2,1,0.002
187,Rome-Lib/graficon15nodi/grafo2459.15,15,19,1,38,46,84,190,3,0.0050160884857177734,2,1,0.005
188,Rome-Lib/graficon14nodi/grafo2527.14,14,16,0,28,33,61,122,2,0.003818988800048828,2,1,0.003
189,Rome-Lib/graficon11nodi/grafo2931.11,11,14,1,23,24,47,90,1,0.0032329559326171875,2,1,0.003
190,Rome-Lib/graficon10nodi/grafo238.10,10,14,0,8,7,15,18,0,0.0005011558532714844,2,0,0.001
191,north/g.12.110.graphml,12,13,0,22,3,25,54,0,0.0007719993591308594,2,0,0.002
192,Rome-Lib/graficon12nodi/grafo564.12,12,12,0,3,0,3,0,0,5.2928924560546875e-05,2,0,0.0
193,Rome-Lib/graficon12nodi/grafo609.12,12,14,0,11,10,21,30,0,0.0009331703186035156,2,1,0.001
194,Rome-Lib/graficon10nodi/grafo209.10,10,12,0,6,3,9,8,0,0.0002760887145996094,2,0,0.0
195,Rome-Lib/graficon17nodi/grafo774.17,17,19,0,44,45,89,266,2,0.006662845611572266,2,1,0.007
196,north/g.12.114.graphml,12,12,0,14,12,26,46,0,4.506111145019531e-05,2,0,0.002
197,Rome-Lib/graficon11nodi/grafo3101.11,11,13,0,8,7,15,18,0,0.0005040168762207031,2,0,0.001
198,north/g.12.48.graphml,12,14,0,18,14,32,56,0,0.000637054443359375,2,0,0.002
199,Rome-Lib/graficon10nodi/grafo907.10,10,12,0,6,3,9,8,0,0.0002651214599609375,2,0,0.0
200,Rome-Lib/graficon13nodi/grafo671.13,13,20,0,12,7,19,18,0,0.00034689903259277344,2,0,0.001
201,north/g.20.22.graphml,20,24,0,13,12,25,32,0,0.0011861324310302734,2,1,0.001
202,Rome-Lib/graficon15nodi/grafo2487.15,15,21,0,25,19,44,74,0,0.0008459091186523438,2,0,0.002
203,Rome-Lib/graficon14nodi/grafo795.14,14,26,0,51,51,102,286,0,0.003921985626220703,2,1,0.007
204,Rome-Lib/graficon17nodi/grafo840.17,17,22,0,41,41,82,194,0,0.0029020309448242188,2,1,0.005
205,Rome-Lib/graficon14nodi/grafo644.14,14,20,0,29,31,60,106,1,0.0039920806884765625,2,1,0.003
206,north/g.13.76.graphml,13,28,0,31,31,62,98,0,0.0017540454864501953,2,1,0.003
207,Rome-Lib/graficon24nodi/grafo1526.24,24,24,0,38,19,57,102,0,0.001811981201171875,2,1,0.003
208,Rome-Lib/graficon15nodi/grafo670.15,15,27,0,48,49,97,194,1,0.005158185958862305,2,1,0.006
209,north/g.29.13.graphml,29,29,0,163,17,180,1676,0,0.00749516487121582,2,0,0.044
210,Rome-Lib/graficon17nodi/grafo2222.17,17,22,0,30,31,61,114,0,0.002688884735107422,2,0,0.004
211,north/g.12.141.graphml,12,27,0,41,42,83,150,0,0.0021810531616210938,2,1,0.004
212,north/g.13.116.graphml,13,27,0,35,33,68,114,0,0.001687765121459961,2,1,0.003
213,Rome-Lib/graficon11nodi/grafo401.11,11,20,0,23,20,43,72,0,0.0014140605926513672,2,1,0.002
214,north/g.17.32.graphml,17,21,1,28,37,65,126,3,0.0043468475341796875,2,1,0.004
215,Rome-Lib/graficon17nodi/grafo2418.17,17,26,0,59,63,122,302,2,0.007496833801269531,2,1,0.008
216,Rome-Lib/graficon17nodi/grafo302.17,17,28,0,37,36,73,122,0,0.0016970634460449219,2,1,0.003
217,Rome-Lib/graficon18nodi/grafo2244.18,18,24,0,42,47,89,178,1,0.0050389766693115234,2,1,0.005
218,north/g.12.145.graphml,12,28,0,72,99,171,482,7,0.01117086410522461,2,1,0.012
219,north/g.10.80.graphml,10,26,0,42,49,91,182,2,0.004972934722900391,2,1,0.005
220,Rome-Lib/graficon13nodi/grafo393.13,13,22,1,48,61,109,276,3,0.006265878677368164,2,1,0.007
221,Rome-Lib/graficon16nodi/grafo2549.16,16,24,0,57,70,127,314,2,0.00726008415222168,2,1,0.008
222,Rome-Lib/graficon16nodi/grafo2302.16,16,25,0,42,49,91,182,1,0.005221128463745117,2,1,0.004
223,Rome-Lib/graficon15nodi/grafo1136.15,15,24,0,33,31,64,114,0,0.0016980171203613281,2,1,0.003
224,Rome-Lib/graficon14nodi/grafo2720.14,14,21,0,30,28,58,106,0,0.0017330646514892578,2,1,0.003
225,Rome-Lib/graficon17nodi/grafo2644.17,17,23,0,38,40,78,152,0,0.0023469924926757812,2,1,0.004
226,Rome-Lib/graficon15nodi/grafo2225.15,15,23,0,27,26,53,86,0,0.0016620159149169922,2,1,0.002
227,Rome-Lib/graficon16nodi/grafo2747.16,16,22,0,38,42,80,160,0,0.0019919872283935547,2,1,0.004
228,Rome-Lib/graficon14nodi/grafo659.14,14,29,0,41,44,85,144,0,0.00208282470703125,2,1,0.004
229,Rome-Lib/graficon18nodi/grafo2556.18,18,28,0,74,82,156,418,0,0.004167079925537109,2,1,0.011
230,Rome-Lib/graficon13nodi/grafo736.13,13,27,0,23,20,43,54,0,4.482269287109375e-05,2,0,0.002
231,Rome-Lib/graficon12nodi/grafo1744.12,12,20,0,37,39,76,158,0,0.001873016357421875,2,1,0.004
232,Rome-Lib/graficon15nodi/grafo1778.15,15,27,0,82,89,171,500,2,0.010416030883789062,2,1,0.013
233,Rome-Lib/graficon22nodi/grafo2667.22,22,23,0,46,47,93,202,0,0.0021409988403320312,2,1,0.006
234,Rome-Lib/graficon15nodi/grafo778.15,15,26,0,33,32,65,106,0,0.0008630752563476562,2,0,0.003
235,Rome-Lib/graficon18nodi/grafo1648.18,18,26,1,74,103,177,496,5,0.01122593879699707,2,1,0.013
236,north/g.16.21.graphml,16,20,0,37,32,69,140,0,0.0016789436340332031,2,1,0.004
237,Rome-Lib/graficon17nodi/grafo2679.17,17,21,0,39,44,83,178,1,0.005217790603637695,2,1,0.005
238,north/g.19.40.graphml,19,29,0,31,26,57,94,0,0.0016131401062011719,2,1,0.002
239,Rome-Lib/graficon16nodi/grafo2236.16,16,28,0,68,66,134,344,1,0.0065920352935791016,2,1,0.009
240,Rome-Lib/graficon19nodi/grafo2206.19,19,29,0,63,70,133,306,2,0.006964921951293945,2,1,0.008
241,Rome-Lib/graficon16nodi/grafo2349.16,16,26,0,40,41,81,154,0,0.001978158950805664,2,1,0.004
242,Rome-Lib/graficon19nodi/grafo2662.19,19,25,1,36,39,75,140,1,0.0037920475006103516,2,1,0.004
243,Rome-Lib/graficon20nodi/grafo244.20,20,26,0,61,61,122,304,1,0.007279157638549805,2,1,0.008
244,Rome-Lib/graficon18nodi/grafo216.18,18,23,0,34,31,65,118,0,0.0017421245574951172,2,1,0.003
245,Rome-Lib/graficon17nodi/grafo677.17,17,22,1,61,75,136,390,4,0.008527040481567383,2,1,0.01
