Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,8,7,17,20,0,0.019134044647216797,2,0,0.03
1,north/g.13.45.graphml,13,13,0,31,2,33,118,0,8.296966552734375e-05,2,0,0.003
2,Rome-Lib/graficon13nodi/grafo2518.13,13,20,0,22,22,46,68,0,0.006348133087158203,2,1,0.002
3,Rome-Lib/graficon16nodi/grafo894.16,16,26,1,85,120,288,751,9,0.05585908889770508,2,1,0.022
4,north/g.33.5.graphml,33,35,0,110,36,146,546,0,0.012751102447509766,2,0,0.029
5,Rome-Lib/graficon22nodi/grafo2165.22,22,32,0,45,40,87,146,0,0.006417989730834961,2,1,0.008
6,north/g.27.3.graphml,27,41,0,62,40,102,198,0,0.006617069244384766,2,1,0.007
7,Rome-Lib/graficon33nodi/grafo9905.33,33,49,0,217,287,654,2048,12,0.9672479629516602,2,1,0.079
8,Rome-Lib/graficon32nodi/grafo11261.32,32,55,0,120,134,290,632,2,0.033773183822631836,2,1,0.026
9,Rome-Lib/graficon26nodi/grafo427.26,26,51,0,125,148,341,812,3,0.010124921798706055,2,1,0.033
10,Rome-Lib/graficon48nodi/grafo1669.48,48,62,4,371,493,1169,4715,15,0.4812130928039551,2,1,0.146
11,Rome-Lib/graficon36nodi/grafo5809.36,36,63,0,242,288,646,2090,8,0.13321495056152344,2,1,0.056
12,Rome-Lib/graficon41nodi/grafo5414.41,41,70,0,162,163,353,822,1,0.007487058639526367,2,1,0.023
13,Rome-Lib/graficon39nodi/grafo6892.39,39,74,0,478,743,1757,6930,33,8.285441875457764,2,1,0.25
14,Rome-Lib/graficon38nodi/grafo3421.38,38,89,0,473,614,1379,4860,21,2.146254062652588,2,1,0.15
15,Rome-Lib/graficon42nodi/grafo3326.42,42,82,0,482,702,1640,6110,30,6.96012282371521,2,1,0.191
16,Rome-Lib/graficon42nodi/grafo7485.42,42,99,0,474,578,1282,4516,15,1.2473678588867188,2,1,0.141
17,Rome-Lib/graficon58nodi/grafo4852.58,58,96,1,719,1009,2360,10330,42,20.030489921569824,2,96,0.343
18,Rome-Lib/graficon37nodi/grafo11295.37,37,101,0,305,336,719,1962,2,0.04925799369812012,2,1,0.107
19,Rome-Lib/graficon47nodi/grafo6344.47,47,100,0,569,688,1537,6260,11,0.8754308223724365,2,1,0.189
20,Rome-Lib/graficon62nodi/grafo9132.62,62,116,1,538,664,1495,5907,12,0.6884770393371582,2,1,0.171
21,Rome-Lib/graficon52nodi/grafo7115.52,52,113,0,568,656,1442,6022,7,0.7727577686309814,2,1,0.172
22,Rome-Lib/graficon62nodi/grafo4231.62,62,123,0,802,1034,2358,10060,31,28.626523971557617,2,318,0.323
23,Rome-Lib/graficon68nodi/grafo9700.68,68,124,0,891,1184,2719,12310,30,11.234822988510132,2,1,0.55
24,north/g.92.4.graphml,92,131,0,1062,415,1479,18878,0,0.16582894325256348,2,1,0.701
25,Rome-Lib/graficon73nodi/grafo8613.73,73,131,0,878,1084,2442,11256,15,4.173623085021973,2,1,0.35
26,Rome-Lib/graficon64nodi/grafo9178.64,64,141,0,922,1190,2686,11630,27,30.94403910636902,2,180,0.422
27,Rome-Lib/graficon75nodi/grafo9736.75,75,147,0,709,831,1846,7024,14,1.311682939529419,2,1,0.247
28,Rome-Lib/graficon67nodi/grafo4841.67,67,158,0,1252,1571,3553,18656,39,300.0191957950592,9,868,0.73
29,Rome-Lib/graficon46nodi/grafo6212.46,46,159,0,1200,1427,3115,15584,37,19.15837812423706,2,1,0.606
