Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,2,1,11,2,0,0.0009911060333251953,2,0,0.009
1,north/g.13.45.graphml,13,13,0,4,1,12,2,0,0.0010471343994140625,2,0,0.003
2,Rome-Lib/graficon13nodi/grafo2518.13,13,20,0,22,22,64,44,0,0.002354860305786133,2,0,0.006
3,Rome-Lib/graficon16nodi/grafo894.16,16,26,1,85,120,231,240,9,0.0245058536529541,2,1,0.019
4,north/g.33.5.graphml,33,35,0,19,13,48,26,0,0.001611948013305664,2,0,0.004
5,Rome-Lib/graficon22nodi/grafo2165.22,22,32,0,38,34,101,68,0,0.004015922546386719,2,1,0.007
6,north/g.27.3.graphml,27,41,0,23,21,73,42,0,0.0017681121826171875,2,0,0.01
7,Rome-Lib/graficon33nodi/grafo9905.33,33,49,0,217,287,553,574,12,0.14745879173278809,2,1,0.029
8,Rome-Lib/graficon32nodi/grafo11261.32,32,55,0,120,134,309,268,2,0.0308380126953125,2,1,0.018
9,Rome-Lib/graficon26nodi/grafo427.26,26,51,0,110,137,294,274,3,0.026005983352661133,2,1,0.019
10,Rome-Lib/graficon48nodi/grafo1669.48,48,62,4,317,426,800,852,15,0.21935486793518066,2,1,0.041
11,Rome-Lib/graficon36nodi/grafo5809.36,36,63,0,241,288,591,576,8,0.10542082786560059,2,1,0.031
12,Rome-Lib/graficon41nodi/grafo5414.41,41,70,0,161,163,393,326,1,0.03464102745056152,2,1,0.027
13,Rome-Lib/graficon39nodi/grafo6892.39,39,74,0,478,743,1295,1486,33,1.3527979850769043,2,1,0.064
14,Rome-Lib/graficon38nodi/grafo3421.38,38,89,0,461,598,1147,1196,21,1.7891018390655518,2,1,0.057
15,Rome-Lib/graficon42nodi/grafo3326.42,42,82,0,482,702,1266,1404,30,1.5793991088867188,2,1,0.061
16,Rome-Lib/graficon42nodi/grafo7485.42,42,99,0,411,507,1011,1014,15,0.386782169342041,2,1,0.053
17,Rome-Lib/graficon58nodi/grafo4852.58,58,96,1,683,986,1759,1972,42,1.0034301280975342,2,1,0.085
18,Rome-Lib/graficon37nodi/grafo11295.37,37,101,0,297,329,726,658,2,0.06922388076782227,2,1,0.038
19,Rome-Lib/graficon47nodi/grafo6344.47,47,100,0,545,668,1311,1336,11,0.25626182556152344,2,1,0.061
20,Rome-Lib/graficon62nodi/grafo9132.62,62,116,1,473,579,1163,1158,12,0.3742249011993408,2,1,0.072
21,Rome-Lib/graficon52nodi/grafo7115.52,52,113,0,535,625,1271,1250,7,0.2298438549041748,2,1,0.062
22,Rome-Lib/graficon62nodi/grafo4231.62,62,123,0,782,1011,1914,2022,31,31.0974760055542,2,1131,0.277
23,Rome-Lib/graficon68nodi/grafo9700.68,68,124,0,891,1184,2199,2368,30,8.353395938873291,2,151,0.108
24,north/g.92.4.graphml,92,131,0,52,41,142,82,0,0.004163026809692383,2,1,0.107
25,Rome-Lib/graficon73nodi/grafo8613.73,73,131,0,835,1027,1988,2054,15,1.6447670459747314,2,1,0.098
26,Rome-Lib/graficon64nodi/grafo9178.64,64,141,0,912,1180,2232,2360,27,17.642956018447876,2,618,0.112
27,Rome-Lib/graficon75nodi/grafo9736.75,75,147,0,683,805,1632,1610,14,0.36319494247436523,2,1,0.084
28,Rome-Lib/graficon67nodi/grafo4841.67,67,158,0,1177,1470,2798,2940,39,300.02742314338684,9,3360,0.15
29,Rome-Lib/graficon46nodi/grafo6212.46,46,159,0,1095,1304,2552,2608,37,3.4863288402557373,2,1,0.183
