Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Work,Nodes visited,Setup Time
0,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,47,60,107,304,3,0.005,0.0016,1,0.008
1,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,80,174,0,0.003,0.0012,1,0.006
2,Rome-Lib/graficon10nodi/grafo265.10,10,12,1,15,17,32,48,1,0.003,0.0002,1,0.002
3,north/g.17.12.graphml,17,17,0,92,1,93,730,0,0.005,0.0037,1,0.017
4,Rome-Lib/graficon15nodi/grafo1883.15,15,17,0,40,43,83,214,0,0.004,0.0012,1,0.006
5,Rome-Lib/graficon14nodi/grafo843.14,14,15,0,32,16,48,122,0,0.001,0.0004,0,0.004
6,north/g.13.83.graphml,13,13,0,6,3,9,8,0,0.001,0.0,0,0.001
7,Rome-Lib/graficon11nodi/grafo1131.11,11,13,0,22,18,40,84,0,0.003,0.0004,1,0.003
8,Rome-Lib/graficon13nodi/grafo2313.13,13,18,0,16,15,31,44,0,0.0,0.0,0,0.003
9,Rome-Lib/graficon15nodi/grafo585.15,15,19,0,38,34,72,166,0,0.003,0.0009,1,0.005
10,Rome-Lib/graficon12nodi/grafo2651.12,12,12,1,11,12,23,30,2,0.002,0.0001,0,0.001
11,north/g.12.123.graphml,12,12,0,9,2,11,12,0,0.001,0.0,0,0.001
12,Rome-Lib/graficon16nodi/grafo2142.16,16,17,0,23,20,43,72,0,0.002,0.0004,0,0.003
13,north/g.16.62.graphml,16,16,0,91,0,91,728,0,0.0,0.0,0,0.016
14,Rome-Lib/graficon10nodi/grafo869.10,10,12,0,6,3,9,8,0,0.0,0.0,0,0.001
15,Rome-Lib/graficon12nodi/grafo906.12,12,12,0,5,2,7,4,0,0.0,0.0,0,0.001
16,Rome-Lib/graficon13nodi/grafo559.13,13,19,0,18,16,34,54,0,0.004,0.0003,1,0.003
17,north/g.11.61.graphml,11,12,0,31,5,36,124,0,0.002,0.0009,0,0.004
18,north/g.15.49.graphml,15,16,0,16,11,27,36,0,0.004,0.0002,1,0.002
19,Rome-Lib/graficon12nodi/grafo2458.12,12,17,0,22,22,44,70,1,0.002,0.0003,0,0.003
20,Rome-Lib/graficon17nodi/grafo2615.17,17,17,0,9,6,15,18,0,0.001,0.0,0,0.002
