GraphSize,CVcalc,AvgOptsPerMin
r1.5k18n12,1145,501.0753829044186
r1.5k18n12,1221,394.91851792086845
r1.5k24n16,1944,146.59765466590568
r1.5k18n12,2906,11.96184157974965
r1.5k24n16,1439,271.9706996804984
r1.5k30n20,1160,163.35827151847263
r1.5k30n20,2048,102.27236853945534
r1.5k36n24,2463,39.99909190855396
r1.5k18n12,2126,101.19686283716634
r1.5k36n24,2281,52.29240563490314
r1.5k18n12,2163,76.1477479664892
r1.5k24n16,1447,266.18446630249673
r1.5k18n12,2063,101.98071147673112
r1.5k24n16,1256,294.7105489512843
r1.5k30n20,1696,122.98793994993956
r1.5k30n20,1801,118.24259339591579
r1.5k18n12,4359,1.459519416060133
r1.5k18n12,2534,35.0049173959838
r1.5k18n12,2484,37.39446804911377
r1.5k24n16,2916,26.33902520143611
r1.5k24n16,2916,23.80203785658071
