GraphSize,CVcalc,AvgOptsPerMin
r1.5k18n12,2583,376.48847368878756
r1.5k18n12,2194,437.881850632734
r1.5k24n16,1781,197.72469398444522
r1.5k18n12,2933,296.93401591122364
r1.5k24n16,2062,170.05138220503065
r1.5k30n20,1846,69.6216673999968
r1.5k30n20,2486,64.45663000434175
r1.5k36n24,1111,47.69974582741298
r1.5k18n12,2679,376.6861740769051
r1.5k18n12,1210,637.3966842408583
r1.5k36n24,1434,45.214142073999184
r1.5k24n16,2084,197.03563517541897
r1.5k18n12,4399,45.7455484176234
r1.5k24n16,1323,181.83191766112043
r1.5k30n20,2814,54.435578269834004
r1.5k30n20,1770,71.64390043037783
r1.5k18n12,4399,54.85908181423556
r1.5k18n12,4399,47.395325684162664
r1.5k18n12,3666,150.7030915478357
r1.5k24n16,3126,182.51850677604588
r1.5k24n16,3126,143.20694657525166
