Index,File,CVcalc,OptTime,CrFinal,Cr1,T1,Cr2,T2...
0,random graphs/triangle/r1.5k18n12/graph0.lgbin,2236,59.74160933494568,327,688,0,569,0.8523292541503906,456,24.905754566192627,415,25.507009506225586,355,32.75300049781799,346,37.29071259498596,346,44.06223273277283,339,44.774943351745605,332,45.848891258239746,332,46.02959990501404,327,46.702674865722656,327,60.15257120132446
1,random graphs/triangle/r1.5k18n12/graph1.lgbin,2236,59.631213903427124,300,715,0,611,25.53764796257019,458,34.83543920516968,421,39.98719620704651,403,43.42153525352478,346,44.463863134384155,303,47.94831609725952,302,49.10514998435974,301,52.70774793624878,300,53.35589146614075,300,59.151206493377686,300,60.04538345336914
2,random graphs/triangle/r1.5k18n12/graph2.lgbin,2236,58.8520667552948,251,556,0,469,1.63541579246521,399,5.707181692123413,304,6.541403532028198,283,7.189623832702637,274,12.89104413986206,269,17.045149326324463,269,17.718940019607544,262,18.407891035079956,262,22.802496910095215,261,24.06722640991211,261,24.79978346824646,261,25.498565673828125,261,26.078376054763794,261,26.21247625350952,261,31.160542726516724,261,31.87097978591919,261,32.5251362323761,261,32.659974813461304,261,37.609376192092896,257,43.89369487762451,257,44.638036251068115,254,44.79862070083618,254,45.91262483596802,254,50.72795820236206,254,51.47196292877197,252,51.676313400268555,251,52.80980968475342,251,54.08551383018494,251,58.89057183265686,251,59.04972839355469,251,60.04257774353027
3,random graphs/triangle/r1.5k18n12/graph3.lgbin,2236,56.97101378440857,223,616,0,521,2.4965200424194336,424,9.260934352874756,392,11.303854942321777,326,13.929933547973633,265,14.638112306594849,237,15.159420013427734,237,15.8606276512146,237,17.238951921463013,227,17.445093631744385,223,17.63302254676819,223,17.766845226287842,223,17.948450326919556,223,19.31582546234131,223,19.45568823814392,223,19.946803092956543,223,20.126206159591675,223,21.492178201675415,223,21.673644542694092,223,22.19249963760376,223,23.566625595092773,223,23.982820987701416,223,24.400656700134277,223,25.769279956817627,223,25.949727535247803,223,26.403173685073853,223,26.541540145874023,223,27.91245412826538,223,28.09366488456726,223,28.554178714752197,223,28.69438123703003,223,28.874840021133423,223,30.246615648269653,223,31.601165056228638,223,31.782052516937256,223,31.91336154937744,223,32.09331393241882,223,33.43552350997925,223,33.57416272163391,223,33.70566964149475,223,33.88426685333252,223,35.219120264053345,223,35.35785102844238,223,35.839659214019775,223,37.18043780326843,223,37.357805490493774,223,37.82583785057068,223,39.1847403049469,223,39.324280977249146,223,39.50598454475403,223,39.988139629364014,223,41.358349561691284,223,41.838217973709106,223,42.01868224143982,223,43.385600566864014,223,43.51218581199646,223,44.30768084526062,223,45.67693829536438,223,46.14500546455383,223,46.32647132873535,223,47.70468020439148,223,47.83144783973694,223,48.01207637786865,223,48.486814975738525,223,48.66743278503418,223,49.162720918655396,223,50.52334785461426,223,51.02467751502991,223,51.15772557258606,223,51.640021562576294,223,51.820515394210815,223,51.94781684875488,223,53.308905363082886,223,53.820886850357056,223,55.21643590927124,223,55.70082950592041,223,56.18309926986694,223,56.67277526855469,223,58.03157305717468,223,58.51437020301819,223,59.87991261482239,223,60.038856983184814
4,random graphs/triangle/r1.5k18n12/graph4.lgbin,2236,56.72084355354309,264,692,0,560,0.7288448810577393,464,2.7158377170562744,416,2.95447039604187,316,4.800988435745239,306,5.4224066734313965,306,13.641932964324951,304,14.456655502319336,297,14.647849559783936,291,15.238673448562622,290,15.822948694229126,280,16.58192253112793,280,18.47536277770996,280,19.79395294189453,278,20.218818187713623,278,20.483973741531372,266,20.694130420684814,266,20.865180015563965,266,21.826345443725586,266,22.009384155273438,266,22.276219844818115,266,23.245737314224243,266,23.42835569381714,265,23.57612895965576,265,23.749898433685303,265,24.86322593688965,265,25.130351066589355,265,25.256802320480347,265,25.95749831199646,265,27.07782292366028,264,27.745317697525024,264,27.924287796020508,264,28.099485397338867,264,29.221956491470337,264,29.777658224105835,264,30.331202268600464,264,31.46406650543213,264,32.5814311504364,264,32.757877826690674,264,33.31718397140503,264,33.86653661727905,264,34.981576442718506,264,35.53181505203247,264,36.22839426994324,264,36.40514898300171,264,36.954622745513916,264,38.069480895996094,264,38.24566864967346,264,38.36737775802612,264,38.92237591743469,264,40.05025315284729,264,40.708470821380615,264,40.830708026885986,264,41.3812255859375,264,42.51011419296265,264,43.0584990978241,264,44.17162299156189,264,44.86500000953674,264,45.51637411117554,264,46.63451862335205,264,47.19095063209534,264,47.844165086746216,264,47.98356223106384,264,49.093283891677856,264,49.64016628265381,264,49.761160373687744,264,49.92283391952515,264,51.02697730064392,264,51.201582193374634,264,51.74799609184265,264,52.875927209854126,264,53.533180713653564,264,54.666481733322144,264,55.77436113357544,264,55.93698453903198,264,56.491082191467285,264,57.615437746047974,264,57.78247284889221,264,58.33983135223389,264,59.47625946998596,264,60.07775568962097
5,random graphs/triangle/r1.5k18n12/graph5.lgbin,2236,57.73903012275696,257,607,0,468,2.5851454734802246,397,3.430302143096924,363,6.723078012466431,333,8.60986590385437,286,10.659181118011475,286,12.320508241653442,281,12.532967329025269,279,14.280877590179443,269,14.449915409088135,269,15.117170810699463,268,15.86612319946289,268,16.782371997833252,268,18.616009950637817,268,19.188119649887085,268,19.869284629821777,266,20.138959884643555,266,21.953417539596558,266,22.21971821784973,265,22.849408864974976,265,24.67296075820923,265,25.633838415145874,265,26.256213903427124,265,26.459531545639038,265,28.3166823387146,265,29.069815635681152,265,29.29745364189148,265,29.917837142944336,265,31.74787974357605,264,33.20128536224365,264,34.3094801902771,264,34.931251764297485,258,35.153759479522705,257,36.46630859375,257,37.107282400131226,257,38.617225646972656,257,39.23685073852539,257,39.3703134059906,257,40.88711190223694,257,42.409040689468384,257,43.02322006225586,257,43.899460315704346,257,44.54219675064087,257,45.16324329376221,257,45.70088458061218,257,47.22958755493164,257,47.38928818702698,257,47.98961806297302,257,48.61598062515259,257,48.74904155731201,257,50.26631689071655,257,50.47315526008606,257,51.99559736251831,257,52.12844467163086,257,52.74973154067993,257,54.28067493438721,257,54.48593187332153,257,55.10001754760742,257,56.603368520736694,257,57.14204001426697,257,57.75893688201904,257,59.27638363838196,257,60.04293870925903
6,random graphs/triangle/r1.5k18n12/graph6.lgbin,2236,56.95454287528992,310,662,0,586,1.4165558815002441,447,2.4386422634124756,438,3.5226972103118896,380,5.04987907409668,362,6.525397539138794,337,6.96387243270874,333,8.597198724746704,311,9.216700792312622,311,10.170091390609741,311,10.32652473449707,311,10.46159839630127,311,11.60671854019165,311,12.560869455337524,311,12.695194959640503,311,13.832851886749268,311,14.451828479766846,311,15.413581848144531,311,15.583142042160034,311,15.718346118927002,311,16.448070764541626,311,17.57049584388733,311,18.547764539718628,311,19.69162392616272,311,19.847768783569336,311,20.809430360794067,311,20.94823980331421,311,21.984358549118042,311,23.114275455474854,311,23.245574712753296,311,24.12080669403076,311,25.059269189834595,311,26.22151494026184,310,26.891401767730713,310,27.02897596359253,310,27.987330675125122,310,29.265290021896362,310,29.80781126022339,310,30.071703910827637,310,31.03000831604004,310,32.29838514328003,310,32.84238791465759,310,32.979870319366455,310,33.945361375808716,310,34.076797008514404,310,34.34306597709656,310,35.608837842941284,310,36.579549074172974,310,38.30195617675781,310,38.43392539024353,310,39.70203447341919,310,39.962554693222046,310,41.007182359695435,310,41.964935302734375,310,43.2328417301178,310,43.37095355987549,310,44.315150022506714,310,45.57740259170532,310,45.715301513671875,310,47.42459845542908,310,48.32028102874756,310,48.8610360622406,310,49.82287812232971,310,49.95904874801636,310,50.90865755081177,310,51.045692443847656,310,52.08181190490723,310,52.33779239654541,310,53.606884241104126,310,54.648213148117065,310,54.91272282600403,310,56.19112300872803,310,57.09215021133423,310,58.05353617668152,310,58.19039702415466,310,59.15843605995178,310,59.29671764373779,310,60.05013394355774
7,random graphs/triangle/r1.5k18n12/graph7.lgbin,2236,56.84002923965454,411,770,0,699,1.0888664722442627,616,2.398932456970215,551,4.524325609207153,462,5.327538728713989,427,6.1279401779174805,418,6.3129472732543945,417,7.0182013511657715,417,7.7833027839660645,417,8.430233240127563,417,9.70975923538208,411,9.912478923797607,411,10.593896627426147,411,11.132453680038452,411,11.901679515838623,411,12.03592586517334,411,12.752939462661743,411,13.280264854431152,411,14.03498649597168,411,14.56218671798706,411,15.328399658203125,411,16.007786512374878,411,17.2490553855896,411,17.94044804573059,411,18.474453926086426,411,19.23206353187561,411,20.056299448013306,411,20.192132234573364,411,20.73870825767517,411,21.4994695186615,411,21.655245065689087,411,21.790159463882446,411,22.321982383728027,411,23.07105565071106,411,23.206132411956787,411,23.865588903427124,411,24.644448280334473,411,25.170493841171265,411,25.86898946762085,411,26.406399250030518,411,27.178521394729614,411,27.314208030700684,411,27.874714374542236,411,28.64645791053772,411,29.89444398880005,411,30.442705154418945,411,31.20781373977661,411,31.417351961135864,411,32.664053440093994,411,33.194161891937256,411,33.881736278533936,411,34.01666617393494,411,34.55531692504883,411,35.30814170837402,411,36.58546185493469,411,37.127811670303345,411,37.89222550392151,411,39.163305044174194,411,39.69597291946411,411,40.9727520942688,411,41.51483225822449,411,42.29956245422363,411,43.57521367073059,411,44.34818124771118,411,44.86217451095581,411,45.920833110809326,411,46.45741534233093,411,47.21835136413574,411,47.7693829536438,411,48.48019814491272,411,49.01524615287781,411,49.77471590042114,411,50.2877676486969,411,50.82627534866333,411,51.5016303062439,411,52.55009913444519,411,53.074620962142944,411,53.746965408325195,411,54.8136043548584,411,55.48684072494507,411,56.25217962265015,411,56.78395104408264,411,57.31955051422119,411,58.03497362136841,411,58.80775213241577,411,60.04985046386719
8,random graphs/triangle/r1.5k18n12/graph8.lgbin,2236,58.10573959350586,292,623,0,548,4.25675892829895,449,5.111207962036133,378,7.782274961471558,310,9.28241777420044,302,10.102288722991943,299,11.764022588729858,297,11.9485764503479,297,13.206256866455078,294,15.817047119140625,294,17.831374645233154,294,20.182199716567993,292,20.329954624176025,292,21.125244855880737,292,22.388601064682007,292,22.533583879470825,292,24.738898038864136,292,26.386972665786743,292,26.655314445495605,292,28.824554443359375,292,30.054121494293213,292,30.82730746269226,292,31.027899026870728,292,33.243492603302,292,34.50448656082153,292,34.66377353668213,292,34.80602478981018,292,37.006611824035645,292,38.26772689819336,292,38.5288405418396,292,40.75555944442749,292,40.90231513977051,292,42.15578770637512,292,44.37247848510742,292,44.576157569885254,292,45.82311797142029,292,47.163339138031006,292,47.3091504573822,292,48.10914754867554,292,49.36225080490112,292,51.589208126068115,292,51.73634624481201,292,52.52027130126953,292,53.788392543792725,292,55.99978041648865,292,56.14710092544556,292,56.92605209350586,292,58.175426959991455,292,60.04704427719116
9,random graphs/triangle/r1.5k18n12/graph9.lgbin,2236,56.923649311065674,332,679,0,544,0.5268371105194092,538,5.584464073181152,458,6.559040069580078,363,7.406688451766968,350,14.073981523513794,350,14.504031419754028,350,17.72214651107788,338,17.916455030441284,338,18.70592975616455,338,18.88166618347168,338,20.087486028671265,332,20.252737045288086,332,20.480361938476562,332,21.371845722198486,332,21.58985161781311,332,22.802769899368286,332,22.97637629508972,332,23.868157386779785,332,24.04040503501892,332,25.194504022598267,332,25.4239718914032,332,25.652779579162598,332,26.758214950561523,332,27.97917103767395,332,28.134946823120117,332,28.362319469451904,332,29.254429578781128,332,30.485012769699097,332,30.659703493118286,332,30.881288528442383,332,32.10227108001709,332,32.3321053981781,332,33.45474314689636,332,34.677772521972656,332,34.85079765319824,332,35.07879328727722,332,35.831533908843994,332,37.05225729942322,332,37.27627086639404,332,38.42497801780701,332,38.578832149505615,332,38.7981812953949,332,40.00531029701233,332,40.279359579086304,332,40.434423208236694,332,40.66117811203003,332,41.872156381607056,332,42.02758073806763,332,42.25994157791138,332,43.45376443862915,332,43.60899996757507,332,43.82751774787903,332,45.03011155128479,332,45.18613076210022,332,45.40996313095093,332,46.59287238121033,332,47.807907581329346,332,47.96664333343506,332,48.18747591972351,332,49.40329551696777,332,50.30374884605408,332,50.477941274642944,332,51.689210414886475,332,51.84676384925842,332,52.262964963912964,332,53.48095083236694,332,53.71367049217224,332,54.604259729385376,332,54.73883771896362,332,55.157827615737915,332,55.29133677482605,332,56.18650150299072,332,58.41974091529846,332,58.57516050338745,332,58.99770760536194,332,60.05393743515015
10,random graphs/triangle/r1.5k18n12/graph10.lgbin,2236,58.756940841674805,329,693,0,584,1.5181326866149902,460,1.7249083518981934,380,11.170390129089355,377,12.185496807098389,333,13.763240337371826,331,14.156567573547363,331,15.294182538986206,329,16.09016442298889,329,16.254803895950317,329,16.618804216384888,329,18.03391933441162,329,18.687853574752808,329,19.054744243621826,329,24.09926962852478,329,25.50150418281555,329,26.164721965789795,329,26.317503213882446,329,32.496925354003906,329,32.84728741645813,329,34.25322484970093,329,34.91157531738281,329,39.89321732521057,329,40.25443911552429,329,40.41851282119751,329,41.79785871505737,329,42.452433586120605,329,43.8383412361145,329,44.207207441329956,329,44.84798789024353,329,50.930574893951416,329,52.319000482559204,329,52.675140380859375,329,58.71555709838867,329,60.046993255615234
