Index,File,CVcalc,OptTime,CrFinal,Cr1,T1,Cr2,T2...
0,random graphs/triangle/r1.5k18n12/graph0.lgbin,2236,59.74160933494568,327,688,0,569,0.8523292541503906,456,24.905754566192627,415,25.507009506225586,355,32.75300049781799,346,37.29071259498596,346,44.06223273277283,339,44.774943351745605,332,45.848891258239746,332,46.02959990501404,327,46.702674865722656,327,60.15257120132446
11,random graphs/triangle/r1.5k18n12/graph11.lgbin,2236,57.47870349884033,290,640,0,549,0.9246327877044678,439,1.9572150707244873,387,2.744476795196533,346,6.289561986923218,304,7.728113889694214,304,10.60403299331665,304,11.557623624801636,304,12.61920714378357,295,12.893617391586304,290,13.198740482330322,290,13.919543981552124,290,15.907804012298584,290,16.078765869140625,290,16.27474570274353,290,18.252835988998413,290,18.89904260635376,290,19.628878355026245,290,19.791396141052246,290,19.985826015472412,290,20.712883949279785,290,22.710132122039795,290,22.881493091583252,290,23.476962089538574,290,25.474234104156494,290,25.64354395866394,290,26.358806371688843,290,28.353553295135498,290,29.199090242385864,290,29.932745695114136,290,31.92066264152527,290,32.091184854507446,290,32.813401222229004,290,32.98173141479492,290,33.176860332489014,290,35.17974257469177,290,35.91162037849426,290,36.08284521102905,290,38.061235189437866,290,38.258564472198486,290,38.981581687927246,290,39.150864124298096,290,39.76203727722168,290,41.740978479385376,290,42.456746101379395,290,42.62575936317444,290,44.605870723724365,290,45.45302963256836,290,45.62184238433838,290,47.60698103904724,290,48.33022499084473,290,48.49848198890686,290,50.48425316810608,290,51.32917404174805,290,51.49107909202576,290,52.2302782535553,290,54.22694969177246,290,54.39856553077698,290,56.3810830116272,290,56.9833607673645,290,57.70189690589905,290,57.870959997177124,290,59.85044765472412,290,60.04861354827881
12,random graphs/triangle/r1.5k18n12/graph12.lgbin,2236,57.9510555267334,261,594,0,500,5.57677960395813,412,9.268372058868408,340,10.295803308486938,320,10.469477891921997,312,14.023455381393433,276,18.105820178985596,276,18.545693397521973,276,19.539812088012695,276,20.357887506484985,266,21.550779581069946,266,22.173654079437256,266,23.06314778327942,266,23.880690336227417,266,24.69174861907959,266,25.564292192459106,266,25.717276573181152,266,25.932897567749023,266,26.755378246307373,266,27.380589723587036,266,28.256136417388916,266,28.735764741897583,266,29.553204774856567,266,30.43231177330017,266,31.073081970214844,266,31.675838470458984,266,32.50701189041138,266,33.383161783218384,266,34.003557205200195,266,34.501888275146484,266,35.38210940361023,266,36.00863790512085,266,36.84194874763489,266,37.332159757614136,266,37.967259645462036,266,38.86237168312073,266,39.342909812927246,266,40.1649329662323,266,41.048460960388184,266,41.92924642562866,266,42.76546764373779,266,43.41524410247803,266,44.06583309173584,266,44.921839237213135,266,45.851882457733154,261,48.529134035110474,261,49.21420621871948,261,51.97337555885315,261,52.808128356933594,261,54.815850257873535,261,55.64731454849243,261,56.36945152282715,261,57.20307993888855,261,57.37078022956848,261,59.37146711349487,261,60.046170711517334
13,random graphs/triangle/r1.5k18n12/graph13.lgbin,2236,56.81171131134033,283,589,0,504,2.1310789585113525,375,2.7686290740966797,316,2.9806325435638428,291,3.500697135925293,286,4.098825216293335,286,4.272796392440796,286,4.790489435195923,285,5.037733793258667,285,5.632622241973877,285,5.827993631362915,285,6.370084524154663,285,6.9029221534729,285,7.504490852355957,284,8.236016035079956,283,8.789467811584473,283,8.95146656036377,283,10.330665588378906,283,10.937215805053711,283,11.47732925415039,283,12.130914688110352,283,12.751453399658203,283,13.284902572631836,283,13.449262380599976,283,14.043730020523071,283,17.05180311203003,283,17.215610027313232,283,17.75556254386902,283,18.352931022644043,283,18.56112027168274,283,19.09249997138977,283,19.257505893707275,283,19.85567808151245,283,22.865713357925415,283,23.528730869293213,283,24.06796431541443,283,24.6660099029541,283,24.89072823524475,283,25.61055588722229,283,26.136343955993652,283,26.730658054351807,283,27.394781589508057,283,28.061519861221313,283,28.600046634674072,283,29.198375701904297,283,29.854188442230225,283,30.388989686965942,283,30.977864027023315,283,31.502428770065308,283,34.48866868019104,283,35.10885953903198,283,35.699177265167236,283,36.23402166366577,283,36.460872173309326,283,37.121517181396484,283,38.4896194934845,283,39.03161954879761,283,40.40263080596924,283,40.60383677482605,283,41.201765060424805,283,44.209721088409424,283,44.734179973602295,283,45.28609299659729,283,45.87828302383423,283,46.4109570980072,283,46.60210371017456,283,47.19262766838074,283,48.56686329841614,283,49.18904638290405,283,49.8002507686615,283,50.46476721763611,283,51.06651782989502,283,51.59309244155884,283,52.26671743392944,283,52.8590669631958,283,55.85989594459534,283,56.409446477890015,283,57.08745837211609,283,57.68572688102722,283,58.35966515541077,283,59.750694036483765,283,60.043797969818115
14,random graphs/triangle/r1.5k18n12/graph14.lgbin,2236,57.567277908325195,284,607,0,517,1.0299708843231201,451,8.518247127532959,420,11.673226833343506,359,12.80294418334961,313,13.68880558013916,297,14.13427472114563,294,14.645071029663086,294,15.520653247833252,294,16.73411989212036,294,17.157445907592773,294,17.305472373962402,294,18.51798152923584,286,19.201154470443726,286,19.649699687957764,286,20.06311845779419,286,20.376036167144775,286,21.49772000312805,286,21.96981406211853,286,22.398686170578003,286,22.71266460418701,286,23.84956169128418,286,24.975057363510132,286,25.409560680389404,286,26.036704778671265,286,26.424806594848633,286,26.860422611236572,286,28.00365447998047,286,28.322791576385498,286,28.738595485687256,286,29.871774196624756,286,30.188538551330566,284,30.81481623649597,284,31.24169683456421,284,32.71374559402466,284,33.332080125808716,284,34.79873561859131,284,35.232738971710205,284,35.65050148963928,284,36.079997539520264,284,37.54732656478882,284,38.17372226715088,284,38.60513210296631,284,40.06839084625244,284,40.69882035255432,284,41.11981201171875,284,42.561375856399536,284,42.70152568817139,284,43.357659339904785,284,44.817527294158936,284,45.25359034538269,284,45.961832761764526,284,46.67447853088379,284,48.48381686210632,284,48.918267011642456,284,50.392406702041626,284,51.016650676727295,284,51.451512813568115,284,52.91374444961548,284,53.55031633377075,284,53.987916707992554,284,55.455018281936646,284,56.20356488227844,284,57.67589449882507,284,58.11577224731445,284,58.76115703582764,284,60.089606046676636
15,random graphs/triangle/r1.5k18n12/graph15.lgbin,2236,57.8374228477478,273,669,0,549,3.6798298358917236,431,4.481099605560303,362,8.540298700332642,355,11.524532079696655,311,13.027092933654785,297,13.542888641357422,293,15.587862730026245,276,16.43792200088501,275,18.004764795303345,275,19.73073124885559,274,19.897231101989746,274,20.061421394348145,274,21.018320322036743,274,21.182311534881592,274,22.442658185958862,274,23.391925811767578,274,23.562530755996704,273,24.788970470428467,273,24.951747179031372,273,25.11341118812561,273,26.501843690872192,273,27.085013389587402,273,28.35885763168335,273,29.742424249649048,273,29.915908336639404,273,30.846700429916382,273,32.1198673248291,273,33.49533271789551,273,33.66772127151489,273,34.916133403778076,273,36.30040669441223,273,37.475959062576294,273,38.75916886329651,273,39.530566930770874,273,40.79284381866455,273,42.18188977241516,273,42.79232382774353,273,42.95530867576599,273,44.22678565979004,273,45.611867904663086,273,46.87117099761963,273,48.61103892326355,273,50.01341390609741,273,51.27418541908264,273,51.43924283981323,273,52.71227979660034,273,52.87608861923218,273,54.26609921455383,273,55.53047204017639,273,56.469318151474,273,56.63203454017639,273,58.02499079704285,273,59.29566931724548,273,60.051647424697876
16,random graphs/triangle/r1.5k18n12/graph16.lgbin,2236,56.6749107837677,256,645,0,537,0.23400616645812988,436,1.501821517944336,364,1.8593246936798096,308,4.161336421966553,260,5.683307886123657,257,6.202263355255127,257,7.031301259994507,257,8.116570472717285,257,8.287430047988892,257,9.361154079437256,257,9.816203594207764,257,10.64829707145691,257,10.818737506866455,257,11.671157836914062,257,12.445557594299316,257,13.521190166473389,257,13.678356409072876,256,16.482287883758545,256,17.312573671340942,256,19.305273294448853,256,20.215205192565918,256,20.363786458969116,256,21.19675898551941,256,21.651408195495605,256,22.55695915222168,256,22.728996992111206,256,23.55522918701172,256,23.80308985710144,256,24.680901527404785,256,25.50143790245056,256,26.396779537200928,256,26.537859678268433,256,27.364866733551025,256,28.28043293952942,256,28.99097228050232,256,29.13262438774109,256,29.955409288406372,256,30.858816862106323,256,31.917889833450317,256,32.0602822303772,256,32.889400482177734,256,33.80470061302185,256,34.28917098045349,256,34.432212114334106,256,35.2684645652771,256,36.18028283119202,256,36.88313579559326,256,37.0252959728241,256,37.84973096847534,256,38.764750242233276,256,38.91400456428528,256,39.74910068511963,256,40.53021550178528,256,41.437721252441406,256,41.58596634864807,256,42.41090774536133,256,44.37796664237976,256,45.294092416763306,256,45.46466040611267,256,46.31523585319519,256,47.22100019454956,256,47.39268636703491,256,48.23745036125183,256,49.1582727432251,256,50.07131028175354,256,50.22093343734741,256,51.131080627441406,256,51.55411458015442,256,52.63193893432617,256,53.52916359901428,256,53.94782638549805,256,54.118854999542236,256,55.03277516365051,256,55.182766914367676,256,55.33222532272339,256,56.098578453063965,256,56.52360439300537,256,57.4313805103302,256,59.406729221343994,256,59.55686140060425,256,60.050179958343506
17,random graphs/triangle/r1.5k18n12/graph17.lgbin,2236,57.884867429733276,325,672,0,595,1.8588097095489502,520,5.091357946395874,432,7.105221748352051,371,10.310756921768188,371,12.056110858917236,349,14.065466165542603,339,14.83492136001587,336,16.207747220993042,331,16.862521409988403,331,17.99886703491211,327,18.673826694488525,326,20.040954113006592,326,21.082499027252197,326,22.39956259727478,326,22.555800914764404,325,23.924484968185425,325,24.815972805023193,325,25.847451210021973,325,27.401371240615845,325,28.72526717185974,325,28.880783796310425,325,29.937028884887695,325,30.560237646102905,325,31.877249717712402,325,32.83805513381958,325,33.8932318687439,325,35.20587921142578,325,36.18616724014282,325,36.340174198150635,325,37.36659479141235,325,38.68709063529968,325,39.23527240753174,325,40.278892993927,325,41.597633600234985,325,42.49771189689636,325,43.54464840888977,325,43.70044469833374,325,45.0233154296875,325,45.7626895904541,325,46.81502652168274,325,48.12310552597046,325,48.99803686141968,325,50.30358958244324,325,51.038933753967285,325,52.08648991584778,325,52.703548431396484,325,54.027008056640625,325,54.65806794166565,325,55.55884385108948,325,56.61155962944031,325,57.93212103843689,325,58.08582949638367,325,59.143709897994995,325,59.75192594528198,325,60.04468083381653
18,random graphs/triangle/r1.5k18n12/graph18.lgbin,2236,57.607396602630615,332,705,0,609,8.513498544692993,486,9.17726755142212,384,9.458248376846313,366,13.694488286972046,350,17.35105609893799,350,18.47747230529785,347,18.785397052764893,338,19.215465307235718,338,20.98650312423706,335,21.602771520614624,335,21.857791900634766,333,23.128864765167236,333,24.499347925186157,333,25.363290786743164,333,26.27959442138672,333,26.4693500995636,333,27.32441544532776,333,28.55650281906128,333,28.747759342193604,333,31.298049688339233,333,32.16373944282532,333,33.02813506126404,332,33.27742290496826,332,33.49390149116516,332,35.29282522201538,332,35.491273403167725,332,35.692641735076904,332,36.544957637786865,332,38.341726303100586,332,38.54421830177307,332,39.39765644073486,332,40.521533727645874,332,42.30935049057007,332,43.16446328163147,332,44.44334554672241,332,44.64418411254883,332,45.57347321510315,332,46.43460488319397,332,47.289321422576904,332,47.50371837615967,332,47.70627450942993,332,48.5615758895874,332,49.183074951171875,332,49.38398337364197,332,50.237889528274536,332,50.43904495239258,332,50.63475012779236,332,50.83398389816284,332,51.04768967628479,332,52.29810428619385,332,53.14492845535278,332,53.344043493270874,332,53.54272937774658,332,55.33115100860596,332,56.19229984283447,332,56.393436670303345,332,56.593270778656006,332,59.118717193603516,332,59.98733973503113,332,60.04152321815491
19,random graphs/triangle/r1.5k18n12/graph19.lgbin,2236,58.066917181015015,273,641,0,563,2.3634307384490967,446,3.1752874851226807,370,3.853405237197876,283,5.025949239730835,279,8.71830439567566,279,9.321608543395996,278,9.835913896560669,278,10.4055655002594,278,11.091950416564941,278,17.165704011917114,278,17.782691717147827,278,18.35260772705078,278,18.926506996154785,278,19.552051305770874,278,20.11834168434143,277,26.69349193572998,277,27.326815366744995,275,27.72217583656311,273,28.3770809173584,273,28.905829191207886,273,29.502783060073853,273,29.66169238090515,273,30.192713022232056,273,35.12544322013855,273,35.730308294296265,273,36.26650524139404,273,36.86267018318176,273,37.4546914100647,273,37.61043071746826,273,38.209330558776855,273,38.73082184791565,273,39.266661405563354,273,39.42252540588379,273,40.01254105567932,273,40.18007302284241,273,44.32197165489197,273,44.86485147476196,273,45.023432970047,273,45.192068576812744,273,45.79579949378967,273,46.32292985916138,273,50.504477977752686,273,51.093982458114624,273,51.70868420600891,273,57.88922834396362,273,58.4505341053009,273,59.04122805595398,273,59.63459849357605,273,59.792433977127075,273,60.04466438293457
20,random graphs/triangle/r1.5k18n12/graph20.lgbin,2236,57.60302472114563,361,681,0,605,7.439177989959717,491,7.647777080535889,421,8.665421485900879,392,9.703478574752808,392,10.458506107330322,392,11.37807297706604,377,11.575875759124756,377,14.351088047027588,375,14.524535417556763,375,14.676040887832642,375,16.063247442245483,374,20.548527240753174,368,20.779944896697998,366,20.968994855880737,365,26.063292503356934,365,26.220486402511597,365,30.496111154556274,361,31.670267581939697,361,32.67627143859863,361,32.85379147529602,361,33.08717918395996,361,34.60849118232727,361,34.83419418334961,361,34.998679637908936,361,36.027934074401855,361,37.04461598396301,361,37.26844644546509,361,38.735957622528076,361,38.896129846572876,361,39.89531660079956,361,40.075088024139404,361,40.29335165023804,361,40.51498317718506,361,42.01009178161621,361,42.16909098625183,361,43.60407376289368,361,43.8279869556427,361,44.83934688568115,361,44.97140192985535,361,45.14749598503113,361,45.379399061203,361,46.37712001800537,361,46.50941038131714,361,46.7308669090271,361,48.063807249069214,361,49.0733585357666,361,49.238518953323364,361,49.45852732658386,361,50.46281623840332,361,50.689765214920044,361,52.22319483757019,361,53.66325283050537,361,53.88726472854614,361,54.89674401283264,361,55.0554633140564,361,57.22438287734985,361,58.23884916305542,361,58.4018669128418,361,59.39874243736267,361,59.569910287857056,361,59.79048991203308,361,60.04777550697327
21,random graphs/triangle/r1.5k18n12/graph21.lgbin,2236,58.89915204048157,303,597,0,496,2.8589084148406982,450,7.077993631362915,351,7.988933324813843,348,13.112298488616943,316,15.399888277053833,303,16.16009545326233,303,20.347328901290894,303,20.498653888702393,303,20.64465355873108,303,21.436490774154663,303,25.616819620132446,303,26.662503957748413,303,29.43529438972473,303,33.61312699317932,303,34.3945734500885,303,35.83548641204834,303,39.99316763877869,303,40.76758646965027,303,41.80973434448242,303,42.86079406738281,303,47.03185677528381,303,47.82983636856079,303,47.978994369506836,303,52.150086402893066,303,52.30092811584473,303,53.10335040092468,303,57.28955674171448,303,59.346338748931885,303,60.0467209815979
