Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Work,Nodes visited,Setup Time
0,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,47,60,123,308,3,0.009,0.005,1,0.008
1,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,99,174,0,0.006,0.0031,1,0.005
2,Rome-Lib/graficon10nodi/grafo265.10,10,12,1,15,17,44,52,1,0.003,0.0007,0,0.002
3,north/g.17.12.graphml,17,17,0,92,1,110,730,0,0.008,0.0115,0,0.016
4,Rome-Lib/graficon15nodi/grafo1883.15,15,17,0,40,43,100,214,0,0.006,0.0038,1,0.006
5,Rome-Lib/graficon14nodi/grafo843.14,14,15,0,32,16,63,122,0,0.004,0.0022,1,0.003
6,north/g.13.83.graphml,13,13,0,6,3,22,8,0,0.001,0.0001,0,0.0
7,Rome-Lib/graficon11nodi/grafo1131.11,11,13,0,22,18,53,84,0,0.005,0.0015,1,0.002
8,Rome-Lib/graficon13nodi/grafo2313.13,13,18,0,16,15,49,44,0,0.002,0.0007,0,0.002
9,Rome-Lib/graficon15nodi/grafo585.15,15,19,0,38,34,91,166,0,0.006,0.0032,1,0.004
10,Rome-Lib/graficon12nodi/grafo2651.12,12,12,1,11,12,35,34,2,0.001,0.0005,0,0.002
11,north/g.12.123.graphml,12,12,0,9,2,23,12,0,0.001,0.0002,0,0.001
12,Rome-Lib/graficon16nodi/grafo2142.16,16,17,0,23,20,60,72,0,0.002,0.0011,0,0.002
13,north/g.16.62.graphml,16,16,0,91,0,107,728,0,0.009,0.0119,0,0.018
14,Rome-Lib/graficon10nodi/grafo869.10,10,12,0,6,3,21,8,0,0.001,0.0001,0,0.001
15,Rome-Lib/graficon12nodi/grafo906.12,12,12,0,5,2,19,4,0,0.001,0.0001,0,0.001
16,Rome-Lib/graficon13nodi/grafo559.13,13,19,0,18,16,53,54,0,0.002,0.0009,0,0.002
17,north/g.11.61.graphml,11,12,0,31,5,48,124,0,0.003,0.0021,0,0.004
18,north/g.15.49.graphml,15,16,0,16,11,43,36,0,0.002,0.0006,0,0.002
19,Rome-Lib/graficon12nodi/grafo2458.12,12,17,0,22,22,61,70,1,0.003,0.0013,1,0.002
20,Rome-Lib/graficon17nodi/grafo2615.17,17,17,0,9,6,32,18,0,0.002,0.0003,0,0.001
21,Rome-Lib/graficon15nodi/grafo735.15,15,15,0,14,12,41,36,0,0.005,0.0007,1,0.002
22,Rome-Lib/graficon11nodi/grafo2946.11,11,13,0,8,7,28,18,0,0.001,0.0002,0,0.001
23,north/g.11.28.graphml,11,13,0,16,8,37,40,0,0.002,0.0007,0,0.002
24,north/g.11.55.graphml,11,13,0,14,4,31,30,0,0.002,0.0005,0,0.002
25,Rome-Lib/graficon15nodi/grafo2783.15,15,19,0,28,25,72,102,1,0.003,0.0015,0,0.003
26,Rome-Lib/graficon15nodi/grafo391.15,15,24,0,64,68,156,368,2,0.01,0.0066,1,0.01
27,north/g.19.23.graphml,19,21,0,21,19,61,58,0,0.004,0.0009,0,0.002
28,Rome-Lib/graficon17nodi/grafo385.17,17,28,1,61,82,171,334,4,0.009,0.0062,1,0.008
29,north/g.16.80.graphml,16,27,0,42,55,124,188,1,0.007,0.0035,1,0.005
30,Rome-Lib/graficon15nodi/grafo1124.15,15,23,0,41,37,101,158,0,0.005,0.003,1,0.005
31,Rome-Lib/graficon23nodi/grafo2499.23,23,27,0,56,63,146,290,1,0.009,0.0055,1,0.007
32,Rome-Lib/graficon17nodi/grafo459.17,17,27,0,73,81,181,416,0,0.009,0.0077,1,0.011
33,Rome-Lib/graficon19nodi/grafo1897.19,19,24,0,71,62,157,412,0,0.006,0.0062,0,0.011
34,north/g.18.24.graphml,18,23,2,43,51,117,204,4,0.007,0.0036,1,0.006
35,Rome-Lib/graficon15nodi/grafo518.15,15,21,0,28,23,72,90,0,0.003,0.0015,0,0.003
36,Rome-Lib/graficon25nodi/grafo1586.25,25,29,0,86,103,218,556,0,0.011,0.0099,1,0.014
37,north/g.18.8.graphml,18,28,0,73,80,181,416,0,0.01,0.0082,1,0.011
38,Rome-Lib/graficon16nodi/grafo2933.16,16,20,0,42,44,106,222,0,0.007,0.0042,1,0.006
39,north/g.11.29.graphml,11,23,0,70,95,188,502,6,0.011,0.0086,1,0.013
40,Rome-Lib/graficon18nodi/grafo706.18,18,27,1,88,95,210,606,1,0.011,0.0112,1,0.015
41,north/g.25.49.graphml,25,26,0,82,86,194,522,0,0.009,0.0092,1,0.013
42,Rome-Lib/graficon12nodi/grafo2144.12,12,28,1,64,76,168,352,3,0.009,0.0065,1,0.009
43,north/g.17.8.graphml,17,27,0,72,58,157,416,0,0.006,0.006,0,0.01
44,north/g.19.20.graphml,19,22,0,34,25,81,132,0,0.005,0.0025,1,0.004
45,north/g.21.30.graphml,21,21,0,43,29,93,176,0,0.006,0.0033,1,0.005
46,Rome-Lib/graficon17nodi/grafo2401.17,17,28,1,151,290,469,1814,34,0.074,0.0765,1,0.042
47,north/g.29.13.graphml,29,29,0,163,17,209,1676,0,0.018,0.027,0,0.039
48,north/g.20.26.graphml,20,20,0,43,132,195,382,9,0.017,0.011,1,0.01
49,Rome-Lib/graficon11nodi/grafo1917.11,11,20,1,41,55,116,210,1,0.006,0.0036,1,0.006
50,Rome-Lib/graficon16nodi/grafo821.16,16,28,0,69,74,171,372,1,0.009,0.0074,1,0.011
51,north/g.26.20.graphml,26,29,0,103,71,203,656,0,0.012,0.0132,1,0.016
52,north/g.14.68.graphml,14,29,0,28,24,81,78,0,0.003,0.0012,0,0.002
53,north/g.27.16.graphml,27,27,0,63,133,223,470,22,0.043,0.0313,1,0.011
54,north/g.18.30.graphml,18,23,2,72,31,126,420,5,0.017,0.0125,1,0.011
55,north/g.25.40.graphml,25,37,0,104,183,324,746,16,0.07,0.0726,1,0.018
56,north/g.27.7.graphml,27,34,0,71,19,124,272,0,0.008,0.0044,0,0.008
57,north/g.26.4.graphml,26,30,0,81,62,173,480,0,0.01,0.0098,1,0.013
58,Rome-Lib/graficon27nodi/grafo248.27,27,38,0,135,151,324,988,4,0.043,0.0434,1,0.024
59,Rome-Lib/graficon15nodi/grafo2591.15,15,31,0,91,99,221,542,2,0.013,0.0114,1,0.014
60,Rome-Lib/graficon22nodi/grafo2630.22,22,31,0,76,100,207,462,3,0.012,0.0099,1,0.011
61,Rome-Lib/graficon20nodi/grafo2246.20,20,39,0,129,170,338,896,8,0.041,0.0395,1,0.021
62,Rome-Lib/graficon28nodi/grafo1646.28,28,37,0,66,72,175,282,2,0.01,0.0056,1,0.008
63,Rome-Lib/graficon14nodi/grafo2785.14,14,31,0,34,33,98,102,0,0.006,0.002,1,0.003
64,Rome-Lib/graficon28nodi/grafo1264.28,28,39,0,131,112,282,874,0,0.017,0.0179,1,0.021
65,north/g.26.9.graphml,26,38,0,81,82,201,368,0,0.01,0.007,1,0.01
66,Rome-Lib/graficon28nodi/grafo2058.28,28,38,0,56,49,143,190,0,0.005,0.0039,1,0.006
67,Rome-Lib/graficon16nodi/grafo1150.16,16,30,0,53,47,130,198,0,0.006,0.0039,1,0.006
68,Rome-Lib/graficon15nodi/grafo295.15,15,33,0,70,83,186,354,2,0.007,0.0065,1,0.01
69,north/g.22.37.graphml,22,30,0,88,44,162,452,0,0.009,0.0086,1,0.012
70,Rome-Lib/graficon26nodi/grafo1512.26,26,34,0,101,111,246,600,2,0.026,0.0198,1,0.015
71,Rome-Lib/graficon31nodi/grafo2107.31,31,38,0,62,65,165,240,1,0.006,0.0046,1,0.007
72,Rome-Lib/graficon26nodi/grafo398.26,26,30,0,74,65,169,416,1,0.009,0.008,1,0.011
73,Rome-Lib/graficon20nodi/grafo2202.20,20,31,0,93,107,231,590,2,0.012,0.0118,1,0.015
74,Rome-Lib/graficon33nodi/grafo10842.33,33,39,0,102,127,268,610,2,0.014,0.0118,1,0.016
75,Rome-Lib/graficon24nodi/grafo2923.24,24,33,0,51,52,136,198,1,0.011,0.006,1,0.006
76,Rome-Lib/graficon21nodi/grafo1927.21,21,43,0,100,104,247,488,0,0.011,0.0097,1,0.013
77,Rome-Lib/graficon27nodi/grafo1997.27,27,40,0,73,70,183,296,0,0.009,0.006,1,0.008
78,Rome-Lib/graficon20nodi/grafo2213.20,20,49,0,177,181,407,1216,0,0.025,0.0256,1,0.03
79,Rome-Lib/graficon31nodi/grafo11127.31,31,46,0,109,125,280,574,0,0.011,0.0114,1,0.015
80,Rome-Lib/graficon32nodi/grafo2047.32,32,46,0,86,77,209,372,0,0.007,0.0061,0,0.01
81,Rome-Lib/graficon34nodi/grafo10086.34,34,43,0,129,163,335,836,1,0.016,0.0172,1,0.021
82,Rome-Lib/graficon28nodi/grafo932.28,28,45,0,145,157,347,936,2,0.041,0.037,1,0.024
83,Rome-Lib/graficon33nodi/grafo151.33,33,46,0,125,135,306,722,4,0.027,0.0241,1,0.018
84,north/g.31.3.graphml,31,41,0,119,91,251,730,2,0.025,0.023,1,0.018
85,Rome-Lib/graficon31nodi/grafo11356.31,31,43,0,121,130,294,706,3,0.027,0.0246,1,0.018
86,Rome-Lib/graficon20nodi/grafo2701.20,20,48,0,94,107,249,416,1,0.01,0.0082,1,0.012
87,Rome-Lib/graficon19nodi/grafo563.19,19,40,1,154,197,391,1246,9,0.065,0.0686,1,0.03
88,Rome-Lib/graficon28nodi/grafo1399.28,28,41,0,149,138,328,1054,2,0.044,0.0425,1,0.025
89,Rome-Lib/graficon37nodi/grafo11342.37,37,49,1,133,153,335,788,5,0.019,0.0167,1,0.02
90,Rome-Lib/graficon32nodi/grafo1953.32,32,42,0,86,83,211,378,0,0.012,0.0084,1,0.011
91,north/g.27.14.graphml,27,47,0,150,233,430,1222,19,0.074,0.0772,1,0.03
92,north/g.39.23.graphml,39,46,1,186,167,399,1552,1,0.042,0.0418,1,0.037
93,north/g.27.9.graphml,27,42,0,125,73,240,656,0,0.013,0.013,1,0.047
94,north/g.28.14.graphml,28,45,0,87,79,211,382,0,0.008,0.0074,1,0.011
95,Rome-Lib/graficon30nodi/grafo1252.30,30,43,0,104,98,245,518,0,0.013,0.0113,1,0.013
96,north/g.32.12.graphml,32,42,0,123,105,270,718,2,0.016,0.0148,1,0.018
97,north/g.38.16.graphml,38,52,1,165,155,372,1118,5,0.041,0.0378,1,0.028
98,Rome-Lib/graficon37nodi/grafo7233.37,37,51,0,195,299,545,1610,11,0.095,0.1098,1,0.038
99,Rome-Lib/graficon35nodi/grafo11330.35,35,50,0,205,239,494,1708,3,0.037,0.048,1,0.042
100,Rome-Lib/graficon25nodi/grafo1743.25,25,53,1,169,189,411,1168,4,0.021,0.0238,1,0.029
101,Rome-Lib/graficon35nodi/grafo11464.35,35,56,1,286,417,759,3066,20,0.25,0.3671,1,0.076
102,Rome-Lib/graficon33nodi/grafo1890.33,33,52,1,138,158,348,824,4,0.03,0.0257,1,0.02
