GraphSize,CVcalc,AvgOptsPerMin,TargetOptsPerMin
r1.5k18n12,1793,89.88034821780658,10
r1.5k24n16,2479,60.43005247586679,10
r1.5k30n20,2879,93.95619353921174,10
r1.5k18n12,2852,4.570047248341831,100
r1.5k24n16,1141,653.8624311338181,100
r1.5k18n12,2948,3.807218803786416,50
r1.5k24n16,1531,423.8535587799218,50
r1.5k30n20,1803,282.4048691436373,100
r1.5k30n20,2359,161.20149847180997,50
r1.5k36n24,1519,193.29474975612433,10
r1.5k36n24,1801,171.90326796712125,50
r1.5k36n24,2382,142.8925124158998,100
r1.5k42n28,1365,117.5185792655864,10
r1.5k42n28,2428,91.06530659559387,50
r1.5k42n28,2969,76.08262428388755,100
r1.5k18n12,1329,262.75924366750513,10
r1.5k24n16,1351,566.5733552328113,10
r1.5k18n12,1012,559.2909599669722,100
r1.5k18n12,1678,105.73705679370525,50
r1.5k24n16,1132,645.9080215333167,100
r1.5k30n20,2873,77.16584360765837,10
r1.5k24n16,2099,100.65024983116837,50
r1.5k30n20,2788,80.85797330514269,100
r1.5k30n20,2876,82.26600279693275,50
r1.5k36n24,1579,191.974684875388,10
r1.5k36n24,2694,123.19156097019263,50
r1.5k36n24,1544,181.1710094307786,100
r1.5k42n28,1748,113.47180264705085,10
r1.5k42n28,1175,101.94823432362234,50
r1.5k42n28,1777,101.2322988267744,100
r1.5k18n12,2360,17.268446248517073,10
r1.5k24n16,1255,607.0863020076937,10
r1.5k18n12,2814,4.4498148449820825,100
r1.5k18n12,2919,4.088157090219618,50
r1.5k24n16,1896,177.0091898995967,100
r1.5k24n16,2184,107.6572942230709,50
r1.5k30n20,2357,197.6601233844834,10
r1.5k30n20,1357,349.41565934501983,100
r1.5k30n20,1457,359.93432067962164,50
r1.5k36n24,2549,136.01849472332765,10
r1.5k36n24,1587,189.10050252593007,50
r1.5k36n24,2266,159.76244585287122,100
r1.5k42n28,1027,116.90915816108566,10
r1.5k42n28,2163,91.43741644456551,50
r1.5k42n28,2488,90.26052416923848,100
r1.5k18n12,3540,1.6011071241059458,10
r1.5k18n12,1913,65.73741600033281,100
r1.5k24n16,3718,1.3223313051437078,10
r1.5k18n12,2298,23.30072854571177,50
r1.5k24n16,2844,7.6336192609124724,100
r1.5k24n16,3276,4.027425139991135,50
r1.5k30n20,4318,1.0032755275483993,10
r1.5k30n20,2295,194.25128008044572,100
r1.5k30n20,4314,1.5255962238223937,50
r1.5k36n24,3823,17.252386043757987,10
r1.5k36n24,4041,13.990464331000293,50
r1.5k36n24,3573,37.12955662761486,100
r1.5k42n28,2622,96.94525999974263,10
r1.5k42n28,3642,41.99337890514856,50
r1.5k42n28,2132,100.41175687132355,100
r1.5k18n12,2950,3.8059171289185043,10
r1.5k18n12,1462,177.80722032477507,100
r1.5k18n12,1988,62.3300024970089,50
r1.5k24n16,3098,6.19614240145779,10
r1.5k24n16,2370,55.02481686881047,100
r1.5k24n16,2730,13.527473739026146,50
r1.5k30n20,3598,4.832267337709798,10
r1.5k30n20,2541,142.58226368872394,100
r1.5k30n20,3595,8.400388490547687,50
r1.5k36n24,7009,0.19983810218160897,10
r1.5k36n24,3367,59.050037694968964,50
r1.5k36n24,2977,102.17412441486644,100
r1.5k42n28,4807,2.9043118367599803,10
r1.5k42n28,3035,76.92712847546244,50
r1.5k42n28,2310,92.9245790002548,100
r1.5k18n12,2655,7.871772597602359,10
r1.5k18n12,1687,108.36028769827763,100
r1.5k18n12,2143,39.98202092109405,50
r1.5k24n16,2788,10.808824559517594,10
r1.5k24n16,2133,128.02831687053927,100
r1.5k24n16,2457,53.138276380373384,50
r1.5k30n20,3238,33.646587309435915,10
r1.5k30n20,2664,113.87060250813518,100
r1.5k30n20,3235,28.088365189833876,50
r1.5k36n24,5416,0.6009064572196158,10
r1.5k36n24,3704,35.1829068418964,50
r1.5k36n24,3275,68.96014509678662,100
r1.5k18n12,2507,9.407655899490432,10
r1.5k18n12,1800,85.16217218903464,100
r1.5k18n12,2065,42.926430513683954,50
r1.5k24n16,2943,7.297228162572407,10
r1.5k24n16,2251,84.3101484232711,100
r1.5k42n28,3714,51.8663457693841,10
r1.5k24n16,2593,27.909930655330662,50
r1.5k42n28,2221,98.2476910021703,100
r1.5k42n28,3338,66.74035011716732,50
r1.5k30n20,3418,19.440548863837016,10
r1.5k30n20,2726,92.99069955691964,100
r1.5k30n20,3055,52.592247757032126,50
r1.5k36n24,4619,1.5744806253159376,10
r1.5k36n24,3535,34.03336734451618,50
r1.5k36n24,3126,93.78789017135539,100
r1.5k18n12,2433,11.546775407739887,10
r1.5k18n12,1743,85.00100427921426,100
r1.5k18n12,2026,54.43930735355737,50
r1.5k24n16,2865,10.729143641837908,10
r1.5k24n16,2192,97.7076231115272,100
r1.5k24n16,2525,51.58633963754263,50
r1.5k30n20,3508,16.101104881499815,10
