GraphSize,CVcalc,AvgOptsPerMin,TargetOptsPerMin
r1.5k18n12,1016,2347.0024137522682,10
r1.5k24n16,1597,884.5945341792478,10
r1.5k30n20,2335,401.25302854023766,10
r1.5k36n24,1484,221.7532382174731,10
r1.5k42n28,2585,111.90483540320982,10
r1.5k18n12,1023,2390.051534792795,10
r1.5k24n16,2739,656.008075448953,10
r1.5k30n20,2182,444.2164531065967,10
r1.5k36n24,2503,208.88784330500206,10
r1.5k42n28,1933,116.33406910812062,10
r1.5k18n12,1095,2216.233104960368,10
r1.5k24n16,1610,926.0444037908001,10
r1.5k30n20,2026,479.27317815804025,10
r1.5k36n24,2765,192.8735164360656,10
r1.5k42n28,2388,113.00337818959126,10
r1.5k18n12,1642,1816.0391425854382,10
r1.5k24n16,4108,485.3915358633578,10
r1.5k30n20,3502,387.2983046612575,10
r1.5k36n24,4147,165.6937815675547,10
r1.5k42n28,3877,100.55710724825491,10
r1.5k18n12,3011,1150.4368705054221,10
r1.5k24n16,7532,392.4992816628631,10
r1.5k30n20,6421,250.88842417263328,10
r1.5k36n24,7603,105.26717894544785,10
r1.5k42n28,7108,70.54158753257528,10
r1.5k18n12,5885,1121.7184220791883,10
r1.5k24n16,14722,279.693338115039,10
r1.5k30n20,12550,129.91843008166293,10
r1.5k36n24,14861,50.188285871435426,10
r1.5k18n12,11702,1219.563769163302,10
r1.5k24n16,29273,365.91665428247427,10
r1.5k42n28,13894,32.972207392688965,10
r1.5k30n20,24955,115.0392887590026,10
r1.5k36n24,29550,31.660856685213666,10
r1.5k18n12,23371,1445.9752169460032,10
r1.5k24n16,58460,346.695387638948,10
r1.5k30n20,49837,148.3169648408891,10
r1.5k42n28,27627,10.97721945928577,10
r1.5k36n24,59015,33.051753426806236,10
r1.5k18n12,46725,1149.6174143128246,10
r1.5k24n16,116878,399.9680121519392,10
r1.5k30n20,99638,119.37855718775623,10
r1.5k42n28,55173,8.702898416398007,10
r1.5k36n24,117987,34.23270781652714,10
r1.5k18n12,93442,1026.6746193193408,10
r1.5k24n16,233735,304.254683391522,10
r1.5k30n20,199259,99.00084998442397,10
r1.5k42n28,41400,8.77513500638371,10
r1.5k36n24,235953,29.770091674590333,10
r1.5k18n12,186881,999.9086014667349,10
r1.5k24n16,467459,348.6174048982745,10
r1.5k30n20,398509,102.62229458307385,10
r1.5k36n24,471896,29.8593087991363,10
r1.5k42n28,34513,9.428632541344246,10
r1.5k18n12,373760,1116.430734909664,10
r1.5k24n16,934913,358.3948363899272,10
r1.5k30n20,797014,94.86064082690311,10
r1.5k36n24,943788,33.90175335058559,10
r1.5k42n28,31070,7.615391461431118,10
r1.5k18n12,1211,2225.4521884627225,50
r1.5k24n16,1506,981.7659564930312,50
r1.5k30n20,1090,521.2330272087991,50
r1.5k36n24,2343,225.1967836907615,50
r1.5k42n28,2663,116.71417768901479,50
r1.5k42n28,29348,9.777385377692202,10
r1.5k18n12,2072,1282.252096976096,50
r1.5k24n16,2821,773.0449531748111,50
r1.5k30n20,1319,499.18837977702407,50
r1.5k36n24,1769,233.22662133519384,50
r1.5k42n28,1732,123.09597912629374,50
r1.5k18n12,2471,1145.036018808271,50
r1.5k24n16,1750,921.4519853087131,50
r1.5k30n20,1391,497.3465423002161,50
r1.5k36n24,2056,226.4213725726798,50
r1.5k42n28,1651,121.56013490898977,50
r1.5k18n12,3706,1106.5258864070734,50
r1.5k24n16,4231,527.325866932468,50
r1.5k30n20,2086,437.23901683711085,50
r1.5k36n24,3514,190.00490904584063,50
r1.5k42n28,3994,105.32124696629066,50
r1.5k18n12,6795,1107.9880870204986,50
r1.5k24n16,7757,354.9287681366035,50
r1.5k30n20,3825,341.76715749307124,50
r1.5k36n24,6443,127.99113805823865,50
r1.5k18n12,13281,1074.867258688794,50
r1.5k42n28,7323,72.55433377355662,50
r1.5k24n16,15162,348.4929632715251,50
r1.5k30n20,7476,197.5059756358748,50
r1.5k36n24,12593,58.405980026231234,50
r1.5k18n12,26408,1061.273159085183,50
r1.5k24n16,30149,438.45511951346396,50
r1.5k30n20,14866,110.36631551948066,50
r1.5k42n28,14313,29.78873391560537,50
r1.5k36n24,25040,38.03733044287265,50
r1.5k18n12,52740,1159.9469948346045,50
r1.5k24n16,60210,376.18407759564235,50
r1.5k30n20,29689,124.53569555682509,50
r1.5k42n28,10818,45.05440042040523,50
r1.5k36n24,18816,36.002825972079286,50
r1.5k18n12,105442,989.6204298034405,50
r1.5k24n16,120377,346.04995144642527,50
r1.5k30n20,59356,111.59551637381102,50
r1.5k42n28,9070,58.461872253287574,50
r1.5k36n24,15704,46.528156854696576,50
r1.5k18n12,210865,992.6714394981339,50
r1.5k24n16,240732,384.93380019088363,50
r1.5k30n20,118702,131.4240329801373,50
r1.5k36n24,14148,54.5135844114159,50
r1.5k42n28,9944,56.60955459572352,50
r1.5k18n12,421720,1209.7095533535037,50
r1.5k24n16,481454,354.2949375920394,50
r1.5k30n20,237399,94.36227948657748,50
r1.5k36n24,14926,43.41651947050678,50
r1.5k42n28,10381,55.60492598373763,50
r1.5k18n12,843436,1001.6058499035009,50
r1.5k24n16,962903,292.4573104189277,50
r1.5k30n20,474795,108.74989911159767,50
r1.5k18n12,1282,2063.175146946157,100
r1.5k24n16,1577,901.5352294905982,100
r1.5k30n20,2211,378.683526123244,100
r1.5k36n24,14537,53.3191994113246,50
r1.5k36n24,2831,160.06303139527114,100
r1.5k42n28,10599,46.94248966395526,50
r1.5k42n28,1257,108.73621019570756,100
r1.5k18n12,2382,1234.902973299031,100
r1.5k24n16,2132,781.3205594675488,100
r1.5k30n20,2137,384.3471629029972,100
r1.5k36n24,2295,172.55526475775045,100
r1.5k42n28,10490,58.29440568688892,50
r1.5k42n28,1179,109.44302518566846,100
r1.5k18n12,1508,1740.9617058218912,100
r1.5k24n16,1855,863.9314314719886,100
r1.5k30n20,1540,422.8162256303434,100
r1.5k36n24,1885,176.51695533317746,100
r1.5k42n28,2129,109.49309407332971,100
r1.5k18n12,3573,1082.4584762691645,100
r1.5k24n16,3198,611.646248384762,100
r1.5k30n20,3316,312.1337295552811,100
r1.5k36n24,4246,134.8484213685531,100
r1.5k42n28,3193,101.44124117696836,100
r1.5k18n12,6550,1004.7132678091546,100
r1.5k24n16,5863,356.0364958987455,100
r1.5k30n20,6080,207.64912379511088,100
r1.5k36n24,7785,82.9125210442115,100
r1.5k18n12,12803,1169.0407091538402,100
r1.5k24n16,11459,283.0074513714343,100
r1.5k42n28,5854,78.9935009086215,100
r1.5k30n20,11884,90.79068254718467,100
r1.5k36n24,6015,100.11368243191059,100
r1.5k18n12,25457,942.6657763556516,100
r1.5k24n16,22785,439.44907704419666,100
r1.5k30n20,8982,135.3382738895134,100
r1.5k42n28,4523,89.27794214204717,100
r1.5k36n24,6900,92.39221635021882,100
r1.5k18n12,50840,1215.306212072429,100
r1.5k24n16,45504,315.2732812978254,100
r1.5k30n20,10433,112.53254078103903,100
r1.5k42n28,3858,97.7742023539503,100
r1.5k36n24,6457,106.07478507029225,100
r1.5k18n12,101644,988.973755480651,100
r1.5k24n16,90976,374.2461494499871,100
r1.5k30n20,11158,119.41291472346943,100
r1.5k42n28,3525,99.07879132045532,100
r1.5k36n24,6678,103.74445734093797,100
r1.5k18n12,203270,1171.4586349111705,100
r1.5k24n16,181936,376.9838291429023,100
r1.5k30n20,11521,101.95536459153932,100
r1.5k36n24,6789,101.65690451436168,100
r1.5k42n28,3359,100.12686144127024,100
r1.5k18n12,406531,1077.87156164474,100
r1.5k24n16,363864,316.28495053110584,100
r1.5k30n20,11702,119.92891149121249,100
r1.5k36n24,6844,85.34553465139797,100
r1.5k18n12,813057,1109.9920911453023,100
r1.5k24n16,727724,389.54273367615275,100
r1.5k42n28,3442,102.58742602576976,100
r1.5k30n20,11793,101.50816372213104,100
r1.5k36n24,6816,99.20124163729596,100
r1.5k42n28,3483,100.10330728015887,100
r1.5k42n28,3504,98.13091943578618,100
