GraphSize,CVcalc,AvgOptsPerMin,TargetOptsPerMin
r1.5k18n12,1282,928.2810748633567,50
r1.5k24n16,2549,367.8325393851238,50
r1.5k30n20,1066,173.02092433085903,50
r1.5k18n12,2497,323.9352217579564,10
r1.5k24n16,2786,354.02030210515585,10
r1.5k36n24,2123,85.58667353090237,50
r1.5k30n20,1576,165.85179269094675,10
r1.5k36n24,1962,84.72428121515141,10
r1.5k42n28,1069,55.578697826088685,50
r1.5k42n28,1929,48.33644018961421,10
r1.5k18n12,2741,286.96614604526235,50
r1.5k24n16,1947,375.7038790981436,50
r1.5k30n20,1305,175.73069044958004,50
r1.5k18n12,1889,610.2235129308734,10
r1.5k24n16,2434,329.5853640877957,10
r1.5k30n20,2824,131.99782814921952,10
r1.5k36n24,1826,87.86840639031195,50
r1.5k36n24,2657,67.14687690560694,10
r1.5k42n28,2949,42.355090409604166,50
r1.5k42n28,1440,44.006983547643564,10
r1.5k18n12,1735,758.576108304992,50
r1.5k24n16,2927,345.0781642857881,50
r1.5k18n12,2683,267.3367516776674,10
r1.5k24n16,2760,339.0469778272346,10
r1.5k30n20,2715,164.41682008392502,50
r1.5k30n20,2241,153.44605374490033,10
r1.5k36n24,1560,91.28664525036648,50
r1.5k36n24,2451,78.52670336613832,10
r1.5k42n28,1478,53.755588890148786,50
r1.5k42n28,1226,52.44953816381345,10
r1.5k18n12,4111,36.402675041070246,50
r1.5k24n16,4390,232.40625016603184,50
r1.5k18n12,4024,37.80066700695512,10
r1.5k24n16,4179,249.56099118839512,10
r1.5k30n20,4072,160.43511465076278,50
r1.5k30n20,4236,161.1320280641465,10
r1.5k36n24,3184,79.75709625321255,50
r1.5k36n24,3985,81.0727939144892,10
r1.5k42n28,2213,46.59892350941378,50
r1.5k42n28,2893,41.24537942183322,10
r1.5k18n12,3426,109.25150580720467,50
r1.5k24n16,8049,15.953518797486135,50
r1.5k18n12,7378,0.19943270166986857,10
r1.5k24n16,7661,25.918248514161483,10
r1.5k30n20,7466,104.45598924381473,50
r1.5k30n20,7766,97.2954403854942,10
r1.5k36n24,5838,71.18166027186703,50
r1.5k36n24,7306,62.49033380395578,10
r1.5k42n28,1845,47.943311284013696,50
r1.5k42n28,5304,36.04306649518401,10
r1.5k18n12,3768,60.851661922888624,50
r1.5k24n16,6219,114.07251194650243,50
r1.5k18n12,5701,0.48000518284035243,10
r1.5k24n16,14974,0.19984053689082623,10
r1.5k30n20,14593,1.2903141658367163,50
r1.5k30n20,15179,0.19990418580539837,10
r1.5k36n24,11411,19.790626606816396,50
r1.5k36n24,14281,11.930378702572133,10
r1.5k18n12,3939,44.26235415514807,50
r1.5k24n16,7134,48.084921618209975,50
r1.5k18n12,4862,3.6141686097782695,10
r1.5k24n16,11317,0.19971031884881074,10
r1.5k42n28,1661,50.154882363120976,50
r1.5k30n20,11029,23.599669194648776,50
r1.5k42n28,10368,18.20451017544388,10
r1.5k30n20,11472,13.600738608956618,10
r1.5k36n24,8624,31.641755202420757,50
r1.5k36n24,28396,0.19995334406353052,10
r1.5k18n12,3853,56.11777172896399,50
r1.5k24n16,6676,74.10051964448157,50
r1.5k18n12,4443,15.597744310287629,10
r1.5k24n16,9489,0.8024156373886017,10
r1.5k30n20,9247,78.20532079237107,50
r1.5k30n20,13325,6.557714837748813,10
r1.5k42n28,1753,50.444166269430944,50
r1.5k42n28,20616,6.725256103255998,10
r1.5k36n24,7231,61.511325286439636,50
r1.5k36n24,21338,1.0477448271945358,10
r1.5k18n12,3896,50.430002297045256,50
r1.5k24n16,6905,69.55684602310706,50
r1.5k18n12,4652,8.301308338001348,10
r1.5k24n16,8575,4.279210137763324,10
r1.5k30n20,10138,61.16082335823246,50
r1.5k30n20,12398,7.020638651314042,10
r1.5k42n28,1799,49.21429357071976,50
r1.5k42n28,15492,11.416430572691194,10
r1.5k36n24,7927,45.505105871540636,50
r1.5k36n24,17809,5.839956655989047,10
r1.5k18n12,3917,47.954533150319506,50
r1.5k18n12,4547,12.14464741569506,10
r1.5k24n16,7019,57.53468458671051,50
r1.5k24n16,8118,13.568871903348413,10
r1.5k30n20,10583,42.88752455318746,50
r1.5k30n20,11935,8.526821666538076,10
r1.5k36n24,7579,58.90912477958558,50
r1.5k42n28,1776,51.32303159269427,50
r1.5k36n24,16045,8.320226156036533,10
r1.5k42n28,18054,8.340476341863381,10
r1.5k18n12,3906,46.18847626965438,50
r1.5k18n12,4599,9.46358238443984,10
r1.5k24n16,7076,56.170895535443286,50
r1.5k24n16,8346,8.033219686856519,10
r1.5k30n20,10360,59.30818534269251,50
r1.5k30n20,11703,11.751758488015014,10
r1.5k36n24,7753,52.34657782849801,50
r1.5k36n24,15163,11.2765515382014,10
r1.5k42n28,1787,50.64463090307134,50
r1.5k42n28,16773,12.342019745473289,10
r1.5k18n12,3901,55.02409607939872,50
r1.5k18n12,4573,10.890241134804501,10
r1.5k24n16,7105,50.17955984437803,50
r1.5k24n16,8232,3.1389242095837337,10
r1.5k30n20,10471,52.02335114390392,50
r1.5k30n20,11819,13.042418668538525,10
r1.5k36n24,7840,55.69255056089217,50
r1.5k36n24,15604,11.710084773350742,10
r1.5k42n28,1793,57.85229276118508,50
