GraphSize,CVcalc,AvgOptsPerMin
r1.5k24n16,2500,355.8303726944748
r1.5k24n16,8250,5.585361110611991
r1.5k30n20,2750,170.44201168063984
r1.5k30n20,16125,0.9978031454938681
r1.5k42n28,8250,22.403513502211045
r1.5k18n12,5437,1.0991706440288498
r1.5k36n24,16125,6.410479351208127
r1.5k18n12,2718,264.96615489484964
r1.5k24n16,5375,144.66044386991703
r1.5k18n12,2718,289.03381774264375
r1.5k24n16,5375,186.05961748513596
r1.5k30n20,9437,50.54757420697083
r1.5k18n12,2718,286.4063265352155
r1.5k24n16,5375,145.80816629005244
r1.5k36n24,8062,34.3354786828433
r1.5k42n28,12375,14.23506984911294
r1.5k24n16,6812,42.24039265208746
r1.5k42n28,4125,40.528057745558684
r1.5k42n28,4125,46.3412547228296
r1.5k18n12,4077,28.41852516466694
r1.5k30n20,12781,0.9986206827368871
r1.5k30n20,6093,121.79303800510223
r1.5k36n24,12093,0.054577028032746215
r1.5k18n12,4757,0.06306495690561277
r1.5k24n16,7531,0.22307794449608287
r1.5k18n12,3397,47.94513989744882
r1.5k30n20,11109,5.047303812169029
r1.5k24n16,6093,71.75133945898327
r1.5k24n16,6812,47.69260845817083
r1.5k18n12,4417,8.028824498263253
r1.5k36n24,10077,21.835788421183757
r1.5k24n16,7171,33.0601541806168
r1.5k18n12,3057,170.56405152663152
r1.5k42n28,2062,48.66814273279171
r1.5k36n24,2015,85.85632037966367
r1.5k18n12,3057,192.8521615920482
r1.5k24n16,5734,128.6176680743425
r1.5k30n20,10273,43.39008237322617
r1.5k42n28,18562,7.2693861967263365
r1.5k18n12,4247,20.186870232534663
r1.5k18n12,3227,129.470386340565
r1.5k36n24,11085,14.847642285850307
r1.5k36n24,3023,81.05939536850514
r1.5k36n24,1007,102.96468073626238
r1.5k42n28,1031,59.47696272373415
r1.5k42n28,15468,9.535645138243888
r1.5k36n24,11589,12.610984050496405
r1.5k42n28,1031,56.328652119113634
r1.5k36n24,3527,81.55554604234172
r1.5k36n24,1511,94.10356819850062
r1.5k42n28,1546,57.434817246752296
r1.5k36n24,11841,11.510641296929267
r1.5k36n24,3779,78.91257945874386
r1.5k42n28,13921,11.800474209089218
r1.5k42n28,515,56.28740116872923
r1.5k36n24,11967,14.79115978484565
r1.5k36n24,3905,79.49933496316288
r1.5k42n28,1804,54.155916222841384
r1.5k42n28,14694,10.662108068825962
