GraphSize,CVcalc,AvgOptsPerMin
r1.5k12n8,1269,652.0639345792573
r1.5k18n12,1910,598.2035139107918
r1.5k18n12,2250,491.1902007674269
r1.5k24n16,2672,258.5732413621145
r1.5k18n12,1372,726.0399703256766
r1.5k24n16,1118,269.3106069895381
r1.5k18n12,3375,179.55694474231092
r1.5k30n20,1343,80.69950999456861
r1.5k24n16,2583,247.5165970260448
r1.5k30n20,2318,75.11948407719925
r1.5k24n16,4008,194.8759335688556
r1.5k36n24,1956,43.4171221356806
r1.5k30n20,1467,84.90386247260668
r1.5k24n16,7348,32.885349138453115
r1.5k24n16,6012,72.72570510085316
r1.5k30n20,3477,74.80120329480931
r1.5k30n20,3477,74.43906898363159
r1.5k24n16,11022,0.9955796618616697
r1.5k36n24,2550,38.983262649767155
r1.5k30n20,6374,55.43906619659591
r1.5k24n16,8517,10.88149109505275
r1.5k30n20,6374,57.90091208572612
r1.5k30n20,12459,4.726274988224837
r1.5k24n16,7264,37.64597889208475
r1.5k30n20,12459,5.1397958020956285
r1.5k36n24,2629,38.962789139165466
r1.5k24n16,6638,54.8442498803325
r1.5k30n20,9416,35.274607429494914
r1.5k30n20,9416,34.47567598646209
r1.5k36n24,1971,38.28858716570277
r1.5k24n16,6951,48.890243462089806
r1.5k30n20,10937,16.858569796221953
r1.5k24n16,5010,145.36352954457928
r1.5k24n16,6794,49.45770938063607
r1.5k30n20,7895,47.576224837448805
r1.5k36n24,3943,36.322740386153626
r1.5k30n20,671,98.2227851116069
r1.5k24n16,5511,121.79998934752723
r1.5k30n20,11698,11.547704768842461
r1.5k24n16,6716,58.28946941414982
r1.5k36n24,978,41.92432376345764
r1.5k30n20,7134,53.73630573240181
r1.5k24n16,5761,107.44505470622455
r1.5k30n20,335,93.81884612932481
r1.5k24n16,6755,53.80090661952928
r1.5k30n20,12078,9.651430454145475
r1.5k36n24,978,46.92338724878069
r1.5k24n16,5886,99.86385475122714
r1.5k30n20,7514,48.276493435392204
r1.5k36n24,7229,28.575692598612147
r1.5k30n20,167,93.53018038062291
r1.5k30n20,11888,12.337052590934139
r1.5k24n16,5823,101.37452878299021
r1.5k36n24,489,44.291607095846345
r1.5k30n20,7324,38.4919991028175
r1.5k30n20,83,105.646997128702
r1.5k24n16,5854,102.75374463615526
r1.5k30n20,11983,6.598448416105566
r1.5k36n24,489,45.276052530696084
r1.5k36n24,14130,7.746405632108245
r1.5k30n20,7229,40.54817979404823
r1.5k24n16,5870,102.11928052570212
r1.5k30n20,125,106.70341542150766
r1.5k36n24,244,43.44298458718855
r1.5k30n20,146,109.32617548874362
r1.5k36n24,244,43.43968638278049
r1.5k36n24,10679,15.366496846184214
