GraphSize,CVcalc,AvgOptsPerMin
r1.5k12n8,1558,500.43908442987833
r1.5k12n8,2266,367.1381134224588
r1.5k18n12,2864,65.94163356971139
r1.5k12n8,2151,374.71105397994864
r1.5k18n12,2085,117.62470096946711
r1.5k24n16,2874,11.670708484255412
r1.5k12n8,3399,361.0712790861964
r1.5k18n12,2271,101.22942743092867
r1.5k24n16,1153,343.17373020921156
r1.5k12n8,6231,366.903400189836
r1.5k30n20,1140,172.43757093958396
r1.5k18n12,4296,34.7087243947837
r1.5k24n16,1373,230.0950517555324
r1.5k12n8,12179,363.8384294802057
r1.5k30n20,2830,12.03882183438753
r1.5k18n12,7876,16.503427801555777
r1.5k24n16,4311,2.3549979016129106
r1.5k12n8,24217,362.87679131922926
r1.5k12n8,18268,351.79502678960296
r1.5k18n12,15394,16.659889908598014
r1.5k24n16,3592,4.794034487348614
r1.5k12n8,48364,358.8251859878084
r1.5k12n8,33492,355.1760697634912
r1.5k30n20,1767,95.54543372308919
r1.5k36n24,1496,84.20804831224291
r1.5k18n12,30609,17.335038402500217
r1.5k12n8,96694,362.3371446717588
r1.5k12n8,65462,343.3625864711245
r1.5k24n16,3233,9.294716143635391
r1.5k18n12,3580,41.304535246129205
r1.5k30n20,4245,2.980576590574972
r1.5k18n12,61128,15.60456570972103
r1.5k24n16,2123,55.55802863334981
r1.5k12n8,193371,349.85740111409734
r1.5k12n8,130163,354.4123847011143
r1.5k24n16,3053,7.870500849821829
r1.5k18n12,3222,45.24957885260202
r1.5k30n20,2298,35.71553553176188
r1.5k18n12,122212,15.134245810331539
r1.5k36n24,1194,92.98214695550448
r1.5k12n8,386733,370.9545223059263
r1.5k30n20,3537,4.783816740462309
r1.5k24n16,2498,21.988250307373608
r1.5k12n8,259945,349.96750212840936
r1.5k24n16,2963,10.213096296842151
r1.5k18n12,3043,53.99230896264335
r1.5k18n12,244402,15.878342237554847
r1.5k12n8,773462,365.60686657382956
r1.5k30n20,2032,55.87813608070985
r1.5k12n8,519700,347.1390284967341
r1.5k24n16,2310,32.659384854823244
r1.5k24n16,3008,8.399707625691475
r1.5k30n20,3183,6.70149739170198
r1.5k18n12,3132,52.460192807846354
r1.5k18n12,488793,15.008607748554434
r1.5k12n8,1039306,353.19386371579276
r1.5k24n16,2216,47.002181582938874
r1.5k36n24,2552,29.645947415492724
r1.5k24n16,2985,10.631206542782305
r1.5k18n12,3177,50.46323934073389
r1.5k30n20,2165,43.49935455536216
r1.5k18n12,977580,16.607503009483693
r1.5k30n20,3006,8.015768623575166
r1.5k12n8,2078565,352.63483450370165
r1.5k24n16,2169,52.6004403932558
r1.5k18n12,3199,51.67359791382703
r1.5k24n16,2996,13.932688400824224
r1.5k36n24,1237,73.11319890375458
r1.5k12n8,1558959,340.81871813457127
r1.5k30n20,2098,51.53410168606151
r1.5k18n12,2567,72.64380803579965
r1.5k30n20,2918,8.138016891683144
r1.5k24n16,2192,47.60739025715275
r1.5k18n12,3210,49.061076781037784
r1.5k24n16,3002,13.327709399543462
r1.5k24n16,1748,112.88507923319519
r1.5k12n8,2858091,348.6020707514034
r1.5k18n12,2419,81.20498284075654
r1.5k36n24,3828,4.001151822850123
r1.5k30n20,2131,52.17196535651076
r1.5k18n12,3204,46.22508705894135
r1.5k24n16,2180,51.404229051732194
r1.5k12n8,5586269,337.69582398746417
r1.5k24n16,1935,78.58482419354678
r1.5k30n20,2874,11.061439950876025
r1.5k30n20,1453,111.82331740801871
r1.5k18n12,2345,84.6892667635281
r1.5k36n24,2024,47.78907357636255
r1.5k24n16,2186,52.515638990410935
r1.5k12n8,11107582,333.0994380038401
r1.5k30n20,2148,47.34380644453303
r1.5k24n16,1841,96.33126918416886
r1.5k18n12,2308,85.44974858870232
r1.5k30n20,2896,11.410936783522365
r1.5k30n20,1610,92.30199463934423
r1.5k36n24,3190,10.110369330064541
r1.5k24n16,2189,53.69526387629763
r1.5k24n16,1794,105.88924927277029
r1.5k18n12,2289,88.54933684531534
r1.5k36n24,597,78.91541681185683
r1.5k30n20,2139,51.4042389715676
r1.5k30n20,2907,9.617769540693308
r1.5k30n20,1531,96.74001834584956
r1.5k36n24,1760,61.13949206503537
r1.5k24n16,1817,94.54212080405566
r1.5k30n20,2143,47.64279952077919
r1.5k30n20,2901,10.950986984956339
r1.5k36n24,3509,4.843825382842852
r1.5k30n20,1492,106.70403193009936
r1.5k36n24,298,58.82161143843143
r1.5k30n20,2141,52.56148216173936
r1.5k36n24,1892,58.7511821674625
r1.5k30n20,1511,108.45250450670122
r1.5k36n24,3349,6.3688558721472655
r1.5k30n20,1521,108.08324471584358
r1.5k36n24,149,61.05173485320746
r1.5k36n24,1958,54.02802260034845
