Index,File,CVcalc,OptTime,CrFinal,Cr1,T1,Cr2,T2...
0,random graphs/big_layer/r1.5k24n16/graph0.lgbin,2015,55.09151840209961,542,1450,0,1347,4.9134063720703125,1279,5.9576380252838135,1131,7.188032388687134,1128,13.41942572593689,1050,14.049589395523071,1006,19.84302020072937,986,20.496775150299072,896,20.848865270614624,877,21.78813338279724,839,22.153778791427612,813,23.942763328552246,809,25.000353813171387,805,27.163715600967407,727,28.28498387336731,722,29.264241218566895,700,29.55971598625183,668,29.88355541229248,623,30.45331358909607,616,30.777162075042725,614,31.070289134979248,578,31.412041664123535,571,31.771895170211792,571,32.178287982940674,570,32.45467233657837,570,32.717307329177856,564,33.742289543151855,564,34.50971484184265,563,35.771735429763794,559,36.20078134536743,557,36.58967304229736,555,36.95384907722473,555,37.418129444122314,555,38.69228267669678,555,39.04338836669922,554,39.36226534843445,554,39.65307831764221,554,39.95603060722351,554,40.545981884002686,551,43.88655710220337,546,44.54844117164612,546,45.167476654052734,545,47.06608581542969,545,50.459208965301514,543,53.087621212005615,543,53.99938988685608,543,56.25587582588196,542,56.712687492370605,542,57.033918142318726,542,57.338948011398315,542,57.654170989990234,542,58.02811002731323,542,58.313612937927246,542,58.96636152267456,542,59.322983503341675,542,59.658918142318726,542,60.0871946811676
1,random graphs/big_layer/r1.5k24n16/graph1.lgbin,2015,53.04649996757507,491,1498,0,1424,0.4152946472167969,1322,1.2754158973693848,1262,3.831282615661621,1112,4.824167251586914,984,14.494443655014038,951,17.042685985565186,908,18.209861278533936,834,18.601271629333496,812,18.94103717803955,797,19.869751453399658,787,20.30497646331787,761,20.672570943832397,751,21.056970357894897,725,21.465141773223877,723,22.794476747512817,710,23.220266580581665,653,23.765295028686523,646,24.20701789855957,627,24.771178007125854,591,25.16095995903015,590,25.994625091552734,578,26.64673900604248,572,27.242284297943115,541,27.626709699630737,541,27.999881982803345,530,28.352665662765503,529,28.69315528869629,527,29.085167407989502,527,29.433562517166138,526,29.929604053497314,526,30.79417061805725,526,31.249749660491943,507,31.653693675994873,505,32.0815851688385,505,32.6283175945282,505,33.05874490737915,499,33.486122846603394,499,33.922683000564575,499,34.2948203086853,497,34.69264531135559,496,35.063106060028076,496,37.01687526702881,496,37.679057121276855,495,38.35054063796997,495,38.69414949417114,494,39.10140109062195,493,39.54948663711548,493,39.93248796463013,493,40.51836442947388,493,41.41145849227905,493,42.01797151565552,493,42.3715877532959,493,42.780437707901,492,43.267719745635986,492,43.68173933029175,492,44.200324296951294,491,44.59237718582153,491,44.943772077560425,491,45.49037027359009,491,45.94371151924133,491,46.29023814201355,491,57.12194538116455,491,57.4980628490448,491,57.9004921913147,491,58.28280258178711,491,58.6370415687561,491,59.24270939826965,491,59.64749050140381,491,60.109107971191406
2,random graphs/big_layer/r1.5k24n16/graph2.lgbin,2015,55.65098524093628,547,1598,0,1437,1.5585424900054932,1350,7.09972071647644,1254,10.114365339279175,1188,10.7786226272583,1059,11.182589530944824,917,11.584628343582153,817,11.946126222610474,783,12.847312688827515,749,21.15075659751892,681,21.76679491996765,673,25.385372161865234,641,26.30629563331604,624,27.014450311660767,624,27.61418890953064,618,29.756423234939575,591,30.09019708633423,591,30.659708499908447,591,31.431294202804565,586,34.60443067550659,573,35.23883938789368,572,35.74453163146973,567,36.12435603141785,566,36.47408580780029,566,36.835527181625366,558,37.34671449661255,558,40.35652470588684,558,40.68388056755066,558,41.05095982551575,558,41.33493709564209,558,41.6099374294281,557,42.37139368057251,557,43.04729223251343,557,43.61204814910889,557,44.36982035636902,557,44.674885988235474,557,45.31420278549194,557,45.60886812210083,557,56.061678647994995,552,56.385931730270386,552,56.6616587638855,548,57.397117137908936,548,57.93817472457886,548,58.330114126205444,548,58.655001163482666,547,58.98126935958862,547,59.74988389015198,547,60.101592779159546
3,random graphs/big_layer/r1.5k24n16/graph3.lgbin,2015,55.334831953048706,615,1531,0,1479,0.37854909896850586,1363,11.22800588607788,1295,11.605300426483154,1165,13.298604249954224,1145,14.150862693786621,1056,15.242016792297363,1006,16.761525630950928,1001,21.72415781021118,998,23.77168035507202,949,27.580230236053467,903,28.000650644302368,865,28.378028869628906,835,28.752054452896118,822,29.206883668899536,814,30.020031452178955,809,31.45171570777893,803,39.182016372680664,776,39.61171078681946,707,39.99281573295593,696,40.35816025733948,694,40.73666739463806,692,41.1949417591095,678,41.62768864631653,655,42.03511595726013,655,42.38006639480591,655,42.729164838790894,652,43.0847384929657,652,43.47650361061096,632,43.82535648345947,628,44.209675312042236,628,44.537389039993286,628,44.87963104248047,628,45.36392331123352,622,45.76865839958191,622,46.171677112579346,622,46.576131105422974,621,46.92238998413086,621,48.321104288101196,621,48.74276900291443,621,55.93980407714844,621,56.36276578903198,615,56.78698706626892,615,57.09778809547424,615,57.419520139694214,615,58.244377851486206,615,60.134095430374146
4,random graphs/big_layer/r1.5k24n16/graph4.lgbin,2015,55.930258989334106,484,1278,0,1130,5.283722877502441,1018,6.765127420425415,964,7.844030380249023,918,8.620629072189331,903,14.84325647354126,875,15.228058099746704,851,15.856704235076904,738,16.727383136749268,711,17.358770608901978,687,17.66948366165161,629,18.225768566131592,613,19.57375741004944,605,20.337924242019653,577,20.985867261886597,544,21.500577688217163,544,22.055081605911255,544,23.33416724205017,537,23.709712505340576,523,24.068994522094727,521,24.40950870513916,507,25.374448776245117,502,26.07439613342285,499,26.419620752334595,496,26.710928201675415,496,26.971658945083618,496,27.29509162902832,496,27.693177938461304,496,28.13761067390442,496,28.954806089401245,496,29.256399869918823,493,29.753825187683105,485,30.145575046539307,485,30.45742392539978,485,30.779946327209473,485,31.146857261657715,485,31.468483924865723,485,31.986297369003296,484,32.387017011642456,484,58.34232783317566,484,58.997275590896606,484,59.36861300468445,484,60.10872507095337
5,random graphs/big_layer/r1.5k24n16/graph5.lgbin,2015,53.83103847503662,372,1340,0,1240,0.7450308799743652,1122,7.488422632217407,1087,8.097022771835327,1007,10.02134370803833,909,11.602802038192749,847,12.99701976776123,837,15.268338203430176,741,16.771955966949463,707,17.11577582359314,610,18.946474313735962,553,19.42885160446167,541,19.970865488052368,471,22.94464111328125,471,23.336036682128906,440,23.759920120239258,407,24.9638032913208,403,25.350265502929688,398,25.736383199691772,398,26.10994052886963,398,26.402376651763916,394,27.528191328048706,392,28.05591583251953,391,31.512991428375244,389,31.89574122428894,389,32.22891402244568,388,32.713549852371216,388,33.12725830078125,388,33.502026319503784,383,34.18423056602478,383,34.74904823303223,383,35.31700944900513,383,35.947734117507935,382,37.96441078186035,382,39.49018597602844,380,41.413010597229004,380,42.36311435699463,380,44.199962854385376,380,44.53133964538574,372,44.97819542884827,372,45.38756537437439,372,45.79113554954529,372,46.26071739196777,372,49.3358473777771,372,49.65436792373657,372,50.014811992645264,372,50.481149435043335,372,50.86807632446289,372,51.43146204948425,372,51.857356548309326,372,52.62025833129883,372,53.19726800918579,372,54.355191707611084,372,55.86986565589905,372,57.12607479095459,372,57.46345639228821,372,57.87772226333618,372,58.43387722969055,372,58.90178060531616,372,59.69858479499817,372,60.02848768234253
6,random graphs/big_layer/r1.5k24n16/graph6.lgbin,2015,58.06646275520325,645,1528,0,1367,0.3935990333557129,1261,0.8268961906433105,1182,4.7201316356658936,1146,5.1222779750823975,1110,5.5782787799835205,1009,6.446331739425659,1007,7.11648416519165,907,13.294857025146484,857,15.743439435958862,851,52.455124855041504,808,52.829742193222046,768,53.2102415561676,752,53.545342206954956,732,55.16187143325806,728,55.594462633132935,704,56.00731420516968,699,58.925557374954224,688,59.35923480987549,680,59.753440856933594,645,60.1241238117218
7,random graphs/big_layer/r1.5k24n16/graph7.lgbin,2015,57.01883625984192,531,1433,0,1359,0.4089939594268799,1261,4.1209022998809814,1251,12.866633415222168,1161,13.897565364837646,1026,14.601763248443604,940,15.21498703956604,829,15.921318531036377,764,17.40193748474121,730,17.83615517616272,677,20.11180806159973,646,20.503494024276733,637,20.8357937335968,618,21.72269034385681,599,22.095412254333496,577,22.413182497024536,571,22.756981372833252,570,23.111783027648926,566,23.423890352249146,549,29.48379874229431,546,30.024754762649536,542,30.650915145874023,532,31.23151659965515,532,31.626863956451416,532,32.263267993927,532,32.5598931312561,532,32.86687135696411,532,33.16810345649719,532,33.70801305770874,532,34.033427000045776,532,34.40091395378113,532,34.772608518600464,531,35.706563234329224,531,36.0864953994751,531,60.32464551925659
8,random graphs/big_layer/r1.5k24n16/graph8.lgbin,2015,52.171875953674316,567,1497,0,1374,2.495575189590454,1298,7.083696603775024,1188,10.216755151748657,1060,11.270173072814941,1043,12.815696716308594,1022,13.602566719055176,897,13.940256357192993,890,14.747472763061523,890,16.38752555847168,791,16.792738914489746,786,19.76086187362671,748,20.140156507492065,725,20.773927688598633,669,21.125419855117798,650,21.4773690700531,628,21.858149766921997,628,23.914356231689453,625,24.303173303604126,624,24.91058111190796,622,25.25325322151184,605,25.634648323059082,600,25.989041328430176,600,26.310215950012207,598,26.723116397857666,598,27.093674421310425,596,27.407891988754272,596,27.690629243850708,595,28.015905380249023,595,28.327229261398315,595,28.883976697921753,594,29.229776859283447,593,29.57898497581482,593,29.879674196243286,593,30.629666090011597,593,32.35050058364868,593,32.653499126434326,593,32.98574495315552,593,33.31326985359192,593,34.078192710876465,593,34.38348054885864,589,34.792757749557495,589,35.47486209869385,589,35.879305601119995,589,36.520190954208374,589,36.80858278274536,589,37.09982466697693,589,37.39472484588623,589,38.78175735473633,589,39.053061723709106,589,39.37342858314514,589,39.657172441482544,589,40.340474367141724,588,40.978628158569336,588,41.29566550254822,588,41.59256601333618,588,41.88071942329407,588,42.28188419342041,588,43.0303418636322,588,43.32324242591858,568,44.74454617500305,568,45.079286336898804,568,45.75875544548035,568,48.62407040596008,567,49.251790046691895,567,49.53618550300598,567,50.319987297058105,567,50.615631341934204,567,50.902803897857666,567,51.565022706985474,567,53.47055959701538,567,54.27894639968872,567,54.583495140075684,567,54.875887393951416,567,55.173303842544556,567,55.961432456970215,567,56.25594997406006,567,56.55712962150574,567,56.87959432601929,567,58.222840785980225,567,60.03199005126953
9,random graphs/big_layer/r1.5k24n16/graph9.lgbin,2015,51.843953371047974,475,1505,0,1362,2.8842806816101074,1296,8.079126358032227,1134,9.419995069503784,1047,10.04427433013916,919,10.420855522155762,875,12.07233452796936,795,12.567851543426514,752,12.912940979003906,723,13.34757137298584,628,15.215055465698242,625,15.936737775802612,602,16.34875226020813,595,17.845223665237427,589,18.416250705718994,581,18.84836745262146,577,19.673116445541382,570,20.052510261535645,560,20.391091108322144,556,20.76915144920349,540,21.139845609664917,539,21.425601720809937,537,21.9166100025177,537,22.28554129600525,520,22.722529888153076,520,23.079873085021973,518,23.507062196731567,518,23.919885396957397,517,24.353970289230347,517,24.814417839050293,517,25.212414026260376,515,25.628658771514893,515,25.9167537689209,515,26.20191979408264,515,26.79496169090271,510,27.16680884361267,510,27.781834602355957,506,28.17006516456604,499,28.73031520843506,497,29.44338846206665,497,29.77084255218506,494,30.130557775497437,494,30.8212673664093,493,31.228168964385986,493,31.54174566268921,493,31.89771580696106,491,32.21289086341858,491,34.28574562072754,491,34.58457088470459,490,36.7141170501709,490,37.291613817214966,489,38.01169943809509,489,39.218056440353394,489,39.596452951431274,480,41.37150502204895,480,42.97219133377075,480,43.29007434844971,480,43.63824105262756,480,44.68834161758423,480,45.00379467010498,480,45.405344009399414,480,45.67449450492859,480,46.021708965301514,477,46.452887773513794,477,47.12463855743408,476,47.50157928466797,475,48.612027168273926,475,50.20284628868103,475,50.51567268371582,475,51.48875308036804,475,51.83370065689087,475,53.87859392166138,475,54.18242168426514,475,54.48395228385925,475,54.81662440299988,475,55.131818771362305,475,55.77706980705261,475,56.09783959388733,475,57.50477409362793,475,58.48023962974548,475,60.11168122291565
