Index,File,CVcalc,OptTime,CrFinal,Cr1,T1,Cr2,T2...
0,random graphs/big_layer/r1.5k18n12/graph0.lgbin,5062,59.298925161361694,148,524,0,300,15.633429050445557,232,23.674884557724,172,26.449179887771606,165,30.375367403030396,156,33.029834508895874,156,35.547789335250854,152,39.196979999542236,151,41.11693572998047,150,43.684834241867065,150,47.1348078250885,150,50.4699330329895,148,52.803505182266235,148,54.75376081466675,148,57.50138068199158,148,60.08250594139099
