Index,File,CVcalc,OptTime,CrFinal,Cr1,T1,Cr2,T2...
0,random graphs/big_layer/r1.5k18n12/graph0.lgbin,5062,59.31273055076599,151,524,0,304,4.55350399017334,253,22.350520849227905,215,29.158430337905884,171,33.08526659011841,162,37.34444785118103,157,40.04683256149292,157,42.26873803138733,157,45.45068621635437,155,47.48000240325928,151,50.87532711029053,151,53.534648180007935,151,56.8553307056427,151,59.63241147994995,151,60.06476807594299
